##gff-version 3												
##source-version rtracklayer 1.62.0												
##date 2025-03-20												
seqnames	source	type	start	end	score	strand	phase	notes	is.canonic	gene	TSS eredeti	TES eredeti
LT934125.1	Liftoff	transcript	107615	108830	.	+	.	"transcript_id=NOIR-1S;Name=NOIR-1S;ID=NOIR-1S;gene_id=NOIR;ORF_id=NOIR;"		NOIR	107615	108830
LT934125.1	Liftoff	exon	107819	108830	.	+	.	"transcript_id=NOIR-1S2;Name=NOIR-1S2;ID=NOIR-1S2;gene_id=NOIR;ORF_id=NOIR;"		NOIR	107819	108830
LT934125.1	Liftoff	transcript	107819	108830	.	+	.	"transcript_id=NOIR-1S2;Name=NOIR-1S2;ID=NOIR-1S2;gene_id=NOIR;ORF_id=NOIR;"		NOIR	107819	108830
LT934125.1	Liftoff	exon	108030	108830	.	+	.	"transcript_id=NOIR-1S3;Name=NOIR-1S3;ID=NOIR-1S3;gene_id=NOIR;ORF_id=NOIR;"		NOIR	108030	108830
LT934125.1	Liftoff	transcript	108030	108830	.	+	.	"transcript_id=NOIR-1S3;Name=NOIR-1S3;ID=NOIR-1S3;gene_id=NOIR;ORF_id=NOIR;"		NOIR	108030	108830
LT934125.1	Liftoff	exon	108228	108830	.	+	.	"transcript_id=NOIR-1S4;Name=NOIR-1S4;ID=NOIR-1S4;gene_id=NOIR;ORF_id=NOIR;"		NOIR	108228	108830
LT934125.1	Liftoff	transcript	108228	108830	.	+	.	"transcript_id=NOIR-1S4;Name=NOIR-1S4;ID=NOIR-1S4;gene_id=NOIR;ORF_id=NOIR;"		NOIR	108228	108830
LT934125.1	Liftoff	exon	110204	111104	.	-	.	"transcript_id=NOIR-2;Name=NOIR-2;ID=NOIR-2;gene_id=NOIR;ORF_id=NOIR;"		NOIR	111104	110204
LT934125.1	Liftoff	transcript	110204	111104	.	-	.	"transcript_id=NOIR-2;Name=NOIR-2;ID=NOIR-2;gene_id=NOIR;ORF_id=NOIR;"		NOIR	111104	110204
LT934125.1	Liftoff	exon	107309	108830	.	+	.	"transcript_id=NOIR-L3;Name=NOIR-L3;ID=NOIR-L3;gene_id=NOIR;ORF_id=NOIR;"		NOIR	107309	108830
LT934125.1	Liftoff	transcript	107309	108830	.	+	.	"transcript_id=NOIR-L3;Name=NOIR-L3;ID=NOIR-L3;gene_id=NOIR;ORF_id=NOIR;"		NOIR	107309	108830
LT934125.1	Liftoff	exon	1600	2273	.	+	.	"transcript_id=ORF-1;Name=ORF-1;ID=ORF-1;gene_id=ORF-1;ORF_id=ORF-1;"	canonic	ORF-1	1600	2273
LT934125.1	Liftoff	transcript	1600	2273	.	+	.	"transcript_id=ORF-1;Name=ORF-1;ID=ORF-1;gene_id=ORF-1;ORF_id=ORF-1;"	canonic	ORF-1	1600	2273
LT934125.1	Liftoff	exon	1725	2273	.	+	.	"transcript_id=ORF-1.5;Name=ORF-1.5;ID=ORF-1.5;gene_id=ORF-1;ORF_id=ORF1.5;"		ORF-1	1725	2273
LT934125.1	Liftoff	transcript	1725	2273	.	+	.	"transcript_id=ORF-1.5;Name=ORF-1.5;ID=ORF-1.5;gene_id=ORF-1;ORF_id=ORF1.5;"		ORF-1	1725	2273
LT934125.1	Liftoff	exon	1806	2273	.	+	.	"transcript_id=ORF-1.5-S;Name=ORF-1.5-S;ID=ORF-1.5-S;gene_id=ORF-1;ORF_id=ORF1.5;"		ORF-1	1806	2273
LT934125.1	Liftoff	transcript	1806	2273	.	+	.	"transcript_id=ORF-1.5-S;Name=ORF-1.5-S;ID=ORF-1.5-S;gene_id=ORF-1;ORF_id=ORF1.5;"		ORF-1	1806	2273
LT934125.1	Liftoff	exon	419	2273	.	+	.	"transcript_id=ORF-1L1;Name=ORF-1L1;ID=ORF-1L1;gene_id=ORF-1;ORF_id=ORF-1;"		ORF-1	419	2273
LT934125.1	Liftoff	transcript	419	2273	.	+	.	"transcript_id=ORF-1L1;Name=ORF-1L1;ID=ORF-1L1;gene_id=ORF-1;ORF_id=ORF-1;"		ORF-1	419	2273
LT934125.1	Liftoff	exon	779	2273	.	+	.	"transcript_id=ORF-1L1-S;Name=ORF-1L1-S;ID=ORF-1L1-S;gene_id=ORF-1;ORF_id=ORF-1;"		ORF-1	779	2273
LT934125.1	Liftoff	transcript	779	2273	.	+	.	"transcript_id=ORF-1L1-S;Name=ORF-1L1-S;ID=ORF-1L1-S;gene_id=ORF-1;ORF_id=ORF-1;"		ORF-1	779	2273
LT934125.1	Liftoff	exon	227	2273	.	+	.	"transcript_id=ORF-1L2;Name=ORF-1L2;ID=ORF-1L2;gene_id=ORF-1;ORF_id=ORF-1;"		ORF-1	227	2273
LT934125.1	Liftoff	transcript	227	2273	.	+	.	"transcript_id=ORF-1L2;Name=ORF-1L2;ID=ORF-1L2;gene_id=ORF-1;ORF_id=ORF-1;"		ORF-1	227	2273
LT934125.1	Liftoff	exon	1335	2273	.	+	.	"transcript_id=ORF-1M1;Name=ORF-1M1;ID=ORF-1M1;gene_id=ORF-1;ORF_id=ORF-1;"		ORF-1	1335	2273
LT934125.1	Liftoff	transcript	1335	2273	.	+	.	"transcript_id=ORF-1M1;Name=ORF-1M1;ID=ORF-1M1;gene_id=ORF-1;ORF_id=ORF-1;"		ORF-1	1335	2273
LT934125.1	Liftoff	exon	1496	2273	.	+	.	"transcript_id=ORF-1M1-S;Name=ORF-1M1-S;ID=ORF-1M1-S;gene_id=ORF-1;ORF_id=ORF-1;"		ORF-1	1496	2273
LT934125.1	Liftoff	transcript	1496	2273	.	+	.	"transcript_id=ORF-1M1-S;Name=ORF-1M1-S;ID=ORF-1M1-S;gene_id=ORF-1;ORF_id=ORF-1;"		ORF-1	1496	2273
LT934125.1	Liftoff	exon	990	2273	.	+	.	"transcript_id=ORF-1M2;Name=ORF-1M2;ID=ORF-1M2;gene_id=ORF-1;ORF_id=ORF-1;"		ORF-1	990	2273
LT934125.1	Liftoff	transcript	990	2273	.	+	.	"transcript_id=ORF-1M2;Name=ORF-1M2;ID=ORF-1M2;gene_id=ORF-1;ORF_id=ORF-1;"		ORF-1	990	2273
LT934125.1	Liftoff	exon	126752	130831	.	-	.	"transcript_id=PTO-US1_2-nonsp;Name=PTO-US1_2-nonsp;ID=PTO-US1_2-nonsp;gene_id=US1_2;ORF_id=PTO;"	canonic	US1_2	130831	126753
LT934125.1	Liftoff	transcript	126752	130831	.	-	.	"transcript_id=PTO-US1_2-nonsp;Name=PTO-US1_2-nonsp;ID=PTO-US1_2-nonsp;gene_id=US1_2;ORF_id=PTO;"	canonic	US1_2	130831	126753
LT934125.1	Liftoff	exon	126752	127972	.	-	.	"transcript_id=PTO-US1_2-sp;Name=PTO-US1_2-sp;ID=PTO-US1_2-sp;gene_id=US1_2;ORF_id=PTO;"		US1_2	127972	126752
LT934125.1	Liftoff	exon	128147	128198	.	-	.	"transcript_id=PTO-US1_2-sp;Name=PTO-US1_2-sp;ID=PTO-US1_2-sp;gene_id=US1_2;ORF_id=PTO;"		US1_2	128198	128147
LT934125.1	Liftoff	exon	128321	130831	.	-	.	"transcript_id=PTO-US1_2-sp;Name=PTO-US1_2-sp;ID=PTO-US1_2-sp;gene_id=US1_2;ORF_id=PTO;"		US1_2	130830	128321
LT934125.1	Liftoff	transcript	126752	130831	.	-	.	"transcript_id=PTO-US1_2-sp;Name=PTO-US1_2-sp;ID=PTO-US1_2-sp;gene_id=US1_2;ORF_id=PTO;"		US1_2	130830	126752
LT934125.1	Liftoff	exon	112884	116961	.	+	.	"transcript_id=PTO-US1-nonsp;Name=PTO-US1-nonsp;ID=PTO-US1-nonsp;gene_id=US1;ORF_id=PTO;"	canonic	US1	112884	116962
LT934125.1	Liftoff	transcript	112884	116961	.	+	.	"transcript_id=PTO-US1-nonsp;Name=PTO-US1-nonsp;ID=PTO-US1-nonsp;gene_id=US1;ORF_id=PTO;"	canonic	US1	112884	116962
LT934125.1	Liftoff	exon	112884	115138	.	+	.	"transcript_id=PTO-US1-sp;Name=PTO-US1-sp;ID=PTO-US1-sp;gene_id=US1;ORF_id=PTO;"		US1	112883	115138
LT934125.1	Liftoff	exon	115256	115308	.	+	.	"transcript_id=PTO-US1-sp;Name=PTO-US1-sp;ID=PTO-US1-sp;gene_id=US1;ORF_id=PTO;"		US1	115256	115308
LT934125.1	Liftoff	exon	115464	116961	.	+	.	"transcript_id=PTO-US1-sp;Name=PTO-US1-sp;ID=PTO-US1-sp;gene_id=US1;ORF_id=PTO;"		US1	115464	116961
LT934125.1	Liftoff	transcript	112884	116961	.	+	.	"transcript_id=PTO-US1-sp;Name=PTO-US1-sp;ID=PTO-US1-sp;gene_id=US1;ORF_id=PTO;"		US1	112883	116961
LT934125.1	Liftoff	exon	21477	21941	.	-	.	"transcript_id=TRL29.2;Name=TRL29.2;ID=TRL29.2;gene_id=UL29;ORF_id=UL29.2;"		UL29	21941	21477
LT934125.1	Liftoff	transcript	21477	21941	.	-	.	"transcript_id=TRL29.2;Name=TRL29.2;ID=TRL29.2;gene_id=UL29;ORF_id=UL29.2;"		UL29	21941	21477
LT934125.1	Liftoff	exon	92069	92422	.	-	.	"transcript_id=TRL3.5;Name=TRL3.5;ID=TRL3.5;gene_id=UL3.5;ORF_id=UL3.5;"		UL3.5	92422	92071
LT934125.1	Liftoff	transcript	92069	92422	.	-	.	"transcript_id=TRL3.5;Name=TRL3.5;ID=TRL3.5;gene_id=UL3.5;ORF_id=UL3.5;"		UL3.5	92422	92071
LT934125.1	Liftoff	exon	32163	32415	.	+	.	"transcript_id=TRL35;Name=TRL35;ID=TRL35;gene_id=UL35;ORF_id=UL35.2;"		UL35	32163	32415
LT934125.1	Liftoff	transcript	32163	32415	.	+	.	"transcript_id=TRL35;Name=TRL35;ID=TRL35;gene_id=UL35;ORF_id=UL35.2;"		UL35	32163	32415
LT934125.1	Liftoff	exon	49115	49647	.	+	.	"transcript_id=TRL40;Name=TRL40;ID=TRL40;gene_id=UL40;ORF_id=UL40;"		UL40	49115	49647
LT934125.1	Liftoff	transcript	49115	49647	.	+	.	"transcript_id=TRL40;Name=TRL40;ID=TRL40;gene_id=UL40;ORF_id=UL40;"		UL40	49115	49647
LT934125.1	Liftoff	transcript	116628	116961	.	+	.	"transcript_id=TRS1;Name=TRS1;ID=TRS1;gene_id=US1;ORF_id=US1;"		US1	116628	116962
LT934125.1	Liftoff	exon	116628	116961	.	+	.	"transcript_id=TRS1;Name=TRS1;ID=TRS1;gene_id=US1;ORF_id=US1;"		US1	116628	116962
LT934125.1	Liftoff	exon	126752	127083	.	-	.	"transcript_id=TRS1_2;Name=TRS1_2;ID=TRS1_2;gene_id=US1_2;ORF_id=US1_2;"		US1_2	127083	126753
LT934125.1	Liftoff	transcript	126752	127083	.	-	.	"transcript_id=TRS1_2;Name=TRS1_2;ID=TRS1_2;gene_id=US1_2;ORF_id=US1_2;"		US1_2	127083	126753
LT934125.1	Liftoff	transcript	126752	127117	.	-	.	"transcript_id=TRS1_2-L;Name=TRS1_2-L;ID=TRS1_2-L;gene_id=US1_2;ORF_id=US1_2;"		US1_2	127117	126753
LT934125.1	Liftoff	exon	126752	127117	.	-	.	"transcript_id=TRS1_2-L;Name=TRS1_2-L;ID=TRS1_2-L;gene_id=US1_2;ORF_id=US1_2;"		US1_2	127117	126753
LT934125.1	Liftoff	exon	126752	127165	.	-	.	"transcript_id=TRS1_2-L2;Name=TRS1_2-L2;ID=TRS1_2-L2;gene_id=US1_2;ORF_id=US1_2;"		US1_2	127165	126753
LT934125.1	Liftoff	transcript	126752	127165	.	-	.	"transcript_id=TRS1_2-L2;Name=TRS1-L2;ID=TRS1-L2;gene_id=US1_2;ORF_id=US1_2;"		US1_2	127165	126753
LT934125.1	Liftoff	transcript	126752	127176	.	-	.	"transcript_id=TRS1_2-L3;Name=TRS1_2-L3;ID=TRS1_2-L3;gene_id=US1_2;ORF_id=US1_2;"		US1_2	127176	126753
LT934125.1	Liftoff	exon	126752	127176	.	-	.	"transcript_id=TRS1_2-L3;Name=TRS1_2-L3;ID=TRS1_2-L3;gene_id=US1_2;ORF_id=US1_2;"		US1_2	127176	126753
LT934125.1	Liftoff	transcript	126752	127002	.	-	.	"transcript_id=TRS1_2-S;Name=TRS1_2-S;ID=TRS1_2-S;gene_id=US1_2;ORF_id=US1_2;"		US1_2	127002	126753
LT934125.1	Liftoff	exon	126752	127002	.	-	.	"transcript_id=TRS1_2-S;Name=TRS1_2-S;ID=TRS1_2-S;gene_id=US1_2;ORF_id=US1_2;"		US1_2	127002	126753
LT934125.1	Liftoff	transcript	116600	116961	.	+	.	"transcript_id=TRS1-L;Name=TRS1-L;ID=TRS1-L;gene_id=US1;ORF_id=US1;"		US1	116600	116962
LT934125.1	Liftoff	exon	116600	116961	.	+	.	"transcript_id=TRS1-L;Name=TRS1-L;ID=TRS1-L;gene_id=US1;ORF_id=US1;"		US1	116600	116962
LT934125.1	Liftoff	transcript	116552	116961	.	+	.	"transcript_id=TRS1-L2;Name=TRS1-L2;ID=TRS1-L2;gene_id=US1;ORF_id=US1;"		US1	116552	116962
LT934125.1	Liftoff	exon	116552	116961	.	+	.	"transcript_id=TRS1-L2;Name=TRS1-L2;ID=TRS1-L2;gene_id=US1;ORF_id=US1;"		US1	116552	116962
LT934125.1	Liftoff	transcript	116541	116961	.	+	.	"transcript_id=TRS1-L3;Name=TRS1-L3;ID=TRS1-L3;gene_id=US1;ORF_id=US1;"		US1	116541	116962
LT934125.1	Liftoff	exon	116541	116961	.	+	.	"transcript_id=TRS1-L3;Name=TRS1-L3;ID=TRS1-L3;gene_id=US1;ORF_id=US1;"		US1	116541	116962
LT934125.1	Liftoff	transcript	116715	116961	.	+	.	"transcript_id=TRS1-S;Name=TRS1-S;ID=TRS1-S;gene_id=US1;ORF_id=US1;"		US1	116715	116962
LT934125.1	Liftoff	exon	116715	116961	.	+	.	"transcript_id=TRS1-S;Name=TRS1-S;ID=TRS1-S;gene_id=US1;ORF_id=US1;"		US1	116715	116962
LT934125.1	Liftoff	exon	80352	81804	.	-	.	"transcript_id=UL10;Name=UL10;ID=UL10;gene_id=UL10;ORF_id=UL10;"	canonic	UL10	81804	80352
LT934125.1	Liftoff	transcript	80352	81804	.	-	.	"transcript_id=UL10;Name=UL10;ID=UL10;gene_id=UL10;ORF_id=UL10;"	canonic	UL10	81804	80352
LT934125.1	Liftoff	exon	80352	80835	.	-	.	"transcript_id=UL10.4;Name=UL10.4;ID=UL10.4;gene_id=UL10;ORF_id=UL10.4;"		UL10	80835	80352
LT934125.1	Liftoff	transcript	80352	80835	.	-	.	"transcript_id=UL10.4;Name=UL10.4;ID=UL10.4;gene_id=UL10;ORF_id=UL10.4;"		UL10	80835	80352
LT934125.1	Liftoff	exon	80352	81051	.	-	.	"transcript_id=UL10.5;Name=UL10.5;ID=UL10.5;gene_id=UL10;ORF_id=UL10.5;"		UL10	81051	80352
LT934125.1	Liftoff	transcript	80352	81051	.	-	.	"transcript_id=UL10.5;Name=UL10.5;ID=UL10.5;gene_id=UL10;ORF_id=UL10.5;"		UL10	81051	80352
LT934125.1	Liftoff	exon	80352	81314	.	-	.	"transcript_id=UL10.6;Name=UL10.6;ID=UL10.6;gene_id=UL10;ORF_id=UL10.6;"		UL10	81314	80352
LT934125.1	Liftoff	transcript	80352	81314	.	-	.	"transcript_id=UL10.6;Name=UL10.6;ID=UL10.6;gene_id=UL10;ORF_id=UL10.6;"		UL10	81314	80352
LT934125.1	Liftoff	exon	80352	81429	.	-	.	"transcript_id=UL10.7;Name=UL10.7;ID=UL10.7;gene_id=UL10;ORF_id=UL10.7;"		UL10	81429	80352
LT934125.1	Liftoff	transcript	80352	81429	.	-	.	"transcript_id=UL10.7;Name=UL10.7;ID=UL10.7;gene_id=UL10;ORF_id=UL10.7;"		UL10	81429	80352
LT934125.1	Liftoff	exon	80352	81840	.	-	.	"transcript_id=UL10-L1;Name=UL10-L1;ID=UL10-L1;gene_id=UL10;ORF_id=UL10;"		UL10	81840	80352
LT934125.1	Liftoff	transcript	80352	81840	.	-	.	"transcript_id=UL10-L1;Name=UL10-L1;ID=UL10-L1;gene_id=UL10;ORF_id=UL10;"		UL10	81840	80352
LT934125.1	Liftoff	exon	80352	81897	.	-	.	"transcript_id=UL10-L3;Name=UL10-L3;ID=UL10-L3;gene_id=UL10;ORF_id=UL10;"		UL10	81897	80352
LT934125.1	Liftoff	transcript	80352	81897	.	-	.	"transcript_id=UL10-L3;Name=UL10-L3;ID=UL10-L3;gene_id=UL10;ORF_id=UL10;"		UL10	81897	80352
LT934125.1	Liftoff	exon	80352	82026	.	-	.	"transcript_id=UL10-L4;Name=UL10-L4;ID=UL10-L4;gene_id=UL10;ORF_id=UL10;"		UL10	82026	80352
LT934125.1	Liftoff	transcript	80352	82026	.	-	.	"transcript_id=UL10-L4;Name=UL10-L4;ID=UL10-L4;gene_id=UL10;ORF_id=UL10;"		UL10	82026	80352
LT934125.1	Liftoff	exon	80352	83780	.	-	.	"transcript_id=UL10-L7;Name=UL10-L7;ID=UL10-L7;gene_id=UL10;ORF_id=UL10;"		UL10	83780	80352
LT934125.1	Liftoff	transcript	80352	83780	.	-	.	"transcript_id=UL10-L7;Name=UL10-L7;ID=UL10-L7;gene_id=UL10;ORF_id=UL10;"		UL10	83780	80352
LT934125.1	Liftoff	exon	80352	83205	.	-	.	"transcript_id=UL10-L8;Name=UL10-L8;ID=UL10-L8;gene_id=UL10;ORF_id=UL10;"		UL10	83205	80352
LT934125.1	Liftoff	transcript	80352	83205	.	-	.	"transcript_id=UL10-L8;Name=UL10-L8;ID=UL10-L8;gene_id=UL10;ORF_id=UL10;"		UL10	83205	80352
LT934125.1	Liftoff	exon	80352	81551	.	-	.	"transcript_id=UL10-S;Name=UL10-S;ID=UL10-S;gene_id=UL10;ORF_id=UL10;"		UL10	81551	80352
LT934125.1	Liftoff	transcript	80352	81551	.	-	.	"transcript_id=UL10-S;Name=UL10-S;ID=UL10-S;gene_id=UL10;ORF_id=UL10;"		UL10	81551	80352
LT934125.1	Liftoff	exon	79444	79996	.	+	.	"transcript_id=UL11;Name=UL11;ID=UL11;gene_id=UL11;ORF_id=UL11;"	canonic	UL11	79444	79996
LT934125.1	Liftoff	transcript	79444	79996	.	+	.	"transcript_id=UL11;Name=UL11;ID=UL11;gene_id=UL11;ORF_id=UL11;"	canonic	UL11	79444	79996
LT934125.1	Liftoff	exon	79789	79996	.	+	.	"transcript_id=UL11.5;Name=UL11.5;ID=UL11.5;gene_id=UL11;ORF_id=UL11.5;"		UL11	79789	79996
LT934125.1	Liftoff	transcript	79789	79996	.	+	.	"transcript_id=UL11.5;Name=UL11.5;ID=UL11.5;gene_id=UL11;ORF_id=UL11.5;"		UL11	79789	79996
LT934125.1	Liftoff	exon	79315	79996	.	+	.	"transcript_id=UL-11-L2;Name=UL-11-L2;ID=UL-11-L2;gene_id=UL11;ORF_id=UL11;"		UL11	79315	79996
LT934125.1	Liftoff	transcript	79315	79996	.	+	.	"transcript_id=UL-11-L2;Name=UL-11-L2;ID=UL-11-L2;gene_id=UL11;ORF_id=UL11;"		UL11	79315	79996
LT934125.1	Liftoff	exon	79062	79996	.	+	.	"transcript_id=UL-11-L3;Name=UL-11-L3;ID=UL-11-L3;gene_id=UL11;ORF_id=UL11;"		UL11	79062	79996
LT934125.1	Liftoff	transcript	79062	79996	.	+	.	"transcript_id=UL-11-L3;Name=UL-11-L3;ID=UL-11-L3;gene_id=UL11;ORF_id=UL11;"		UL11	79062	79996
LT934125.1	Liftoff	exon	79024	79996	.	+	.	"transcript_id=UL-11-L4;Name=UL-11-L4;ID=UL-11-L4;gene_id=UL11;ORF_id=UL11;"		UL11	79024	79996
LT934125.1	Liftoff	transcript	79024	79996	.	+	.	"transcript_id=UL-11-L4;Name=UL-11-L4;ID=UL-11-L4;gene_id=UL11;ORF_id=UL11;"		UL11	79024	79996
LT934125.1	Liftoff	exon	78969	79996	.	+	.	"transcript_id=UL-11-L5;Name=UL-11-L5;ID=UL-11-L5;gene_id=UL11;ORF_id=UL11;"		UL11	78969	79996
LT934125.1	Liftoff	transcript	78969	79996	.	+	.	"transcript_id=UL-11-L5;Name=UL-11-L5;ID=UL-11-L5;gene_id=UL11;ORF_id=UL11;"		UL11	78969	79996
LT934125.1	Liftoff	exon	78825	79996	.	+	.	"transcript_id=UL-11-L6;Name=UL-11-L6;ID=UL-11-L6;gene_id=UL11;ORF_id=UL11;"		UL11	78825	79996
LT934125.1	Liftoff	transcript	78825	79996	.	+	.	"transcript_id=UL-11-L6;Name=UL-11-L6;ID=UL-11-L6;gene_id=UL11;ORF_id=UL11;"		UL11	78825	79996
LT934125.1	Liftoff	exon	79143	79996	.	+	.	"transcript_id=UL-11-L7;Name=UL-11-L7;ID=UL-11-L7;gene_id=UL11;ORF_id=UL11;"		UL11	79143	79996
LT934125.1	Liftoff	transcript	79143	79996	.	+	.	"transcript_id=UL-11-L7;Name=UL-11-L7;ID=UL-11-L7;gene_id=UL11;ORF_id=UL11;"		UL11	79143	79996
LT934125.1	Liftoff	exon	79517	79996	.	+	.	"transcript_id=UL-11-S;Name=UL-11-S;ID=UL-11-S;gene_id=UL11;ORF_id=UL11;"		UL11	79517	79996
LT934125.1	Liftoff	transcript	79517	79996	.	+	.	"transcript_id=UL-11-S;Name=UL-11-S;ID=UL-11-S;gene_id=UL11;ORF_id=UL11;"		UL11	79517	79996
LT934125.1	Liftoff	exon	78035	79996	.	+	.	"transcript_id=UL12-11;Name=UL12-11;ID=UL12-11;gene_id=UL12;ORF_id=UL12;"	canonic	UL12	78035	79996
LT934125.1	Liftoff	transcript	78035	79996	.	+	.	"transcript_id=UL12-11;Name=UL12-11;ID=UL12-11;gene_id=UL12;ORF_id=UL12;"	canonic	UL12	78035	79996
LT934125.1	Liftoff	exon	92069	94947	.	-	.	"transcript_id=UL1-2-3-3.5;Name=UL1-2-3-3.5;ID=UL1-2-3-3.5;gene_id=UL1;ORF_id=UL1;"	canonic	UL1	94947	92069
LT934125.1	Liftoff	transcript	92069	94947	.	-	.	"transcript_id=UL1-2-3-3.5;Name=UL1-2-3-3.5;ID=UL1-2-3-3.5;gene_id=UL1;ORF_id=UL1;"	canonic	UL1	94947	92069
LT934125.1	Liftoff	exon	78278	79996	.	+	.	"transcript_id=UL12S-11;Name=UL12S-11;ID=UL12S-11;gene_id=UL12;ORF_id=UL12;"		UL12	78278	79996
LT934125.1	Liftoff	transcript	78278	79996	.	+	.	"transcript_id=UL12S-11;Name=UL12S-11;ID=UL12S-11;gene_id=UL12;ORF_id=UL12;"		UL12	78278	79996
LT934125.1	Liftoff	exon	78329	79996	.	+	.	"transcript_id=UL12S2-11;Name=UL12S2-11;ID=UL12S2-11;gene_id=UL12;ORF_id=UL12;"		UL12	78329	79996
LT934125.1	Liftoff	transcript	78329	79996	.	+	.	"transcript_id=UL12S2-11;Name=UL12S2-11;ID=UL12S2-11;gene_id=UL12;ORF_id=UL12;"		UL12	78329	79996
LT934125.1	Liftoff	exon	76990	79996	.	+	.	"transcript_id=UL13-12-11;Name=UL13-12-11;ID=UL13-12-11;gene_id=UL13;ORF_id=UL13;"	canonic	UL13	76990	79996
LT934125.1	Liftoff	transcript	76990	79996	.	+	.	"transcript_id=UL13-12-11;Name=UL13-12-11;ID=UL13-12-11;gene_id=UL13;ORF_id=UL13;"	canonic	UL13	76990	79996
LT934125.1	Liftoff	exon	76683	79996	.	+	.	"transcript_id=UL14-13-12-11;Name=UL14-13-12-11;ID=UL14-13-12-11;gene_id=UL14;ORF_id=UL14;"	canonic	UL14	76683	79996
LT934125.1	Liftoff	transcript	76683	79996	.	+	.	"transcript_id=UL14-13-12-11;Name=UL14-13-12-11;ID=UL14-13-12-11;gene_id=UL14;ORF_id=UL14;"	canonic	UL14	76683	79996
LT934125.1	Liftoff	exon	75675	79955	.	+	.	"transcript_id=UL14L-13-12;Name=UL14L-13-12;ID=UL14L-13-12;gene_id=UL14;ORF_id=UL14;"		UL14	75675	79955
LT934125.1	Liftoff	transcript	75675	79955	.	+	.	"transcript_id=UL14L-13-12;Name=UL14L-13-12;ID=UL14L-13-12;gene_id=UL14;ORF_id=UL14;"		UL14	75675	79955
LT934125.1	Liftoff	exon	71548	76859	.	-	.	"transcript_id=UL15;Name=UL15;ID=UL15;gene_id=UL15;ORF_id=UL15;"		UL15	76860	71549
LT934125.1	Liftoff	transcript	71548	76859	.	-	.	"transcript_id=UL15;Name=UL15;ID=UL15;gene_id=UL15;ORF_id=UL15;"		UL15	76860	71549
LT934125.1	Liftoff	exon	71548	77985	.	-	.	"transcript_id=UL15-16-17;Name=UL15-16-17;ID=UL15-16-17;gene_id=UL15;ORF_id=UL15;"		UL15	77985	71549
LT934125.1	Liftoff	transcript	71548	77985	.	-	.	"transcript_id=UL15-16-17;Name=UL15-16-17;ID=UL15-16-17;gene_id=UL15;ORF_id=UL15;"		UL15	77985	71549
LT934125.1	Liftoff	exon	71548	72782	.	-	.	"transcript_id=UL15-splice;Name=UL15-splice;ID=UL15-splice;gene_id=UL15;ORF_id=UL15;"	canonic	UL15	72782	71548
LT934125.1	Liftoff	exon	75662	76859	.	-	.	"transcript_id=UL15-splice;Name=UL15-splice;ID=UL15-splice;gene_id=UL15;ORF_id=UL15;"	canonic	UL15	76859	75662
LT934125.1	Liftoff	transcript	71548	76859	.	-	.	"transcript_id=UL15-splice;Name=UL15-splice;ID=UL15-splice;gene_id=UL15;ORF_id=UL15;"	canonic	UL15	76859	71548
LT934125.1	Liftoff	exon	71548	72782	.	-	.	"transcript_id=UL15-splice-L;Name=UL15-splice-L;ID=UL15-splice-L;gene_id=UL15;ORF_id=UL15;"		UL15	72782	71548
LT934125.1	Liftoff	exon	75662	77985	.	-	.	"transcript_id=UL15-splice-L;Name=UL15-splice-L;ID=UL15-splice-L;gene_id=UL15;ORF_id=UL15;"		UL15	77984	75662
LT934125.1	Liftoff	transcript	71548	77985	.	-	.	"transcript_id=UL15-splice-L;Name=UL15-splice-L;ID=UL15-splice-L;gene_id=UL15;ORF_id=UL15;"		UL15	77984	71548
LT934125.1	Liftoff	exon	74400	75645	.	+	.	"transcript_id=UL16;Name=UL16;ID=UL16;gene_id=UL16;ORF_id=UL16;"	canonic	UL16	74400	75645
LT934125.1	Liftoff	transcript	74400	75645	.	+	.	"transcript_id=UL16;Name=UL16;ID=UL16;gene_id=UL16;ORF_id=UL16;"	canonic	UL16	74400	75645
LT934125.1	Liftoff	exon	75139	75645	.	+	.	"transcript_id=UL16.2;Name=UL16.2;ID=UL16.2;gene_id=UL16;ORF_id=UL16.2;"		UL16	75139	75645
LT934125.1	Liftoff	transcript	75139	75645	.	+	.	"transcript_id=UL16.2;Name=UL16.2;ID=UL16.2;gene_id=UL16;ORF_id=UL16.2;"		UL16	75139	75645
LT934125.1	Liftoff	exon	75154	75645	.	+	.	"transcript_id=UL16.2-S;Name=UL16.2-S;ID=UL16.2-S;gene_id=UL16;ORF_id=UL16.2;"		UL16	75154	75645
LT934125.1	Liftoff	transcript	75154	75645	.	+	.	"transcript_id=UL16.2-S;Name=UL16.2-S;ID=UL16.2-S;gene_id=UL16;ORF_id=UL16.2;"		UL16	75154	75645
LT934125.1	Liftoff	exon	75311	75645	.	+	.	"transcript_id=UL16.2-S2;Name=UL16.2-S2;ID=UL16.2-S2;gene_id=UL16;ORF_id=UL16.2;"		UL16	75311	75645
LT934125.1	Liftoff	transcript	75311	75645	.	+	.	"transcript_id=UL16.2-S2;Name=UL16.2-S2;ID=UL16.2-S2;gene_id=UL16;ORF_id=UL16.2;"		UL16	75311	75645
LT934125.1	Liftoff	exon	74413	75324	.	-	.	"transcript_id=UL16-AS;Name=UL16-AS;ID=UL16-AS;gene_id=UL16;ORF_id=UL16;"		UL16	75324	74413
