chr	strand	gene	group	cluster	start	end	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	inCoding	cluster_width	hpi	cell_line	Time	dominant_TC	CDS_start	CDS_end	CDS_prime5	CDS_prime3	TSS_CDS_dist	closest_TC
LT934125.1	+	UL38	PC_12_2.5h	339	44810	44812	44812	7401.9245	4441.1547	44810	44812	3		3	2.5h	PC_12	2.5	339	44837	45943	44837	45943	25	339
LT934125.1	+	UL38	PC_12_2h	339	44809	44812	44812	4669.779853	2668.44563	44809	44812	4		4	2h	PC_12	2	339	44837	45943	44837	45943	25	339
LT934125.1	+	UL38	PC_12_4h	338	44731	44731	44731	200.762899	200.762899	44731	44731	1		1	4h	PC_12	4	0	44837	45943	44837	45943	106	0
LT934125.1	+	UL38	PC_12_4h	339	44807	44812	44812	10740.815098	9335.474804	44810	44812	3		6	4h	PC_12	4	339	44837	45943	44837	45943	25	339
LT934125.1	+	UL38	PC_12_6h	337	44685	44685	44685	26.651031	26.651031	44685	44685	1		1	6h	PC_12	6	0	44837	45943	44837	45943	152	0
LT934125.1	+	UL38	PC_12_6h	339	44807	44812	44812	12259.474442	10527.157401	44810	44812	3		6	6h	PC_12	6	339	44837	45943	44837	45943	25	339
LT934125.1	+	UL38	PC_12_8h	336	44624	44624	44624	31.95705	31.95705	44624	44624	1		1	8h	PC_12	8	0	44837	45943	44837	45943	213	0
LT934125.1	+	UL38	PC_12_8h	339	44807	44812	44812	10130.384763	7733.606033	44810	44812	3		6	8h	PC_12	8	339	44837	45943	44837	45943	25	339
LT934125.1	+	UL38	PK_15_12h	339	44807	44812	44812	16272.311212	13242.562929	44810	44812	3		6	12h	PK_15	12	339	44837	45943	44837	45943	25	339
LT934125.1	+	UL38	PK_15_2h	339	44810	44814	44812	9413.468501	6879.073135	44810	44812	3		5	2h	PK_15	2	339	44837	45943	44837	45943	25	339
LT934125.1	+	UL38	PK_15_4h	337	44686	44686	44686	40.594301	40.594301	44686	44686	1		1	4h	PK_15	4	0	44837	45943	44837	45943	151	0
LT934125.1	+	UL38	PK_15_4h	339	44807	44812	44812	18592.189656	14573.353901	44810	44812	3		6	4h	PK_15	4	339	44837	45943	44837	45943	25	339
LT934125.1	+	UL38	PK_15_6h	338	44728	44728	44728	16.129162	16.129162	44728	44728	1		1	6h	PK_15	6	0	44837	45943	44837	45943	109	0
LT934125.1	+	UL38	PK_15_6h	339	44804	44812	44812	18113.049299	14992.056388	44810	44812	3		9	6h	PK_15	6	339	44837	45943	44837	45943	25	339
LT934125.1	+	UL38	PK_15_8h	339	44807	44812	44812	13666.726608	10486.8881	44810	44812	3		6	8h	PK_15	8	339	44837	45943	44837	45943	25	339
LT934125.1	+	UL39	C6_12h	355	46165	46165	46165	20.980635	20.980635	46165	46165	1		1	12h	C6	12	0	46274	48646	46274	48646	109	0
LT934125.1	+	UL39	C6_12h	356	46233	46243	46234	349.677248	125.883809	46233	46239	7		11	12h	C6	12	356	46274	48646	46274	48646	40	356
LT934125.1	+	UL39	C6_1h	354	46026	46026	46026	1540.832049	1540.832049	46026	46026	1		1	1h	C6	1	0	46274	48646	46274	48646	248	0
LT934125.1	+	UL39	C6_1h	356	46233	46243	46233	6163.328197	3081.664099	46233	46243	11		11	1h	C6	1	356	46274	48646	46274	48646	41	356
LT934125.1	+	UL39	C6_2h	355	46165	46165	46165	1239.157373	1239.157373	46165	46165	1		1	2h	C6	2	355	46274	48646	46274	48646	109	355
LT934125.1	+	UL39	C6_4h	354	46024	46027	46025	2627.430374	1050.972149	46024	46027	4		4	4h	C6	4	354	46274	48646	46274	48646	249	0
LT934125.1	+	UL39	C6_4h	356	46233	46236	46233	2101.944299	1050.972149	46233	46236	4		4	4h	C6	4	0	46274	48646	46274	48646	41	356
LT934125.1	+	UL39	C6_6h	356	46233	46237	46233	1811.125485	689.952566	46233	46236	4		5	6h	C6	6	356	46274	48646	46274	48646	41	356
LT934125.1	+	UL39	C6_8h	354	46021	46027	46026	419.693301	225.988701	46023	46026	4		7	8h	C6	8	354	46274	48646	46274	48646	248	0
LT934125.1	+	UL39	C6_8h	356	46233	46235	46234	161.4205	96.8523	46233	46235	3		3	8h	C6	8	0	46274	48646	46274	48646	40	356
LT934125.1	+	UL39	NRK_1h	356	46234	46234	46234	10101.010101	10101.010101	46234	46234	1		1	1h	NRK	1	356	46274	48646	46274	48646	40	356
LT934125.1	+	UL39	NRK_2h	356	46233	46233	46233	9708.737864	9708.737864	46233	46233	1		1	2h	NRK	2	356	46274	48646	46274	48646	41	356
LT934125.1	+	UL39	PC_12_12h	356	46233	46235	46233	116.035412	47.779287	46233	46235	3		3	12h	PC_12	12	356	46274	48646	46274	48646	41	356
LT934125.1	+	UL39	PC_12_2.5h	356	46233	46234	46233	1480.3849	740.19245	46233	46234	2		2	2.5h	PC_12	2.5	356	46274	48646	46274	48646	41	356
LT934125.1	+	UL39	PC_12_2h	356	46230	46236	46233	3335.557039	1334.222815	46230	46236	7		7	2h	PC_12	2	356	46274	48646	46274	48646	41	356
LT934125.1	+	UL39	PC_12_4h	354	46026	46029	46026	301.144349	200.762899	46026	46029	4		4	4h	PC_12	4	354	46274	48646	46274	48646	248	0
LT934125.1	+	UL39	PC_12_4h	356	46236	46237	46236	200.7629	100.38145	46236	46237	2		2	4h	PC_12	4	0	46274	48646	46274	48646	38	356
LT934125.1	+	UL39	PC_12_6h	355	46171	46171	46171	26.651031	26.651031	46171	46171	1		1	6h	PC_12	6	0	46274	48646	46274	48646	103	0
LT934125.1	+	UL39	PC_12_6h	356	46233	46239	46234	346.463408	186.55722	46233	46235	3		7	6h	PC_12	6	356	46274	48646	46274	48646	40	356
LT934125.1	+	UL39	PC_12_8h	355	46165	46165	46165	31.95705	31.95705	46165	46165	1		1	8h	PC_12	8	0	46274	48646	46274	48646	109	0
LT934125.1	+	UL39	PC_12_8h	356	46233	46240	46235	383.484596	191.742298	46233	46237	5		8	8h	PC_12	8	356	46274	48646	46274	48646	39	356
LT934125.1	+	UL39	PK_15_12h	356	46233	46239	46233	80.091534	29.748284	46233	46239	7		7	12h	PK_15	12	356	46274	48646	46274	48646	41	356
LT934125.1	+	UL39	PK_15_2h	354	46029	46029	46029	362.056481	362.056481	46029	46029	1		1	2h	PK_15	2	0	46274	48646	46274	48646	245	0
LT934125.1	+	UL39	PK_15_2h	356	46233	46239	46233	1086.169443	724.112962	46233	46239	7		7	2h	PK_15	2	356	46274	48646	46274	48646	41	356
LT934125.1	+	UL39	PK_15_4h	356	46233	46233	46233	40.594301	40.594301	46233	46233	1		1	4h	PK_15	4	356	46274	48646	46274	48646	41	356
LT934125.1	+	UL39	PK_15_6h	356	46233	46243	46233	153.227041	56.452068	46233	46243	11		11	6h	PK_15	6	356	46274	48646	46274	48646	41	356
LT934125.1	+	UL39	PK_15_8h	356	46233	46239	46233	241.229128	74.561731	46233	46238	6		7	8h	PK_15	8	356	46274	48646	46274	48646	41	356
LT934125.1	+	UL4	C6_12h	861	91409	91415	91409	1888.257139	972.102749	91409	91412	4	UL5	7	12h	C6	12	861	91486	91923	91486	91923	77	861
LT934125.1	+	UL4	C6_2h	861	91409	91414	91409	6195.786865	2478.314746	91409	91414	6	UL5	6	2h	C6	2	861	91486	91923	91486	91923	77	861
LT934125.1	+	UL4	C6_4h	861	91409	91414	91409	4203.888597	2101.944298	91409	91414	6	UL5	6	4h	C6	4	861	91486	91923	91486	91923	77	0
LT934125.1	+	UL4	C6_4h	862	91476	91476	91476	525.486075	525.486075	91476	91476	1		1	4h	C6	4	0	91486	91923	91486	91923	10	862
LT934125.1	+	UL4	C6_6h	861	91409	91415	91409	1811.125485	776.196636	91409	91412	4	UL5	7	6h	C6	6	861	91486	91923	91486	91923	77	861
LT934125.1	+	UL4	C6_8h	861	91409	91412	91409	2615.012106	1355.932203	91409	91412	4	UL5	4	8h	C6	8	861	91486	91923	91486	91923	77	861
LT934125.1	+	UL4	NRK_2h	861	91409	91409	91409	3236.245955	3236.245955	91409	91409	1	UL5	1	2h	NRK	2	861	91486	91923	91486	91923	77	861
LT934125.1	+	UL4	PC_12_12h	861	91409	91414	91409	1303.691975	696.212468	91409	91412	4	UL5	6	12h	PC_12	12	861	91486	91923	91486	91923	77	861
LT934125.1	+	UL4	PC_12_2.5h	861	91409	91412	91412	3700.96225	2220.57735	91409	91412	4	UL5	4	2.5h	PC_12	2.5	861	91486	91923	91486	91923	74	861
LT934125.1	+	UL4	PC_12_2h	861	91409	91409	91409	667.111408	667.111408	91409	91409	1	UL5	1	2h	PC_12	2	861	91486	91923	91486	91923	77	861
LT934125.1	+	UL4	PC_12_4h	861	91409	91412	91409	1806.866091	1204.577394	91409	91412	4	UL5	4	4h	PC_12	4	861	91486	91923	91486	91923	77	0
LT934125.1	+	UL4	PC_12_4h	862	91466	91466	91466	100.38145	100.38145	91466	91466	1		1	4h	PC_12	4	0	91486	91923	91486	91923	20	862
LT934125.1	+	UL4	PC_12_6h	861	91409	91412	91409	1545.759821	746.228879	91409	91412	4	UL5	4	6h	PC_12	6	861	91486	91923	91486	91923	77	861
LT934125.1	+	UL4	PC_12_8h	861	91409	91412	91409	1597.852486	1022.625591	91409	91412	4	UL5	4	8h	PC_12	8	861	91486	91923	91486	91923	77	861
LT934125.1	+	UL4	PK_15_12h	861	91409	91415	91409	1045.76659	585.812357	91409	91412	4	UL5	7	12h	PK_15	12	861	91486	91923	91486	91923	77	861
LT934125.1	+	UL4	PK_15_2h	861	91409	91409	91409	724.112962	724.112962	91409	91409	1	UL5	1	2h	PK_15	2	861	91486	91923	91486	91923	77	861
LT934125.1	+	UL4	PK_15_4h	861	91405	91414	91409	2070.309329	974.263213	91409	91412	4	UL5	10	4h	PK_15	4	861	91486	91923	91486	91923	77	861
LT934125.1	+	UL4	PK_15_6h	861	91409	91414	91409	1411.301704	725.812305	91409	91412	4	UL5	6	6h	PK_15	6	861	91486	91923	91486	91923	77	861
LT934125.1	+	UL4	PK_15_8h	861	91409	91415	91409	1144.741863	530.704082	91409	91412	4	UL5	7	8h	PK_15	8	861	91486	91923	91486	91923	77	861
LT934125.1	+	UL40	C6_12h	388	48563	48570	48567	18833.616573	13938.135101	48567	48570	4	UL39	8	12h	C6	12	388	48656	49567	48656	49567	89	388
LT934125.1	+	UL40	C6_1h	388	48567	48570	48567	46224.961479	33898.305085	48567	48570	4	UL39	4	1h	C6	1	388	48656	49567	48656	49567	89	388
LT934125.1	+	UL40	C6_2h	388	48565	48570	48567	42131.350682	32218.091698	48567	48570	4	UL39	6	2h	C6	2	388	48656	49567	48656	49567	89	388
LT934125.1	+	UL40	C6_4h	388	48567	48570	48567	24697.845508	19968.470836	48567	48570	4	UL39	4	4h	C6	4	388	48656	49567	48656	49567	89	388
LT934125.1	+	UL40	C6_6h	388	48565	48570	48567	19146.183699	14316.51574	48567	48570	4	UL39	6	6h	C6	6	388	48656	49567	48656	49567	89	388
LT934125.1	+	UL40	C6_8h	388	48559	48570	48567	42001.614204	30443.906376	48567	48570	4	UL39	12	8h	C6	8	388	48656	49567	48656	49567	89	388
LT934125.1	+	UL40	NRK_1h	388	48567	48570	48567	70707.070707	40404.040404	48567	48570	4	UL39	4	1h	NRK	1	388	48656	49567	48656	49567	89	388
LT934125.1	+	UL40	NRK_2h	388	48567	48570	48567	84142.394822	67961.165049	48567	48570	4	UL39	4	2h	NRK	2	388	48656	49567	48656	49567	89	388
LT934125.1	+	UL40	PC_12_0.5h	388	48567	48567	48567	64516.129032	64516.129032	48567	48567	1	UL39	1	0.5h	PC_12	0.5	388	48656	49567	48656	49567	89	388
LT934125.1	+	UL40	PC_12_1.5h	388	48565	48571	48567	61946.902655	35398.230088	48567	48570	4	UL39	7	1.5h	PC_12	1.5	388	48656	49567	48656	49567	89	388
LT934125.1	+	UL40	PC_12_12h	388	48559	48570	48567	10975.584784	8074.699502	48567	48570	4	UL39	12	12h	PC_12	12	388	48656	49567	48656	49567	89	388
LT934125.1	+	UL40	PC_12_1h	388	48567	48570	48567	46770.601336	35634.743875	48567	48570	4	UL39	4	1h	PC_12	1	388	48656	49567	48656	49567	89	388
LT934125.1	+	UL40	PC_12_2.5h	388	48565	48570	48567	59955.588453	40710.584752	48567	48570	4	UL39	6	2.5h	PC_12	2.5	388	48656	49567	48656	49567	89	388
LT934125.1	+	UL40	PC_12_2h	388	48563	48570	48567	38025.350234	27351.567712	48567	48570	4	UL39	8	2h	PC_12	2	388	48656	49567	48656	49567	89	388
LT934125.1	+	UL40	PC_12_4h	388	48559	48570	48567	16061.031923	11343.103794	48567	48570	4	UL39	12	4h	PC_12	4	388	48656	49567	48656	49567	89	0
LT934125.1	+	UL40	PC_12_4h	389	48611	48614	48614	301.144349	200.762899	48611	48614	4	UL39	4	4h	PC_12	4	0	48656	49567	48656	49567	42	389
LT934125.1	+	UL40	PC_12_6h	388	48556	48570	48567	13245.562603	9514.418208	48567	48570	4	UL39	15	6h	PC_12	6	388	48656	49567	48656	49567	89	388
LT934125.1	+	UL40	PC_12_8h	388	48559	48570	48567	23967.787294	17352.678001	48567	48570	4	UL39	12	8h	PC_12	8	388	48656	49567	48656	49567	89	388
LT934125.1	+	UL40	PK_15_12h	388	48565	48570	48567	3256.292907	2501.144165	48567	48570	4	UL39	6	12h	PK_15	12	388	48656	49567	48656	49567	89	388
LT934125.1	+	UL40	PK_15_1h	388	48567	48567	48567	14619.883041	14619.883041	48567	48567	1	UL39	1	1h	PK_15	1	388	48656	49567	48656	49567	89	388
LT934125.1	+	UL40	PK_15_2h	388	48565	48570	48567	38015.930485	28602.461984	48567	48570	4	UL39	6	2h	PK_15	2	388	48656	49567	48656	49567	89	388
LT934125.1	+	UL40	PK_15_4h	388	48563	48570	48567	48185.434764	33855.646667	48567	48570	4	UL39	8	4h	PK_15	4	388	48656	49567	48656	49567	89	388
LT934125.1	+	UL40	PK_15_6h	388	48563	48570	48567	19548.544745	14242.050339	48567	48570	4	UL39	8	6h	PK_15	6	388	48656	49567	48656	49567	89	388
LT934125.1	+	UL40	PK_15_8h	388	48559	48570	48567	16837.793148	12504.440809	48567	48570	4	UL39	12	8h	PK_15	8	388	48656	49567	48656	49567	89	388
LT934125.1	+	UL42	C6_12h	421	51148	51148	51148	118.890264	118.890264	51148	51148	1		1	12h	C6	12	0	51270	52415	51270	52415	122	0
LT934125.1	+	UL42	C6_12h	422	51231	51238	51235	7280.280301	4259.068879	51235	51237	3		8	12h	C6	12	422	51270	52415	51270	52415	35	422
LT934125.1	+	UL42	C6_2h	421	51152	51152	51152	2478.314746	2478.314746	51152	51152	1		1	2h	C6	2	0	51270	52415	51270	52415	118	0
LT934125.1	+	UL42	C6_2h	422	51235	51240	51235	6195.786865	3717.472119	51235	51240	6		6	2h	C6	2	422	51270	52415	51270	52415	35	422
LT934125.1	+	UL42	C6_4h	421	51148	51148	51148	525.486075	525.486075	51148	51148	1		1	4h	C6	4	0	51270	52415	51270	52415	122	0
LT934125.1	+	UL42	C6_4h	422	51235	51238	51235	9458.749343	7356.805045	51235	51238	4		4	4h	C6	4	422	51270	52415	51270	52415	35	422
LT934125.1	+	UL42	C6_6h	421	51150	51152	51150	172.488142	86.244071	51150	51152	3		3	6h	C6	6	0	51270	52415	51270	52415	120	0
LT934125.1	+	UL42	C6_6h	422	51230	51238	51235	8883.139286	5692.108668	51235	51237	3		9	6h	C6	6	422	51270	52415	51270	52415	35	422
LT934125.1	+	UL42	C6_8h	419	51053	51053	51053	32.2841	32.2841	51053	51053	1		1	8h	C6	8	0	51270	52415	51270	52415	217	0
LT934125.1	+	UL42	C6_8h	421	51148	51148	51148	96.8523	96.8523	51148	51148	1		1	8h	C6	8	0	51270	52415	51270	52415	122	0
LT934125.1	+	UL42	C6_8h	422	51232	51239	51235	6521.388216	3809.52381	51235	51238	4		8	8h	C6	8	422	51270	52415	51270	52415	35	422
LT934125.1	+	UL42	NRK_1h	422	51230	51230	51230	10101.010101	10101.010101	51230	51230	1		1	1h	NRK	1	422	51270	52415	51270	52415	40	422
LT934125.1	+	UL42	NRK_2h	422	51230	51238	51230	16181.229774	6472.491909	51230	51238	9		9	2h	NRK	2	422	51270	52415	51270	52415	40	422
LT934125.1	+	UL42	PC_12_1.5h	422	51230	51235	51230	22123.893806	11061.946903	51230	51235	6		6	1.5h	PC_12	1.5	422	51270	52415	51270	52415	40	422
LT934125.1	+	UL42	PC_12_12h	421	51148	51150	51148	109.209799	68.256124	51148	51150	3		3	12h	PC_12	12	0	51270	52415	51270	52415	122	0
LT934125.1	+	UL42	PC_12_12h	422	51232	51238	51235	4259.182155	2429.918024	51235	51237	3		7	12h	PC_12	12	422	51270	52415	51270	52415	35	422
LT934125.1	+	UL42	PC_12_1h	422	51235	51235	51235	2227.171492	2227.171492	51235	51235	1		1	1h	PC_12	1	422	51270	52415	51270	52415	35	422
LT934125.1	+	UL42	PC_12_2.5h	422	51230	51239	51230	20725.3886	9622.50185	51230	51237	8		10	2.5h	PC_12	2.5	422	51270	52415	51270	52415	40	422
LT934125.1	+	UL42	PC_12_2h	422	51232	51248	51235	8672.448301	5336.891261	51235	51244	10		17	2h	PC_12	2	422	51270	52415	51270	52415	35	422
LT934125.1	+	UL42	PC_12_4h	421	51148	51148	51148	200.762899	200.762899	51148	51148	1		1	4h	PC_12	4	0	51270	52415	51270	52415	122	0
LT934125.1	+	UL42	PC_12_4h	422	51232	51239	51235	7930.134512	5320.216824	51235	51238	4		8	4h	PC_12	4	422	51270	52415	51270	52415	35	422
LT934125.1	+	UL42	PC_12_6h	421	51148	51152	51148	186.557219	133.255157	51148	51152	5		5	6h	PC_12	6	0	51270	52415	51270	52415	122	0
LT934125.1	+	UL42	PC_12_6h	422	51231	51238	51235	8181.866638	5889.877938	51235	51238	4		8	6h	PC_12	6	422	51270	52415	51270	52415	35	422
LT934125.1	+	UL42	PC_12_8h	419	51037	51037	51037	31.95705	31.95705	51037	51037	1		1	8h	PC_12	8	0	51270	52415	51270	52415	233	0
LT934125.1	+	UL42	PC_12_8h	420	51111	51111	51111	31.95705	31.95705	51111	51111	1		1	8h	PC_12	8	0	51270	52415	51270	52415	159	0
LT934125.1	+	UL42	PC_12_8h	422	51233	51239	51235	5752.26895	3099.833823	51235	51238	4		7	8h	PC_12	8	422	51270	52415	51270	52415	35	422
LT934125.1	+	UL42	PK_15_12h	421	51148	51152	51148	297.482838	205.949657	51148	51150	3		5	12h	PK_15	12	0	51270	52415	51270	52415	122	0
LT934125.1	+	UL42	PK_15_12h	422	51231	51239	51235	6631.578947	3567.505721	51235	51238	4		9	12h	PK_15	12	422	51270	52415	51270	52415	35	422
LT934125.1	+	UL42	PK_15_2h	421	51148	51148	51148	1086.169442	1086.169442	51148	51148	1		1	2h	PK_15	2	0	51270	52415	51270	52415	122	0
LT934125.1	+	UL42	PK_15_2h	422	51233	51241	51235	6879.073136	3982.621289	51235	51239	5		9	2h	PK_15	2	422	51270	52415	51270	52415	35	422
LT934125.1	+	UL42	PK_15_4h	421	51147	51150	51147	121.782903	40.594301	51147	51150	4		4	4h	PK_15	4	0	51270	52415	51270	52415	123	0
LT934125.1	+	UL42	PK_15_4h	422	51220	51238	51235	10067.386541	6901.031095	51235	51238	4		19	4h	PK_15	4	422	51270	52415	51270	52415	35	422
LT934125.1	+	UL42	PK_15_6h	421	51148	51152	51148	169.356204	153.227042	51148	51148	1		5	6h	PK_15	6	0	51270	52415	51270	52415	122	0
LT934125.1	+	UL42	PK_15_6h	422	51231	51239	51235	7548.44797	4588.746683	51235	51238	4		9	6h	PK_15	6	422	51270	52415	51270	52415	35	422
LT934125.1	+	UL42	PK_15_8h	421	51148	51150	51148	201.755272	135.965509	51148	51150	3		3	8h	PK_15	8	0	51270	52415	51270	52415	122	0
LT934125.1	+	UL42	PK_15_8h	422	51231	51239	51235	7504.418879	4109.667148	51235	51238	4		9	8h	PK_15	8	422	51270	52415	51270	52415	35	422
LT934125.1	+	UL43	C6_12h	435	52459	52460	52460	4238.088245	4210.114065	52460	52460	1		2	12h	C6	12	435	52473	53594	52473	53594	13	435
LT934125.1	+	UL43	C6_1h	435	52460	52461	52460	18489.984592	13867.488444	52460	52461	2		2	1h	C6	1	435	52473	53594	52473	53594	13	435
LT934125.1	+	UL43	C6_2h	435	52460	52464	52460	4956.629492	3717.472119	52460	52464	5		5	2h	C6	2	435	52473	53594	52473	53594	13	435
LT934125.1	+	UL43	C6_4h	435	52460	52463	52460	8933.263269	6831.31897	52460	52462	3		4	4h	C6	4	435	52473	53594	52473	53594	13	435
LT934125.1	+	UL43	C6_6h	435	52437	52460	52460	10694.264771	9141.871496	52444	52460	17		24	6h	C6	6	435	52473	53594	52473	53594	13	435
LT934125.1	+	UL43	C6_8h	435	52435	52460	52460	7877.320419	6101.694915	52444	52460	17		26	8h	C6	8	435	52473	53594	52473	53594	13	435
LT934125.1	+	UL43	NRK_1h	435	52460	52460	52460	30303.030303	30303.030303	52460	52460	1		1	1h	NRK	1	435	52473	53594	52473	53594	13	435
LT934125.1	+	UL43	NRK_2h	435	52460	52462	52460	25889.967638	19417.475728	52460	52462	3		3	2h	NRK	2	435	52473	53594	52473	53594	13	435
LT934125.1	+	UL43	PC_12_0.5h	435	52444	52444	52444	32258.064516	32258.064516	52444	52444	1		1	0.5h	PC_12	0.5	435	52473	53594	52473	53594	29	435
LT934125.1	+	UL43	PC_12_1.5h	435	52460	52460	52460	33185.840708	33185.840708	52460	52460	1		1	1.5h	PC_12	1.5	435	52473	53594	52473	53594	13	435
LT934125.1	+	UL43	PC_12_12h	435	52460	52460	52460	3146.607329	3146.607329	52460	52460	1		1	12h	PC_12	12	435	52473	53594	52473	53594	13	435
LT934125.1	+	UL43	PC_12_1h	435	52460	52460	52460	13363.028953	13363.028953	52460	52460	1		1	1h	PC_12	1	435	52473	53594	52473	53594	13	435
LT934125.1	+	UL43	PC_12_2.5h	435	52460	52461	52460	17024.426351	15544.041451	52460	52460	1		2	2.5h	PC_12	2.5	435	52473	53594	52473	53594	13	435
LT934125.1	+	UL43	PC_12_2h	435	52460	52463	52460	12008.005337	11340.893929	52460	52460	1		4	2h	PC_12	2	435	52473	53594	52473	53594	13	435
LT934125.1	+	UL43	PC_12_4h	435	52460	52460	52460	5520.979723	5520.979723	52460	52460	1		1	4h	PC_12	4	435	52473	53594	52473	53594	13	435
LT934125.1	+	UL43	PC_12_6h	435	52440	52460	52460	6689.408879	4210.86296	52444	52460	17		21	6h	PC_12	6	435	52473	53594	52473	53594	13	435
LT934125.1	+	UL43	PC_12_8h	435	52437	52460	52460	9491.243769	6007.925348	52444	52460	17		24	8h	PC_12	8	435	52473	53594	52473	53594	13	435
LT934125.1	+	UL43	PK_15_12h	435	52459	52460	52460	4176.201373	4157.894737	52460	52460	1		2	12h	PK_15	12	435	52473	53594	52473	53594	13	435
LT934125.1	+	UL43	PK_15_1h	435	52460	52460	52460	2923.976608	2923.976608	52460	52460	1		1	1h	PK_15	1	435	52473	53594	52473	53594	13	435
LT934125.1	+	UL43	PK_15_2h	435	52460	52464	52460	17016.654599	14120.202752	52460	52461	2		5	2h	PK_15	2	435	52473	53594	52473	53594	13	435
LT934125.1	+	UL43	PK_15_4h	435	52459	52461	52460	10473.329545	9864.415036	52460	52460	1		3	4h	PK_15	4	435	52473	53594	52473	53594	13	435
LT934125.1	+	UL43	PK_15_6h	435	52435	52460	52460	8217.808206	6072.629618	52444	52460	17		26	6h	PK_15	6	435	52473	53594	52473	53594	13	435
LT934125.1	+	UL43	PK_15_8h	435	52438	52460	52460	9802.674574	7114.06629	52444	52460	17		23	8h	PK_15	8	435	52473	53594	52473	53594	13	435
LT934125.1	+	UL44	C6_12h	451	53641	53652	53648	6916.615965	5734.706866	53648	53649	2		12	12h	C6	12	451	53661	55103	53661	55103	13	451
LT934125.1	+	UL44	C6_4h	451	53648	53649	53648	5254.860747	4729.374672	53648	53649	2		2	4h	C6	4	451	53661	55103	53661	55103	13	451
LT934125.1	+	UL44	C6_6h	451	53644	53652	53648	5260.888314	4398.447607	53648	53649	2		9	6h	C6	6	451	53661	55103	53661	55103	13	451
LT934125.1	+	UL44	C6_8h	451	53643	53648	53648	2841.000807	2679.580307	53648	53648	1		6	8h	C6	8	451	53661	55103	53661	55103	13	451
LT934125.1	+	UL44	PC_12_12h	451	53643	53649	53648	5556.048517	4928.092173	53648	53648	1		7	12h	PC_12	12	451	53661	55103	53661	55103	13	451
LT934125.1	+	UL44	PC_12_1h	451	53652	53652	53652	2227.171492	2227.171492	53652	53652	1		1	1h	PC_12	1	451	53661	55103	53661	55103	9	451
LT934125.1	+	UL44	PC_12_2.5h	451	53641	53647	53641	1480.3849	740.19245	53641	53647	7		7	2.5h	PC_12	2.5	451	53661	55103	53661	55103	20	451
LT934125.1	+	UL44	PC_12_4h	450	53606	53606	53606	100.38145	100.38145	53606	53606	1		1	4h	PC_12	4	0	53661	55103	53661	55103	55	0
LT934125.1	+	UL44	PC_12_4h	451	53644	53652	53648	2208.391892	1505.721743	53648	53652	5		9	4h	PC_12	4	451	53661	55103	53661	55103	13	451
LT934125.1	+	UL44	PC_12_6h	450	53606	53606	53606	79.953094	79.953094	53606	53606	1		1	6h	PC_12	6	0	53661	55103	53661	55103	55	0
LT934125.1	+	UL44	PC_12_6h	451	53641	53652	53648	4797.18565	3944.352646	53648	53648	1		12	6h	PC_12	6	451	53661	55103	53661	55103	13	451
LT934125.1	+	UL44	PC_12_8h	450	53606	53606	53606	63.914099	63.914099	53606	53606	1		1	8h	PC_12	8	0	53661	55103	53661	55103	55	0
LT934125.1	+	UL44	PC_12_8h	451	53644	53650	53648	5752.268951	5145.085006	53648	53648	1		7	8h	PC_12	8	451	53661	55103	53661	55103	13	451
LT934125.1	+	UL44	PK_15_12h	450	53606	53606	53606	132.723112	132.723112	53606	53606	1		1	12h	PK_15	12	0	53661	55103	53661	55103	55	0
LT934125.1	+	UL44	PK_15_12h	451	53640	53648	53648	18185.354691	17343.249428	53648	53648	1		9	12h	PK_15	12	451	53661	55103	53661	55103	13	451
LT934125.1	+	UL44	PK_15_2h	451	53648	53649	53648	5430.847212	5068.790731	53648	53648	1		2	2h	PK_15	2	451	53661	55103	53661	55103	13	451
LT934125.1	+	UL44	PK_15_4h	449	53564	53564	53564	40.594301	40.594301	53564	53564	1	UL43	1	4h	PK_15	4	0	53661	55103	53661	55103	97	0
LT934125.1	+	UL44	PK_15_4h	451	53648	53648	53648	1014.857514	1014.857514	53648	53648	1		1	4h	PK_15	4	451	53661	55103	53661	55103	13	451
LT934125.1	+	UL44	PK_15_6h	451	53643	53649	53648	2806.474245	2451.632674	53648	53648	1		7	6h	PK_15	6	451	53661	55103	53661	55103	13	451
LT934125.1	+	UL44	PK_15_8h	451	53640	53648	53648	7197.399989	6745.643621	53648	53648	1		9	8h	PK_15	8	451	53661	55103	53661	55103	13	451
LT934125.1	+	UL46	C6_12h	139	14042	14048	14048	17938.442818	17197.127052	14048	14048	1	UL47	7	12h	C6	12	139	14071	16146	14071	16146	23	139
LT934125.1	+	UL46	C6_1h	139	14048	14054	14048	16949.152542	13867.488444	14048	14051	4	UL47	7	1h	C6	1	139	14071	16146	14071	16146	23	139
LT934125.1	+	UL46	C6_2h	139	14048	14051	14048	6195.786865	4956.629492	14048	14051	4	UL47	4	2h	C6	2	139	14071	16146	14071	16146	23	139
LT934125.1	+	UL46	C6_4h	139	14044	14051	14048	17866.526538	15764.582239	14048	14048	1	UL47	8	4h	C6	4	139	14071	16146	14071	16146	23	139
LT934125.1	+	UL46	C6_6h	139	14042	14048	14048	19404.915913	18542.475205	14048	14048	1	UL47	7	6h	C6	6	139	14071	16146	14071	16146	23	139
