chr	strand	gene	cluster	start	end	group	hpi	Time	cell_line	dominant_tes	tags	tags.dominant_tes	q_0.1	q_0.9	interquantile_width	subset	cluster_width	CDS_start	CDS_end	CDS_prime5	CDS_prime3	3-UTR_start	3-UTR-end	3-UTR-width	TES_UTR_ov_width	CDS_UTR_ov_width	inCoding	TES_CDS_dist	closest_TC	dominant_TC	gene_mean_dominant_TES	gene_dominant_TES_shift	gene_mean_shift_TES	gene_sd_shift_TES	gene_varcoeff_shif_TES
LT934125.1	+	UL34	24	32407	32415	PC_12_12h	12h	12	PC_12	32415	111789.866109	101579.683522	32415	32415	1	LT934125.1_+	9	31226	32011	31226	32011	32012	33012	1001	9			-404	24	24	32415	0	0	0	
LT934125.1	+	UL34	24	32407	32415	PC_12_1h	1h	1	PC_12	32415	19054.878049	17530.487805	32415	32415	1	LT934125.1_+	9	31226	32011	31226	32011	32012	33012	1001	9			-404	24	24	32415	0	0	0	
LT934125.1	+	UL34	24	32407	32415	PK_15_8h	8h	8	PK_15	32415	77000.980316	71515.698781	32415	32415	1	LT934125.1_+	9	31226	32011	31226	32011	32012	33012	1001	9			-404	24	24	32415	0	0	0	
LT934125.1	+	UL34	24	32408	32415	PK_15_6h	6h	6	PK_15	32415	66519.427073	61332.501547	32415	32415	1	LT934125.1_+	8	31226	32011	31226	32011	32012	33012	1001	8			-404	24	24	32415	0	0	0	
LT934125.1	+	UL34	24	32409	32415	C6_6h	6h	6	C6	32415	51213.526044	46850.286338	32415	32415	1	LT934125.1_+	7	31226	32011	31226	32011	32012	33012	1001	7			-404	24	24	32415	0	0	0	
LT934125.1	+	UL34	24	32409	32415	C6_8h	8h	8	C6	32415	60763.571142	55699.940213	32415	32415	1	LT934125.1_+	7	31226	32011	31226	32011	32012	33012	1001	7			-404	24	24	32415	0	0	0	
LT934125.1	+	UL34	24	32409	32415	PK_15_4h	4h	4	PK_15	32415	44411.177645	41230.03992	32415	32415	1	LT934125.1_+	7	31226	32011	31226	32011	32012	33012	1001	7			-404	24	24	32415	0	0	0	
LT934125.1	+	UL34	24	32410	32415	C6_4h	4h	4	C6	32415	43959.160522	40272.263188	32415	32415	1	LT934125.1_+	6	31226	32011	31226	32011	32012	33012	1001	6			-404	24	24	32415	0	0	0	
LT934125.1	+	UL34	24	32410	32416	NRK_2h	2h	2	NRK	32415	22058.823529	13888.888889	32413	32415	3	LT934125.1_+	7	31226	32011	31226	32011	32012	33012	1001	7			-404	24	24	32415	0	0	0	
LT934125.1	+	UL34	24	32410	32416	PC_12_2.5h	2.5h	2.5	PC_12	32415	27562.446166	25409.13006	32415	32415	1	LT934125.1_+	7	31226	32011	31226	32011	32012	33012	1001	7			-404	24	24	32415	0	0	0	
LT934125.1	+	UL34	24	32411	32415	C6_1h	1h	1	C6	32415	28049.575995	26744.944553	32415	32415	1	LT934125.1_+	5	31226	32011	31226	32011	32012	33012	1001	5			-404	24	24	32415	0	0	0	
LT934125.1	+	UL34	24	32412	32415	NRK_1h	1h	1	NRK	32415	34210.526315	28947.368421	32413	32415	3	LT934125.1_+	4	31226	32011	31226	32011	32012	33012	1001	4			-404	24	24	32415	0	0	0	
LT934125.1	+	UL34	24	32412	32416	PC_12_2h	2h	2	PC_12	32415	33986.928103	30588.235294	32415	32415	1	LT934125.1_+	5	31226	32011	31226	32011	32012	33012	1001	5			-404	24	24	32415	0	0	0	
LT934125.1	+	UL34	24	32413	32415	C6_2h	2h	2	C6	32415	26436.197255	25419.420437	32415	32415	1	LT934125.1_+	3	31226	32011	31226	32011	32012	33012	1001	3			-404	24	24	32415	0	0	0	
LT934125.1	+	UL34	24	32413	32415	PC_12_1.5h	1.5h	1.5	PC_12	32415	29525.032092	26957.637997	32415	32415	1	LT934125.1_+	3	31226	32011	31226	32011	32012	33012	1001	3			-404	24	24	32415	0	0	0	
LT934125.1	+	UL34	24	32415	32415	PK_15_1h	1h	1	PK_15	32415	14221.556886	14221.556886	32415	32415	1	LT934125.1_+	1	31226	32011	31226	32011	32012	33012	1001	1			-404	24	24	32415	0	0	0	
LT934125.1	+	UL35	24	32402	32415	C6_12h	12h	12	C6	32415	88235.79542	80726.573248	32415	32415	1	LT934125.1_+	14	32066	32377	32066	32377	32378	33378	1001	14			-38	24	24	32415	0	0	0	
LT934125.1	+	UL35	24	32402	32415	PC_12_8h	8h	8	PC_12	32415	82346.621561	75477.736125	32415	32415	1	LT934125.1_+	14	32066	32377	32066	32377	32378	33378	1001	14			-38	24	24	32415	0	0	0	
LT934125.1	+	UL35	24	32404	32415	PC_12_4h	4h	4	PC_12	32415	57239.923818	51474.751634	32414	32415	2	LT934125.1_+	12	32066	32377	32066	32377	32378	33378	1001	12			-38	24	24	32415	0	0	0	
LT934125.1	+	UL35	24	32404	32415	PK_15_12h	12h	12	PK_15	32415	108892.793074	100576.158879	32415	32415	1	LT934125.1_+	12	32066	32377	32066	32377	32378	33378	1001	12			-38	24	24	32415	0	0	0	
LT934125.1	+	UL35	24	32405	32416	PK_15_2h	2h	2	PK_15	32415	33988.361308	30783.503416	32415	32415	1	LT934125.1_+	12	32066	32377	32066	32377	32378	33378	1001	12			-38	24	24	32415	0	0	0	
LT934125.1	+	UL35	24	32407	32415	PC_12_12h	12h	12	PC_12	32415	111789.866109	101579.683522	32415	32415	1	LT934125.1_+	9	32066	32377	32066	32377	32378	33378	1001	9			-38	24	24	32415	0	0	0	
LT934125.1	+	UL35	24	32407	32415	PC_12_1h	1h	1	PC_12	32415	19054.878049	17530.487805	32415	32415	1	LT934125.1_+	9	32066	32377	32066	32377	32378	33378	1001	9			-38	24	24	32415	0	0	0	
LT934125.1	+	UL35	24	32407	32415	PK_15_8h	8h	8	PK_15	32415	77000.980316	71515.698781	32415	32415	1	LT934125.1_+	9	32066	32377	32066	32377	32378	33378	1001	9			-38	24	24	32415	0	0	0	
LT934125.1	+	UL35	24	32408	32415	PK_15_6h	6h	6	PK_15	32415	66519.427073	61332.501547	32415	32415	1	LT934125.1_+	8	32066	32377	32066	32377	32378	33378	1001	8			-38	24	24	32415	0	0	0	
LT934125.1	+	UL35	24	32409	32415	C6_6h	6h	6	C6	32415	51213.526044	46850.286338	32415	32415	1	LT934125.1_+	7	32066	32377	32066	32377	32378	33378	1001	7			-38	24	24	32415	0	0	0	
LT934125.1	+	UL35	24	32409	32415	C6_8h	8h	8	C6	32415	60763.571142	55699.940213	32415	32415	1	LT934125.1_+	7	32066	32377	32066	32377	32378	33378	1001	7			-38	24	24	32415	0	0	0	
LT934125.1	+	UL35	24	32409	32415	PC_12_6h	6h	6	PC_12	32415	66160.173215	59946.446645	32415	32415	1	LT934125.1_+	7	32066	32377	32066	32377	32378	33378	1001	7			-38	24	24	32415	0	0	0	
LT934125.1	+	UL35	24	32409	32415	PK_15_4h	4h	4	PK_15	32415	44411.177645	41230.03992	32415	32415	1	LT934125.1_+	7	32066	32377	32066	32377	32378	33378	1001	7			-38	24	24	32415	0	0	0	
LT934125.1	+	UL35	24	32410	32415	C6_4h	4h	4	C6	32415	43959.160522	40272.263188	32415	32415	1	LT934125.1_+	6	32066	32377	32066	32377	32378	33378	1001	6			-38	24	24	32415	0	0	0	
LT934125.1	+	UL35	24	32410	32416	NRK_2h	2h	2	NRK	32415	22058.823529	13888.888889	32413	32415	3	LT934125.1_+	7	32066	32377	32066	32377	32378	33378	1001	7			-38	24	24	32415	0	0	0	
LT934125.1	+	UL35	24	32410	32416	PC_12_2.5h	2.5h	2.5	PC_12	32415	27562.446166	25409.13006	32415	32415	1	LT934125.1_+	7	32066	32377	32066	32377	32378	33378	1001	7			-38	24	24	32415	0	0	0	
LT934125.1	+	UL35	24	32411	32415	C6_1h	1h	1	C6	32415	28049.575995	26744.944553	32415	32415	1	LT934125.1_+	5	32066	32377	32066	32377	32378	33378	1001	5			-38	24	24	32415	0	0	0	
LT934125.1	+	UL35	24	32412	32415	NRK_1h	1h	1	NRK	32415	34210.526315	28947.368421	32413	32415	3	LT934125.1_+	4	32066	32377	32066	32377	32378	33378	1001	4			-38	24	24	32415	0	0	0	
LT934125.1	+	UL35	24	32412	32416	PC_12_2h	2h	2	PC_12	32415	33986.928103	30588.235294	32415	32415	1	LT934125.1_+	5	32066	32377	32066	32377	32378	33378	1001	5			-38	24	24	32415	0	0	0	
LT934125.1	+	UL35	24	32413	32415	C6_2h	2h	2	C6	32415	26436.197255	25419.420437	32415	32415	1	LT934125.1_+	3	32066	32377	32066	32377	32378	33378	1001	3			-38	24	24	32415	0	0	0	
LT934125.1	+	UL35	24	32413	32415	PC_12_1.5h	1.5h	1.5	PC_12	32415	29525.032092	26957.637997	32415	32415	1	LT934125.1_+	3	32066	32377	32066	32377	32378	33378	1001	3			-38	24	24	32415	0	0	0	
LT934125.1	+	UL35	24	32415	32415	PK_15_1h	1h	1	PK_15	32415	14221.556886	14221.556886	32415	32415	1	LT934125.1_+	1	32066	32377	32066	32377	32378	33378	1001	1			-38	24	24	32415	0	0	0	
LT934125.1	+	UL38	31	46021	46039	C6_6h	6h	6	C6	46038	14616.853014	11289.882738	46036	46038	3	LT934125.1_+	19	44837	45943	44837	45943	45944	46944	1001	19			-95	31	31	46038	0	0.181818181818182	0.852802865422442	4.69041575982343
LT934125.1	+	UL38	31	46027	46038	PC_12_4h	4h	4	PC_12	46038	16523.395275	13074.586915	46036	46038	3	LT934125.1_+	12	44837	45943	44837	45943	45944	46944	1001	12			-95	31	31	46038	0	0.181818181818182	0.852802865422442	4.69041575982343
LT934125.1	+	UL38	31	46029	46039	PK_15_12h	12h	12	PK_15	46038	21291.015812	16483.516484	46036	46038	3	LT934125.1_+	11	44837	45943	44837	45943	45944	46944	1001	11			-95	31	31	46038	0	0.181818181818182	0.852802865422442	4.69041575982343
LT934125.1	+	UL38	31	46029	46039	PK_15_6h	6h	6	PK_15	46038	22372.703993	17019.756602	46036	46038	3	LT934125.1_+	11	44837	45943	44837	45943	45944	46944	1001	11			-95	31	31	46038	0	0.181818181818182	0.852802865422442	4.69041575982343
LT934125.1	+	UL38	31	46030	46039	C6_4h	4h	4	C6	46038	10209.86954	7657.402155	46035	46038	4	LT934125.1_+	10	44837	45943	44837	45943	45944	46944	1001	10			-95	31	31	46038	0	0.181818181818182	0.852802865422442	4.69041575982343
LT934125.1	+	UL38	31	46033	46038	PK_15_4h	4h	4	PK_15	46038	17236.360613	12786.926148	46036	46038	3	LT934125.1_+	6	44837	45943	44837	45943	45944	46944	1001	6			-95	31	31	46038	0	0.181818181818182	0.852802865422442	4.69041575982343
LT934125.1	+	UL38	31	46033	46039	PC_12_12h	12h	12	PC_12	46038	11819.896059	9244.354505	46036	46038	3	LT934125.1_+	7	44837	45943	44837	45943	45944	46944	1001	7			-95	31	31	46038	0	0.181818181818182	0.852802865422442	4.69041575982343
LT934125.1	+	UL38	31	46033	46039	PC_12_6h	6h	6	PC_12	46038	15989.135587	12581.194829	46036	46038	3	LT934125.1_+	7	44837	45943	44837	45943	45944	46944	1001	7			-95	31	31	46038	0	0.181818181818182	0.852802865422442	4.69041575982343
LT934125.1	+	UL38	31	46033	46040	PC_12_8h	8h	8	PC_12	46038	11623.388498	9303.282436	46036	46038	3	LT934125.1_+	8	44837	45943	44837	45943	45944	46944	1001	8			-95	31	31	46038	0	0.181818181818182	0.852802865422442	4.69041575982343
LT934125.1	+	UL38	31	46034	46038	C6_1h	1h	1	C6	46038	11089.367255	8480.104371	46035	46038	4	LT934125.1_+	5	44837	45943	44837	45943	45944	46944	1001	5			-95	31	31	46038	0	0.181818181818182	0.852802865422442	4.69041575982343
LT934125.1	+	UL38	31	46034	46038	PK_15_1h	1h	1	PK_15	46034	1497.005988	748.502994	46034	46038	5	LT934125.1_+	5	44837	45943	44837	45943	45944	46944	1001	5			-91	31	31	46038	4	0.181818181818182	0.852802865422442	4.69041575982343
LT934125.1	+	UL38	31	46034	46039	PK_15_8h	8h	8	PK_15	46038	16208.894687	13320.328967	46036	46038	3	LT934125.1_+	6	44837	45943	44837	45943	45944	46944	1001	6			-95	31	31	46038	0	0.181818181818182	0.852802865422442	4.69041575982343
LT934125.1	+	UL38	31	46035	46038	PC_12_1h	1h	1	PC_12	46038	6859.756098	6097.560976	46035	46038	4	LT934125.1_+	4	44837	45943	44837	45943	45944	46944	1001	4			-95	31	31	46038	0	0.181818181818182	0.852802865422442	4.69041575982343
LT934125.1	+	UL38	31	46035	46038	PC_12_2h	2h	2	PC_12	46038	5490.196077	3921.568627	46037	46038	2	LT934125.1_+	4	44837	45943	44837	45943	45944	46944	1001	4			-95	31	31	46038	0	0.181818181818182	0.852802865422442	4.69041575982343
LT934125.1	+	UL38	31	46035	46038	PK_15_2h	2h	2	PK_15	46038	9445.896938	7000.084338	46036	46038	3	LT934125.1_+	4	44837	45943	44837	45943	45944	46944	1001	4			-95	31	31	46038	0	0.181818181818182	0.852802865422442	4.69041575982343
LT934125.1	+	UL38	31	46035	46039	C6_12h	12h	12	C6	46038	8899.548328	6971.109948	46036	46038	3	LT934125.1_+	5	44837	45943	44837	45943	45944	46944	1001	5			-95	31	31	46038	0	0.181818181818182	0.852802865422442	4.69041575982343
LT934125.1	+	UL38	31	46035	46039	C6_8h	8h	8	C6	46038	11335.212368	8943.714387	46036	46038	3	LT934125.1_+	5	44837	45943	44837	45943	45944	46944	1001	5			-95	31	31	46038	0	0.181818181818182	0.852802865422442	4.69041575982343
LT934125.1	+	UL38	31	46035	46039	PC_12_2.5h	2.5h	2.5	PC_12	46038	5598.621877	3875.968992	46037	46038	2	LT934125.1_+	5	44837	45943	44837	45943	45944	46944	1001	5			-95	31	31	46038	0	0.181818181818182	0.852802865422442	4.69041575982343
LT934125.1	+	UL38	31	46036	46038	NRK_2h	2h	2	NRK	46038	8169.93464	4901.960784	46036	46038	3	LT934125.1_+	3	44837	45943	44837	45943	45944	46944	1001	3			-95	31	31	46038	0	0.181818181818182	0.852802865422442	4.69041575982343
LT934125.1	+	UL38	31	46037	46038	C6_2h	2h	2	C6	46038	8642.602948	7625.826131	46037	46038	2	LT934125.1_+	2	44837	45943	44837	45943	45944	46944	1001	2			-95	31	31	46038	0	0.181818181818182	0.852802865422442	4.69041575982343
LT934125.1	+	UL38	31	46038	46038	NRK_1h	1h	1	NRK	46038	5263.157895	5263.157895	46038	46038	1	LT934125.1_+	1	44837	45943	44837	45943	45944	46944	1001	1			-95	31	31	46038	0	0.181818181818182	0.852802865422442	4.69041575982343
LT934125.1	+	UL38	31	46038	46038	PC_12_1.5h	1.5h	1.5	PC_12	46038	5134.78819	5134.78819	46038	46038	1	LT934125.1_+	1	44837	45943	44837	45943	45944	46944	1001	1			-95	31	31	46038	0	0.181818181818182	0.852802865422442	4.69041575982343
LT934125.1	+	UL39	33	49638	49648	C6_12h	12h	12	C6	49647	40309.718893	32781.017543	49645	49647	3	LT934125.1_+	11	46274	48646	46274	48646	48647	49647	1001	10			-1001	33	33	49647	0	0	0	
LT934125.1	+	UL39	33	49638	49648	C6_8h	8h	8	C6	49647	59860.658639	48171.602182	49645	49647	3	LT934125.1_+	11	46274	48646	46274	48646	48647	49647	1001	10			-1001	33	33	49647	0	0	0	
LT934125.1	+	UL39	33	49638	49648	PC_12_8h	8h	8	PC_12	49647	55911.127367	45442.077352	49645	49647	3	LT934125.1_+	11	46274	48646	46274	48646	48647	49647	1001	10			-1001	33	33	49647	0	0	0	
LT934125.1	+	UL39	33	49638	49648	PK_15_8h	8h	8	PK_15	49647	31784.200691	26493.48576	49645	49647	3	LT934125.1_+	11	46274	48646	46274	48646	48647	49647	1001	10			-1001	33	33	49647	0	0	0	
LT934125.1	+	UL39	33	49640	49648	PC_12_12h	12h	12	PC_12	49647	40123.799139	32843.56561	49645	49647	3	LT934125.1_+	9	46274	48646	46274	48646	48647	49647	1001	8			-1001	33	33	49647	0	0	0	
LT934125.1	+	UL39	33	49640	49648	PK_15_12h	12h	12	PK_15	49647	14928.875563	12342.953478	49645	49647	3	LT934125.1_+	9	46274	48646	46274	48646	48647	49647	1001	8			-1001	33	33	49647	0	0	0	
LT934125.1	+	UL39	33	49640	49648	PK_15_4h	4h	4	PK_15	49647	58591.151032	46074.517631	49645	49647	3	LT934125.1_+	9	46274	48646	46274	48646	48647	49647	1001	8			-1001	33	33	49647	0	0	0	
LT934125.1	+	UL39	33	49641	49648	PC_12_4h	4h	4	PC_12	49647	46224.326968	37267.720183	49645	49647	3	LT934125.1_+	8	46274	48646	46274	48646	48647	49647	1001	7			-1001	33	33	49647	0	0	0	
LT934125.1	+	UL39	33	49642	49647	PK_15_2h	2h	2	PK_15	49647	56675.381632	44277.641899	49645	49647	3	LT934125.1_+	6	46274	48646	46274	48646	48647	49647	1001	6			-1001	33	33	49647	0	0	0	
LT934125.1	+	UL39	33	49642	49648	C6_4h	4h	4	C6	49647	60408.394781	47078.842881	49645	49647	3	LT934125.1_+	7	46274	48646	46274	48646	48647	49647	1001	6			-1001	33	33	49647	0	0	0	
LT934125.1	+	UL39	33	49642	49648	C6_6h	6h	6	C6	49647	48759.203708	38832.833379	49645	49647	3	LT934125.1_+	7	46274	48646	46274	48646	48647	49647	1001	6			-1001	33	33	49647	0	0	0	
LT934125.1	+	UL39	33	49643	49647	C6_2h	2h	2	C6	49647	78291.814946	65073.716319	49645	49647	3	LT934125.1_+	5	46274	48646	46274	48646	48647	49647	1001	5			-1001	33	33	49647	0	0	0	
LT934125.1	+	UL39	33	49643	49648	PC_12_2.5h	2.5h	2.5	PC_12	49647	67614.125753	57278.208441	49646	49647	2	LT934125.1_+	6	46274	48646	46274	48646	48647	49647	1001	5			-1001	33	33	49647	0	0	0	
LT934125.1	+	UL39	33	49643	49648	PC_12_2h	2h	2	PC_12	49647	67450.980392	57777.777778	49646	49647	2	LT934125.1_+	6	46274	48646	46274	48646	48647	49647	1001	5			-1001	33	33	49647	0	0	0	
LT934125.1	+	UL39	33	49643	49649	NRK_2h	2h	2	NRK	49647	92320.261437	64542.48366	49645	49647	3	LT934125.1_+	7	46274	48646	46274	48646	48647	49647	1001	5			-1001	33	33	49647	0	0	0	
LT934125.1	+	UL39	33	49644	49647	PK_15_1h	1h	1	PK_15	49647	29191.616766	21706.586826	49645	49647	3	LT934125.1_+	4	46274	48646	46274	48646	48647	49647	1001	4			-1001	33	33	49647	0	0	0	
LT934125.1	+	UL39	33	49644	49648	C6_1h	1h	1	C6	49647	82191.780822	65231.572081	49645	49647	3	LT934125.1_+	5	46274	48646	46274	48646	48647	49647	1001	4			-1001	33	33	49647	0	0	0	
LT934125.1	+	UL39	33	49644	49648	PC_12_1h	1h	1	PC_12	49647	64024.390245	54115.853659	49646	49647	2	LT934125.1_+	5	46274	48646	46274	48646	48647	49647	1001	4			-1001	33	33	49647	0	0	0	
LT934125.1	+	UL39	33	49645	49647	NRK_1h	1h	1	NRK	49647	39473.68421	36842.105263	49647	49647	1	LT934125.1_+	3	46274	48646	46274	48646	48647	49647	1001	3			-1001	33	33	49647	0	0	0	
LT934125.1	+	UL39	33	49645	49648	PC_12_1.5h	1.5h	1.5	PC_12	49647	75738.125802	59050.064185	49645	49647	3	LT934125.1_+	4	46274	48646	46274	48646	48647	49647	1001	3			-1001	33	33	49647	0	0	0	
LT934125.1	+	UL39	33	49647	49647	PC_12_0.5h	0.5h	0.5	PC_12	49647	33333.333333	33333.333333	49647	49647	1	LT934125.1_+	1	46274	48646	46274	48646	48647	49647	1001	1			-1001	33	33	49647	0	0	0	
LT934125.1	+	UL4	67	92045	92059	PC_12_4h	4h	4	PC_12	92059	6176.970197	4632.727647	92052	92059	8	LT934125.1_+	15	91486	91923	91486	91923	91924	92924	1001	15			-136	67	67	92059	0	0	0	
LT934125.1	+	UL4	67	92048	92059	C6_12h	12h	12	C6	92059	4251.330063	3391.811442	92056	92059	4	LT934125.1_+	12	91486	91923	91486	91923	91924	92924	1001	12			-136	67	67	92059	0	0	0	
LT934125.1	+	UL4	67	92048	92059	C6_6h	6h	6	C6	92059	7690.20998	6163.076084	92055	92059	5	LT934125.1_+	12	91486	91923	91486	91923	91924	92924	1001	12			-136	67	67	92059	0	0	0	
LT934125.1	+	UL4	67	92048	92059	PC_12_6h	6h	6	PC_12	92059	5765.313313	4432.885347	92055	92059	5	LT934125.1_+	12	91486	91923	91486	91923	91924	92924	1001	12			-136	67	67	92059	0	0	0	
LT934125.1	+	UL4	67	92048	92059	PK_15_4h	4h	4	PK_15	92059	3867.26547	2495.00998	92052	92059	8	LT934125.1_+	12	91486	91923	91486	91923	91924	92924	1001	12			-136	67	67	92059	0	0	0	
LT934125.1	+	UL4	67	92048	92059	PK_15_6h	6h	6	PK_15	92059	2983.362597	2143.191343	92052	92059	8	LT934125.1_+	12	91486	91923	91486	91923	91924	92924	1001	12			-136	67	67	92059	0	0	0	
LT934125.1	+	UL4	67	92049	92059	PC_12_12h	12h	12	PC_12	92059	3995.876969	3168.024327	92055	92059	5	LT934125.1_+	11	91486	91923	91486	91923	91924	92924	1001	11			-136	67	67	92059	0	0	0	
LT934125.1	+	UL4	67	92049	92059	PC_12_8h	8h	8	PC_12	92059	5417.39051	4125.902898	92054	92059	6	LT934125.1_+	11	91486	91923	91486	91923	91924	92924	1001	11			-136	67	67	92059	0	0	0	
LT934125.1	+	UL4	67	92050	92059	C6_8h	8h	8	C6	92059	6369.1936	5027.026367	92056	92059	4	LT934125.1_+	10	91486	91923	91486	91923	91924	92924	1001	10			-136	67	67	92059	0	0	0	
LT934125.1	+	UL4	67	92050	92059	PC_12_2.5h	2.5h	2.5	PC_12	92059	6890.61154	4737.295435	92052	92059	8	LT934125.1_+	10	91486	91923	91486	91923	91924	92924	1001	10			-136	67	67	92059	0	0	0	
LT934125.1	+	UL4	67	92050	92059	PK_15_12h	12h	12	PK_15	92059	1759.970852	1340.047982	92054	92059	6	LT934125.1_+	10	91486	91923	91486	91923	91924	92924	1001	10			-136	67	67	92059	0	0	0	
LT934125.1	+	UL4	67	92050	92059	PK_15_2h	2h	2	PK_15	92059	2277.135871	1518.090579	92052	92059	8	LT934125.1_+	10	91486	91923	91486	91923	91924	92924	1001	10			-136	67	67	92059	0	0	0	
LT934125.1	+	UL4	67	92050	92059	PK_15_8h	8h	8	PK_15	92059	2693.999117	2070.38821	92055	92059	5	LT934125.1_+	10	91486	91923	91486	91923	91924	92924	1001	10			-136	67	67	92059	0	0	0	
LT934125.1	+	UL4	67	92052	92059	C6_1h	1h	1	C6	92059	7175.472929	5218.525766	92056	92059	4	LT934125.1_+	8	91486	91923	91486	91923	91924	92924	1001	8			-136	67	67	92059	0	0	0	
LT934125.1	+	UL4	67	92052	92059	C6_4h	4h	4	C6	92059	8224.617129	6522.972206	92056	92059	4	LT934125.1_+	8	91486	91923	91486	91923	91924	92924	1001	8			-136	67	67	92059	0	0	0	
LT934125.1	+	UL4	67	92052	92059	PC_12_2h	2h	2	PC_12	92059	5228.758168	4444.444444	92055	92059	5	LT934125.1_+	8	91486	91923	91486	91923	91924	92924	1001	8			-136	67	67	92059	0	0	0	
LT934125.1	+	UL4	67	92055	92059	NRK_2h	2h	2	NRK	92059	5718.954248	4084.96732	92055	92059	5	LT934125.1_+	5	91486	91923	91486	91923	91924	92924	1001	5			-136	67	67	92059	0	0	0	
LT934125.1	+	UL4	67	92056	92059	C6_2h	2h	2	C6	92059	9150.991357	7625.826131	92056	92059	4	LT934125.1_+	4	91486	91923	91486	91923	91924	92924	1001	4			-136	67	67	92059	0	0	0	
LT934125.1	+	UL4	67	92056	92059	PC_12_1.5h	1.5h	1.5	PC_12	92059	5134.788189	3851.091142	92056	92059	4	LT934125.1_+	4	91486	91923	91486	91923	91924	92924	1001	4			-136	67	67	92059	0	0	0	
LT934125.1	+	UL4	67	92056	92059	PC_12_1h	1h	1	PC_12	92059	6859.756098	4573.170732	92056	92059	4	LT934125.1_+	4	91486	91923	91486	91923	91924	92924	1001	4			-136	67	67	92059	0	0	0	
LT934125.1	+	UL4	67	92059	92059	NRK_1h	1h	1	NRK	92059	5263.157895	5263.157895	92059	92059	1	LT934125.1_+	1	91486	91923	91486	91923	91924	92924	1001	1			-136	67	67	92059	0	0	0	
LT934125.1	+	UL4	67	92059	92059	PK_15_1h	1h	1	PK_15	92059	748.502994	748.502994	92059	92059	1	LT934125.1_+	1	91486	91923	91486	91923	91924	92924	1001	1			-136	67	67	92059	0	0	0	
LT934125.1	+	UL40	33	49636	49648	PC_12_6h	6h	6	PC_12	49647	38704.47004	31055.821045	49645	49647	3	LT934125.1_+	13	48656	49567	48656	49567	49568	50568	1001	13			-80	33	33	49647	0	0	0	
LT934125.1	+	UL40	33	49638	49648	C6_12h	12h	12	C6	49647	40309.718893	32781.017543	49645	49647	3	LT934125.1_+	11	48656	49567	48656	49567	49568	50568	1001	11			-80	33	33	49647	0	0	0	
LT934125.1	+	UL40	33	49638	49648	C6_8h	8h	8	C6	49647	59860.658639	48171.602182	49645	49647	3	LT934125.1_+	11	48656	49567	48656	49567	49568	50568	1001	11			-80	33	33	49647	0	0	0	
LT934125.1	+	UL40	33	49638	49648	PC_12_8h	8h	8	PC_12	49647	55911.127367	45442.077352	49645	49647	3	LT934125.1_+	11	48656	49567	48656	49567	49568	50568	1001	11			-80	33	33	49647	0	0	0	
LT934125.1	+	UL40	33	49638	49648	PK_15_6h	6h	6	PK_15	49647	35050.73729	28118.066701	49645	49647	3	LT934125.1_+	11	48656	49567	48656	49567	49568	50568	1001	11			-80	33	33	49647	0	0	0	
LT934125.1	+	UL40	33	49638	49648	PK_15_8h	8h	8	PK_15	49647	31784.200691	26493.48576	49645	49647	3	LT934125.1_+	11	48656	49567	48656	49567	49568	50568	1001	11			-80	33	33	49647	0	0	0	
LT934125.1	+	UL40	33	49640	49648	PC_12_12h	12h	12	PC_12	49647	40123.799139	32843.56561	49645	49647	3	LT934125.1_+	9	48656	49567	48656	49567	49568	50568	1001	9			-80	33	33	49647	0	0	0	
LT934125.1	+	UL40	33	49640	49648	PK_15_12h	12h	12	PK_15	49647	14928.875563	12342.953478	49645	49647	3	LT934125.1_+	9	48656	49567	48656	49567	49568	50568	1001	9			-80	33	33	49647	0	0	0	
LT934125.1	+	UL40	33	49640	49648	PK_15_4h	4h	4	PK_15	49647	58591.151032	46074.517631	49645	49647	3	LT934125.1_+	9	48656	49567	48656	49567	49568	50568	1001	9			-80	33	33	49647	0	0	0	
LT934125.1	+	UL40	33	49641	49648	PC_12_4h	4h	4	PC_12	49647	46224.326968	37267.720183	49645	49647	3	LT934125.1_+	8	48656	49567	48656	49567	49568	50568	1001	8			-80	33	33	49647	0	0	0	
LT934125.1	+	UL40	33	49642	49647	PK_15_2h	2h	2	PK_15	49647	56675.381632	44277.641899	49645	49647	3	LT934125.1_+	6	48656	49567	48656	49567	49568	50568	1001	6			-80	33	33	49647	0	0	0	
LT934125.1	+	UL40	33	49642	49648	C6_4h	4h	4	C6	49647	60408.394781	47078.842881	49645	49647	3	LT934125.1_+	7	48656	49567	48656	49567	49568	50568	1001	7			-80	33	33	49647	0	0	0	
LT934125.1	+	UL40	33	49642	49648	C6_6h	6h	6	C6	49647	48759.203708	38832.833379	49645	49647	3	LT934125.1_+	7	48656	49567	48656	49567	49568	50568	1001	7			-80	33	33	49647	0	0	0	
LT934125.1	+	UL40	33	49643	49647	C6_2h	2h	2	C6	49647	78291.814946	65073.716319	49645	49647	3	LT934125.1_+	5	48656	49567	48656	49567	49568	50568	1001	5			-80	33	33	49647	0	0	0	
LT934125.1	+	UL40	33	49643	49648	PC_12_2.5h	2.5h	2.5	PC_12	49647	67614.125753	57278.208441	49646	49647	2	LT934125.1_+	6	48656	49567	48656	49567	49568	50568	1001	6			-80	33	33	49647	0	0	0	
