chr	strand	gene	group	cluster	start	end	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	inCoding	cluster_width	hpi	cell_line	Time	dominant_TC	CDS_start	CDS_end	CDS_prime5	CDS_prime3	TSS_CDS_dist	closest_TC
LT934125.1	+	UL4	NRK_8h	841	91409	91414	91409	3430.811958	1797.091978	91409	91412	4	UL5	6	8h	NRK	8	841	91486	91923	91486	91923	77	841
LT934125.1	+	UL4	PC_12_12h	841	91409	91414	91409	1303.691975	696.212468	91409	91412	4	UL5	6	12h	PC_12	12	841	91486	91923	91486	91923	77	841
LT934125.1	+	UL4	PC_12_2.5h	841	91409	91412	91412	3700.96225	2220.57735	91409	91412	4	UL5	4	2.5h	PC_12	2.5	841	91486	91923	91486	91923	74	841
LT934125.1	+	UL4	PC_12_2h	841	91409	91409	91409	667.111408	667.111408	91409	91409	1	UL5	1	2h	PC_12	2	841	91486	91923	91486	91923	77	841
LT934125.1	+	UL4	PC_12_4h	841	91409	91412	91409	1806.866091	1204.577394	91409	91412	4	UL5	4	4h	PC_12	4	841	91486	91923	91486	91923	77	0
LT934125.1	+	UL4	PC_12_4h	842	91466	91466	91466	100.38145	100.38145	91466	91466	1		1	4h	PC_12	4	0	91486	91923	91486	91923	20	842
LT934125.1	+	UL4	PC_12_6h	841	91409	91412	91409	1545.759821	746.228879	91409	91412	4	UL5	4	6h	PC_12	6	841	91486	91923	91486	91923	77	841
LT934125.1	+	UL4	PC_12_8h	841	91409	91412	91409	1597.852486	1022.625591	91409	91412	4	UL5	4	8h	PC_12	8	841	91486	91923	91486	91923	77	841
LT934125.1	+	UL4	PK_15_12h	841	91409	91415	91409	1045.76659	585.812357	91409	91412	4	UL5	7	12h	PK_15	12	841	91486	91923	91486	91923	77	841
LT934125.1	+	UL4	PK_15_2h	841	91409	91409	91409	724.112962	724.112962	91409	91409	1	UL5	1	2h	PK_15	2	841	91486	91923	91486	91923	77	841
LT934125.1	+	UL4	PK_15_4h	841	91405	91414	91409	2070.309329	974.263213	91409	91412	4	UL5	10	4h	PK_15	4	841	91486	91923	91486	91923	77	841
LT934125.1	+	UL4	PK_15_6h	841	91409	91414	91409	1411.301704	725.812305	91409	91412	4	UL5	6	6h	PK_15	6	841	91486	91923	91486	91923	77	841
LT934125.1	+	UL4	PK_15_8h	841	91409	91415	91409	1144.741863	530.704082	91409	91412	4	UL5	7	8h	PK_15	8	841	91486	91923	91486	91923	77	841
LT934125.1	+	UL40	C6_12h	380	48563	48570	48567	18833.616573	13938.135101	48567	48570	4	UL39	8	12h	C6	12	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	C6_1h	380	48567	48570	48567	46224.961479	33898.305085	48567	48570	4	UL39	4	1h	C6	1	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	C6_2h	380	48565	48570	48567	42131.350682	32218.091698	48567	48570	4	UL39	6	2h	C6	2	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	C6_4h	380	48567	48570	48567	24697.845508	19968.470836	48567	48570	4	UL39	4	4h	C6	4	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	C6_6h	380	48565	48570	48567	19146.183699	14316.51574	48567	48570	4	UL39	6	6h	C6	6	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	C6_8h	380	48559	48570	48567	42001.614204	30443.906376	48567	48570	4	UL39	12	8h	C6	8	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	NRK_12h	380	48559	48570	48567	15764.897784	11758.695789	48567	48570	4	UL39	12	12h	NRK	12	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	NRK_1h	380	48567	48570	48567	70707.070707	40404.040404	48567	48570	4	UL39	4	1h	NRK	1	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	NRK_2h	380	48567	48570	48567	84142.394822	67961.165049	48567	48570	4	UL39	4	2h	NRK	2	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	NRK_4h	380	48565	48570	48567	56924.882628	39906.103286	48567	48570	4	UL39	6	4h	NRK	4	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	NRK_6h	380	48565	48570	48567	24216.332572	17355.038343	48567	48570	4	UL39	6	6h	NRK	6	380	48656	49567	48656	49567	89	0
LT934125.1	+	UL40	NRK_6h	381	48614	48616	48616	403.605543	269.070362	48614	48616	3	UL39	3	6h	NRK	6	0	48656	49567	48656	49567	40	381
LT934125.1	+	UL40	NRK_8h	380	48565	48570	48567	25567.717693	18624.407777	48567	48570	4	UL39	6	8h	NRK	8	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	PC_12_0.5h	380	48567	48567	48567	64516.129032	64516.129032	48567	48567	1	UL39	1	0.5h	PC_12	0.5	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	PC_12_1.5h	380	48565	48571	48567	61946.902655	35398.230088	48567	48570	4	UL39	7	1.5h	PC_12	1.5	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	PC_12_12h	380	48559	48570	48567	10975.584784	8074.699502	48567	48570	4	UL39	12	12h	PC_12	12	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	PC_12_1h	380	48567	48570	48567	46770.601336	35634.743875	48567	48570	4	UL39	4	1h	PC_12	1	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	PC_12_2.5h	380	48565	48570	48567	59955.588453	40710.584752	48567	48570	4	UL39	6	2.5h	PC_12	2.5	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	PC_12_2h	380	48563	48570	48567	38025.350234	27351.567712	48567	48570	4	UL39	8	2h	PC_12	2	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	PC_12_4h	380	48559	48570	48567	16061.031923	11343.103794	48567	48570	4	UL39	12	4h	PC_12	4	380	48656	49567	48656	49567	89	0
LT934125.1	+	UL40	PC_12_4h	381	48611	48614	48614	301.144349	200.762899	48611	48614	4	UL39	4	4h	PC_12	4	0	48656	49567	48656	49567	42	381
LT934125.1	+	UL40	PC_12_6h	380	48556	48570	48567	13245.562603	9514.418208	48567	48570	4	UL39	15	6h	PC_12	6	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	PC_12_8h	380	48559	48570	48567	23967.787294	17352.678001	48567	48570	4	UL39	12	8h	PC_12	8	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	PK_15_12h	380	48565	48570	48567	3256.292907	2501.144165	48567	48570	4	UL39	6	12h	PK_15	12	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	PK_15_1h	380	48567	48567	48567	14619.883041	14619.883041	48567	48567	1	UL39	1	1h	PK_15	1	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	PK_15_2h	380	48565	48570	48567	38015.930485	28602.461984	48567	48570	4	UL39	6	2h	PK_15	2	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	PK_15_4h	380	48563	48570	48567	48185.434764	33855.646667	48567	48570	4	UL39	8	4h	PK_15	4	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	PK_15_6h	380	48563	48570	48567	19548.544745	14242.050339	48567	48570	4	UL39	8	6h	PK_15	6	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL40	PK_15_8h	380	48559	48570	48567	16837.793148	12504.440809	48567	48570	4	UL39	12	8h	PK_15	8	380	48656	49567	48656	49567	89	380
LT934125.1	+	UL42	C6_12h	414	51148	51148	51148	118.890264	118.890264	51148	51148	1		1	12h	C6	12	0	51270	52415	51270	52415	122	0
LT934125.1	+	UL42	C6_12h	415	51231	51238	51235	7280.280301	4259.068879	51235	51237	3		8	12h	C6	12	415	51270	52415	51270	52415	35	415
LT934125.1	+	UL42	C6_2h	414	51152	51152	51152	2478.314746	2478.314746	51152	51152	1		1	2h	C6	2	0	51270	52415	51270	52415	118	0
LT934125.1	+	UL42	C6_2h	415	51235	51240	51235	6195.786865	3717.472119	51235	51240	6		6	2h	C6	2	415	51270	52415	51270	52415	35	415
LT934125.1	+	UL42	C6_4h	414	51148	51148	51148	525.486075	525.486075	51148	51148	1		1	4h	C6	4	0	51270	52415	51270	52415	122	0
LT934125.1	+	UL42	C6_4h	415	51235	51238	51235	9458.749343	7356.805045	51235	51238	4		4	4h	C6	4	415	51270	52415	51270	52415	35	415
LT934125.1	+	UL42	C6_6h	414	51150	51152	51150	172.488142	86.244071	51150	51152	3		3	6h	C6	6	0	51270	52415	51270	52415	120	0
LT934125.1	+	UL42	C6_6h	415	51230	51238	51235	8883.139286	5692.108668	51235	51237	3		9	6h	C6	6	415	51270	52415	51270	52415	35	415
LT934125.1	+	UL42	C6_8h	412	51053	51053	51053	32.2841	32.2841	51053	51053	1		1	8h	C6	8	0	51270	52415	51270	52415	217	0
LT934125.1	+	UL42	C6_8h	414	51148	51148	51148	96.8523	96.8523	51148	51148	1		1	8h	C6	8	0	51270	52415	51270	52415	122	0
LT934125.1	+	UL42	C6_8h	415	51232	51239	51235	6521.388216	3809.52381	51235	51238	4		8	8h	C6	8	415	51270	52415	51270	52415	35	415
LT934125.1	+	UL42	NRK_12h	414	51148	51148	51148	62.736944	62.736944	51148	51148	1		1	12h	NRK	12	0	51270	52415	51270	52415	122	0
LT934125.1	+	UL42	NRK_12h	415	51232	51239	51235	6721.815429	3719.404537	51235	51237	3		8	12h	NRK	12	415	51270	52415	51270	52415	35	415
LT934125.1	+	UL42	NRK_1h	415	51230	51230	51230	10101.010101	10101.010101	51230	51230	1		1	1h	NRK	1	415	51270	52415	51270	52415	40	415
LT934125.1	+	UL42	NRK_2h	415	51230	51238	51230	16181.229774	6472.491909	51230	51238	9		9	2h	NRK	2	415	51270	52415	51270	52415	40	415
LT934125.1	+	UL42	NRK_4h	415	51235	51242	51235	4694.83568	2934.2723	51235	51242	8		8	4h	NRK	4	415	51270	52415	51270	52415	35	415
LT934125.1	+	UL42	NRK_6h	415	51235	51238	51235	5112.336877	3497.914705	51235	51238	4		4	6h	NRK	6	415	51270	52415	51270	52415	35	415
LT934125.1	+	UL42	NRK_8h	412	51056	51056	51056	81.685999	81.685999	51056	51056	1		1	8h	NRK	8	0	51270	52415	51270	52415	214	0
LT934125.1	+	UL42	NRK_8h	414	51149	51149	51149	81.685999	81.685999	51149	51149	1		1	8h	NRK	8	0	51270	52415	51270	52415	121	0
LT934125.1	+	UL42	NRK_8h	415	51232	51239	51235	8168.599901	5391.275935	51235	51238	4		8	8h	NRK	8	415	51270	52415	51270	52415	35	415
LT934125.1	+	UL42	PC_12_1.5h	415	51230	51235	51230	22123.893806	11061.946903	51230	51235	6		6	1.5h	PC_12	1.5	415	51270	52415	51270	52415	40	415
LT934125.1	+	UL42	PC_12_12h	414	51148	51150	51148	109.209799	68.256124	51148	51150	3		3	12h	PC_12	12	0	51270	52415	51270	52415	122	0
LT934125.1	+	UL42	PC_12_12h	415	51232	51238	51235	4259.182155	2429.918024	51235	51237	3		7	12h	PC_12	12	415	51270	52415	51270	52415	35	415
LT934125.1	+	UL42	PC_12_1h	415	51235	51235	51235	2227.171492	2227.171492	51235	51235	1		1	1h	PC_12	1	415	51270	52415	51270	52415	35	415
LT934125.1	+	UL42	PC_12_2.5h	415	51230	51239	51230	20725.3886	9622.50185	51230	51237	8		10	2.5h	PC_12	2.5	415	51270	52415	51270	52415	40	415
LT934125.1	+	UL42	PC_12_2h	415	51232	51248	51235	8672.448301	5336.891261	51235	51244	10		17	2h	PC_12	2	415	51270	52415	51270	52415	35	415
LT934125.1	+	UL42	PC_12_4h	414	51148	51148	51148	200.762899	200.762899	51148	51148	1		1	4h	PC_12	4	0	51270	52415	51270	52415	122	0
LT934125.1	+	UL42	PC_12_4h	415	51232	51239	51235	7930.134512	5320.216824	51235	51238	4		8	4h	PC_12	4	415	51270	52415	51270	52415	35	415
LT934125.1	+	UL42	PC_12_6h	414	51148	51152	51148	186.557219	133.255157	51148	51152	5		5	6h	PC_12	6	0	51270	52415	51270	52415	122	0
LT934125.1	+	UL42	PC_12_6h	415	51231	51238	51235	8181.866638	5889.877938	51235	51238	4		8	6h	PC_12	6	415	51270	52415	51270	52415	35	415
LT934125.1	+	UL42	PC_12_8h	412	51037	51037	51037	31.95705	31.95705	51037	51037	1		1	8h	PC_12	8	0	51270	52415	51270	52415	233	0
LT934125.1	+	UL42	PC_12_8h	413	51111	51111	51111	31.95705	31.95705	51111	51111	1		1	8h	PC_12	8	0	51270	52415	51270	52415	159	0
LT934125.1	+	UL42	PC_12_8h	415	51233	51239	51235	5752.26895	3099.833823	51235	51238	4		7	8h	PC_12	8	415	51270	52415	51270	52415	35	415
LT934125.1	+	UL42	PK_15_12h	414	51148	51152	51148	297.482838	205.949657	51148	51150	3		5	12h	PK_15	12	0	51270	52415	51270	52415	122	0
LT934125.1	+	UL42	PK_15_12h	415	51231	51239	51235	6631.578947	3567.505721	51235	51238	4		9	12h	PK_15	12	415	51270	52415	51270	52415	35	415
LT934125.1	+	UL42	PK_15_2h	414	51148	51148	51148	1086.169442	1086.169442	51148	51148	1		1	2h	PK_15	2	0	51270	52415	51270	52415	122	0
LT934125.1	+	UL42	PK_15_2h	415	51233	51241	51235	6879.073136	3982.621289	51235	51239	5		9	2h	PK_15	2	415	51270	52415	51270	52415	35	415
LT934125.1	+	UL42	PK_15_4h	414	51147	51150	51147	121.782903	40.594301	51147	51150	4		4	4h	PK_15	4	0	51270	52415	51270	52415	123	0
LT934125.1	+	UL42	PK_15_4h	415	51220	51238	51235	10067.386541	6901.031095	51235	51238	4		19	4h	PK_15	4	415	51270	52415	51270	52415	35	415
LT934125.1	+	UL42	PK_15_6h	414	51148	51152	51148	169.356204	153.227042	51148	51148	1		5	6h	PK_15	6	0	51270	52415	51270	52415	122	0
LT934125.1	+	UL42	PK_15_6h	415	51231	51239	51235	7548.44797	4588.746683	51235	51238	4		9	6h	PK_15	6	415	51270	52415	51270	52415	35	415
LT934125.1	+	UL42	PK_15_8h	414	51148	51150	51148	201.755272	135.965509	51148	51150	3		3	8h	PK_15	8	0	51270	52415	51270	52415	122	0
LT934125.1	+	UL42	PK_15_8h	415	51231	51239	51235	7504.418879	4109.667148	51235	51238	4		9	8h	PK_15	8	415	51270	52415	51270	52415	35	415
LT934125.1	+	UL43	C6_12h	425	52459	52460	52460	4238.088245	4210.114065	52460	52460	1		2	12h	C6	12	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	C6_1h	425	52460	52461	52460	18489.984592	13867.488444	52460	52461	2		2	1h	C6	1	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	C6_2h	425	52460	52464	52460	4956.629492	3717.472119	52460	52464	5		5	2h	C6	2	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	C6_4h	425	52460	52463	52460	8933.263269	6831.31897	52460	52462	3		4	4h	C6	4	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	C6_6h	425	52437	52460	52460	10694.264771	9141.871496	52444	52460	17		24	6h	C6	6	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	C6_8h	425	52435	52460	52460	7877.320419	6101.694915	52444	52460	17		26	8h	C6	8	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	NRK_12h	425	52438	52460	52460	5009.9931	3495.344023	52444	52460	17		23	12h	NRK	12	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	NRK_1h	425	52460	52460	52460	30303.030303	30303.030303	52460	52460	1		1	1h	NRK	1	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	NRK_2h	425	52460	52462	52460	25889.967638	19417.475728	52460	52462	3		3	2h	NRK	2	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	NRK_4h	425	52459	52464	52460	4694.83568	2934.2723	52459	52464	6		6	4h	NRK	4	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	NRK_6h	425	52460	52464	52460	2690.703619	2152.562895	52460	52464	5		5	6h	NRK	6	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	NRK_8h	425	52460	52460	52460	6453.193923	6453.193923	52460	52460	1		1	8h	NRK	8	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	PC_12_0.5h	425	52444	52444	52444	32258.064516	32258.064516	52444	52444	1		1	0.5h	PC_12	0.5	425	52473	53594	52473	53594	29	425
LT934125.1	+	UL43	PC_12_1.5h	425	52460	52460	52460	33185.840708	33185.840708	52460	52460	1		1	1.5h	PC_12	1.5	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	PC_12_12h	425	52460	52460	52460	3146.607329	3146.607329	52460	52460	1		1	12h	PC_12	12	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	PC_12_1h	425	52460	52460	52460	13363.028953	13363.028953	52460	52460	1		1	1h	PC_12	1	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	PC_12_2.5h	425	52460	52461	52460	17024.426351	15544.041451	52460	52460	1		2	2.5h	PC_12	2.5	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	PC_12_2h	425	52460	52463	52460	12008.005337	11340.893929	52460	52460	1		4	2h	PC_12	2	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	PC_12_4h	425	52460	52460	52460	5520.979723	5520.979723	52460	52460	1		1	4h	PC_12	4	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	PC_12_6h	425	52440	52460	52460	6689.408879	4210.86296	52444	52460	17		21	6h	PC_12	6	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	PC_12_8h	425	52437	52460	52460	9491.243769	6007.925348	52444	52460	17		24	8h	PC_12	8	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	PK_15_12h	425	52459	52460	52460	4176.201373	4157.894737	52460	52460	1		2	12h	PK_15	12	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	PK_15_1h	425	52460	52460	52460	2923.976608	2923.976608	52460	52460	1		1	1h	PK_15	1	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	PK_15_2h	425	52460	52464	52460	17016.654599	14120.202752	52460	52461	2		5	2h	PK_15	2	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	PK_15_4h	425	52459	52461	52460	10473.329545	9864.415036	52460	52460	1		3	4h	PK_15	4	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	PK_15_6h	425	52435	52460	52460	8217.808206	6072.629618	52444	52460	17		26	6h	PK_15	6	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL43	PK_15_8h	425	52438	52460	52460	9802.674574	7114.06629	52444	52460	17		23	8h	PK_15	8	425	52473	53594	52473	53594	13	425
LT934125.1	+	UL44	C6_12h	439	53641	53652	53648	6916.615965	5734.706866	53648	53649	2		12	12h	C6	12	439	53661	55103	53661	55103	13	439
LT934125.1	+	UL44	C6_4h	439	53648	53649	53648	5254.860747	4729.374672	53648	53649	2		2	4h	C6	4	439	53661	55103	53661	55103	13	439
LT934125.1	+	UL44	C6_6h	439	53644	53652	53648	5260.888314	4398.447607	53648	53649	2		9	6h	C6	6	439	53661	55103	53661	55103	13	439
LT934125.1	+	UL44	C6_8h	439	53643	53648	53648	2841.000807	2679.580307	53648	53648	1		6	8h	C6	8	439	53661	55103	53661	55103	13	439
LT934125.1	+	UL44	NRK_12h	438	53577	53577	53577	26.887262	26.887262	53577	53577	1	UL43	1	12h	NRK	12	0	53661	55103	53661	55103	84	0
LT934125.1	+	UL44	NRK_12h	439	53640	53652	53648	7779.381055	6524.642175	53648	53649	2		13	12h	NRK	12	439	53661	55103	53661	55103	13	439
LT934125.1	+	UL44	NRK_4h	438	53593	53593	53593	586.85446	586.85446	53593	53593	1	UL43	1	4h	NRK	4	438	53661	55103	53661	55103	68	0
LT934125.1	+	UL44	NRK_4h	439	53648	53648	53648	586.85446	586.85446	53648	53648	1		1	4h	NRK	4	439	53661	55103	53661	55103	13	439
LT934125.1	+	UL44	NRK_6h	439	53643	53652	53648	2018.027714	1345.351809	53647	53652	6		10	6h	NRK	6	439	53661	55103	53661	55103	13	439
LT934125.1	+	UL44	NRK_8h	439	53647	53652	53648	4329.357948	3512.497958	53648	53649	2		6	8h	NRK	8	439	53661	55103	53661	55103	13	439
LT934125.1	+	UL44	PC_12_12h	439	53643	53649	53648	5556.048517	4928.092173	53648	53648	1		7	12h	PC_12	12	439	53661	55103	53661	55103	13	439
LT934125.1	+	UL44	PC_12_1h	439	53652	53652	53652	2227.171492	2227.171492	53652	53652	1		1	1h	PC_12	1	439	53661	55103	53661	55103	9	439
LT934125.1	+	UL44	PC_12_2.5h	439	53641	53647	53641	1480.3849	740.19245	53641	53647	7		7	2.5h	PC_12	2.5	439	53661	55103	53661	55103	20	439
LT934125.1	+	UL44	PC_12_4h	438	53606	53606	53606	100.38145	100.38145	53606	53606	1		1	4h	PC_12	4	0	53661	55103	53661	55103	55	0
LT934125.1	+	UL44	PC_12_4h	439	53644	53652	53648	2208.391892	1505.721743	53648	53652	5		9	4h	PC_12	4	439	53661	55103	53661	55103	13	439
LT934125.1	+	UL44	PC_12_6h	438	53606	53606	53606	79.953094	79.953094	53606	53606	1		1	6h	PC_12	6	0	53661	55103	53661	55103	55	0
LT934125.1	+	UL44	PC_12_6h	439	53641	53652	53648	4797.18565	3944.352646	53648	53648	1		12	6h	PC_12	6	439	53661	55103	53661	55103	13	439
LT934125.1	+	UL44	PC_12_8h	438	53606	53606	53606	63.914099	63.914099	53606	53606	1		1	8h	PC_12	8	0	53661	55103	53661	55103	55	0
LT934125.1	+	UL44	PC_12_8h	439	53644	53650	53648	5752.268951	5145.085006	53648	53648	1		7	8h	PC_12	8	439	53661	55103	53661	55103	13	439
LT934125.1	+	UL44	PK_15_12h	438	53606	53606	53606	132.723112	132.723112	53606	53606	1		1	12h	PK_15	12	0	53661	55103	53661	55103	55	0
LT934125.1	+	UL44	PK_15_12h	439	53640	53648	53648	18185.354691	17343.249428	53648	53648	1		9	12h	PK_15	12	439	53661	55103	53661	55103	13	439
LT934125.1	+	UL44	PK_15_2h	439	53648	53649	53648	5430.847212	5068.790731	53648	53648	1		2	2h	PK_15	2	439	53661	55103	53661	55103	13	439
LT934125.1	+	UL44	PK_15_4h	438	53564	53564	53564	40.594301	40.594301	53564	53564	1	UL43	1	4h	PK_15	4	0	53661	55103	53661	55103	97	0
LT934125.1	+	UL44	PK_15_4h	439	53648	53648	53648	1014.857514	1014.857514	53648	53648	1		1	4h	PK_15	4	439	53661	55103	53661	55103	13	439
LT934125.1	+	UL44	PK_15_6h	439	53643	53649	53648	2806.474245	2451.632674	53648	53648	1		7	6h	PK_15	6	439	53661	55103	53661	55103	13	439
LT934125.1	+	UL44	PK_15_8h	439	53640	53648	53648	7197.399989	6745.643621	53648	53648	1		9	8h	PK_15	8	439	53661	55103	53661	55103	13	439
LT934125.1	+	UL46	C6_12h	136	14042	14048	14048	17938.442818	17197.127052	14048	14048	1	UL47	7	12h	C6	12	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	C6_1h	136	14048	14054	14048	16949.152542	13867.488444	14048	14051	4	UL47	7	1h	C6	1	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	C6_2h	136	14048	14051	14048	6195.786865	4956.629492	14048	14051	4	UL47	4	2h	C6	2	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	C6_4h	136	14044	14051	14048	17866.526538	15764.582239	14048	14048	1	UL47	8	4h	C6	4	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	C6_6h	136	14042	14048	14048	19404.915913	18542.475205	14048	14048	1	UL47	7	6h	C6	6	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	C6_8h	136	14041	14048	14048	11460.855528	10782.889427	14048	14048	1	UL47	8	8h	C6	8	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	NRK_12h	136	14042	14048	14048	5063.767623	4785.932585	14048	14048	1	UL47	7	12h	NRK	12	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	NRK_1h	136	14048	14049	14048	30303.030303	20202.020202	14048	14049	2	UL47	2	1h	NRK	1	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	NRK_2h	136	14048	14048	14048	3236.245955	3236.245955	14048	14048	1	UL47	1	2h	NRK	2	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	NRK_4h	136	14047	14054	14048	7629.107981	5868.544601	14048	14050	3	UL47	8	4h	NRK	4	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	NRK_6h	136	14042	14051	14048	5650.4776	4843.266514	14048	14048	1	UL47	10	6h	NRK	6	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	NRK_8h	136	14042	14051	14048	7841.855906	6779.937919	14048	14048	1	UL47	10	8h	NRK	8	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	PC_12_1.5h	136	14048	14048	14048	6637.168142	6637.168142	14048	14048	1	UL47	1	1.5h	PC_12	1.5	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	PC_12_12h	136	14042	14048	14048	5112.383709	4825.707987	14048	14048	1	UL47	7	12h	PC_12	12	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	PC_12_1h	136	14048	14048	14048	4454.342984	4454.342984	14048	14048	1	UL47	1	1h	PC_12	1	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	PC_12_2.5h	136	14048	14048	14048	2220.57735	2220.57735	14048	14048	1	UL47	1	2.5h	PC_12	2.5	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	PC_12_2h	136	14048	14051	14048	7338.225484	6671.114076	14048	14048	1	UL47	4	2h	PC_12	2	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	PC_12_4h	136	14042	14048	14048	13049.588437	12146.15539	14048	14048	1	UL47	7	4h	PC_12	4	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	PC_12_6h	136	14042	14048	14048	12632.58888	11939.662065	14048	14048	1	UL47	7	6h	PC_12	6	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	PC_12_8h	135	13985	13985	13985	31.95705	31.95705	13985	13985	1	UL47	1	8h	PC_12	8	0	14071	16146	14071	16146	86	0
LT934125.1	+	UL46	PC_12_8h	136	14040	14048	14048	5081.170906	4857.471558	14048	14048	1	UL47	9	8h	PC_12	8	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	PK_15_12h	135	13986	13986	13986	13.729977	13.729977	13986	13986	1	UL47	1	12h	PK_15	12	0	14071	16146	14071	16146	85	0
LT934125.1	+	UL46	PK_15_12h	136	14042	14048	14048	6594.965675	6249.427918	14048	14048	1	UL47	7	12h	PK_15	12	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	PK_15_2h	136	14047	14054	14048	8689.355539	5430.847212	14047	14051	5	UL47	8	2h	PK_15	2	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	PK_15_4h	136	14042	14048	14048	8524.803118	8037.671511	14048	14048	1	UL47	7	4h	PK_15	4	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	PK_15_6h	136	14042	14048	14048	7758.127082	7362.962605	14048	14048	1	UL47	7	6h	PK_15	6	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL46	PK_15_8h	136	14042	14048	14048	7916.701389	7447.401085	14048	14048	1	UL47	7	8h	PK_15	8	136	14071	16146	14071	16146	23	136
LT934125.1	+	UL47	C6_12h	102	11788	11798	11793	825.238305	258.761163	11791	11797	7		11	12h	C6	12	102	11815	14052	11815	14052	22	102
LT934125.1	+	UL47	C6_8h	102	11789	11806	11792	225.9887	64.5682	11789	11806	18		18	8h	C6	8	102	11815	14052	11815	14052	23	102
LT934125.1	+	UL47	NRK_12h	102	11791	11797	11791	35.849682	17.924841	11791	11797	7		7	12h	NRK	12	102	11815	14052	11815	14052	24	102
