seqnames	strand	gene	cluster	TC.start	TC.end	TC.width	support	score	mean_shape	min_shape	max_shape	consensus_peak	min_peak	max_peak	hpi_samples	cell_lines	CAGE_TC_significance
LT934125.1	+	TC_440	440	59731	59793	62	6	1748.41845	0	0	12.1361478596864	59779	59731	59793			***
LT934125.1	+	TC_441	441	59901	59901	0	1	62.932662	0	0	0	59901	59901	59901			*
LT934125.1	+	TC_442	442	60086	60113	27	3	141.805451	0	0	0	60103	60086	60113			**
LT934125.1	+	TC_443	443	60232	60239	3	5	7924.933019	3.06098611351497	3.06098611351497	4.77835227447023	60233	60232	60235			***
LT934125.1	+	TC_444	444	60285	60285	0	1	241.779497	0	0	0	60285	60285	60285			*
LT934125.1	+	TC_445	445	60375	60377	1	3	275.24999	0	0	0.650022419284567	60376	60375	60376			**
LT934125.1	+	TC_446	446	60452	60452	0	1	27.285874	0	0	0	60452	60452	60452			*
LT934125.1	+	TC_447	447	60478	60478	0	1	62.932662	0	0	0	60478	60478	60478			*
LT934125.1	+	TC_448	448	60559	60559	0	1	24.301041	0	0	0	60559	60559	60559			*
LT934125.1	+	TC_449	449	60656	60673	17	2	90.218536	0	0	0	60664	60656	60673			**
LT934125.1	+	TC_45	45	7698	7698	0	1	62.932662	0	0	0	7698	7698	7698			*
LT934125.1	+	TC_450	450	60750	60778	28	3	240.384901	0	0	0	60761	60750	60778			**
LT934125.1	+	TC_451	451	60819	60819	0	1	62.932662	0	0	0	60819	60819	60819			*
LT934125.1	+	TC_452	452	60868	60868	0	1	27.285874	0	0	0	60868	60868	60868			*
LT934125.1	+	TC_453	453	60926	60926	0	1	62.932662	0	0	0	60926	60926	60926			*
LT934125.1	+	TC_454	454	60953	60953	0	1	27.285874	0	0	0	60953	60953	60953			*
LT934125.1	+	TC_455	455	61002	61003	0	1	125.865324	1	1	1	61002	61002	61002			*
LT934125.1	+	TC_456	456	61039	61039	0	1	27.285874	0	0	0	61039	61039	61039			*
LT934125.1	+	TC_457	457	61076	61078	2	3	159.262428	0	0	0	61077	61076	61078			**
LT934125.1	+	TC_458	458	61165	61165	0	1	27.285874	0	0	0	61165	61165	61165			*
LT934125.1	+	TC_459	459	61358	61358	0	1	54.571748	0	0	0	61358	61358	61358			*
LT934125.1	+	TC_46	46	7752	7752	0	1	62.932662	0	0	0	7752	7752	7752			*
LT934125.1	+	TC_460	460	61436	61436	0	1	27.285874	0	0	0	61436	61436	61436			*
LT934125.1	+	TC_461	461	61503	61530	27	3	114.519577	0	0	0	61516	61503	61530			**
LT934125.1	+	TC_462	462	61625	61628	3	2	90.218536	0	0	0	61626	61625	61628			**
LT934125.1	+	TC_463	463	61700	61705	5	2	90.218536	0	0	0	61702	61700	61705			**
LT934125.1	+	TC_464	464	61750	61750	0	1	54.571748	0	0	0	61750	61750	61750			*
LT934125.1	+	TC_465	465	61797	61800	3	2	150.166365	0	0	0	61798	61797	61800			**
LT934125.1	+	TC_466	466	61835	61835	0	1	54.571748	0	0	0	61835	61835	61835			*
LT934125.1	+	TC_467	467	61889	61889	0	1	24.301041	0	0	0	61889	61889	61889			*
LT934125.1	+	TC_468	468	61926	61939	7	4	970.369079	0	0	4.55419929642149	61930	61926	61933			***
LT934125.1	+	TC_469	469	61994	61994	0	1	54.571748	0	0	0	61994	61994	61994			*
LT934125.1	+	TC_47	47	7808	7811	0	3	175.932164	0	0	1.83659166810898	7811	7811	7811			**
LT934125.1	+	TC_470	470	62265	62281	16	2	41.691619	0	0	0	62273	62265	62281			*
LT934125.1	+	TC_471	471	62325	62325	0	1	21.608618	0	0	0	62325	62325	62325			*
LT934125.1	+	TC_472	472	62354	62354	0	1	567.859171	0	0	0	62354	62354	62354			*
LT934125.1	+	TC_473	473	62653	62653	0	1	27.285874	0	0	0	62653	62653	62653			
LT934125.1	+	TC_474	474	62710	62721	11	2	51.586915	0	0	0	62716	62710	62721			*
LT934125.1	+	TC_475	475	62793	62797	4	2	510.844868	0	0	0	62795	62793	62797			**
LT934125.1	+	TC_476	476	62952	62952	0	1	27.285874	0	0	0	62952	62952	62952			*
LT934125.1	+	TC_477	477	62977	62977	0	1	14.405745	0	0	0	62977	62977	62977			*
LT934125.1	+	TC_478	478	63061	63061	0	1	14.405745	0	0	0	63061	63061	63061			*
LT934125.1	+	TC_479	479	63174	63174	0	1	27.285874	0	0	0	63174	63174	63174			*
LT934125.1	+	TC_48	48	7851	7863	12	2	90.218536	0	0	0	7857	7851	7863			**
LT934125.1	+	TC_480	480	63303	63303	0	1	27.285874	0	0	0	63303	63303	63303			*
LT934125.1	+	TC_481	481	63431	63431	0	1	241.779497	0	0	0	63431	63431	63431			
LT934125.1	+	TC_482	482	63731	63731	0	1	62.932662	0	0	0	63731	63731	63731			
LT934125.1	+	TC_483	483	63940	63940	0	1	27.285874	0	0	0	63940	63940	63940			*
LT934125.1	+	TC_484	484	64053	64053	0	1	27.285874	0	0	0	64053	64053	64053			*
LT934125.1	+	TC_485	485	64240	64240	0	1	62.932662	0	0	0	64240	64240	64240			*
LT934125.1	+	TC_486	486	64723	64723	0	1	62.932662	0	0	0	64723	64723	64723			
LT934125.1	+	TC_487	487	64786	64786	0	1	241.779497	0	0	0	64786	64786	64786			
LT934125.1	+	TC_488	488	64909	64909	0	1	24.301041	0	0	0	64909	64909	64909			
LT934125.1	+	TC_489	489	64979	64988	0	2	88.038477	0	0	3.22542805206945	64979	64979	64979			**
LT934125.1	+	TC_49	49	8238	8239	1	2	87.233703	0	0	0	8238	8238	8239			**
LT934125.1	+	TC_490	490	65042	65042	0	1	62.932662	0	0	0	65042	65042	65042			*
LT934125.1	+	TC_491	491	65241	65241	0	1	27.285874	0	0	0	65241	65241	65241			*
LT934125.1	+	TC_492	492	65491	65491	0	1	27.285874	0	0	0	65491	65491	65491			
LT934125.1	+	TC_493	493	65649	65649	0	1	24.301041	0	0	0	65649	65649	65649			*
LT934125.1	+	TC_494	494	65737	65737	0	1	27.285874	0	0	0	65737	65737	65737			*
LT934125.1	+	TC_495	495	65802	65809	2	6	7122.257872	0	0	3.38803654314193	65806	65805	65807			***
LT934125.1	+	TC_496	496	66098	66098	0	1	27.285874	0	0	0	66098	66098	66098			*
LT934125.1	+	TC_497	497	66209	66209	0	1	97.204165	0	0	0	66209	66209	66209			*
LT934125.1	+	TC_498	498	66237	66237	0	1	62.932662	0	0	0	66237	66237	66237			*
LT934125.1	+	TC_499	499	66268	66285	17	2	595.145045	0	0	0	66276	66268	66285			**
LT934125.1	+	TC_5	5	1108	1108	0	1	62.932662	0	0	0	1108	1108	1108			*
LT934125.1	+	TC_50	50	8531	8531	0	1	24.301041	0	0	0	8531	8531	8531			*
LT934125.1	+	TC_500	500	66330	66338	0	6	136431.887615	0	0	0	66338	66338	66338			***
LT934125.1	+	TC_501	501	66426	66430	2	5	425.276567	0	0	1.83659166810898	66427	66426	66428			***
LT934125.1	+	TC_502	502	66477	66477	0	2	90.218536	0	0	0	66477	66477	66477			**
LT934125.1	+	TC_503	503	66524	66531	0	1	54.571748	3	3	3	66524	66524	66524			*
LT934125.1	+	TC_504	504	66571	66571	0	1	54.571748	0	0	0	66571	66571	66571			*
LT934125.1	+	TC_505	505	66634	66642	0	1	109.143496	4.75488750216347	4.75488750216347	4.75488750216347	66642	66642	66642			*
LT934125.1	+	TC_506	506	66682	66682	0	2	111.534745	0	0	0	66682	66682	66682			**
LT934125.1	+	TC_507	507	66733	66733	0	1	24.301041	0	0	0	66733	66733	66733			*
LT934125.1	+	TC_508	508	66798	66801	3	3	198.444253	0	0	2	66800	66798	66801			**
LT934125.1	+	TC_509	509	66922	66941	19	2	90.218536	0	0	0	66932	66922	66941			**
LT934125.1	+	TC_51	51	8605	8605	0	1	62.932662	0	0	0	8605	8605	8605			*
LT934125.1	+	TC_510	510	66982	66982	0	1	27.285874	0	0	0	66982	66982	66982			*
LT934125.1	+	TC_511	511	67017	67017	0	1	62.932662	0	0	0	67017	67017	67017			*
LT934125.1	+	TC_512	512	67042	67047	5	2	266.080538	0	0	0	67044	67042	67047			**
LT934125.1	+	TC_513	513	67100	67100	0	1	27.285874	0	0	0	67100	67100	67100			*
LT934125.1	+	TC_514	514	67168	67187	19	3	721.010369	0	0	1.58496250072116	67175	67168	67187			***
LT934125.1	+	TC_515	515	67219	67226	7	2	304.712159	0	0	0	67222	67219	67226			**
LT934125.1	+	TC_516	516	67281	67281	0	1	27.285874	0	0	0	67281	67281	67281			*
LT934125.1	+	TC_517	517	67326	67326	0	1	27.285874	0	0	0	67326	67326	67326			*
LT934125.1	+	TC_518	518	67358	67374	15	3	131.910155	0	0	1.58496250072116	67368	67358	67373			**
LT934125.1	+	TC_519	519	67444	67444	0	1	27.285874	0	0	0	67444	67444	67444			*
LT934125.1	+	TC_52	52	8705	8705	0	1	241.779497	0	0	0	8705	8705	8705			*
LT934125.1	+	TC_520	520	67511	67530	19	2	78.872789	0	0	0	67520	67511	67530			*
LT934125.1	+	TC_521	521	67593	67613	20	2	592.160212	0	0	0	67603	67593	67613			**
LT934125.1	+	TC_522	522	67739	67739	0	1	125.865324	0	0	0	67739	67739	67739			*
LT934125.1	+	TC_523	523	67781	67797	16	2	269.065371	0	0	0	67789	67781	67797			**
LT934125.1	+	TC_524	524	67857	67866	9	2	78.872789	0	0	2	67862	67857	67866			*
LT934125.1	+	TC_525	525	67893	67905	12	2	304.712159	0	0	0	67899	67893	67905			**
LT934125.1	+	TC_526	526	67952	67975	8	5	733.857261	0	0	7.03004992721401	67963	67960	67968			***
LT934125.1	+	TC_527	527	68028	68028	0	1	48.602083	0	0	0	68028	68028	68028			*
LT934125.1	+	TC_528	528	68062	68062	0	1	54.571748	0	0	0	68062	68062	68062			*
LT934125.1	+	TC_529	529	68157	68169	5	2	199.362032	0	0	2.16578428466209	68160	68157	68162			**
LT934125.1	+	TC_53	53	8735	8735	0	1	24.301041	0	0	0	8735	8735	8735			*
LT934125.1	+	TC_530	530	68235	68235	0	1	27.285874	0	0	0	68235	68235	68235			*
LT934125.1	+	TC_531	531	68267	68293	26	6	1035.985399	0	0	0	68280	68267	68293			***
LT934125.1	+	TC_532	532	68367	68378	11	3	196.377199	0	0	6.64385618977472	68374	68367	68378			**
LT934125.1	+	TC_533	533	68460	68460	0	2	68.977493	0	0	0	68460	68460	68460			*
LT934125.1	+	TC_534	534	68486	68511	25	3	117.391405	0	0	0	68502	68486	68511			**
LT934125.1	+	TC_535	535	68557	68563	3	4	376.636645	0	0	2.69853230727551	68559	68557	68560			***
LT934125.1	+	TC_536	536	68588	68606	18	2	90.218536	0	0	0	68597	68588	68606			**
LT934125.1	+	TC_537	537	68643	68665	22	2	90.218536	0	0	0	68654	68643	68665			**
LT934125.1	+	TC_538	538	68692	68705	13	2	616.461254	0	0	0	68698	68692	68705			**
LT934125.1	+	TC_539	539	68785	68787	0	1	81.857622	1.45546446154482	1.45546446154482	1.45546446154482	68787	68787	68787			*
LT934125.1	+	TC_54	54	8805	8805	0	1	62.932662	0	0	0	8805	8805	8805			*
LT934125.1	+	TC_540	540	68839	68856	17	3	141.805451	0	0	0	68850	68839	68856			**
LT934125.1	+	TC_541	541	68946	68946	0	1	27.285874	0	0	0	68946	68946	68946			*
LT934125.1	+	TC_542	542	69002	69007	5	2	269.065371	0	0	0	69004	69002	69007			**
LT934125.1	+	TC_543	543	69095	69095	0	1	18.007181	0	0	0	69095	69095	69095			*
LT934125.1	+	TC_544	544	69158	69164	0	2	325.227356	1.45546446154482	1.45546446154482	3.18324870196683	69162	69162	69162			**
LT934125.1	+	TC_545	545	69247	69247	0	1	27.285874	0	0	0	69247	69247	69247			*
LT934125.1	+	TC_546	546	69289	69290	1	3	646.73196	0	0	0	69290	69289	69290			***
LT934125.1	+	TC_547	547	69418	69433	15	3	658.077707	0	0	0	69423	69418	69433			***
LT934125.1	+	TC_548	548	69460	69466	0	1	54.571748	2.8073549220576	2.8073549220576	2.8073549220576	69460	69460	69460			*
LT934125.1	+	TC_549	549	69516	69516	0	2	51.586915	0	0	0	69516	69516	69516			*
LT934125.1	+	TC_55	55	8902	8904	2	4	356.299074	0	0	0	8903	8902	8904			***
LT934125.1	+	TC_550	550	69569	69569	0	1	27.285874	0	0	0	69569	69569	69569			*
LT934125.1	+	TC_551	551	69606	69613	0	2	144.790284	0	0	2.75488750216347	69613	69613	69613			**
LT934125.1	+	TC_552	552	69666	69666	0	2	90.218536	0	0	0	69666	69666	69666			**
LT934125.1	+	TC_553	553	69736	69736	0	1	567.859171	0	0	0	69736	69736	69736			*
LT934125.1	+	TC_554	554	69762	69768	0	4	880.8847	0	0	2	69765	69765	69765			***
LT934125.1	+	TC_555	555	69852	69852	0	1	62.932662	0	0	0	69852	69852	69852			*
LT934125.1	+	TC_556	556	69946	69950	3	3	213.767777	0	0	3.84385618977473	69948	69946	69949			**
LT934125.1	+	TC_557	557	70087	70090	3	6	4102.08846	0	0	1.8365916651707	70090	70087	70090			***
LT934125.1	+	TC_558	558	70135	70144	0	5	1632.957235	0	0	4.15782209552609	70135	70135	70135			***
LT934125.1	+	TC_559	559	70186	70186	0	1	567.859171	0	0	0	70186	70186	70186			*
LT934125.1	+	TC_56	56	9017	9020	3	2	75.887957	0	0	0	9018	9017	9020			*
LT934125.1	+	TC_560	560	70233	70233	0	1	27.285874	0	0	0	70233	70233	70233			*
LT934125.1	+	TC_561	561	70324	70324	0	1	27.285874	0	0	0	70324	70324	70324			*
LT934125.1	+	TC_562	562	70452	70452	0	1	27.285874	0	0	0	70452	70452	70452			*
LT934125.1	+	TC_563	563	70525	70534	3	6	66142.025299	0.96241273546727	0.96241273546727	3.8987194452751	70530	70528	70531			***
LT934125.1	+	TC_564	564	70642	70642	0	1	27.285874	0	0	0	70642	70642	70642			*
LT934125.1	+	TC_565	565	70671	70675	2	2	111.534744	0	0	2.32192809488736	70672	70671	70673			**
LT934125.1	+	TC_566	566	70706	70706	0	1	54.571748	0	0	0	70706	70706	70706			*
LT934125.1	+	TC_567	567	70752	70773	21	2	87.233703	0	0	0	70762	70752	70773			**
LT934125.1	+	TC_568	568	70806	70806	0	1	27.285874	0	0	0	70806	70806	70806			*
LT934125.1	+	TC_569	569	70889	70889	0	2	90.218536	0	0	0	70889	70889	70889			**
LT934125.1	+	TC_57	57	9052	9052	0	1	62.932662	0	0	0	9052	9052	9052			*
LT934125.1	+	TC_570	570	70974	70974	0	1	24.301041	0	0	0	70974	70974	70974			*
LT934125.1	+	TC_571	571	71008	71009	1	3	294.707621	0	0	0	71009	71008	71009			**
LT934125.1	+	TC_572	572	71054	71055	1	2	809.638668	0	0	0	71054	71054	71055			**
LT934125.1	+	TC_573	573	71093	71093	0	1	54.571748	0	0	0	71093	71093	71093			*
LT934125.1	+	TC_574	574	71165	71198	33	3	290.385342	0	0	6.37355646705709	71184	71165	71198			**
LT934125.1	+	TC_575	575	71249	71271	22	2	90.218536	0	0	0	71260	71249	71271			**
LT934125.1	+	TC_576	576	71324	71324	0	1	27.285874	0	0	0	71324	71324	71324			*
LT934125.1	+	TC_577	577	71519	71519	0	1	27.285874	0	0	0	71519	71519	71519			*
LT934125.1	+	TC_578	578	71679	71683	4	2	87.233703	0	0	0	71681	71679	71683			**
LT934125.1	+	TC_579	579	71719	71719	0	1	27.285874	0	0	0	71719	71719	71719			*
LT934125.1	+	TC_58	58	9108	9115	5	6	31004.025366	1.28584540492312	1.28584540492312	4.3196349916549	9111	9108	9113			***
LT934125.1	+	TC_580	580	71767	71767	0	1	14.405745	0	0	0	71767	71767	71767			*
LT934125.1	+	TC_581	581	71845	71845	0	1	24.301041	0	0	0	71845	71845	71845			*
LT934125.1	+	TC_582	582	71915	71915	0	1	62.932662	0	0	0	71915	71915	71915			*
LT934125.1	+	TC_583	583	71987	71987	0	1	27.285874	0	0	0	71987	71987	71987			*
LT934125.1	+	TC_584	584	72238	72238	0	1	27.285874	0	0	0	72238	72238	72238			*
LT934125.1	+	TC_585	585	72277	72278	1	2	41.691619	0	0	0	72278	72277	72278			*
LT934125.1	+	TC_586	586	72356	72356	0	1	28.81149	0	0	0	72356	72356	72356			*
LT934125.1	+	TC_587	587	72387	72393	6	2	51.586915	0	0	0	72390	72387	72393			*
LT934125.1	+	TC_588	588	72462	72477	8	2	144.790284	0	0	6.33985000288462	72466	72462	72470			**
LT934125.1	+	TC_589	589	72527	72539	12	3	134.052374	0	0	0	72534	72527	72539			**
LT934125.1	+	TC_59	59	9257	9270	0	6	96386.194546	0.331723457764852	0.331723457764852	0.690234629946463	9270	9270	9270			***
LT934125.1	+	TC_590	590	72564	72564	0	1	27.285874	0	0	0	72564	72564	72564			*
LT934125.1	+	TC_591	591	72619	72619	0	1	62.932662	0	0	0	72619	72619	72619			*
LT934125.1	+	TC_592	592	72661	72661	0	1	241.779497	0	0	0	72661	72661	72661			*
LT934125.1	+	TC_593	593	72756	72763	4	5	7816.302683	0.91829583376023	0.91829583376023	6.13752492176753	72760	72759	72763			***
LT934125.1	+	TC_594	594	72813	72828	15	3	237.692478	0	0	0	72818	72813	72828			**
LT934125.1	+	TC_595	595	72950	72950	0	1	27.285874	0	0	0	72950	72950	72950			*
LT934125.1	+	TC_596	596	73095	73096	1	2	106.158663	0	0	0	73096	73095	73096			**
LT934125.1	+	TC_597	597	73363	73363	0	1	27.285874	0	0	0	73363	73363	73363			*
LT934125.1	+	TC_598	598	73608	73608	0	1	27.285874	0	0	0	73608	73608	73608			*
LT934125.1	+	TC_599	599	73699	73699	0	1	27.285874	0	0	0	73699	73699	73699			*
LT934125.1	+	TC_6	6	1174	1174	0	1	27.285874	0	0	0	1174	1174	1174			*
LT934125.1	+	TC_60	60	9339	9339	0	2	77.338407	0	0	0	9339	9339	9339			*
LT934125.1	+	TC_600	600	74192	74192	0	1	27.285874	0	0	0	74192	74192	74192			*
LT934125.1	+	TC_601	601	74397	74405	3	6	18862.241721	0	0	4.53210211769204	74400	74399	74402			***
LT934125.1	+	TC_602	602	74449	74449	0	1	27.285874	0	0	0	74449	74449	74449			*
LT934125.1	+	TC_603	603	74502	74502	0	2	266.080538	0	0	0	74502	74502	74502			**
LT934125.1	+	TC_604	604	74571	74571	0	1	62.932662	0	0	0	74571	74571	74571			*
LT934125.1	+	TC_605	605	74632	74632	0	1	62.932662	0	0	0	74632	74632	74632			*
LT934125.1	+	TC_606	606	74680	74681	0	1	54.571748	1	1	1	74680	74680	74680			*
LT934125.1	+	TC_607	607	74940	74971	29	3	783.943031	0	0	1.45546446154482	74954	74940	74969			***
LT934125.1	+	TC_608	608	75018	75038	20	2	68.977493	0	0	0	75028	75018	75038			*
LT934125.1	+	TC_609	609	75086	75110	24	4	917.378802	0	0	1.28584540492312	75099	75086	75110			***
LT934125.1	+	TC_61	61	9411	9423	1	6	6723.976813	0	0	2.91092892308965	9415	9414	9415			***
LT934125.1	+	TC_610	610	75167	75167	0	1	27.285874	0	0	0	75167	75167	75167			*
LT934125.1	+	TC_611	611	75207	75207	0	1	567.859171	0	0	0	75207	75207	75207			*
LT934125.1	+	TC_612	612	75234	75247	13	3	104.624281	0	0	0	75239	75234	75247			**
LT934125.1	+	TC_613	613	75302	75308	0	1	81.857622	4.44955227767627	4.44955227767627	4.44955227767627	75302	75302	75302			*
LT934125.1	+	TC_614	614	75360	75384	0	1	109.143496	9.28771237954945	9.28771237954945	9.28771237954945	75360	75360	75360			*
LT934125.1	+	TC_615	615	75568	75592	24	2	41.691619	0	0	0	75580	75568	75592			*
LT934125.1	+	TC_616	616	75651	75657	3	4	446.833576	0	0	2.97379387075365	75653	75651	75654			***
LT934125.1	+	TC_617	617	75923	75923	0	1	24.301041	0	0	0	75923	75923	75923			*
LT934125.1	+	TC_618	618	76041	76041	0	1	27.285874	0	0	0	76041	76041	76041			*
LT934125.1	+	TC_619	619	76115	76115	0	1	27.285874	0	0	0	76115	76115	76115			*
LT934125.1	+	TC_62	62	9473	9491	1	5	1632.631135	0	0	6.37355646705709	9480	9479	9480			***
LT934125.1	+	TC_620	620	76597	76618	21	2	269.065371	0	0	0	76608	76597	76618			**
LT934125.1	+	TC_621	621	76677	76685	3	6	5652.708033	0	0	4.85154820514941	76684	76682	76685			***
LT934125.1	+	TC_622	622	76749	76749	0	1	14.405745	0	0	0	76749	76749	76749			*
LT934125.1	+	TC_623	623	76787	76798	11	2	90.218536	0	0	0	76792	76787	76798			**
LT934125.1	+	TC_624	624	76834	76834	0	1	62.932662	0	0	0	76834	76834	76834			*
LT934125.1	+	TC_625	625	76891	76891	0	1	62.932662	0	0	0	76891	76891	76891			*
LT934125.1	+	TC_626	626	76918	76920	0	1	39.615799	1.49883611827611	1.49883611827611	1.49883611827611	76918	76918	76918			*
LT934125.1	+	TC_627	627	76987	76992	3	5	1122.738068	0	0	0	76989	76987	76990			***
LT934125.1	+	TC_628	628	77322	77322	0	2	90.218536	0	0	0	77322	77322	77322			**
LT934125.1	+	TC_629	629	77524	77524	0	1	27.285874	0	0	0	77524	77524	77524			*
LT934125.1	+	TC_63	63	9545	9558	2	5	1685.312489	0	0	2.58817936879202	9548	9548	9550			***
LT934125.1	+	TC_630	630	78037	78047	5	5	2439.0185	0	0	6.5661656266226	78040	78039	78044			***
LT934125.1	+	TC_631	631	78367	78367	0	1	27.285874	0	0	0	78367	78367	78367			*
LT934125.1	+	TC_632	632	78550	78550	0	1	62.932662	0	0	0	78550	78550	78550			*
LT934125.1	+	TC_633	633	78827	78843	11	2	144.790284	0	0	6.47847532647294	78832	78827	78838			**
LT934125.1	+	TC_634	634	78883	78883	0	1	27.285874	0	0	0	78883	78883	78883			*
LT934125.1	+	TC_635	635	78955	78955	0	1	567.859171	0	0	0	78955	78955	78955			*
LT934125.1	+	TC_636	636	79010	79010	0	1	27.285874	0	0	0	79010	79010	79010			*
LT934125.1	+	TC_637	637	79055	79070	15	2	153.151198	0	0	0	79062	79055	79070			**
LT934125.1	+	TC_638	638	79142	79142	0	1	21.608618	0	0	0	79142	79142	79142			*
LT934125.1	+	TC_639	639	79216	79218	0	1	54.571748	1.58496250072116	1.58496250072116	1.58496250072116	79216	79216	79216			*
LT934125.1	+	TC_64	64	9592	9592	0	1	21.608618	0	0	0	9592	9592	9592			*
LT934125.1	+	TC_640	640	79349	79350	1	2	117.50441	0	0	0	79350	79349	79350			**
LT934125.1	+	TC_641	641	79439	79447	0	6	113668.029218	1.25849844778275	1.25849844778275	1.75317724806235	79444	79444	79444			***
LT934125.1	+	TC_642	642	79540	79552	4	5	1521.993808	0.97092151445301	0.97092151445301	5.10210520201357	79551	79548	79552			***
LT934125.1	+	TC_643	643	79601	79622	15	3	169.091325	0	0	2.57798232963786	79613	79607	79622			**
LT934125.1	+	TC_644	644	79652	79664	12	2	111.534745	0	0	0	79658	79652	79664			**
LT934125.1	+	TC_645	645	79719	79720	1	2	51.586915	0	0	0	79720	79719	79720			*
LT934125.1	+	TC_646	646	79872	79872	0	1	24.301041	0	0	0	79872	79872	79872			*
LT934125.1	+	TC_647	647	79937	79948	11	2	59.6988	0	0	1.57081839195517	79942	79937	79948			
LT934125.1	+	TC_648	648	80010	80010	0	1	27.285874	0	0	0	80010	80010	80010			*
LT934125.1	+	TC_649	649	80186	80193	7	2	68.977493	0	0	3	80190	80186	80193			*
LT934125.1	+	TC_65	65	9638	9647	3	6	122944.445765	0	0	1.29289704434047	9646	9643	9646			***
LT934125.1	+	TC_650	650	80270	80270	0	1	27.285874	0	0	0	80270	80270	80270			*
LT934125.1	+	TC_651	651	80338	80338	0	1	241.779497	0	0	0	80338	80338	80338			*
LT934125.1	+	TC_652	652	80403	80427	24	2	87.233703	0	0	0	80415	80403	80427			**
LT934125.1	+	TC_653	653	80729	80729	0	1	27.285874	0	0	0	80729	80729	80729			*
LT934125.1	+	TC_654	654	81081	81082	0	6	6011.888254	0	0	0.954434001658916	81082	81082	81082			***
LT934125.1	+	TC_655	655	81135	81135	0	1	62.932662	0	0	0	81135	81135	81135			*
LT934125.1	+	TC_656	656	81166	81166	0	1	27.285874	0	0	0	81166	81166	81166			*
LT934125.1	+	TC_657	657	81317	81317	0	1	27.285874	0	0	0	81317	81317	81317			*
LT934125.1	+	TC_658	658	81409	81409	0	1	24.301041	0	0	0	81409	81409	81409			*
LT934125.1	+	TC_659	659	81480	81481	1	2	117.50441	0	0	1	81480	81480	81481			**
LT934125.1	+	TC_66	66	9707	9728	21	2	1953.842948	0	0	3.05246981989905	9718	9707	9728			**
LT934125.1	+	TC_660	660	81696	81696	0	1	27.285874	0	0	0	81696	81696	81696			*
LT934125.1	+	TC_661	661	81837	81837	0	1	27.285874	0	0	0	81837	81837	81837			*
LT934125.1	+	TC_662	662	81987	81987	0	1	27.285874	0	0	0	81987	81987	81987			*
LT934125.1	+	TC_663	663	82047	82048	0	1	125.865324	1	1	1	82047	82047	82047			*
LT934125.1	+	TC_664	664	82100	82100	0	1	27.285874	0	0	0	82100	82100	82100			*
LT934125.1	+	TC_665	665	82384	82384	0	1	567.859171	0	0	0	82384	82384	82384			
LT934125.1	+	TC_666	666	82426	82436	10	2	809.638668	0	0	0	82431	82426	82436			**
LT934125.1	+	TC_667	667	82468	82478	8	3	226.054322	0	0	1.58496250072116	82472	82468	82476			**
LT934125.1	+	TC_668	668	82560	82566	6	2	90.218536	0	0	0	82563	82560	82566			**
LT934125.1	+	TC_669	669	82743	82745	0	1	125.865324	1.58496250072116	1.58496250072116	1.58496250072116	82743	82743	82743			*
LT934125.1	+	TC_67	67	9742	9771	3	5	3918.540985	0	0	5.20148261524489	9760	9759	9762			***
LT934125.1	+	TC_670	670	82896	82896	0	1	62.932662	0	0	0	82896	82896	82896			*
LT934125.1	+	TC_671	671	83131	83131	0	1	62.932662	0	0	0	83131	83131	83131			*
LT934125.1	+	TC_672	672	83578	83578	0	1	27.285874	0	0	0	83578	83578	83578			*
LT934125.1	+	TC_673	673	83752	83752	0	1	27.285874	0	0	0	83752	83752	83752			*
LT934125.1	+	TC_674	674	83792	83792	0	2	269.065371	0	0	0	83792	83792	83792			**
LT934125.1	+	TC_675	675	83973	83982	0	3	644.429674	1.72624113269261	1.72624113269261	3.86484415740317	83978	83978	83978			***
LT934125.1	+	TC_676	676	84619	84619	0	1	62.932662	0	0	0	84619	84619	84619			*
LT934125.1	+	TC_677	677	84701	84701	0	1	62.932662	0	0	0	84701	84701	84701			*
LT934125.1	+	TC_678	678	84732	84732	0	1	54.571748	0	0	0	84732	84732	84732			*
LT934125.1	+	TC_679	679	84775	84775	0	1	62.932662	0	0	0	84775	84775	84775			*
LT934125.1	+	TC_68	68	9803	9820	17	4	1627.758267	0	0	2.74190118426235	9808	9803	9820			***
LT934125.1	+	TC_680	680	85064	85064	0	1	62.932662	0	0	0	85064	85064	85064			*
LT934125.1	+	TC_681	681	85089	85089	0	1	27.285874	0	0	0	85089	85089	85089			*
LT934125.1	+	TC_682	682	85196	85196	0	1	27.285874	0	0	0	85196	85196	85196			*
LT934125.1	+	TC_683	683	85462	85462	0	1	62.932662	0	0	0	85462	85462	85462			*
LT934125.1	+	TC_684	684	85492	85492	0	1	241.779497	0	0	0	85492	85492	85492			*
LT934125.1	+	TC_685	685	85581	85581	0	1	62.932662	0	0	0	85581	85581	85581			*
LT934125.1	+	TC_686	686	85707	85707	0	1	62.932662	0	0	0	85707	85707	85707			*
LT934125.1	+	TC_687	687	85757	85757	0	1	62.932662	0	0	0	85757	85757	85757			*
LT934125.1	+	TC_688	688	85866	85866	0	1	27.285874	0	0	0	85866	85866	85866			*
LT934125.1	+	TC_689	689	86205	86205	0	1	241.779497	0	0	0	86205	86205	86205			*
LT934125.1	+	TC_69	69	9859	9867	5	3	436.851576	1.97543998797919	1.97543998797919	2.99767224416586	9864	9862	9867			***
