group	enhancer	cluster.m	cluster.p	chr	dominant_tss.m	dominant_tss.p	tags.m	tags.p	D	hpi	cell_line	Time
PC_12_6h	107	2096	855	LT934125.1	92447	92451	266.510312	106.604124	-0.428571431634449	6h	PC_12	6
PC_12_6h	109	2144	872	LT934125.1	95697	95749	26.651031	53.302062	0.333333333333333	6h	PC_12	6
PC_12_6h	111	2169	889	LT934125.1	97927	98034	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	113	2195	920	LT934125.1	102784	102860	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	114	2219	935	LT934125.1	104520	104703	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	115	2222	936	LT934125.1	104714	104822	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	116	2227	940	LT934125.1	105044	105142	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	117	2233	942	LT934125.1	105391	105410	26.651031	53.302063	0.333333341671556	6h	PC_12	6
PC_12_6h	118	2246	950	LT934125.1	106325	106365	26.651031	53.302063	0.333333341671556	6h	PC_12	6
PC_12_6h	119	2254	954	LT934125.1	106734	106764	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	125	2286	994	LT934125.1	110645	110677	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	135	2342	1060	LT934125.1	119499	119567	79.953094	213.20825	0.454545453305058	6h	PC_12	6
PC_12_6h	136	2346	1066	LT934125.1	119910	119941	319.812374	239.859282	-0.142857139794122	6h	PC_12	6
PC_12_6h	144	2369	1101	LT934125.1	122413	122463	106.604124	53.302063	-0.333333324995111	6h	PC_12	6
PC_12_6h	145	2381	1119	LT934125.1	123763	123824	26.651031	79.953094	0.50000000469025	6h	PC_12	6
PC_12_6h	150	2434	1180	LT934125.1	133040	133072	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	156	2478	1212	LT934125.1	136953	136983	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	157	2482	1220	LT934125.1	137352	137368	53.302063	26.651031	-0.333333341671556	6h	PC_12	6
PC_12_6h	158	2490	1234	LT934125.1	138307	138326	53.302063	26.651031	-0.333333341671556	6h	PC_12	6
PC_12_6h	159	2492	1240	LT934125.1	138526	138673	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	160	2497	1244	LT934125.1	138950	139003	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	161	2512	1271	LT934125.1	140857	140933	26.651031	26.651031	0	6h	PC_12	6
PC_12_8h	1	1287	22	LT934125.1	2840	2854	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	2	1289	24	LT934125.1	3034	3132	63.914099	31.95705	-0.333333326379556	8h	PC_12	8
PC_12_8h	6	1334	65	LT934125.1	8288	8346	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	11	1362	99	LT934125.1	11173	11290	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	13	1370	117	LT934125.1	12704	12770	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	14	1373	121	LT934125.1	13131	13175	31.95705	63.9141	0.333333333333333	8h	PC_12	8
PC_12_8h	16	1383	145	LT934125.1	15130	15185	31.95705	287.613449	0.79999999937416	8h	PC_12	8
PC_12_8h	17	1384	148	LT934125.1	15374	15414	63.9141	31.95705	-0.333333333333333	8h	PC_12	8
PC_12_8h	19	1388	152	LT934125.1	15834	15836	287.613447	575.226896	0.333333334878617	8h	PC_12	8
PC_12_8h	21	1393	156	LT934125.1	17123	17305	255.656397	31.95705	-0.777777775459852	8h	PC_12	8
PC_12_8h	22	1396	158	LT934125.1	17472	17519	127.828199	31.95705	-0.59999999749664	8h	PC_12	8
PC_12_8h	23	1398	159	LT934125.1	17630	17646	95.871149	63.9141	-0.19999999499328	8h	PC_12	8
PC_12_8h	24	1402	161	LT934125.1	17981	18005	95.871149	31.95705	-0.4999999960885	8h	PC_12	8
PC_12_8h	25	1407	162	LT934125.1	18522	18534	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	26	1408	164	LT934125.1	18687	18758	95.871149	31.95705	-0.4999999960885	8h	PC_12	8
PC_12_8h	29	1480	183	LT934125.1	24033	24227	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	31	1508	201	LT934125.1	26456	26468	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	32	1510	206	LT934125.1	26768	26882	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	33	1513	209	LT934125.1	27113	27242	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	34	1517	214	LT934125.1	27759	27792	63.9141	159.785249	0.42857142601698	8h	PC_12	8
PC_12_8h	39	1534	238	LT934125.1	29975	30094	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	47	1568	271	LT934125.1	33035	33181	63.914099	31.95705	-0.333333326379556	8h	PC_12	8
PC_12_8h	48	1571	274	LT934125.1	33215	33385	223.69935	31.95705	-0.75	8h	PC_12	8
PC_12_8h	49	1572	275	LT934125.1	33416	33440	63.9141	31.95705	-0.333333333333333	8h	PC_12	8
PC_12_8h	50	1575	276	LT934125.1	33533	33558	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	51	1580	282	LT934125.1	34000	34057	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	53	1591	293	LT934125.1	35198	35251	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	54	1592	296	LT934125.1	35366	35484	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	55	1594	297	LT934125.1	35570	35656	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	56	1600	298	LT934125.1	36397	36514	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	58	1634	313	LT934125.1	43011	43090	95.871149	31.95705	-0.4999999960885	8h	PC_12	8
PC_12_8h	59	1640	315	LT934125.1	43488	43593	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	60	1646	322	LT934125.1	43892	44028	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	61	1662	344	LT934125.1	45649	45721	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	65	1676	362	LT934125.1	47042	47066	31.95705	127.828199	0.59999999749664	8h	PC_12	8
PC_12_8h	66	1679	368	LT934125.1	47403	47411	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	67	1680	371	LT934125.1	47531	47632	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	68	1681	372	LT934125.1	47638	47699	31.95705	287.613447	0.79999999812248	8h	PC_12	8
PC_12_8h	72	1689	390	LT934125.1	49161	49231	31.95705	223.699349	0.749999999022125	8h	PC_12	8
PC_12_8h	73	1691	393	LT934125.1	49461	49506	63.9141	255.656399	0.59999999874832	8h	PC_12	8
PC_12_8h	74	1693	398	LT934125.1	50137	50161	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	75	1696	400	LT934125.1	50346	50386	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	82	1722	433	LT934125.1	52992	53060	95.871149	127.828199	0.142857144134367	8h	PC_12	8
PC_12_8h	88	1731	446	LT934125.1	54173	54182	63.9141	63.9141	0	8h	PC_12	8
PC_12_8h	89	1735	451	LT934125.1	54702	54743	31.95705	63.914099	0.333333326379556	8h	PC_12	8
PC_12_8h	91	1739	454	LT934125.1	55125	55168	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	94	1742	460	LT934125.1	55595	55627	159.785249	31.95705	-0.666666664928222	8h	PC_12	8
PC_12_8h	101	1771	484	LT934125.1	57702	57771	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	108	1808	534	LT934125.1	61441	61528	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	109	1809	537	LT934125.1	61732	61819	31.95705	63.914099	0.333333326379556	8h	PC_12	8
PC_12_8h	110	1812	540	LT934125.1	62081	62141	95.871149	191.742298	0.333333333333333	8h	PC_12	8
PC_12_8h	112	1828	547	LT934125.1	64006	64024	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	113	1830	549	LT934125.1	64125	64236	255.656397	31.95705	-0.777777775459852	8h	PC_12	8
PC_12_8h	114	1834	550	LT934125.1	64326	64408	63.9141	31.95705	-0.333333333333333	8h	PC_12	8
PC_12_8h	115	1839	552	LT934125.1	64624	64641	95.871149	31.95705	-0.4999999960885	8h	PC_12	8
PC_12_8h	118	1869	574	LT934125.1	66862	66884	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	119	1878	586	LT934125.1	67724	67740	319.570498	63.9141	-0.666666664928222	8h	PC_12	8
PC_12_8h	120	1879	588	LT934125.1	67883	67961	31.95705	63.9141	0.333333333333333	8h	PC_12	8
PC_12_8h	121	1881	591	LT934125.1	68087	68141	63.9141	31.95705	-0.333333333333333	8h	PC_12	8
PC_12_8h	122	1882	595	LT934125.1	68211	68298	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	123	1885	598	LT934125.1	68351	68468	31.95705	159.78525	0.666666666666667	8h	PC_12	8
PC_12_8h	124	1887	600	LT934125.1	68709	68766	31.95705	63.9141	0.333333333333333	8h	PC_12	8
PC_12_8h	125	1888	602	LT934125.1	68921	68936	319.570499	63.9141	-0.666666665797444	8h	PC_12	8
PC_12_8h	126	1889	604	LT934125.1	69140	69159	31.95705	159.785249	0.666666664928222	8h	PC_12	8
PC_12_8h	127	1890	606	LT934125.1	69254	69303	287.613447	63.9141	-0.636363633260298	8h	PC_12	8
PC_12_8h	128	1893	609	LT934125.1	69599	69605	31.95705	63.9141	0.333333333333333	8h	PC_12	8
PC_12_8h	130	1895	614	LT934125.1	69990	70012	31.95705	127.828199	0.59999999749664	8h	PC_12	8
PC_12_8h	134	1914	637	LT934125.1	72035	72040	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	137	1932	657	LT934125.1	73656	73711	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	139	1947	681	LT934125.1	75610	75653	31.95705	63.9141	0.333333333333333	8h	PC_12	8
PC_12_8h	143	1972	720	LT934125.1	79245	79343	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	145	1979	727	LT934125.1	80260	80305	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	150	2001	746	LT934125.1	82258	82342	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	151	2003	747	LT934125.1	82412	82424	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	152	2022	786	LT934125.1	86072	86204	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	153	2026	788	LT934125.1	86479	86559	31.95705	63.914099	0.333333326379556	8h	PC_12	8
PC_12_8h	155	2057	797	LT934125.1	88330	88373	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	157	2073	815	LT934125.1	89852	89883	31.95705	255.656397	0.777777775459852	8h	PC_12	8
PC_12_8h	158	2076	822	LT934125.1	90107	90269	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	159	2079	827	LT934125.1	90586	90617	31.95705	63.914099	0.333333326379556	8h	PC_12	8
PC_12_8h	164	2092	852	LT934125.1	92214	92241	191.742299	95.87115	-0.333333331015407	8h	PC_12	8
PC_12_8h	167	2108	859	LT934125.1	93590	93611	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	169	2111	861	LT934125.1	93729	93781	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	170	2113	862	LT934125.1	93816	93860	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	173	2144	872	LT934125.1	95694	95750	95.871149	191.742299	0.333333335651259	8h	PC_12	8
PC_12_8h	174	2147	873	LT934125.1	95871	95925	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	175	2151	876	LT934125.1	96089	96111	95.871149	31.95705	-0.4999999960885	8h	PC_12	8
PC_12_8h	176	2161	880	LT934125.1	96843	96856	127.828199	31.95705	-0.59999999749664	8h	PC_12	8
PC_12_8h	178	2180	897	LT934125.1	99452	99576	31.95705	63.914099	0.333333326379556	8h	PC_12	8
PC_12_8h	179	2187	915	LT934125.1	101731	101803	31.95705	95.871149	0.4999999960885	8h	PC_12	8
PC_12_8h	180	2190	917	LT934125.1	102042	102062	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	181	2195	919	LT934125.1	102800	102807	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	182	2198	921	LT934125.1	103110	103204	63.9141	31.95705	-0.333333333333333	8h	PC_12	8
PC_12_8h	183	2202	922	LT934125.1	103496	103528	63.9141	31.95705	-0.333333333333333	8h	PC_12	8
PC_12_8h	184	2208	926	LT934125.1	103834	103932	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	185	2215	929	LT934125.1	104211	104219	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	186	2221	934	LT934125.1	104602	104656	31.95705	95.87115	0.5	8h	PC_12	8
PC_12_8h	187	2224	937	LT934125.1	104799	104858	63.9141	63.9141	0	8h	PC_12	8
PC_12_8h	188	2227	939	LT934125.1	105016	105017	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	189	2236	944	LT934125.1	105618	105816	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	190	2239	945	LT934125.1	105863	105871	31.95705	127.8282	0.6	8h	PC_12	8
PC_12_8h	191	2250	952	LT934125.1	106577	106596	31.95705	191.742298	0.714285711731265	8h	PC_12	8
PC_12_8h	195	2276	978	LT934125.1	108450	108524	95.87115	31.95705	-0.5	8h	PC_12	8
PC_12_8h	196	2279	981	LT934125.1	108727	108736	191.742299	63.914099	-0.5000000039115	8h	PC_12	8
PC_12_8h	197	2285	994	LT934125.1	110589	110693	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	198	2288	996	LT934125.1	110773	110889	63.9141	31.95705	-0.333333333333333	8h	PC_12	8
PC_12_8h	199	2299	1000	LT934125.1	112864	112884	31.95705	63.914099	0.333333326379556	8h	PC_12	8
PC_12_8h	200	2300	1002	LT934125.1	113002	113190	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	213	2342	1060	LT934125.1	119499	119567	95.871149	159.785249	0.25000000195575	8h	PC_12	8
PC_12_8h	215	2346	1066	LT934125.1	119923	119941	798.926244	415.441647	-0.315789473554188	8h	PC_12	8
PC_12_8h	224	2367	1099	LT934125.1	122320	122341	223.699349	31.95705	-0.749999999022125	8h	PC_12	8
PC_12_8h	226	2379	1117	LT934125.1	123663	123687	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	227	2382	1121	LT934125.1	123859	123932	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	231	2402	1147	LT934125.1	126208	126375	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	234	2426	1166	LT934125.1	130527	130715	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	235	2428	1167	LT934125.1	130833	130853	63.914099	31.95705	-0.333333326379556	8h	PC_12	8
PC_12_8h	236	2432	1178	LT934125.1	132828	132936	31.95705	63.9141	0.333333333333333	8h	PC_12	8
PC_12_8h	237	2434	1181	LT934125.1	133024	133128	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	238	2447	1187	LT934125.1	134981	134990	63.914099	255.656399	0.60000000375504	8h	PC_12	8
PC_12_8h	239	2451	1190	LT934125.1	135193	135261	31.95705	95.87115	0.5	8h	PC_12	8
PC_12_8h	243	2479	1215	LT934125.1	137055	137108	31.95705	63.9141	0.333333333333333	8h	PC_12	8
PC_12_8h	244	2487	1228	LT934125.1	137776	137854	127.8282	31.95705	-0.6	8h	PC_12	8
PC_12_8h	245	2488	1231	LT934125.1	137901	138099	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	246	2492	1240	LT934125.1	138545	138676	159.785249	31.95705	-0.666666664928222	8h	PC_12	8
PC_12_8h	247	2495	1243	LT934125.1	138855	138863	63.9141	63.9141	0	8h	PC_12	8
PC_12_8h	248	2497	1245	LT934125.1	138953	139115	191.742299	31.95705	-0.71428571300849	8h	PC_12	8
PC_12_8h	249	2503	1252	LT934125.1	139498	139506	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	250	2506	1257	LT934125.1	139785	139883	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	251	2509	1263	LT934125.1	140089	140171	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	252	2510	1264	LT934125.1	140189	140221	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	253	2511	1267	LT934125.1	140513	140545	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	254	2512	1270	LT934125.1	140873	140890	63.9141	31.95705	-0.333333333333333	8h	PC_12	8
PC_12_8h	255	2515	1275	LT934125.1	141655	141675	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	256	2517	1278	LT934125.1	141914	141975	95.871149	31.95705	-0.4999999960885	8h	PC_12	8
PK_15_12h	3	1388	152	LT934125.1	15834	15836	48.05492	114.416476	0.408450703531839	12h	PK_15	12
PK_15_12h	9	1731	446	LT934125.1	54174	54245	36.613273	57.208238	0.219512186283165	12h	PK_15	12
PK_15_12h	11	1741	458	LT934125.1	55454	55478	292.906179	36.613272	-0.777777779800926	12h	PK_15	12
PK_15_12h	15	1812	541	LT934125.1	62075	62215	16.018307	11.441648	-0.166666660597222	12h	PK_15	12
PK_15_12h	17	1878	587	LT934125.1	67724	67856	34.324943	11.441648	-0.499999989075	12h	PK_15	12
PK_15_12h	18	1882	593	LT934125.1	68211	68229	16.018307	13.729977	-0.0769230924378697	12h	PK_15	12
PK_15_12h	19	1886	598	LT934125.1	68527	68667	25.171625	169.336386	0.74117647010436	12h	PK_15	12
PK_15_12h	20	1887	600	LT934125.1	68709	68727	16.018307	57.208238	0.562499992318359	12h	PK_15	12
PK_15_12h	21	1890	606	LT934125.1	69254	69288	116.704806	57.208238	-0.342105264973684	12h	PK_15	12
PK_15_12h	24	2092	853	LT934125.1	92201	92291	11.441648	13.729977	0.0909090692396696	12h	PK_15	12
PK_15_12h	26	2144	872	LT934125.1	95694	95750	32.036613	27.459954	-0.076923076923077	12h	PK_15	12
PK_15_12h	30	2342	1060	LT934125.1	119499	119567	32.036613	41.189931	0.125	12h	PK_15	12
PK_15_12h	31	2346	1066	LT934125.1	119923	119941	32.036613	199.084669	0.722772280226448	12h	PK_15	12
PK_15_12h	33	2367	1100	LT934125.1	122320	122402	11.441648	38.901602	0.545454534619835	12h	PK_15	12
PK_15_12h	34	2369	1101	LT934125.1	122413	122463	66.361556	41.189932	-0.234042545278407	12h	PK_15	12
PK_15_1h	1	2195	920	LT934125.1	102762	102851	5847.953216	2923.976608	-0.333333333333333	1h	PK_15	1
PK_15_1h	4	2512	1270	LT934125.1	140855	140866	2923.976608	2923.976608	0	1h	PK_15	1
PK_15_2h	2	1741	458	LT934125.1	55474	55477	362.056481	362.056481	0	2h	PK_15	2
PK_15_2h	4	1986	733	LT934125.1	81051	81082	724.112962	362.056481	-0.333333333333333	2h	PK_15	2
PK_15_2h	5	1989	738	LT934125.1	81471	81671	362.056481	362.056481	0	2h	PK_15	2
PK_15_2h	6	2096	855	LT934125.1	92437	92453	362.056481	362.056481	0	2h	PK_15	2
PK_15_4h	5	1397	159	LT934125.1	17538	17647	121.782902	40.594301	-0.49999999692075	4h	PK_15	4
PK_15_4h	6	1453	176	LT934125.1	22362	22420	81.188602	40.594301	-0.333333333333333	4h	PK_15	4
PK_15_4h	7	1457	178	LT934125.1	22661	22684	81.188601	81.188602	6.15849995565722e-09	4h	PK_15	4
PK_15_4h	9	1509	205	LT934125.1	26655	26778	40.594301	40.594301	0	4h	PK_15	4
PK_15_4h	11	1537	240	LT934125.1	30215	30237	40.594301	40.594301	0	4h	PK_15	4
PK_15_4h	15	1567	270	LT934125.1	32972	33153	162.377203	40.594301	-0.59999999802928	4h	PK_15	4
PK_15_4h	16	1589	286	LT934125.1	34570	34757	40.594301	40.594301	0	4h	PK_15	4
PK_15_4h	19	1698	404	LT934125.1	50495	50627	81.188602	40.594301	-0.333333333333333	4h	PK_15	4
PK_15_4h	25	1736	452	LT934125.1	54831	54938	40.594301	162.377202	0.59999999605856	4h	PK_15	4
PK_15_4h	26	1741	458	LT934125.1	55439	55474	365.348707	202.971505	-0.285714283200612	4h	PK_15	4
PK_15_4h	32	1829	548	LT934125.1	64097	64160	40.594301	40.594301	0	4h	PK_15	4
PK_15_4h	34	1877	586	LT934125.1	67639	67731	40.594301	81.188602	0.333333333333333	4h	PK_15	4
PK_15_4h	35	1880	591	LT934125.1	67964	68097	40.594301	40.594301	0	4h	PK_15	4
PK_15_4h	36	1886	598	LT934125.1	68527	68566	40.594301	121.782903	0.5	4h	PK_15	4
PK_15_4h	37	1888	603	LT934125.1	68887	69053	284.160105	202.971504	-0.16666666564025	4h	PK_15	4
PK_15_4h	38	1890	606	LT934125.1	69255	69311	81.188602	81.188601	-6.15849995565722e-09	4h	PK_15	4
PK_15_4h	40	1905	629	LT934125.1	71070	71224	40.594301	81.188602	0.333333333333333	4h	PK_15	4
PK_15_4h	42	1974	724	LT934125.1	79578	79584	40.594301	81.188601	0.333333327859111	4h	PK_15	4
PK_15_4h	43	1978	728	LT934125.1	80225	80368	40.594301	40.594301	0	4h	PK_15	4
PK_15_4h	44	1986	733	LT934125.1	81009	81082	162.377204	81.188601	-0.333333338807556	4h	PK_15	4
PK_15_4h	46	2009	752	LT934125.1	82991	83131	40.594301	40.594301	0	4h	PK_15	4
PK_15_4h	47	2019	771	LT934125.1	84724	84865	40.594301	40.594301	0	4h	PK_15	4
PK_15_4h	48	2074	818	LT934125.1	89943	90009	40.594301	40.594301	0	4h	PK_15	4
PK_15_4h	52	2156	879	LT934125.1	96536	96553	365.348708	40.594301	-0.79999999950732	4h	PK_15	4
PK_15_4h	54	2206	925	LT934125.1	103735	103790	121.782902	40.594301	-0.49999999692075	4h	PK_15	4
PK_15_4h	55	2212	929	LT934125.1	104047	104219	40.594301	40.594301	0	4h	PK_15	4
PK_15_4h	56	2221	935	LT934125.1	104602	104721	40.594301	40.594301	0	4h	PK_15	4
PK_15_4h	57	2223	936	LT934125.1	104767	104822	40.594301	40.594301	0	4h	PK_15	4
PK_15_4h	58	2241	946	LT934125.1	105966	105984	40.594301	40.594301	0	4h	PK_15	4
PK_15_4h	59	2244	949	LT934125.1	106235	106322	40.594301	40.594301	0	4h	PK_15	4
PK_15_4h	60	2255	955	LT934125.1	106793	106839	40.594301	81.188602	0.333333333333333	4h	PK_15	4
PK_15_4h	68	2341	1060	LT934125.1	119430	119536	40.594301	40.594301	0	4h	PK_15	4
PK_15_4h	69	2346	1066	LT934125.1	119909	119941	40.594301	202.971504	0.666666665298111	4h	PK_15	4
PK_15_4h	74	2367	1100	LT934125.1	122312	122402	81.188602	40.594301	-0.333333333333333	4h	PK_15	4
PK_15_4h	75	2369	1101	LT934125.1	122414	122466	40.594301	40.594301	0	4h	PK_15	4
PK_15_4h	84	2477	1211	LT934125.1	136874	136924	81.188602	40.594301	-0.333333333333333	4h	PK_15	4
PK_15_4h	85	2483	1223	LT934125.1	137393	137482	81.188602	40.594301	-0.333333333333333	4h	PK_15	4
PK_15_4h	86	2486	1226	LT934125.1	137733	137751	40.594301	40.594301	0	4h	PK_15	4
PK_15_4h	87	2497	1245	LT934125.1	138940	139115	40.594301	40.594301	0	4h	PK_15	4
PK_15_4h	88	2503	1255	LT934125.1	139498	139670	40.594301	40.594301	0	4h	PK_15	4
PK_15_4h	89	2507	1259	LT934125.1	139927	139982	40.594301	121.782902	0.49999999692075	4h	PK_15	4
PK_15_6h	4	1456	178	LT934125.1	22616	22684	16.129162	16.129162	0	6h	PK_15	6
PK_15_6h	7	1638	315	LT934125.1	43351	43527	32.258324	16.129162	-0.333333333333333	6h	PK_15	6
PK_15_6h	11	1740	458	LT934125.1	55378	55478	491.93945	96.774973	-0.671232878899588	6h	PK_15	6
PK_15_6h	18	1888	603	LT934125.1	68886	69077	233.872853	40.322905	-0.705882357231799	6h	PK_15	6
PK_15_6h	19	1890	607	LT934125.1	69254	69421	48.387487	40.322905	-0.0909091011569422	6h	PK_15	6
PK_15_6h	25	2173	893	LT934125.1	98415	98470	24.193743	32.258325	0.142857158040694	6h	PK_15	6
PK_15_6h	34	2318	1029	LT934125.1	116771	116835	16.129162	129.033297	0.77777777930863	6h	PK_15	6
PK_15_6h	37	2342	1059	LT934125.1	119481	119482	40.322905	40.322906	1.23999000701381e-08	6h	PK_15	6
PK_15_6h	38	2346	1066	LT934125.1	119923	119941	72.58123	451.616542	0.723076922959528	6h	PK_15	6
PK_15_6h	40	2367	1100	LT934125.1	122320	122402	16.129162	48.387487	0.500000007749938	6h	PK_15	6
PK_15_6h	41	2369	1101	LT934125.1	122413	122463	88.710392	32.258325	-0.466666658951173	6h	PK_15	6
PK_15_8h	3	1388	152	LT934125.1	15834	15836	30.701889	61.403778	0.333333333333333	8h	PK_15	8
PK_15_8h	4	1398	159	LT934125.1	17620	17647	26.315905	13.157952	-0.333333350222148	8h	PK_15	8
PK_15_8h	6	1517	214	LT934125.1	27761	27846	13.157952	21.929921	0.250000021374906	8h	PK_15	8
PK_15_8h	14	1731	446	LT934125.1	54174	54251	17.543937	39.473858	0.384615381917172	8h	PK_15	8
PK_15_8h	15	1741	458	LT934125.1	55426	55480	232.457159	140.351493	-0.247058820941741	8h	PK_15	8
PK_15_8h	20	1812	541	LT934125.1	62075	62215	21.929921	17.543937	-0.111111105481506	8h	PK_15	8
PK_15_8h	22	1886	598	LT934125.1	68527	68600	17.543937	105.26362	0.714285709632673	8h	PK_15	8
PK_15_8h	23	1888	603	LT934125.1	68886	69077	122.807556	35.087873	-0.555555556962957	8h	PK_15	8
PK_15_8h	24	1890	606	LT934125.1	69254	69288	118.421572	39.473857	-0.500000003166653	8h	PK_15	8
PK_15_8h	26	1912	635	LT934125.1	71882	71905	87.719682	13.157952	-0.739130439954609	8h	PK_15	8
PK_15_8h	28	1947	681	LT934125.1	75604	75653	13.157952	26.315905	0.333333350222148	8h	PK_15	8
PK_15_8h	33	2144	872	LT934125.1	95694	95750	65.789762	26.315905	-0.428571425469401	8h	PK_15	8
PK_15_8h	35	2171	891	LT934125.1	98231	98327	13.157952	13.157952	0	8h	PK_15	8
PK_15_8h	43	2342	1060	LT934125.1	119499	119567	70.175746	92.105667	0.135135137133665	8h	PK_15	8
PK_15_8h	44	2344	1062	LT934125.1	119688	119691	17.543937	122.807556	0.749999994656274	8h	PK_15	8
