dcDNA.TES_TC_ID	seqnames	strand	transcript_id	exon_number	start.TR	end.TR	start.exon	end.exon	start	end	prime5.TR	prime5.ex	prime3.TR	prime3.ex	last_exon	source	TC.start	TC.end	support	score	consensus_peak	dcDNA.TES_TC_significance
TC_181	LT934125.1	-	UL27.3-L	1	16583	16928	16583	16928	16583	16928	16928	16928	16583	16583	TRUE	NAGATA	16569	16609	22	438345.207477	16581	***
TC_181	LT934125.1	-	UL27.4	1	16583	17223	16583	17223	16583	17223	17223	17223	16583	16583	TRUE	NAGATA	16569	16609	22	438345.207477	16581	***
TC_181	LT934125.1	-	UL27.4-S	1	16583	17159	16583	17159	16583	17159	17159	17159	16583	16583	TRUE	NAGATA	16569	16609	22	438345.207477	16581	***
TC_181	LT934125.1	-	UL27.4-S2	1	16583	17132	16583	17132	16583	17132	17132	17132	16583	16583	TRUE	NAGATA	16569	16609	22	438345.207477	16581	***
TC_181	LT934125.1	-	UL27.4-S3	1	16583	17059	16583	17059	16583	17059	17059	17059	16583	16583	TRUE	NAGATA	16569	16609	22	438345.207477	16581	***
TC_181	LT934125.1	-	UL27.4-S4	1	16583	17024	16583	17024	16583	17024	17024	17024	16583	16583	TRUE	NAGATA	16569	16609	22	438345.207477	16581	***
TC_181	LT934125.1	-	UL27.5	1	16583	17497	16583	17497	16583	17497	17497	17497	16583	16583	TRUE	NAGATA	16569	16609	22	438345.207477	16581	***
TC_181	LT934125.1	-	UL27.5-L	1	16583	17951	16583	17951	16583	17951	17951	17951	16583	16583	TRUE	NAGATA	16569	16609	22	438345.207477	16581	***
TC_181	LT934125.1	-	UL27.5-S	1	16583	17407	16583	17407	16583	17407	17407	17407	16583	16583	TRUE	NAGATA	16569	16609	22	438345.207477	16581	***
TC_181	LT934125.1	-	UL27.5-S2	1	16583	17363	16583	17363	16583	17363	17363	17363	16583	16583	TRUE	NAGATA	16569	16609	22	438345.207477	16581	***
TC_181	LT934125.1	-	UL27.5-S3	1	16583	17341	16583	17341	16583	17341	17341	17341	16583	16583	TRUE	NAGATA	16569	16609	22	438345.207477	16581	***
TC_181	LT934125.1	-	UL27.6	1	16583	17568	16583	17568	16583	17568	17568	17568	16583	16583	TRUE	NAGATA	16569	16609	22	438345.207477	16581	***
TC_181	LT934125.1	-	UL27.6-S	1	16583	17530	16583	17530	16583	17530	17530	17530	16583	16583	TRUE	NAGATA	16569	16609	22	438345.207477	16581	***
TC_181	LT934125.1	-	UL27.8	1	16583	17599	16583	17599	16583	17599	17599	17599	16583	16583	TRUE	NAGATA	16569	16609	22	438345.207477	16581	***
TC_181	LT934125.1	-	UL27.9	1	16583	17636	16583	17636	16583	17636	17636	17636	16583	16583	TRUE	NAGATA	16569	16609	22	438345.207477	16581	***
TC_181	LT934125.1	-	UL28L-27	1	16583	21635	16583	21635	16583	21635	21635	21635	16583	16583	TRUE	NAGATA	16569	16609	22	438345.207477	16581	***
TC_181	LT934125.1	-	UL29-28-27	1	16583	25313	16583	25313	16583	25313	25313	25313	16583	16583	TRUE	NAGATA	16569	16609	22	438345.207477	16581	***
TC_184	LT934125.1	-	UL28	1	18583	21472	18583	21472	18583	21472	21472	21472	18583	18583	TRUE	NAGATA	18570	18594	4	62.962979	18582	*
TC_185	LT934125.1	-	TRL29.2	1	21477	21941	21477	21941	21477	21941	21941	21941	21477	21477	TRUE	NAGATA	21462	21502	23	438844.794904	21477	***
TC_185	LT934125.1	-	UL29	1	21477	25313	21477	25313	21477	25313	25313	25313	21477	21477	TRUE	NAGATA	21462	21502	23	438844.794904	21477	***
TC_185	LT934125.1	-	UL29.11	1	21477	23258	21477	23258	21477	23258	23258	23258	21477	21477	TRUE	NAGATA	21462	21502	23	438844.794904	21477	***
TC_185	LT934125.1	-	UL29.14	1	21477	23660	21477	23660	21477	23660	23660	23660	21477	21477	TRUE	NAGATA	21462	21502	23	438844.794904	21477	***
TC_185	LT934125.1	-	UL29.2	1	21477	22441	21477	22441	21477	22441	22441	22441	21477	21477	TRUE	NAGATA	21462	21502	23	438844.794904	21477	***
TC_189	LT934125.1	-	UL31	1	28429	29414	28429	29414	28429	29414	29414	29414	28429	28429	TRUE	NAGATA	28405	28455	22	546234.552414	28429	***
TC_189	LT934125.1	-	UL31-L	1	28429	29154	28429	29154	28429	29154	29154	29154	28429	28429	TRUE	NAGATA	28405	28455	22	546234.552414	28429	***
TC_189	LT934125.1	-	UL31.2	1	28429	29086	28429	29086	28429	29086	29086	29086	28429	28429	TRUE	NAGATA	28405	28455	22	546234.552414	28429	***
TC_189	LT934125.1	-	UL31.3	1	28429	29046	28429	29046	28429	29046	29046	29046	28429	28429	TRUE	NAGATA	28405	28455	22	546234.552414	28429	***
TC_189	LT934125.1	-	UL31.3-S	1	28429	28794	28429	28794	28429	28794	28794	28794	28429	28429	TRUE	NAGATA	28405	28455	22	546234.552414	28429	***
TC_189	LT934125.1	-	UL31.5	1	28429	29507	28429	29507	28429	29507	29507	29507	28429	28429	TRUE	NAGATA	28405	28455	22	546234.552414	28429	***
TC_189	LT934125.1	-	UL32-31	1	28429	31043	28429	31043	28429	31043	31043	31043	28429	28429	TRUE	NAGATA	28405	28455	22	546234.552414	28429	***
TC_189	LT934125.1	-	UL32-S-31	1	28429	30877	28429	30877	28429	30877	30877	30877	28429	28429	TRUE	NAGATA	28405	28455	22	546234.552414	28429	***
TC_19	LT934125.1	+	UL30	1	25420	28632	25420	28632	25420	28632	25420	25420	28632	28632	TRUE	NAGATA	28604	28643	21	39727.818003	28632	***
TC_196	LT934125.1	-	UL36-UL36.5	1	32686	41995	32686	41995	32686	41995	41995	41995	32686	32686	TRUE	NAGATA	32675	32706	23	414518.927567	32686	***
TC_196	LT934125.1	-	UL36.38	1	32686	33356	32686	33356	32686	33356	33356	33356	32686	32686	TRUE	NAGATA	32675	32706	23	414518.927567	32686	***
TC_196	LT934125.1	-	UL36.38-S	1	32686	33242	32686	33242	32686	33242	33242	33242	32686	32686	TRUE	NAGATA	32675	32706	23	414518.927567	32686	***
TC_196	LT934125.1	-	UL36.40	1	32686	33215	32686	33215	32686	33215	33215	33215	32686	32686	TRUE	NAGATA	32675	32706	23	414518.927567	32686	***
TC_196	LT934125.1	-	UL36.40-S	1	32686	33035	32686	33035	32686	33035	33035	33035	32686	32686	TRUE	NAGATA	32675	32706	23	414518.927567	32686	***
TC_196	LT934125.1	-	UL36.40-S2	1	32686	32935	32686	32935	32686	32935	32935	32935	32686	32686	TRUE	NAGATA	32675	32706	23	414518.927567	32686	***
TC_196	LT934125.1	-	UL36.43	1	32686	34532	32686	34532	32686	34532	34532	34532	32686	32686	TRUE	NAGATA	32675	32706	23	414518.927567	32686	***
TC_196	LT934125.1	-	UL36.43-S	1	32686	34330	32686	34330	32686	34330	34330	34330	32686	32686	TRUE	NAGATA	32675	32706	23	414518.927567	32686	***
TC_196	LT934125.1	-	UL36.5	1	32686	34474	32686	34474	32686	34474	34474	34474	32686	32686	TRUE	NAGATA	32675	32706	23	414518.927567	32686	***
TC_196	LT934125.1	-	UL37-36	1	32686	44889	32686	44889	32686	44889	44889	44889	32686	32686	TRUE	NAGATA	32675	32706	23	414518.927567	32686	***
TC_196	LT934125.1	-	nc-UL36	1	32686	32842	32686	32842	32686	32842	32842	32842	32686	32686	TRUE	NAGATA	32675	32706	23	414518.927567	32686	***
TC_198	LT934125.1	-	UL37	1	42005	44889	42005	44889	42005	44889	44889	44889	42005	42005	TRUE	NAGATA	41995	42022	21	88092.327434	42005	***
TC_198	LT934125.1	-	UL37.5	1	42005	43351	42005	43351	42005	43351	43351	43351	42005	42005	TRUE	NAGATA	41995	42022	21	88092.327434	42005	***
TC_198	LT934125.1	-	UL37.5-S2	1	42005	43473	42005	43473	42005	43473	43473	43473	42005	42005	TRUE	NAGATA	41995	42022	21	88092.327434	42005	***
TC_198	LT934125.1	-	UL37.6	1	42005	44067	42005	44067	42005	44067	44067	44067	42005	42005	TRUE	NAGATA	41995	42022	21	88092.327434	42005	***
TC_198	LT934125.1	-	UL37.6-S	1	42005	43628	42005	43628	42005	43628	43628	43628	42005	42005	TRUE	NAGATA	41995	42022	21	88092.327434	42005	***
TC_198	LT934125.1	-	UL37.6-S2	1	42005	43545	42005	43545	42005	43545	43545	43545	42005	42005	TRUE	NAGATA	41995	42022	21	88092.327434	42005	***
TC_199	LT934125.1	-	UL41	1	50041	51147	50041	51147	50041	51147	51147	51147	50041	50041	TRUE	NAGATA	50015	50072	16	5767.087778	50030	***
TC_199	LT934125.1	-	UL41.11	1	50041	50592	50041	50592	50041	50592	50592	50592	50041	50041	TRUE	NAGATA	50015	50072	16	5767.087778	50030	***
TC_199	LT934125.1	-	UL41.2	1	50041	51094	50041	51094	50041	51094	51094	51094	50041	50041	TRUE	NAGATA	50015	50072	16	5767.087778	50030	***
TC_199	LT934125.1	-	UL41.4	1	50041	50986	50041	50986	50041	50986	50986	50986	50041	50041	TRUE	NAGATA	50015	50072	16	5767.087778	50030	***
TC_199	LT934125.1	-	UL41.7	1	50041	50820	50041	50820	50041	50820	50820	50820	50041	50041	TRUE	NAGATA	50015	50072	16	5767.087778	50030	***
TC_199	LT934125.1	-	UL41.9	1	50041	50641	50041	50641	50041	50641	50641	50641	50041	50041	TRUE	NAGATA	50015	50072	16	5767.087778	50030	***
TC_199	LT934125.1	-	UL44-43-42-41	1	50027	54882	50027	54882	50027	54882	54882	54882	50027	50027	TRUE	NAGATA	50015	50072	16	5767.087778	50030	***
TC_2	LT934125.1	+	ORF-1	1	1600	2273	1600	2273	1600	2273	1600	1600	2273	2273	TRUE	NAGATA	2249	2285	23	469991.551327	2273	***
TC_2	LT934125.1	+	ORF-1.5	1	1725	2273	1725	2273	1725	2273	1725	1725	2273	2273	TRUE	NAGATA	2249	2285	23	469991.551327	2273	***
TC_2	LT934125.1	+	ORF-1.5-S	1	1806	2273	1806	2273	1806	2273	1806	1806	2273	2273	TRUE	NAGATA	2249	2285	23	469991.551327	2273	***
TC_2	LT934125.1	+	ORF-1L1	1	419	2273	419	2273	419	2273	419	419	2273	2273	TRUE	NAGATA	2249	2285	23	469991.551327	2273	***
TC_2	LT934125.1	+	ORF-1L1-S	1	779	2273	779	2273	779	2273	779	779	2273	2273	TRUE	NAGATA	2249	2285	23	469991.551327	2273	***
TC_2	LT934125.1	+	ORF-1L2	1	227	2273	227	2273	227	2273	227	227	2273	2273	TRUE	NAGATA	2249	2285	23	469991.551327	2273	***
TC_2	LT934125.1	+	ORF-1M1	1	1335	2273	1335	2273	1335	2273	1335	1335	2273	2273	TRUE	NAGATA	2249	2285	23	469991.551327	2273	***
TC_2	LT934125.1	+	ORF-1M1-S	1	1496	2273	1496	2273	1496	2273	1496	1496	2273	2273	TRUE	NAGATA	2249	2285	23	469991.551327	2273	***
TC_2	LT934125.1	+	ORF-1M2	1	990	2273	990	2273	990	2273	990	990	2273	2273	TRUE	NAGATA	2249	2285	23	469991.551327	2273	***
TC_214	LT934125.1	-	CTO-UL22-UL23-UL24-UL25-26	1	55270	63420	55270	63420	55270	63420	63420	63420	55270	55270	TRUE	NAGATA	55252	55296	23	1311637.994768	55270	***
TC_214	LT934125.1	-	UL24-25-26-26.5	1	55270	59277	55270	59277	55270	59277	59277	59277	55270	55270	TRUE	NAGATA	55252	55296	23	1311637.994768	55270	***
TC_214	LT934125.1	-	UL25-26-26.5	1	55270	58570	55270	58570	55270	58570	58570	58570	55270	55270	TRUE	NAGATA	55252	55296	23	1311637.994768	55270	***
TC_214	LT934125.1	-	UL25L-26-26.5	1	55270	59016	55270	59016	55270	59016	59016	59016	55270	55270	TRUE	NAGATA	55252	55296	23	1311637.994768	55270	***
TC_214	LT934125.1	-	UL26-26.5	1	55270	56946	55270	56946	55270	56946	56946	56946	55270	55270	TRUE	NAGATA	55252	55296	23	1311637.994768	55270	***
TC_214	LT934125.1	-	UL26-26.5-L	1	55270	57535	55270	57535	55270	57535	57535	57535	55270	55270	TRUE	NAGATA	55252	55296	23	1311637.994768	55270	***
TC_214	LT934125.1	-	UL26.6	1	55270	56188	55270	56188	55270	56188	56188	56188	55270	55270	TRUE	NAGATA	55252	55296	23	1311637.994768	55270	***
TC_214	LT934125.1	-	UL26.8	1	55270	55807	55270	55807	55270	55807	55807	55807	55270	55270	TRUE	NAGATA	55252	55296	23	1311637.994768	55270	***
TC_214	LT934125.1	-	UL26.9	1	55270	55733	55270	55733	55270	55733	55733	55733	55270	55270	TRUE	NAGATA	55252	55296	23	1311637.994768	55270	***
TC_214	LT934125.1	-	UL26.9-S	1	55270	55679	55270	55679	55270	55679	55679	55679	55270	55270	TRUE	NAGATA	55252	55296	23	1311637.994768	55270	***
TC_220	LT934125.1	-	UL25-AT	1	56317	58570	56317	58570	56317	58570	58570	58570	56317	56317	TRUE	NAGATA	56307	56328	9	798.109099	56318	***
TC_220	LT934125.1	-	nc-UL26	1	56317	56946	56317	56946	56317	56946	56946	56946	56317	56317	TRUE	NAGATA	56307	56328	9	798.109099	56318	***
TC_225	LT934125.1	-	CTO-AT2	1	62344	63420	62344	63420	62344	63420	63420	63420	62344	62344	TRUE	NAGATA	62334	62354	1	16.982175	62344	*
TC_227	LT934125.1	-	CTO-L	1	63164	65752	63164	65752	63164	65752	65752	65752	63164	63164	TRUE	NAGATA	63139	63198	23	300598.305374	63162	***
TC_227	LT934125.1	-	CTO-L2	1	63164	65821	63164	65821	63164	65821	65821	65821	63164	63164	TRUE	NAGATA	63139	63198	23	300598.305374	63162	***
TC_227	LT934125.1	-	CTO-M	1	63164	64127	63164	64127	63164	64127	64127	64127	63164	63164	TRUE	NAGATA	63139	63198	23	300598.305374	63162	***
TC_227	LT934125.1	-	CTO-M-L	1	63164	64624	63164	64624	63164	64624	64624	64624	63164	63164	TRUE	NAGATA	63139	63198	23	300598.305374	63162	***
TC_227	LT934125.1	-	CTO-S	1	63164	63420	63164	63420	63164	63420	63420	63420	63164	63164	TRUE	NAGATA	63139	63198	23	300598.305374	63162	***
TC_229	LT934125.1	-	UL21	1	64133	65752	64133	65752	64133	65752	65752	65752	64133	64133	TRUE	NAGATA	64121	64161	22	83403.875919	64134	***
TC_229	LT934125.1	-	UL21-L	1	64133	65880	64133	65880	64133	65880	65880	65880	64133	64133	TRUE	NAGATA	64121	64161	22	83403.875919	64134	***
TC_229	LT934125.1	-	UL21-L2	1	64133	66283	64133	66283	64133	66283	66283	66283	64133	64133	TRUE	NAGATA	64121	64161	22	83403.875919	64134	***
TC_229	LT934125.1	-	UL21.2	1	64133	65657	64133	65657	64133	65657	65657	65657	64133	64133	TRUE	NAGATA	64121	64161	22	83403.875919	64134	***
TC_229	LT934125.1	-	UL21.2-S	1	64133	65582	64133	65582	64133	65582	65582	65582	64133	64133	TRUE	NAGATA	64121	64161	22	83403.875919	64134	***
TC_229	LT934125.1	-	UL21.5	1	64133	64624	64133	64624	64133	64624	64624	64624	64133	64133	TRUE	NAGATA	64121	64161	22	83403.875919	64134	***
TC_234	LT934125.1	-	FORF15	1	71548	73108	71548	73108	71548	73108	73108	73108	71548	71548	TRUE	NAGATA	71534	71564	20	49265.513213	71549	***
TC_234	LT934125.1	-	FORF15-L	1	71548	74345	71548	74345	71548	74345	74345	74345	71548	71548	TRUE	NAGATA	71534	71564	20	49265.513213	71549	***
TC_234	LT934125.1	-	FORF15-L2	1	71548	73139	71548	73139	71548	73139	73139	73139	71548	71548	TRUE	NAGATA	71534	71564	20	49265.513213	71549	***
TC_234	LT934125.1	-	FORF15-S	1	71548	72713	71548	72713	71548	72713	72713	72713	71548	71548	TRUE	NAGATA	71534	71564	20	49265.513213	71549	***
TC_234	LT934125.1	-	FORF15-S2	1	71548	71882	71548	71882	71548	71882	71882	71882	71548	71548	TRUE	NAGATA	71534	71564	20	49265.513213	71549	***
TC_234	LT934125.1	-	UL15	1	71548	76859	71548	76859	71548	76859	76859	76859	71548	71548	TRUE	NAGATA	71534	71564	20	49265.513213	71549	***
TC_234	LT934125.1	-	UL15-16-17	1	71548	77985	71548	77985	71548	77985	77985	77985	71548	71548	TRUE	NAGATA	71534	71564	20	49265.513213	71549	***
TC_234	LT934125.1	-	UL15-splice	1	71548	76859	71548	72782	71548	76859	76859	72782	71548	71548	TRUE	NAGATA	71534	71564	20	49265.513213	71549	***
TC_234	LT934125.1	-	UL15-splice	2	71548	76859	75662	76859	71548	76859	76859	76859	71548	75662	FALSE	NAGATA	71534	71564	20	49265.513213	71549	***
TC_234	LT934125.1	-	UL15-splice-L	1	71548	77985	71548	72782	71548	77985	77985	72782	71548	71548	TRUE	NAGATA	71534	71564	20	49265.513213	71549	***
TC_234	LT934125.1	-	UL15-splice-L	2	71548	77985	75662	77985	71548	77985	77985	77985	71548	75662	FALSE	NAGATA	71534	71564	20	49265.513213	71549	***
TC_239	LT934125.1	-	UL10	1	80352	81804	80352	81804	80352	81804	81804	81804	80352	80352	TRUE	NAGATA	80340	80375	22	488335.28549	80352	***
TC_239	LT934125.1	-	UL10-L1	1	80352	81840	80352	81840	80352	81840	81840	81840	80352	80352	TRUE	NAGATA	80340	80375	22	488335.28549	80352	***
TC_239	LT934125.1	-	UL10-L3	1	80352	81897	80352	81897	80352	81897	81897	81897	80352	80352	TRUE	NAGATA	80340	80375	22	488335.28549	80352	***
TC_239	LT934125.1	-	UL10-L4	1	80352	82026	80352	82026	80352	82026	82026	82026	80352	80352	TRUE	NAGATA	80340	80375	22	488335.28549	80352	***
TC_239	LT934125.1	-	UL10-L7	1	80352	83780	80352	83780	80352	83780	83780	83780	80352	80352	TRUE	NAGATA	80340	80375	22	488335.28549	80352	***
TC_239	LT934125.1	-	UL10-L8	1	80352	83205	80352	83205	80352	83205	83205	83205	80352	80352	TRUE	NAGATA	80340	80375	22	488335.28549	80352	***
TC_239	LT934125.1	-	UL10-S	1	80352	81551	80352	81551	80352	81551	81551	81551	80352	80352	TRUE	NAGATA	80340	80375	22	488335.28549	80352	***
TC_239	LT934125.1	-	UL10.4	1	80352	80835	80352	80835	80352	80835	80835	80835	80352	80352	TRUE	NAGATA	80340	80375	22	488335.28549	80352	***
TC_239	LT934125.1	-	UL10.5	1	80352	81051	80352	81051	80352	81051	81051	81051	80352	80352	TRUE	NAGATA	80340	80375	22	488335.28549	80352	***
TC_239	LT934125.1	-	UL10.6	1	80352	81314	80352	81314	80352	81314	81314	81314	80352	80352	TRUE	NAGATA	80340	80375	22	488335.28549	80352	***
TC_239	LT934125.1	-	UL10.7	1	80352	81429	80352	81429	80352	81429	81429	81429	80352	80352	TRUE	NAGATA	80340	80375	22	488335.28549	80352	***
TC_239	LT934125.1	-	nc-UL10	1	80352	80491	80352	80491	80352	80491	80491	80491	80352	80352	TRUE	NAGATA	80340	80375	22	488335.28549	80352	***
TC_24	LT934125.1	+	TRL35	1	32163	32415	32163	32415	32163	32415	32163	32163	32415	32415	TRUE	NAGATA	32392	32426	22	1127627.341637	32415	***
TC_24	LT934125.1	+	UL32-33-34-35	1	28636	32415	28636	32415	28636	32415	28636	28636	32415	32415	TRUE	NAGATA	32392	32426	22	1127627.341637	32415	***
TC_24	LT934125.1	+	UL33-34-35	1	30298	32415	30298	32415	30298	32415	30298	30298	32415	32415	TRUE	NAGATA	32392	32426	22	1127627.341637	32415	***
TC_24	LT934125.1	+	UL33-L2-34-35	1	29468	32415	29468	32415	29468	32415	29468	29468	32415	32415	TRUE	NAGATA	32392	32426	22	1127627.341637	32415	***
TC_24	LT934125.1	+	UL33L3-34-35	1	29338	32415	29338	32415	29338	32415	29338	29338	32415	32415	TRUE	NAGATA	32392	32426	22	1127627.341637	32415	***
TC_24	LT934125.1	+	UL34-35	1	31098	32415	31098	32415	31098	32415	31098	31098	32415	32415	TRUE	NAGATA	32392	32426	22	1127627.341637	32415	***
TC_24	LT934125.1	+	UL34L-35	1	31042	32415	31042	32415	31042	32415	31042	31042	32415	32415	TRUE	NAGATA	32392	32426	22	1127627.341637	32415	***
TC_24	LT934125.1	+	UL34L2-35	1	30932	32415	30932	32415	30932	32415	30932	30932	32415	32415	TRUE	NAGATA	32392	32426	22	1127627.341637	32415	***
TC_24	LT934125.1	+	UL35	1	32038	32415	32038	32415	32038	32415	32038	32038	32415	32415	TRUE	NAGATA	32392	32426	22	1127627.341637	32415	***
TC_24	LT934125.1	+	UL35-L	1	31930	32415	31930	32415	31930	32415	31930	31930	32415	32415	TRUE	NAGATA	32392	32426	22	1127627.341637	32415	***
TC_24	LT934125.1	+	UL35-L2	1	31847	32415	31847	32415	31847	32415	31847	31847	32415	32415	TRUE	NAGATA	32392	32426	22	1127627.341637	32415	***
TC_24	LT934125.1	+	UL35-L3	1	31690	32415	31690	32415	31690	32415	31690	31690	32415	32415	TRUE	NAGATA	32392	32426	22	1127627.341637	32415	***
TC_24	LT934125.1	+	UL35-L4	1	31474	32415	31474	32415	31474	32415	31474	31474	32415	32415	TRUE	NAGATA	32392	32426	22	1127627.341637	32415	***
TC_24	LT934125.1	+	UL35-L5	1	31410	32415	31410	32415	31410	32415	31410	31410	32415	32415	TRUE	NAGATA	32392	32426	22	1127627.341637	32415	***
TC_24	LT934125.1	+	UL35-L6	1	31349	32415	31349	32415	31349	32415	31349	31349	32415	32415	TRUE	NAGATA	32392	32426	22	1127627.341637	32415	***
TC_24	LT934125.1	+	UL35.2	1	32092	32415	32092	32415	32092	32415	32092	32092	32415	32415	TRUE	NAGATA	32392	32426	22	1127627.341637	32415	***
TC_240	LT934125.1	-	UL6-7	1	86133	89079	86133	89079	86133	89079	89079	89079	86133	86133	TRUE	NAGATA	86113	86153	18	24584.598015	86132	***
TC_240	LT934125.1	-	UL6L-7	1	86133	90875	86133	90875	86133	90875	90875	90875	86133	86133	TRUE	NAGATA	86113	86153	18	24584.598015	86132	***
TC_240	LT934125.1	-	UL7	1	86133	87161	86133	87161	86133	87161	87161	87161	86133	86133	TRUE	NAGATA	86113	86153	18	24584.598015	86132	***
TC_240	LT934125.1	-	UL7-L2	1	86133	87250	86133	87250	86133	87250	87250	87250	86133	86133	TRUE	NAGATA	86113	86153	18	24584.598015	86132	***
TC_240	LT934125.1	-	UL7-L3	1	86133	87447	86133	87447	86133	87447	87447	87447	86133	86133	TRUE	NAGATA	86113	86153	18	24584.598015	86132	***
TC_240	LT934125.1	-	UL7-L4	1	86133	87864	86133	87864	86133	87864	87864	87864	86133	86133	TRUE	NAGATA	86113	86153	18	24584.598015	86132	***
TC_240	LT934125.1	-	UL7.5	1	86133	86928	86133	86928	86133	86928	86928	86928	86133	86133	TRUE	NAGATA	86113	86153	18	24584.598015	86132	***
TC_242	LT934125.1	-	TRL3.5	1	92069	92422	92069	92422	92069	92422	92422	92422	92069	92069	TRUE	NAGATA	92054	92095	23	535839.342756	92069	***
TC_242	LT934125.1	-	UL1-2-3-3.5	1	92069	94947	92069	94947	92069	94947	94947	94947	92069	92069	TRUE	NAGATA	92054	92095	23	535839.342756	92069	***
TC_242	LT934125.1	-	UL1L2-2-3-3.5	1	92069	95471	92069	95471	92069	95471	95471	95471	92069	92069	TRUE	NAGATA	92054	92095	23	535839.342756	92069	***
TC_242	LT934125.1	-	UL2-3-3.5	1	92069	94526	92069	94526	92069	94526	94526	94526	92069	92069	TRUE	NAGATA	92054	92095	23	535839.342756	92069	***
TC_242	LT934125.1	-	UL3-3.5	1	92069	93654	92069	93654	92069	93654	93654	93654	92069	92069	TRUE	NAGATA	92054	92095	23	535839.342756	92069	***
TC_242	LT934125.1	-	UL3.5	1	92069	92933	92069	92933	92069	92933	92933	92933	92069	92069	TRUE	NAGATA	92054	92095	23	535839.342756	92069	***
TC_242	LT934125.1	-	UL3.5-L	1	92069	93265	92069	93265	92069	93265	93265	93265	92069	92069	TRUE	NAGATA	92054	92095	23	535839.342756	92069	***
TC_242	LT934125.1	-	UL3L-3.5	1	92069	93980	92069	93980	92069	93980	93980	93980	92069	92069	TRUE	NAGATA	92054	92095	23	535839.342756	92069	***
TC_242	LT934125.1	-	UL3L2-3.5	1	92069	94108	92069	94108	92069	94108	94108	94108	92069	92069	TRUE	NAGATA	92054	92095	23	535839.342756	92069	***
TC_242	LT934125.1	-	nc-UL3.5	1	92069	92622	92069	92622	92069	92622	92622	92622	92069	92069	TRUE	NAGATA	92054	92095	23	535839.342756	92069	***
TC_243	LT934125.1	-	UL2	1	93229	94526	93229	94526	93229	94526	94526	94526	93229	93229	TRUE	NAGATA	93192	93284	15	6607.417583	93239	***
TC_245	LT934125.1	-	EP0	1	95889	97361	95889	97361	95889	97361	97361	97361	95889	95889	TRUE	NAGATA	95871	95908	23	1304327.558596	95889	***
TC_245	LT934125.1	-	EP0-L2	1	95889	97537	95889	97537	95889	97537	97537	97537	95889	95889	TRUE	NAGATA	95871	95908	23	1304327.558596	95889	***
TC_245	LT934125.1	-	EP0-sp1	1	95889	97361	95889	96851	95889	97361	97361	96851	95889	95889	TRUE	NAGATA	95871	95908	23	1304327.558596	95889	***
TC_245	LT934125.1	-	EP0-sp1	2	95889	97361	96990	97361	95889	97361	97361	97361	95889	96990	FALSE	NAGATA	95871	95908	23	1304327.558596	95889	***
TC_245	LT934125.1	-	EP0-sp2	1	95889	97361	95889	96851	95889	97361	97361	96851	95889	95889	TRUE	NAGATA	95871	95908	23	1304327.558596	95889	***
TC_245	LT934125.1	-	EP0-sp2	2	95889	97361	96942	97361	95889	97361	97361	97361	95889	96942	FALSE	NAGATA	95871	95908	23	1304327.558596	95889	***
TC_245	LT934125.1	-	EP0.10	1	95889	96629	95889	96629	95889	96629	96629	96629	95889	95889	TRUE	NAGATA	95871	95908	23	1304327.558596	95889	***
TC_245	LT934125.1	-	EP0.4	1	95889	96866	95889	96866	95889	96866	96866	96866	95889	95889	TRUE	NAGATA	95871	95908	23	1304327.558596	95889	***
TC_245	LT934125.1	-	EP0.5	1	95889	97338	95889	97338	95889	97338	97338	97338	95889	95889	TRUE	NAGATA	95871	95908	23	1304327.558596	95889	***
TC_245	LT934125.1	-	EP0.5-S	1	95889	97175	95889	97175	95889	97175	97175	97175	95889	95889	TRUE	NAGATA	95871	95908	23	1304327.558596	95889	***
TC_245	LT934125.1	-	EP0.5-S-sp1	1	95889	97175	95889	96851	95889	97175	97175	96851	95889	95889	TRUE	NAGATA	95871	95908	23	1304327.558596	95889	***
TC_245	LT934125.1	-	EP0.5-S-sp1	2	95889	97175	96990	97175	95889	97175	97175	97175	95889	96990	FALSE	NAGATA	95871	95908	23	1304327.558596	95889	***
TC_245	LT934125.1	-	EP0.5-S2-sp1	1	95889	97126	95889	96851	95889	97126	97126	96851	95889	95889	TRUE	NAGATA	95871	95908	23	1304327.558596	95889	***
TC_245	LT934125.1	-	EP0.5-S2-sp1	2	95889	97126	96990	97126	95889	97126	97126	97126	95889	96990	FALSE	NAGATA	95871	95908	23	1304327.558596	95889	***
TC_245	LT934125.1	-	EP0.5-sp1	1	95889	97338	95889	96851	95889	97338	97338	96851	95889	95889	TRUE	NAGATA	95871	95908	23	1304327.558596	95889	***
TC_245	LT934125.1	-	EP0.5-sp1	2	95889	97338	96990	97338	95889	97338	97338	97338	95889	96990	FALSE	NAGATA	95871	95908	23	1304327.558596	95889	***
TC_245	LT934125.1	-	EP0.5-sp2	1	95889	97338	95889	96851	95889	97338	97338	96851	95889	95889	TRUE	NAGATA	95871	95908	23	1304327.558596	95889	***
TC_245	LT934125.1	-	EP0.5-sp2	2	95889	97338	96942	97338	95889	97338	97338	97338	95889	96942	FALSE	NAGATA	95871	95908	23	1304327.558596	95889	***
TC_245	LT934125.1	-	nc-EP0-2	1	95889	96090	95889	96090	95889	96090	96090	96090	95889	95889	TRUE	NAGATA	95871	95908	23	1304327.558596	95889	***
TC_249	LT934125.1	-	IE180	1	102362	107560	102362	107560	102362	107560	107560	107560	102362	102362	TRUE	NAGATA	102346	102383	23	600373.000271	102361	***
