chr	strand	gene	group	cluster	start	end	dominant_tes	tags	tags.dominant_tes	q_0.1	q_0.9	interquantile_width	inCoding	cluster_width	hpi	cell_line	Time	dominant_TC	CDS_start	CDS_end	CDS_prime5	CDS_prime3	TSS_CDS_dist	closest_TC
LT934125.1	+	UL35	PC_12_6h	24	32409	32415	32415	66160.173215	59946.446645	32415	32415	1		7	6h	PC_12	6	24	32066	32377	32066	32377	-38	24
LT934125.1	+	UL35	PC_12_8h	24	32402	32415	32415	82346.621561	75477.736125	32415	32415	1		14	8h	PC_12	8	24	32066	32377	32066	32377	-38	24
LT934125.1	+	UL35	PK_15_12h	24	32404	32415	32415	108892.793074	100576.158879	32415	32415	1		12	12h	PK_15	12	24	32066	32377	32066	32377	-38	24
LT934125.1	+	UL35	PK_15_1h	24	32415	32415	32415	14221.556886	14221.556886	32415	32415	1		1	1h	PK_15	1	24	32066	32377	32066	32377	-38	24
LT934125.1	+	UL35	PK_15_2h	22	32187	32187	32187	84.338366	84.338366	32187	32187	1	UL35	1	2h	PK_15	2	0	32066	32377	32066	32377	190	0
LT934125.1	+	UL35	PK_15_2h	24	32405	32416	32415	33988.361308	30783.503416	32415	32415	1		12	2h	PK_15	2	24	32066	32377	32066	32377	-38	24
LT934125.1	+	UL35	PK_15_2h	25	32516	32516	32516	84.338366	84.338366	32516	32516	1		1	2h	PK_15	2	0	32066	32377	32066	32377	-139	0
LT934125.1	+	UL35	PK_15_4h	24	32409	32415	32415	44411.177645	41230.03992	32415	32415	1		7	4h	PK_15	4	24	32066	32377	32066	32377	-38	24
LT934125.1	+	UL35	PK_15_6h	24	32408	32415	32415	66519.427073	61332.501547	32415	32415	1		8	6h	PK_15	6	24	32066	32377	32066	32377	-38	24
LT934125.1	+	UL35	PK_15_8h	24	32407	32415	32415	77000.980316	71515.698781	32415	32415	1		9	8h	PK_15	8	24	32066	32377	32066	32377	-38	24
LT934125.1	+	UL38	PC_12_6h	29	45056	45056	45056	25.623615	25.623615	45056	45056	1	UL38	1	6h	PC_12	6	29	44837	45943	44837	45943	887	29
LT934125.1	+	UL4	C6_12h	66	91559	91559	91559	26.783866	26.783866	91559	91559	1	UL4	1	12h	C6	12	0	91486	91923	91486	91923	364	0
LT934125.1	+	UL4	C6_12h	67	92048	92059	92059	4251.330063	3391.811442	92056	92059	4		12	12h	C6	12	67	91486	91923	91486	91923	-136	67
LT934125.1	+	UL4	C6_1h	66	91562	91562	91562	652.315721	652.315721	91562	91562	1	UL4	1	1h	C6	1	0	91486	91923	91486	91923	361	0
LT934125.1	+	UL4	C6_1h	67	92052	92059	92059	7175.472929	5218.525766	92056	92059	4		8	1h	C6	1	67	91486	91923	91486	91923	-136	67
LT934125.1	+	UL4	C6_2h	67	92056	92059	92059	9150.991357	7625.826131	92056	92059	4		4	2h	C6	2	67	91486	91923	91486	91923	-136	67
LT934125.1	+	UL4	C6_4h	66	91559	91559	91559	567.214974	567.214974	91559	91559	1	UL4	1	4h	C6	4	0	91486	91923	91486	91923	364	0
LT934125.1	+	UL4	C6_4h	67	92052	92059	92059	8224.617129	6522.972206	92056	92059	4		8	4h	C6	4	67	91486	91923	91486	91923	-136	67
LT934125.1	+	UL4	C6_6h	66	91559	91562	91559	218.161985	163.621489	91559	91562	4	UL4	4	6h	C6	6	0	91486	91923	91486	91923	364	0
LT934125.1	+	UL4	C6_6h	67	92048	92059	92059	7690.20998	6163.076084	92055	92059	5		12	6h	C6	6	67	91486	91923	91486	91923	-136	67
LT934125.1	+	UL4	C6_8h	66	91544	91559	91544	146.418244	48.806081	91544	91559	16	UL4	16	8h	C6	8	0	91486	91923	91486	91923	379	0
LT934125.1	+	UL4	C6_8h	67	92050	92059	92059	6369.1936	5027.026367	92056	92059	4		10	8h	C6	8	67	91486	91923	91486	91923	-136	67
LT934125.1	+	UL4	NRK_1h	66	91544	91544	91544	2631.578947	2631.578947	91544	91544	1	UL4	1	1h	NRK	1	0	91486	91923	91486	91923	379	0
LT934125.1	+	UL4	NRK_1h	67	92059	92059	92059	5263.157895	5263.157895	92059	92059	1		1	1h	NRK	1	67	91486	91923	91486	91923	-136	67
LT934125.1	+	UL4	NRK_2h	67	92055	92059	92059	5718.954248	4084.96732	92055	92059	5		5	2h	NRK	2	67	91486	91923	91486	91923	-136	67
LT934125.1	+	UL4	PC_12_1.5h	66	91544	91544	91544	1283.697047	1283.697047	91544	91544	1	UL4	1	1.5h	PC_12	1.5	0	91486	91923	91486	91923	379	0
LT934125.1	+	UL4	PC_12_1.5h	67	92056	92059	92059	5134.788189	3851.091142	92056	92059	4		4	1.5h	PC_12	1.5	67	91486	91923	91486	91923	-136	67
LT934125.1	+	UL4	PC_12_12h	66	91559	91559	91559	29.759409	29.759409	91559	91559	1	UL4	1	12h	PC_12	12	0	91486	91923	91486	91923	364	0
LT934125.1	+	UL4	PC_12_12h	67	92049	92059	92059	3995.876969	3168.024327	92055	92059	5		11	12h	PC_12	12	67	91486	91923	91486	91923	-136	67
LT934125.1	+	UL4	PC_12_1h	66	91559	91559	91559	762.195122	762.195122	91559	91559	1	UL4	1	1h	PC_12	1	0	91486	91923	91486	91923	364	0
LT934125.1	+	UL4	PC_12_1h	67	92056	92059	92059	6859.756098	4573.170732	92056	92059	4		4	1h	PC_12	1	67	91486	91923	91486	91923	-136	67
LT934125.1	+	UL4	PC_12_2.5h	67	92050	92059	92059	6890.61154	4737.295435	92052	92059	8		10	2.5h	PC_12	2.5	67	91486	91923	91486	91923	-136	67
LT934125.1	+	UL4	PC_12_2h	66	91557	91559	91557	522.875816	261.437908	91557	91559	3	UL4	3	2h	PC_12	2	0	91486	91923	91486	91923	366	0
LT934125.1	+	UL4	PC_12_2h	67	92052	92059	92059	5228.758168	4444.444444	92055	92059	5		8	2h	PC_12	2	67	91486	91923	91486	91923	-136	67
LT934125.1	+	UL4	PC_12_4h	66	91553	91553	91553	51.474752	51.474752	91553	91553	1	UL4	1	4h	PC_12	4	0	91486	91923	91486	91923	370	0
LT934125.1	+	UL4	PC_12_4h	67	92045	92059	92059	6176.970197	4632.727647	92052	92059	8		15	4h	PC_12	4	67	91486	91923	91486	91923	-136	67
LT934125.1	+	UL4	PC_12_4h	68	92304	92304	92304	51.474752	51.474752	92304	92304	1		1	4h	PC_12	4	0	91486	91923	91486	91923	-381	0
LT934125.1	+	UL4	PC_12_4h	69	92467	92467	92467	51.474752	51.474752	92467	92467	1		1	4h	PC_12	4	0	91486	91923	91486	91923	-544	0
LT934125.1	+	UL4	PC_12_6h	66	91558	91559	91559	128.118074	102.494459	91558	91559	2	UL4	2	6h	PC_12	6	0	91486	91923	91486	91923	364	0
LT934125.1	+	UL4	PC_12_6h	67	92048	92059	92059	5765.313313	4432.885347	92055	92059	5		12	6h	PC_12	6	67	91486	91923	91486	91923	-136	67
LT934125.1	+	UL4	PC_12_6h	68	92304	92304	92304	25.623615	25.623615	92304	92304	1		1	6h	PC_12	6	0	91486	91923	91486	91923	-381	0
LT934125.1	+	UL4	PC_12_8h	66	91559	91562	91559	114.290939	91.432751	91559	91562	4	UL4	4	8h	PC_12	8	0	91486	91923	91486	91923	364	0
LT934125.1	+	UL4	PC_12_8h	67	92049	92059	92059	5417.39051	4125.902898	92054	92059	6		11	8h	PC_12	8	67	91486	91923	91486	91923	-136	67
LT934125.1	+	UL4	PK_15_12h	66	91559	91559	91559	15.438341	15.438341	91559	91559	1	UL4	1	12h	PK_15	12	0	91486	91923	91486	91923	364	0
LT934125.1	+	UL4	PK_15_12h	67	92050	92059	92059	1759.970852	1340.047982	92054	92059	6		10	12h	PK_15	12	67	91486	91923	91486	91923	-136	67
LT934125.1	+	UL4	PK_15_1h	67	92059	92059	92059	748.502994	748.502994	92059	92059	1		1	1h	PK_15	1	67	91486	91923	91486	91923	-136	67
LT934125.1	+	UL4	PK_15_2h	66	91544	91561	91544	506.030194	168.676731	91544	91561	18	UL4	18	2h	PK_15	2	0	91486	91923	91486	91923	379	0
LT934125.1	+	UL4	PK_15_2h	67	92050	92059	92059	2277.135871	1518.090579	92052	92059	8		10	2h	PK_15	2	67	91486	91923	91486	91923	-136	67
LT934125.1	+	UL4	PK_15_4h	66	91559	91562	91559	124.7505	62.37525	91559	91562	4	UL4	4	4h	PK_15	4	0	91486	91923	91486	91923	364	0
LT934125.1	+	UL4	PK_15_4h	67	92048	92059	92059	3867.26547	2495.00998	92052	92059	8		12	4h	PK_15	4	67	91486	91923	91486	91923	-136	67
LT934125.1	+	UL4	PK_15_6h	66	91549	91559	91559	65.402552	45.27869	91549	91559	11	UL4	11	6h	PK_15	6	0	91486	91923	91486	91923	364	0
LT934125.1	+	UL4	PK_15_6h	67	92048	92059	92059	2983.362597	2143.191343	92052	92059	8		12	6h	PK_15	6	67	91486	91923	91486	91923	-136	67
LT934125.1	+	UL4	PK_15_8h	66	91559	91562	91559	72.338865	59.866647	91559	91562	4	UL4	4	8h	PK_15	8	0	91486	91923	91486	91923	364	0
LT934125.1	+	UL4	PK_15_8h	67	92050	92059	92059	2693.999117	2070.38821	92055	92059	5		10	8h	PK_15	8	67	91486	91923	91486	91923	-136	67
LT934125.1	+	UL40	C6_12h	33	49638	49648	49647	40309.718893	32781.017543	49645	49647	3		11	12h	C6	12	33	48656	49567	48656	49567	-80	33
LT934125.1	+	UL40	C6_1h	33	49644	49648	49647	82191.780822	65231.572081	49645	49647	3		5	1h	C6	1	33	48656	49567	48656	49567	-80	33
LT934125.1	+	UL40	C6_2h	33	49643	49647	49647	78291.814946	65073.716319	49645	49647	3		5	2h	C6	2	33	48656	49567	48656	49567	-80	33
LT934125.1	+	UL40	C6_4h	33	49642	49648	49647	60408.394781	47078.842881	49645	49647	3		7	4h	C6	4	33	48656	49567	48656	49567	-80	33
LT934125.1	+	UL40	C6_6h	33	49642	49648	49647	48759.203708	38832.833379	49645	49647	3		7	6h	C6	6	33	48656	49567	48656	49567	-80	33
LT934125.1	+	UL40	C6_8h	33	49638	49648	49647	59860.658639	48171.602182	49645	49647	3		11	8h	C6	8	33	48656	49567	48656	49567	-80	33
LT934125.1	+	UL40	NRK_1h	33	49645	49647	49647	39473.68421	36842.105263	49647	49647	1		3	1h	NRK	1	33	48656	49567	48656	49567	-80	33
LT934125.1	+	UL40	NRK_2h	33	49643	49649	49647	92320.261437	64542.48366	49645	49647	3		7	2h	NRK	2	33	48656	49567	48656	49567	-80	33
LT934125.1	+	UL40	PC_12_0.5h	33	49647	49647	49647	33333.333333	33333.333333	49647	49647	1		1	0.5h	PC_12	0.5	33	48656	49567	48656	49567	-80	33
LT934125.1	+	UL40	PC_12_1.5h	33	49645	49648	49647	75738.125802	59050.064185	49645	49647	3		4	1.5h	PC_12	1.5	33	48656	49567	48656	49567	-80	33
LT934125.1	+	UL40	PC_12_12h	33	49640	49648	49647	40123.799139	32843.56561	49645	49647	3		9	12h	PC_12	12	33	48656	49567	48656	49567	-80	33
LT934125.1	+	UL40	PC_12_1h	33	49644	49648	49647	64024.390245	54115.853659	49646	49647	2		5	1h	PC_12	1	33	48656	49567	48656	49567	-80	33
LT934125.1	+	UL40	PC_12_2.5h	33	49643	49648	49647	67614.125753	57278.208441	49646	49647	2		6	2.5h	PC_12	2.5	33	48656	49567	48656	49567	-80	33
LT934125.1	+	UL40	PC_12_2h	33	49643	49648	49647	67450.980392	57777.777778	49646	49647	2		6	2h	PC_12	2	33	48656	49567	48656	49567	-80	33
LT934125.1	+	UL40	PC_12_4h	33	49641	49648	49647	46224.326968	37267.720183	49645	49647	3		8	4h	PC_12	4	33	48656	49567	48656	49567	-80	33
LT934125.1	+	UL40	PC_12_6h	32	49161	49161	49161	25.623615	25.623615	49161	49161	1	UL40	1	6h	PC_12	6	0	48656	49567	48656	49567	406	0
LT934125.1	+	UL40	PC_12_6h	33	49636	49648	49647	38704.47004	31055.821045	49645	49647	3		13	6h	PC_12	6	33	48656	49567	48656	49567	-80	33
LT934125.1	+	UL40	PC_12_8h	33	49638	49648	49647	55911.127367	45442.077352	49645	49647	3		11	8h	PC_12	8	33	48656	49567	48656	49567	-80	33
LT934125.1	+	UL40	PK_15_12h	33	49640	49648	49647	14928.875563	12342.953478	49645	49647	3		9	12h	PK_15	12	33	48656	49567	48656	49567	-80	33
LT934125.1	+	UL40	PK_15_1h	33	49644	49647	49647	29191.616766	21706.586826	49645	49647	3		4	1h	PK_15	1	33	48656	49567	48656	49567	-80	33
LT934125.1	+	UL40	PK_15_2h	33	49642	49647	49647	56675.381632	44277.641899	49645	49647	3		6	2h	PK_15	2	33	48656	49567	48656	49567	-80	33
LT934125.1	+	UL40	PK_15_4h	33	49640	49648	49647	58591.151032	46074.517631	49645	49647	3		9	4h	PK_15	4	33	48656	49567	48656	49567	-80	33
LT934125.1	+	UL40	PK_15_6h	32	49161	49161	49161	15.092897	15.092897	49161	49161	1	UL40	1	6h	PK_15	6	0	48656	49567	48656	49567	406	0
LT934125.1	+	UL40	PK_15_6h	33	49638	49648	49647	35050.73729	28118.066701	49645	49647	3		11	6h	PK_15	6	33	48656	49567	48656	49567	-80	33
LT934125.1	+	UL40	PK_15_8h	33	49638	49648	49647	31784.200691	26493.48576	49645	49647	3		11	8h	PK_15	8	33	48656	49567	48656	49567	-80	33
LT934125.1	+	UL42	C6_4h	35	51338	51338	51338	283.607487	283.607487	51338	51338	1	UL42	1	4h	C6	4	35	51270	52415	51270	52415	1077	35
LT934125.1	+	UL42	PC_12_4h	36	51840	51840	51840	51.474752	51.474752	51840	51840	1	UL42	1	4h	PC_12	4	36	51270	52415	51270	52415	575	36
LT934125.1	+	UL43	C6_12h	37	52421	52440	52437	9566.710091	5726.87761	52434	52439	6		20	12h	C6	12	37	52473	53594	52473	53594	1157	37
LT934125.1	+	UL43	C6_1h	37	52437	52439	52437	9132.420091	6523.157208	52437	52439	3		3	1h	C6	1	37	52473	53594	52473	53594	1157	37
LT934125.1	+	UL43	C6_2h	37	52430	52439	52437	12201.32181	6100.660905	52434	52439	6		10	2h	C6	2	37	52473	53594	52473	53594	1157	37
LT934125.1	+	UL43	C6_4h	37	52426	52443	52437	15031.196823	7373.794668	52430	52439	10		18	4h	C6	4	37	52473	53594	52473	53594	1157	37
LT934125.1	+	UL43	C6_6h	37	52422	52440	52437	11508.044721	7090.264521	52434	52439	6		19	6h	C6	6	37	52473	53594	52473	53594	1157	37
LT934125.1	+	UL43	C6_8h	37	52425	52440	52437	9407.372161	5698.109985	52434	52439	6		16	8h	C6	8	37	52473	53594	52473	53594	1157	37
LT934125.1	+	UL43	NRK_1h	37	52434	52439	52437	18421.052631	7894.736842	52434	52439	6		6	1h	NRK	1	37	52473	53594	52473	53594	1157	37
LT934125.1	+	UL43	NRK_2h	37	52432	52439	52437	22875.816993	10620.915033	52435	52437	3		8	2h	NRK	2	37	52473	53594	52473	53594	1157	37
LT934125.1	+	UL43	PC_12_0.5h	37	52435	52437	52435	33333.333334	16666.666667	52435	52437	3		3	0.5h	PC_12	0.5	37	52473	53594	52473	53594	1159	37
LT934125.1	+	UL43	PC_12_1.5h	37	52435	52439	52435	19255.455711	8985.879332	52435	52439	5		5	1.5h	PC_12	1.5	37	52473	53594	52473	53594	1159	37
LT934125.1	+	UL43	PC_12_12h	37	52422	52440	52437	8365.099248	4880.543028	52434	52439	6		19	12h	PC_12	12	37	52473	53594	52473	53594	1157	37
LT934125.1	+	UL43	PC_12_1h	37	52426	52439	52437	4573.170732	1524.390244	52426	52439	14		14	1h	PC_12	1	37	52473	53594	52473	53594	1157	37
LT934125.1	+	UL43	PC_12_2.5h	37	52427	52439	52435	18518.518517	11197.243755	52435	52437	3		13	2.5h	PC_12	2.5	37	52473	53594	52473	53594	1159	0
LT934125.1	+	UL43	PC_12_2.5h	38	53413	53413	53413	430.663221	430.663221	53413	53413	1	UL43	1	2.5h	PC_12	2.5	0	52473	53594	52473	53594	181	38
LT934125.1	+	UL43	PC_12_2h	37	52421	52439	52437	12549.019605	7320.261438	52427	52439	13		19	2h	PC_12	2	37	52473	53594	52473	53594	1157	37
LT934125.1	+	UL43	PC_12_4h	37	52421	52440	52437	13898.182944	8390.384516	52434	52439	6		20	4h	PC_12	4	37	52473	53594	52473	53594	1157	37
LT934125.1	+	UL43	PC_12_6h	37	52421	52440	52437	11030.966137	6098.420304	52434	52439	6		20	6h	PC_12	6	37	52473	53594	52473	53594	1157	37
LT934125.1	+	UL43	PC_12_8h	37	52421	52440	52437	10629.05733	6205.997988	52434	52439	6		20	8h	PC_12	8	37	52473	53594	52473	53594	1157	37
LT934125.1	+	UL43	PK_15_12h	37	52420	52440	52437	13557.950897	8034.112558	52434	52439	6		21	12h	PK_15	12	37	52473	53594	52473	53594	1157	37
LT934125.1	+	UL43	PK_15_1h	37	52429	52439	52437	5239.520958	2245.508982	52429	52439	11		11	1h	PK_15	1	37	52473	53594	52473	53594	1157	37
LT934125.1	+	UL43	PK_15_2h	37	52421	52442	52437	7759.129632	5060.301931	52434	52439	6		22	2h	PK_15	2	37	52473	53594	52473	53594	1157	37
LT934125.1	+	UL43	PK_15_4h	37	52422	52440	52437	15302.727878	9231.536926	52434	52439	6		19	4h	PK_15	4	37	52473	53594	52473	53594	1157	37
LT934125.1	+	UL43	PK_15_6h	37	52420	52440	52437	13397.461373	8160.226192	52434	52439	6		21	6h	PK_15	6	37	52473	53594	52473	53594	1157	37
LT934125.1	+	UL43	PK_15_8h	37	52420	52440	52437	13053.423497	7757.719679	52434	52439	6		21	8h	PK_15	8	37	52473	53594	52473	53594	1157	37
LT934125.1	+	UL44	PK_15_12h	40	54100	54100	54100	13.894507	13.894507	54100	54100	1	UL44	1	12h	PK_15	12	40	53661	55103	53661	55103	1003	40
LT934125.1	+	UL47	C6_12h	10	11996	11996	11996	19.479176	19.479176	11996	11996	1	UL47	1	12h	C6	12	0	11815	14052	11815	14052	2056	0
LT934125.1	+	UL47	C6_12h	11	12081	12092	12086	60.872424	31.65366	12081	12092	12	UL47	12	12h	C6	12	0	11815	14052	11815	14052	1966	0
LT934125.1	+	UL47	C6_12h	12	12167	12177	12168	175.31258	75.481805	12168	12177	10	UL47	11	12h	C6	12	12	11815	14052	11815	14052	1884	0
LT934125.1	+	UL47	C6_12h	13	12221	12227	12227	31.653661	19.479176	12221	12227	7	UL47	7	12h	C6	12	0	11815	14052	11815	14052	1825	13
LT934125.1	+	UL47	C6_6h	10	12005	12005	12005	54.540496	54.540496	12005	12005	1	UL47	1	6h	C6	6	0	11815	14052	11815	14052	2047	0
LT934125.1	+	UL47	C6_6h	11	12077	12086	12077	109.080992	54.540496	12077	12086	10	UL47	10	6h	C6	6	11	11815	14052	11815	14052	1975	11
LT934125.1	+	UL47	C6_8h	12	12168	12171	12171	61.007602	36.604561	12168	12171	4	UL47	4	8h	C6	8	12	11815	14052	11815	14052	1881	12
LT934125.1	+	UL47	PC_12_12h	10	11996	12005	11996	35.17021	21.643206	11996	12005	10	UL47	10	12h	PC_12	12	0	11815	14052	11815	14052	2056	0
LT934125.1	+	UL47	PC_12_12h	11	12086	12086	12086	40.581012	40.581012	12086	12086	1	UL47	1	12h	PC_12	12	0	11815	14052	11815	14052	1966	0
LT934125.1	+	UL47	PC_12_12h	12	12168	12177	12168	159.618646	78.456623	12168	12177	10	UL47	10	12h	PC_12	12	12	11815	14052	11815	14052	1884	12
LT934125.1	+	UL47	PC_12_4h	10	12002	12002	12002	51.474752	51.474752	12002	12002	1	UL47	1	4h	PC_12	4	0	11815	14052	11815	14052	2050	0
LT934125.1	+	UL47	PC_12_4h	11	12087	12087	12087	51.474752	51.474752	12087	12087	1	UL47	1	4h	PC_12	4	0	11815	14052	11815	14052	1965	0
LT934125.1	+	UL47	PC_12_4h	12	12168	12177	12168	102.949504	51.474752	12168	12177	10	UL47	10	4h	PC_12	4	12	11815	14052	11815	14052	1884	12
LT934125.1	+	UL47	PC_12_6h	10	12008	12008	12008	38.435422	38.435422	12008	12008	1	UL47	1	6h	PC_12	6	0	11815	14052	11815	14052	2044	0
LT934125.1	+	UL47	PC_12_6h	11	12086	12086	12086	38.435422	38.435422	12086	12086	1	UL47	1	6h	PC_12	6	0	11815	14052	11815	14052	1966	0
LT934125.1	+	UL47	PC_12_6h	12	12168	12177	12168	64.059037	38.435422	12168	12177	10	UL47	10	6h	PC_12	6	12	11815	14052	11815	14052	1884	12
LT934125.1	+	UL47	PC_12_8h	11	12086	12086	12086	22.858188	22.858188	12086	12086	1	UL47	1	8h	PC_12	8	11	11815	14052	11815	14052	1966	0
LT934125.1	+	UL47	PC_12_8h	12	12171	12171	12171	22.858188	22.858188	12171	12171	1	UL47	1	8h	PC_12	8	12	11815	14052	11815	14052	1881	12
LT934125.1	+	UL47	PK_15_12h	10	11996	12012	12005	148.208072	57.121861	11996	12012	17	UL47	17	12h	PK_15	12	0	11815	14052	11815	14052	2047	0
LT934125.1	+	UL47	PK_15_12h	11	12077	12092	12086	294.87231	131.225897	12080	12092	13	UL47	16	12h	PK_15	12	0	11815	14052	11815	14052	1966	0
LT934125.1	+	UL47	PK_15_12h	12	12166	12177	12168	563.49944	220.768274	12168	12177	10	UL47	12	12h	PK_15	12	12	11815	14052	11815	14052	1884	12
LT934125.1	+	UL47	PK_15_2h	13	12235	12235	12235	84.338366	84.338366	12235	12235	1	UL47	1	2h	PK_15	2	13	11815	14052	11815	14052	1817	13
LT934125.1	+	UL47	PK_15_4h	10	11996	11999	11996	83.167	41.5835	11996	11999	4	UL47	4	4h	PK_15	4	10	11815	14052	11815	14052	2056	0
LT934125.1	+	UL47	PK_15_4h	11	12086	12086	12086	83.166999	83.166999	12086	12086	1	UL47	1	4h	PK_15	4	0	11815	14052	11815	14052	1966	11
LT934125.1	+	UL47	PK_15_6h	10	11996	12012	11996	75.464483	20.123862	11996	12012	17	UL47	17	6h	PK_15	6	0	11815	14052	11815	14052	2056	0
LT934125.1	+	UL47	PK_15_6h	11	12086	12086	12086	40.247725	40.247725	12086	12086	1	UL47	1	6h	PK_15	6	0	11815	14052	11815	14052	1966	0
LT934125.1	+	UL47	PK_15_6h	12	12168	12177	12168	115.712208	70.433518	12168	12177	10	UL47	10	6h	PK_15	6	12	11815	14052	11815	14052	1884	12
LT934125.1	+	UL47	PK_15_8h	10	11996	12012	12008	59.866647	27.43888	11996	12012	17	UL47	17	8h	PK_15	8	0	11815	14052	11815	14052	2044	0
LT934125.1	+	UL47	PK_15_8h	11	12080	12092	12086	97.283302	54.87776	12080	12092	13	UL47	13	8h	PK_15	8	0	11815	14052	11815	14052	1966	0
LT934125.1	+	UL47	PK_15_8h	12	12168	12177	12168	194.566603	99.777745	12168	12177	10	UL47	10	8h	PK_15	8	12	11815	14052	11815	14052	1884	12
LT934125.1	+	UL48	C6_12h	9	10412	10431	10426	40816.177455	29678.958838	10425	10430	6		20	12h	C6	12	9	10473	11714	10473	11714	1288	9
LT934125.1	+	UL48	C6_1h	9	10417	10431	10426	35877.364645	22831.050228	10424	10431	8		15	1h	C6	1	9	10473	11714	10473	11714	1288	9
LT934125.1	+	UL48	C6_2h	9	10420	10431	10426	41179.461108	31011.692933	10425	10429	5		12	2h	C6	2	9	10473	11714	10473	11714	1288	9
LT934125.1	+	UL48	C6_4h	9	10420	10431	10426	27509.92626	21270.561543	10426	10431	6		12	4h	C6	4	9	10473	11714	10473	11714	1288	9
LT934125.1	+	UL48	C6_6h	9	10414	10431	10426	32069.811835	23397.872921	10425	10430	6		18	6h	C6	6	9	10473	11714	10473	11714	1288	9
LT934125.1	+	UL48	C6_8h	9	10417	10431	10426	35713.849945	26257.671706	10425	10430	6		15	8h	C6	8	9	10473	11714	10473	11714	1288	9
LT934125.1	+	UL48	NRK_1h	9	10424	10426	10426	21052.631579	15789.473684	10424	10426	3		3	1h	NRK	1	9	10473	11714	10473	11714	1288	9
LT934125.1	+	UL48	NRK_2h	9	10421	10431	10426	22058.823529	14705.882353	10423	10429	7		11	2h	NRK	2	9	10473	11714	10473	11714	1288	9
LT934125.1	+	UL48	PC_12_1.5h	9	10424	10431	10426	24390.243902	17971.758665	10424	10431	8		8	1.5h	PC_12	1.5	9	10473	11714	10473	11714	1288	9
LT934125.1	+	UL48	PC_12_12h	9	10412	10431	10426	45707.746374	32329.53946	10424	10430	7		20	12h	PC_12	12	9	10473	11714	10473	11714	1288	9
LT934125.1	+	UL48	PC_12_1h	9	10423	10431	10426	23628.048781	15243.902439	10425	10430	6		9	1h	PC_12	1	9	10473	11714	10473	11714	1288	9
LT934125.1	+	UL48	PC_12_2.5h	9	10419	10431	10426	36175.710593	22825.150732	10424	10431	8		13	2.5h	PC_12	2.5	9	10473	11714	10473	11714	1288	9
LT934125.1	+	UL48	PC_12_2h	9	10414	10431	10426	25620.915029	18300.653595	10424	10430	7		18	2h	PC_12	2	9	10473	11714	10473	11714	1288	9
LT934125.1	+	UL48	PC_12_4h	9	10412	10431	10426	34899.881609	25737.375817	10425	10430	6		20	4h	PC_12	4	9	10473	11714	10473	11714	1288	9
LT934125.1	+	UL48	PC_12_6h	9	10414	10431	10426	34950.61048	25482.684842	10425	10430	6		18	6h	PC_12	6	9	10473	11714	10473	11714	1288	9
LT934125.1	+	UL48	PC_12_8h	9	10412	10431	10426	38973.210204	27944.134589	10425	10430	6		20	8h	PC_12	8	9	10473	11714	10473	11714	1288	9
LT934125.1	+	UL48	PK_15_12h	9	10412	10431	10426	56505.8712	37757.550121	10425	10431	7		20	12h	PK_15	12	9	10473	11714	10473	11714	1288	9
LT934125.1	+	UL48	PK_15_1h	9	10420	10431	10426	14970.05988	5239.520958	10424	10431	8		12	1h	PK_15	1	9	10473	11714	10473	11714	1288	9
LT934125.1	+	UL48	PK_15_2h	9	10417	10431	10426	42928.228052	25132.832926	10424	10431	8		15	2h	PK_15	2	9	10473	11714	10473	11714	1288	9
LT934125.1	+	UL48	PK_15_4h	9	10412	10431	10426	40710.246177	26176.813041	10425	10431	7		20	4h	PK_15	4	9	10473	11714	10473	11714	1288	9
LT934125.1	+	UL48	PK_15_6h	9	10412	10431	10426	34150.194446	22533.694892	10425	10431	7		20	6h	PK_15	6	9	10473	11714	10473	11714	1288	9
LT934125.1	+	UL48	PK_15_8h	9	10413	10431	10426	38816.037276	26226.580292	10425	10431	7		19	8h	PK_15	8	9	10473	11714	10473	11714	1288	9
LT934125.1	+	UL49	NRK_2h	8	10332	10332	10332	816.993464	816.993464	10332	10332	1	UL49	1	2h	NRK	2	8	9657	10409	9657	10409	77	8
LT934125.1	+	UL49	PC_12_0.5h	9	10421	10431	10421	33333.333334	16666.666667	10421	10431	11		11	0.5h	PC_12	0.5	9	9657	10409	9657	10409	-12	9
LT934125.1	+	UL49	PC_12_2h	6	9934	9934	9934	261.437908	261.437908	9934	9934	1	UL49	1	2h	PC_12	2	6	9657	10409	9657	10409	475	6
LT934125.1	+	UL49	PC_12_4h	7	9986	9986	9986	51.474752	51.474752	9986	9986	1	UL49	1	4h	PC_12	4	7	9657	10409	9657	10409	423	7
LT934125.1	+	UL49.5	PK_15_4h	5	9279	9279	9279	41.5835	41.5835	9279	9279	1		1	4h	PK_15	4	5	9323	9619	9323	9619	340	5
LT934125.1	+	UL49.5	PK_15_6h	5	9272	9279	9279	35.216759	20.123862	9272	9279	8		8	6h	PK_15	6	5	9323	9619	9323	9619	340	5
LT934125.1	+	UL51	C6_12h	4	8518	8526	8523	1760.430491	1083.52914	8519	8526	8		9	12h	C6	12	4	7729	8439	7729	8439	-84	4
LT934125.1	+	UL51	C6_1h	4	8518	8526	8523	2609.262884	1304.631442	8518	8526	9		9	1h	C6	1	4	7729	8439	7729	8439	-84	4
LT934125.1	+	UL51	C6_2h	4	8519	8526	8523	5592.272497	4067.10727	8520	8523	4		8	2h	C6	2	4	7729	8439	7729	8439	-84	4
