group	cluster	chr	start	end	strand	dominant_tes	tags	tags.dominant_tes	q_0.1	q_0.9	interquantile_width	cluster_width	hpi	cell_line	Time
C6_4h	93	LT934125.1	108828	108832	+	108829	5955.757232	5388.542258	108829	108829	1	5	4h	C6	4
C6_4h	97	LT934125.1	115218	115227	+	115218	567.214974	283.607487	115218	115227	10	10	4h	C6	4
C6_4h	105	LT934125.1	115700	115700	+	115700	283.607487	283.607487	115700	115700	1	1	4h	C6	4
C6_4h	106	LT934125.1	115754	115754	+	115754	283.607487	283.607487	115754	115754	1	1	4h	C6	4
C6_4h	114	LT934125.1	116437	116441	+	116441	850.822461	567.214974	116437	116441	5	5	4h	C6	4
C6_4h	117	LT934125.1	116627	116645	+	116639	2836.074871	850.822462	116629	116645	17	19	4h	C6	4
C6_4h	118	LT934125.1	116665	116705	+	116684	4254.112307	1134.429949	116665	116705	41	41	4h	C6	4
C6_4h	119	LT934125.1	116728	116732	+	116732	1418.037436	850.822462	116728	116732	5	5	4h	C6	4
C6_4h	121	LT934125.1	116957	116962	+	116962	82813.386274	76290.414067	116962	116962	1	6	4h	C6	4
C6_4h	127	LT934125.1	120467	120477	+	120477	87634.713556	55870.674986	120473	120477	5	11	4h	C6	4
C6_4h	130	LT934125.1	122462	122462	+	122462	283.607487	283.607487	122462	122462	1	1	4h	C6	4
C6_4h	131	LT934125.1	122909	122915	+	122915	15598.411798	10493.477028	122912	122915	4	7	4h	C6	4
C6_4h	136	LT934125.1	125225	125235	+	125230	12478.729438	10209.869541	125228	125230	3	11	4h	C6	4
C6_4h	139	LT934125.1	126141	126151	+	126151	54169.030061	38003.40329	126148	126151	4	11	4h	C6	4
C6_4h	143	LT934125.1	127131	127131	+	127131	567.214974	567.214974	127131	127131	1	1	4h	C6	4
C6_4h	166	LT934125.1	141349	141356	+	141356	3686.897334	3119.68236	141353	141356	4	8	4h	C6	4
C6_4h	173	LT934125.1	2778	2782	-	2778	14180.374362	11344.29949	2778	2781	4	5	4h	C6	4
C6_4h	175	LT934125.1	8487	8492	-	8487	11911.514463	10493.477028	8487	8488	2	6	4h	C6	4
C6_4h	181	LT934125.1	16581	16588	-	16581	30062.393646	15882.019285	16581	16587	7	8	4h	C6	4
C6_4h	185	LT934125.1	21475	21480	-	21477	11911.514463	7373.794668	21475	21477	3	6	4h	C6	4
C6_4h	189	LT934125.1	28425	28433	-	28429	36868.97334	21837.776517	28427	28430	4	9	4h	C6	4
C6_4h	196	LT934125.1	32686	32694	-	32686	7941.009642	7090.187181	32686	32688	3	9	4h	C6	4
C6_4h	198	LT934125.1	42005	42008	-	42005	2836.074871	1418.037436	42005	42008	4	4	4h	C6	4
C6_4h	214	LT934125.1	55265	55279	-	55270	68349.404422	50482.132728	55270	55273	4	15	4h	C6	4
C6_4h	227	LT934125.1	63155	63167	-	63164	7941.009641	2268.859898	63159	63166	8	13	4h	C6	4
C6_4h	229	LT934125.1	64133	64136	-	64133	3686.897334	3119.68236	64133	64134	2	4	4h	C6	4
C6_4h	234	LT934125.1	71546	71552	-	71549	3403.289846	2552.467385	71549	71551	3	7	4h	C6	4
C6_4h	237	LT934125.1	75648	75648	-	75648	283.607487	283.607487	75648	75648	1	1	4h	C6	4
C6_4h	239	LT934125.1	80352	80363	-	80352	22972.206466	19285.309132	80352	80354	3	12	4h	C6	4
C6_4h	240	LT934125.1	86128	86134	-	86128	850.822461	283.607487	86128	86134	7	7	4h	C6	4
C6_4h	242	LT934125.1	92064	92074	-	92069	22404.991489	10777.084515	92067	92072	6	11	4h	C6	4
C6_4h	243	LT934125.1	93242	93253	-	93242	567.214974	283.607487	93242	93253	12	12	4h	C6	4
C6_4h	245	LT934125.1	95886	95893	-	95889	20419.73908	14180.374362	95889	95892	4	8	4h	C6	4
C6_4h	246	LT934125.1	97402	97402	-	97402	283.607487	283.607487	97402	97402	1	1	4h	C6	4
C6_4h	249	LT934125.1	102361	102368	-	102361	3686.897334	3119.68236	102361	102364	4	8	4h	C6	4
C6_4h	272	LT934125.1	116586	116586	-	116586	567.214974	567.214974	116586	116586	1	1	4h	C6	4
C6_4h	276	LT934125.1	117056	117056	-	117056	283.607487	283.607487	117056	117056	1	1	4h	C6	4
C6_4h	281	LT934125.1	120491	120491	-	120491	283.607487	283.607487	120491	120491	1	1	4h	C6	4
C6_4h	290	LT934125.1	125149	125149	-	125149	283.607487	283.607487	125149	125149	1	1	4h	C6	4
C6_4h	296	LT934125.1	126753	126758	-	126753	83096.993761	76006.80658	126753	126753	1	6	4h	C6	4
C6_4h	298	LT934125.1	126985	126989	-	126985	1418.037436	850.822462	126985	126989	5	5	4h	C6	4
C6_4h	299	LT934125.1	127012	127090	-	127033	7090.187178	1134.429949	127025	127087	63	79	4h	C6	4
C6_4h	302	LT934125.1	127276	127280	-	127276	850.822461	567.214974	127276	127280	5	5	4h	C6	4
C6_4h	311	LT934125.1	127963	128017	-	127963	567.214974	283.607487	127963	128017	55	55	4h	C6	4
C6_4h	319	LT934125.1	128490	128499	-	128490	567.214974	283.607487	128490	128499	10	10	4h	C6	4
C6_4h	324	LT934125.1	134885	134888	-	134888	5672.149745	5388.542258	134888	134888	1	4	4h	C6	4
C6_6h	1	LT934125.1	1789	1789	+	1789	54.540496	54.540496	1789	1789	1	1	6h	C6	6
C6_6h	2	LT934125.1	2266	2275	+	2273	23725.115899	17507.499318	2272	2275	4	10	6h	C6	6
C6_6h	3	LT934125.1	7254	7254	+	7254	54.540496	54.540496	7254	7254	1	1	6h	C6	6
C6_6h	4	LT934125.1	8509	8526	+	8523	4254.158713	2836.105809	8519	8526	8	18	6h	C6	6
C6_6h	9	LT934125.1	10414	10431	+	10426	32069.811835	23397.872921	10425	10430	6	18	6h	C6	6
C6_6h	10	LT934125.1	12005	12005	+	12005	54.540496	54.540496	12005	12005	1	1	6h	C6	6
C6_6h	11	LT934125.1	12077	12086	+	12077	109.080992	54.540496	12077	12086	10	10	6h	C6	6
C6_6h	18	LT934125.1	16217	16226	+	16224	36323.970548	28579.220071	16221	16224	4	10	6h	C6	6
C6_6h	19	LT934125.1	28629	28633	+	28632	981.728933	872.647941	28632	28632	1	5	6h	C6	6
C6_6h	20	LT934125.1	28877	28877	+	28877	54.540496	54.540496	28877	28877	1	1	6h	C6	6
C6_6h	24	LT934125.1	32409	32415	+	32415	51213.526044	46850.286338	32415	32415	1	7	6h	C6	6
C6_6h	28	LT934125.1	44777	44777	+	44777	54.540496	54.540496	44777	44777	1	1	6h	C6	6
C6_6h	31	LT934125.1	46021	46039	+	46038	14616.853014	11289.882738	46036	46038	3	19	6h	C6	6
C6_6h	33	LT934125.1	49642	49648	+	49647	48759.203708	38832.833379	49645	49647	3	7	6h	C6	6
C6_6h	37	LT934125.1	52422	52440	+	52437	11508.044721	7090.264521	52434	52439	6	19	6h	C6	6
C6_6h	39	LT934125.1	53590	53605	+	53594	13526.043089	3599.672757	53590	53604	15	16	6h	C6	6
C6_6h	42	LT934125.1	55151	55161	+	55161	18652.849741	12653.395146	55158	55161	4	11	6h	C6	6
C6_6h	43	LT934125.1	55263	55279	+	55276	927.188437	327.242978	55264	55279	16	17	6h	C6	6
C6_6h	45	LT934125.1	56189	56189	+	56189	109.080993	109.080993	56189	56189	1	1	6h	C6	6
C6_6h	47	LT934125.1	60242	60254	+	60251	18434.687755	15271.338969	60251	60251	1	13	6h	C6	6
C6_6h	50	LT934125.1	62328	62343	+	62340	7853.831468	4526.861194	62337	62340	4	16	6h	C6	6
C6_6h	52	LT934125.1	63420	63420	+	63420	109.080993	109.080993	63420	63420	1	1	6h	C6	6
C6_6h	57	LT934125.1	70512	70521	+	70521	5781.292609	4799.563676	70519	70521	3	10	6h	C6	6
C6_6h	58	LT934125.1	71529	71546	+	71544	21434.415053	9653.667848	71531	71544	14	18	6h	C6	6
C6_6h	59	LT934125.1	75649	75650	+	75650	163.621489	109.080993	75649	75650	2	2	6h	C6	6
C6_6h	60	LT934125.1	77133	77133	+	77133	54.540496	54.540496	77133	77133	1	1	6h	C6	6
C6_6h	61	LT934125.1	79987	79996	+	79996	50449.959094	37196.618489	79993	79996	4	10	6h	C6	6
C6_6h	62	LT934125.1	80858	80858	+	80858	54.540496	54.540496	80858	80858	1	1	6h	C6	6
C6_6h	64	LT934125.1	86161	86168	+	86167	3545.132261	2345.241342	86164	86167	4	8	6h	C6	6
C6_6h	65	LT934125.1	87215	87215	+	87215	54.540496	54.540496	87215	87215	1	1	6h	C6	6
C6_6h	66	LT934125.1	91559	91562	+	91559	218.161985	163.621489	91559	91562	4	4	6h	C6	6
C6_6h	67	LT934125.1	92048	92059	+	92059	7690.20998	6163.076084	92055	92059	5	12	6h	C6	6
C6_6h	75	LT934125.1	94428	94428	+	94428	54.540496	54.540496	94428	94428	1	1	6h	C6	6
C6_6h	79	LT934125.1	96906	96906	+	96906	54.540496	54.540496	96906	96906	1	1	6h	C6	6
C6_6h	81	LT934125.1	99515	99515	+	99515	54.540496	54.540496	99515	99515	1	1	6h	C6	6
C6_6h	83	LT934125.1	101312	101312	+	101312	54.540496	54.540496	101312	101312	1	1	6h	C6	6
C6_6h	84	LT934125.1	102393	102393	+	102393	54.540496	54.540496	102393	102393	1	1	6h	C6	6
C6_6h	86	LT934125.1	103071	103071	+	103071	54.540496	54.540496	103071	103071	1	1	6h	C6	6
C6_6h	87	LT934125.1	107969	107969	+	107969	54.540496	54.540496	107969	107969	1	1	6h	C6	6
C6_6h	90	LT934125.1	108206	108252	+	108206	109.080992	54.540496	108206	108252	47	47	6h	C6	6
C6_6h	93	LT934125.1	108818	108830	+	108829	5399.509134	4472.320698	108822	108829	8	13	6h	C6	6
C6_6h	95	LT934125.1	114067	114067	+	114067	54.540496	54.540496	114067	114067	1	1	6h	C6	6
C6_6h	96	LT934125.1	115113	115113	+	115113	54.540496	54.540496	115113	115113	1	1	6h	C6	6
C6_6h	97	LT934125.1	115193	115209	+	115193	163.621488	54.540496	115193	115209	17	17	6h	C6	6
C6_6h	99	LT934125.1	115366	115366	+	115366	54.540496	54.540496	115366	115366	1	1	6h	C6	6
C6_6h	101	LT934125.1	115495	115495	+	115495	54.540496	54.540496	115495	115495	1	1	6h	C6	6
C6_6h	105	LT934125.1	115710	115731	+	115710	272.70248	54.540496	115710	115731	22	22	6h	C6	6
C6_6h	106	LT934125.1	115775	115775	+	115775	54.540496	54.540496	115775	115775	1	1	6h	C6	6
C6_6h	107	LT934125.1	115875	115875	+	115875	54.540496	54.540496	115875	115875	1	1	6h	C6	6
C6_6h	108	LT934125.1	115924	115925	+	115924	109.080992	54.540496	115924	115925	2	2	6h	C6	6
C6_6h	109	LT934125.1	115968	116003	+	115968	218.161984	54.540496	115968	116003	36	36	6h	C6	6
C6_6h	110	LT934125.1	116075	116075	+	116075	54.540496	54.540496	116075	116075	1	1	6h	C6	6
C6_6h	112	LT934125.1	116189	116189	+	116189	54.540496	54.540496	116189	116189	1	1	6h	C6	6
C6_6h	113	LT934125.1	116257	116257	+	116257	54.540496	54.540496	116257	116257	1	1	6h	C6	6
C6_6h	114	LT934125.1	116393	116470	+	116449	654.485953	109.080993	116402	116462	61	78	6h	C6	6
C6_6h	117	LT934125.1	116615	116705	+	116633	7690.209977	872.647941	116628	116686	59	91	6h	C6	6
C6_6h	119	LT934125.1	116727	116750	+	116750	599.945458	272.702482	116728	116750	23	24	6h	C6	6
C6_6h	120	LT934125.1	116837	116837	+	116837	54.540496	54.540496	116837	116837	1	1	6h	C6	6
C6_6h	121	LT934125.1	116952	116962	+	116962	71175.347695	64412.326152	116962	116962	1	11	6h	C6	6
C6_6h	123	LT934125.1	119498	119498	+	119498	54.540496	54.540496	119498	119498	1	1	6h	C6	6
C6_6h	126	LT934125.1	120404	120404	+	120404	54.540496	54.540496	120404	120404	1	1	6h	C6	6
C6_6h	127	LT934125.1	120468	120477	+	120477	62067.08481	38723.752386	120473	120477	5	10	6h	C6	6
C6_6h	129	LT934125.1	122409	122409	+	122409	54.540496	54.540496	122409	122409	1	1	6h	C6	6
C6_6h	131	LT934125.1	122903	122916	+	122915	20889.010091	14998.636488	122912	122915	4	14	6h	C6	6
C6_6h	135	LT934125.1	125131	125131	+	125131	109.080993	109.080993	125131	125131	1	1	6h	C6	6
C6_6h	136	LT934125.1	125220	125242	+	125230	11944.368693	8944.641396	125227	125230	4	23	6h	C6	6
C6_6h	139	LT934125.1	126139	126151	+	126151	53722.388872	38014.725934	126148	126151	4	13	6h	C6	6
C6_6h	143	LT934125.1	127110	127116	+	127116	327.242978	272.702482	127110	127116	7	7	6h	C6	6
C6_6h	149	LT934125.1	127618	127618	+	127618	54.540496	54.540496	127618	127618	1	1	6h	C6	6
C6_6h	153	LT934125.1	128130	128130	+	128130	54.540496	54.540496	128130	128130	1	1	6h	C6	6
C6_6h	157	LT934125.1	133508	133508	+	133508	54.540496	54.540496	133508	133508	1	1	6h	C6	6
C6_6h	161	LT934125.1	136215	136215	+	136215	54.540496	54.540496	136215	136215	1	1	6h	C6	6
C6_6h	162	LT934125.1	136599	136599	+	136599	54.540496	54.540496	136599	136599	1	1	6h	C6	6
C6_6h	164	LT934125.1	137655	137655	+	137655	54.540496	54.540496	137655	137655	1	1	6h	C6	6
C6_6h	166	LT934125.1	141350	141360	+	141356	3763.294246	2672.48432	141353	141359	7	11	6h	C6	6
C6_6h	173	LT934125.1	2778	2786	-	2778	18598.309245	14453.231524	2778	2781	4	9	6h	C6	6
C6_6h	174	LT934125.1	5410	5410	-	5410	54.540496	54.540496	5410	5410	1	1	6h	C6	6
C6_6h	175	LT934125.1	8487	8494	-	8487	11617.125715	8835.560404	8487	8490	4	8	6h	C6	6
C6_6h	178	LT934125.1	12905	12905	-	12905	54.540496	54.540496	12905	12905	1	1	6h	C6	6
C6_6h	181	LT934125.1	16580	16592	-	16581	27706.572131	14671.39351	16581	16585	5	13	6h	C6	6
C6_6h	183	LT934125.1	18042	18044	-	18042	109.080992	54.540496	18042	18044	3	3	6h	C6	6
C6_6h	185	LT934125.1	21473	21481	-	21477	11126.261249	5890.373602	21475	21477	3	9	6h	C6	6
C6_6h	188	LT934125.1	26603	26603	-	26603	54.540496	54.540496	26603	26603	1	1	6h	C6	6
C6_6h	189	LT934125.1	28425	28445	-	28429	37960.185437	24488.682847	28427	28430	4	21	6h	C6	6
C6_6h	193	LT934125.1	32036	32036	-	32036	54.540496	54.540496	32036	32036	1	1	6h	C6	6
C6_6h	194	LT934125.1	32135	32135	-	32135	54.540496	54.540496	32135	32135	1	1	6h	C6	6
C6_6h	196	LT934125.1	32686	32692	-	32686	9435.505863	8890.1009	32686	32686	1	7	6h	C6	6
C6_6h	197	LT934125.1	35870	35870	-	35870	54.540496	54.540496	35870	35870	1	1	6h	C6	6
C6_6h	198	LT934125.1	42005	42012	-	42005	4908.644668	2563.403327	42005	42007	3	8	6h	C6	6
C6_6h	199	LT934125.1	50026	50030	-	50026	218.161985	109.080993	50026	50030	5	5	6h	C6	6
C6_6h	202	LT934125.1	52444	52444	-	52444	54.540496	54.540496	52444	52444	1	1	6h	C6	6
C6_6h	207	LT934125.1	53842	53842	-	53842	54.540496	54.540496	53842	53842	1	1	6h	C6	6
C6_6h	209	LT934125.1	54126	54126	-	54126	54.540496	54.540496	54126	54126	1	1	6h	C6	6
C6_6h	210	LT934125.1	54341	54341	-	54341	54.540496	54.540496	54341	54341	1	1	6h	C6	6
C6_6h	214	LT934125.1	55268	55283	-	55270	64139.623671	50613.580584	55270	55273	4	16	6h	C6	6
C6_6h	220	LT934125.1	56318	56318	-	56318	54.540496	54.540496	56318	56318	1	1	6h	C6	6
C6_6h	223	LT934125.1	59087	59087	-	59087	54.540496	54.540496	59087	59087	1	1	6h	C6	6
C6_6h	226	LT934125.1	62564	62564	-	62564	54.540496	54.540496	62564	62564	1	1	6h	C6	6
C6_6h	227	LT934125.1	63149	63181	-	63164	11398.96373	2836.105809	63158	63166	9	33	6h	C6	6
C6_6h	229	LT934125.1	64133	64146	-	64133	2945.186801	1799.836379	64133	64141	9	14	6h	C6	6
C6_6h	230	LT934125.1	67868	67868	-	67868	54.540496	54.540496	67868	67868	1	1	6h	C6	6
C6_6h	234	LT934125.1	71544	71554	-	71549	2563.403326	1854.376875	71546	71551	6	11	6h	C6	6
C6_6h	235	LT934125.1	71635	71635	-	71635	54.540496	54.540496	71635	71635	1	1	6h	C6	6
C6_6h	237	LT934125.1	75644	75652	-	75644	109.080992	54.540496	75644	75652	9	9	6h	C6	6
C6_6h	239	LT934125.1	80352	80365	-	80352	33760.56722	28851.922552	80352	80354	3	14	6h	C6	6
C6_6h	240	LT934125.1	86123	86138	-	86133	1363.512409	599.94546	86132	86138	7	16	6h	C6	6
C6_6h	242	LT934125.1	92064	92085	-	92069	26561.221706	15871.284429	92067	92072	6	22	6h	C6	6
C6_6h	243	LT934125.1	93211	93253	-	93211	109.080992	54.540496	93211	93253	43	43	6h	C6	6
C6_6h	245	LT934125.1	95882	95898	-	95889	22579.765476	12489.773657	95889	95892	4	17	6h	C6	6
C6_6h	249	LT934125.1	102356	102367	-	102361	3817.834742	2672.48432	102358	102364	7	12	6h	C6	6
C6_6h	251	LT934125.1	106062	106062	-	106062	54.540496	54.540496	106062	106062	1	1	6h	C6	6
C6_6h	253	LT934125.1	107118	107118	-	107118	54.540496	54.540496	107118	107118	1	1	6h	C6	6
C6_6h	254	LT934125.1	107502	107502	-	107502	54.540496	54.540496	107502	107502	1	1	6h	C6	6
C6_6h	258	LT934125.1	110209	110209	-	110209	54.540496	54.540496	110209	110209	1	1	6h	C6	6
C6_6h	262	LT934125.1	115587	115587	-	115587	54.540496	54.540496	115587	115587	1	1	6h	C6	6
C6_6h	266	LT934125.1	116099	116099	-	116099	54.540496	54.540496	116099	116099	1	1	6h	C6	6
C6_6h	272	LT934125.1	116601	116607	-	116601	327.242978	272.702482	116601	116607	7	7	6h	C6	6
C6_6h	275	LT934125.1	116952	116952	-	116952	54.540496	54.540496	116952	116952	1	1	6h	C6	6
C6_6h	278	LT934125.1	117248	117258	-	117253	763.566949	436.323971	117250	117258	9	11	6h	C6	6
C6_6h	280	LT934125.1	119561	119561	-	119561	54.540496	54.540496	119561	119561	1	1	6h	C6	6
C6_6h	283	LT934125.1	122913	122913	-	122913	163.621489	163.621489	122913	122913	1	1	6h	C6	6
C6_6h	288	LT934125.1	124757	124757	-	124757	109.080993	109.080993	124757	124757	1	1	6h	C6	6
C6_6h	289	LT934125.1	124979	124979	-	124979	54.540496	54.540496	124979	124979	1	1	6h	C6	6
C6_6h	290	LT934125.1	125141	125141	-	125141	54.540496	54.540496	125141	125141	1	1	6h	C6	6
C6_6h	296	LT934125.1	126753	126763	-	126753	71175.347695	64412.326152	126753	126753	1	11	6h	C6	6
C6_6h	297	LT934125.1	126879	126879	-	126879	54.540496	54.540496	126879	126879	1	1	6h	C6	6
C6_6h	298	LT934125.1	126967	126990	-	126967	599.945458	272.702482	126967	126989	23	24	6h	C6	6
C6_6h	299	LT934125.1	127012	127102	-	127084	7690.209977	872.647941	127031	127089	59	91	6h	C6	6
C6_6h	301	LT934125.1	127217	127217	-	127217	54.540496	54.540496	127217	127217	1	1	6h	C6	6
C6_6h	302	LT934125.1	127247	127270	-	127268	381.783473	109.080993	127247	127270	24	24	6h	C6	6
C6_6h	304	LT934125.1	127460	127460	-	127460	54.540496	54.540496	127460	127460	1	1	6h	C6	6
C6_6h	305	LT934125.1	127528	127528	-	127528	54.540496	54.540496	127528	127528	1	1	6h	C6	6
C6_6h	307	LT934125.1	127642	127642	-	127642	54.540496	54.540496	127642	127642	1	1	6h	C6	6
C6_6h	308	LT934125.1	127714	127749	-	127714	218.161984	54.540496	127714	127749	36	36	6h	C6	6
C6_6h	309	LT934125.1	127792	127793	-	127792	109.080992	54.540496	127792	127793	2	2	6h	C6	6
C6_6h	310	LT934125.1	127842	127842	-	127842	54.540496	54.540496	127842	127842	1	1	6h	C6	6
C6_6h	311	LT934125.1	127942	128007	-	127942	327.242976	54.540496	127942	128007	66	66	6h	C6	6
C6_6h	316	LT934125.1	128222	128222	-	128222	54.540496	54.540496	128222	128222	1	1	6h	C6	6
C6_6h	317	LT934125.1	128319	128319	-	128319	54.540496	54.540496	128319	128319	1	1	6h	C6	6
C6_6h	319	LT934125.1	128479	128487	-	128479	218.161984	54.540496	128479	128487	9	9	6h	C6	6
C6_6h	320	LT934125.1	128604	128604	-	128604	54.540496	54.540496	128604	128604	1	1	6h	C6	6
C6_6h	321	LT934125.1	129650	129650	-	129650	54.540496	54.540496	129650	129650	1	1	6h	C6	6
C6_6h	324	LT934125.1	134887	134899	-	134888	5344.968638	4417.780202	134888	134895	8	13	6h	C6	6
C6_6h	327	LT934125.1	135465	135511	-	135465	109.080992	54.540496	135465	135511	47	47	6h	C6	6
C6_6h	330	LT934125.1	135748	135748	-	135748	54.540496	54.540496	135748	135748	1	1	6h	C6	6
C6_6h	331	LT934125.1	140646	140646	-	140646	54.540496	54.540496	140646	140646	1	1	6h	C6	6
C6_6h	333	LT934125.1	141324	141324	-	141324	54.540496	54.540496	141324	141324	1	1	6h	C6	6
C6_6h	334	LT934125.1	142405	142405	-	142405	54.540496	54.540496	142405	142405	1	1	6h	C6	6
C6_8h	2	LT934125.1	2266	2275	+	2273	17130.934513	11689.056456	2271	2275	5	10	8h	C6	8
C6_8h	4	LT934125.1	8518	8526	+	8523	3489.634808	2135.266054	8519	8526	8	9	8h	C6	8
C6_8h	5	LT934125.1	9272	9272	+	9272	24.403041	24.403041	9272	9272	1	1	8h	C6	8
C6_8h	9	LT934125.1	10417	10431	+	10426	35713.849945	26257.671706	10425	10430	6	15	8h	C6	8
C6_8h	12	LT934125.1	12168	12171	+	12171	61.007602	36.604561	12168	12171	4	4	8h	C6	8
C6_8h	18	LT934125.1	16212	16226	+	16224	40887.294558	32248.618178	16221	16224	4	15	8h	C6	8
C6_8h	19	LT934125.1	28630	28632	+	28632	854.106422	829.703381	28632	28632	1	3	8h	C6	8
C6_8h	24	LT934125.1	32409	32415	+	32415	60763.571142	55699.940213	32415	32415	1	7	8h	C6	8
C6_8h	26	LT934125.1	32704	32704	+	32704	24.403041	24.403041	32704	32704	1	1	8h	C6	8
C6_8h	31	LT934125.1	46035	46039	+	46038	11335.212368	8943.714387	46036	46038	3	5	8h	C6	8
C6_8h	33	LT934125.1	49638	49648	+	49647	59860.658639	48171.602182	49645	49647	3	11	8h	C6	8
C6_8h	37	LT934125.1	52425	52440	+	52437	9407.372161	5698.109985	52434	52439	6	16	8h	C6	8
C6_8h	39	LT934125.1	53590	53604	+	53594	10090.657297	2598.923826	53591	53604	14	15	8h	C6	8
C6_8h	42	LT934125.1	55153	55161	+	55161	13860.927073	9944.239052	55158	55161	4	9	8h	C6	8
C6_8h	43	LT934125.1	55264	55279	+	55271	390.448651	183.022805	55268	55276	9	16	8h	C6	8
C6_8h	47	LT934125.1	60244	60254	+	60251	11445.026051	9565.991923	60251	60251	1	11	8h	C6	8
C6_8h	50	LT934125.1	62332	62341	+	62340	8321.436851	5344.265896	62338	62340	3	10	8h	C6	8
C6_8h	52	LT934125.1	63420	63420	+	63420	73.209122	73.209122	63420	63420	1	1	8h	C6	8
C6_8h	57	LT934125.1	70514	70521	+	70521	6759.642252	5685.908464	70519	70521	3	8	8h	C6	8
C6_8h	58	LT934125.1	71528	71545	+	71544	18680.527594	8138.414046	71531	71544	14	18	8h	C6	8
C6_8h	59	LT934125.1	75648	75651	+	75648	256.231926	97.612162	75648	75651	4	4	8h	C6	8
C6_8h	61	LT934125.1	79988	79996	+	79996	51551.423308	39691.545567	79993	79996	4	9	8h	C6	8
C6_8h	63	LT934125.1	81799	81801	+	81801	61.007602	36.604561	81799	81801	3	3	8h	C6	8
C6_8h	64	LT934125.1	86160	86168	+	86167	6320.387521	4526.764035	86164	86167	4	9	8h	C6	8
C6_8h	66	LT934125.1	91544	91559	+	91544	146.418244	48.806081	91544	91559	16	16	8h	C6	8
C6_8h	67	LT934125.1	92050	92059	+	92059	6369.1936	5027.026367	92056	92059	4	10	8h	C6	8
C6_8h	78	LT934125.1	96005	96005	+	96005	24.403041	24.403041	96005	96005	1	1	8h	C6	8
C6_8h	79	LT934125.1	96906	96906	+	96906	61.007602	61.007602	96906	96906	1	1	8h	C6	8
C6_8h	82	LT934125.1	99869	99869	+	99869	24.403041	24.403041	99869	99869	1	1	8h	C6	8
C6_8h	85	LT934125.1	102420	102422	+	102422	97.612163	73.209122	102420	102422	3	3	8h	C6	8
C6_8h	88	LT934125.1	108071	108071	+	108071	36.604561	36.604561	108071	108071	1	1	8h	C6	8
C6_8h	89	LT934125.1	108120	108120	+	108120	24.403041	24.403041	108120	108120	1	1	8h	C6	8
C6_8h	90	LT934125.1	108233	108233	+	108233	24.403041	24.403041	108233	108233	1	1	8h	C6	8
C6_8h	93	LT934125.1	108820	108830	+	108829	6405.798163	5393.071977	108827	108829	3	11	8h	C6	8
C6_8h	96	LT934125.1	115091	115092	+	115091	48.806082	24.403041	115091	115092	2	2	8h	C6	8
C6_8h	97	LT934125.1	115216	115216	+	115216	24.403041	24.403041	115216	115216	1	1	8h	C6	8
C6_8h	104	LT934125.1	115663	115663	+	115663	24.403041	24.403041	115663	115663	1	1	8h	C6	8
C6_8h	114	LT934125.1	116419	116449	+	116441	1061.532268	341.642569	116430	116449	20	31	8h	C6	8
C6_8h	116	LT934125.1	116563	116572	+	116565	97.612163	48.806081	116563	116572	10	10	8h	C6	8
C6_8h	118	LT934125.1	116621	116705	+	116669	6015.349521	658.882097	116629	116692	64	85	8h	C6	8
C6_8h	119	LT934125.1	116720	116750	+	116732	2135.266056	683.285137	116728	116750	23	31	8h	C6	8
C6_8h	121	LT934125.1	116937	116962	+	116962	65448.954941	58408.677721	116961	116962	2	26	8h	C6	8
C6_8h	127	LT934125.1	120464	120477	+	120477	68682.357822	43998.682236	120473	120477	5	14	8h	C6	8
C6_8h	131	LT934125.1	122902	122915	+	122915	16606.269141	11164.391083	122912	122915	4	14	8h	C6	8
C6_8h	136	LT934125.1	125225	125232	+	125230	11652.451896	9090.132631	125228	125230	3	8	8h	C6	8
C6_8h	139	LT934125.1	126139	126152	+	126151	53955.12281	38495.796576	126148	126151	4	14	8h	C6	8
C6_8h	140	LT934125.1	126459	126467	+	126462	195.224325	97.612162	126459	126467	9	9	8h	C6	8
C6_8h	143	LT934125.1	127110	127116	+	127116	707.688178	610.076015	127114	127116	3	7	8h	C6	8
C6_8h	157	LT934125.1	133509	133509	+	133509	36.604561	36.604561	133509	133509	1	1	8h	C6	8
C6_8h	166	LT934125.1	141349	141359	+	141356	7967.592762	5527.2887	141353	141359	7	11	8h	C6	8
C6_8h	169	LT934125.1	990	990	-	990	36.604561	36.604561	990	990	1	1	8h	C6	8
C6_8h	173	LT934125.1	2778	2785	-	2778	16716.082823	13543.687543	2778	2780	3	8	8h	C6	8
C6_8h	175	LT934125.1	8487	8499	-	8487	9077.931113	7003.672658	8487	8490	4	13	8h	C6	8
C6_8h	176	LT934125.1	9270	9270	-	9270	36.604561	36.604561	9270	9270	1	1	8h	C6	8
C6_8h	181	LT934125.1	16580	16591	-	16581	23634.344838	13263.052576	16581	16584	4	12	8h	C6	8
C6_8h	183	LT934125.1	18040	18040	-	18040	36.604561	36.604561	18040	18040	1	1	8h	C6	8
C6_8h	185	LT934125.1	21473	21483	-	21477	15788.76728	8126.212526	21475	21478	4	11	8h	C6	8
C6_8h	189	LT934125.1	28425	28435	-	28429	31516.526958	20400.941957	28427	28430	4	11	8h	C6	8
C6_8h	193	LT934125.1	32036	32039	-	32036	97.612163	36.604561	32036	32039	4	4	8h	C6	8
C6_8h	196	LT934125.1	32686	32694	-	32686	11139.988042	10054.052735	32686	32686	1	9	8h	C6	8
