chr	pos	strand	C6_12h	C6_4h	PC_12_12h	PC_12_4h	PK_15_12h	PK_15_4h
LT934125.1	56632	+	27.285874	0	0	0	0	0
LT934125.1	56681	+	27.285874	0	0	0	0	0
LT934125.1	56729	+	0	567.859171	0	0	0	0
LT934125.1	56763	+	27.285874	0	0	0	0	0
LT934125.1	56903	+	0	0	0	241.779497	0	0
LT934125.1	57001	+	0	0	36.451562	0	0	0
LT934125.1	57023	+	27.285874	0	0	0	0	0
LT934125.1	57331	+	0	0	0	0	0	62.932662
LT934125.1	57761	+	0	0	24.301041	0	0	62.932662
LT934125.1	58135	+	27.285874	0	0	0	0	0
LT934125.1	58463	+	0	0	0	241.779497	0	0
LT934125.1	58468	+	0	0	0	241.779497	0	0
LT934125.1	58498	+	0	0	0	0	0	62.932662
LT934125.1	58622	+	0	0	0	0	43.217235	0
LT934125.1	58625	+	27.285874	0	36.451562	0	0	62.932662
LT934125.1	58807	+	27.285874	0	0	0	0	0
LT934125.1	58831	+	0	0	0	0	0	62.932662
LT934125.1	58863	+	27.285874	0	0	0	0	0
LT934125.1	58955	+	27.285874	0	0	0	0	0
LT934125.1	59007	+	0	0	0	0	0	62.932662
LT934125.1	59038	+	163.715245	0	48.602083	0	0	0
LT934125.1	59039	+	54.571748	0	97.204165	0	21.608618	125.865324
LT934125.1	59040	+	27.285874	0	0	0	0	0
LT934125.1	59041	+	1719.010068	0	0	241.779497	28.81149	314.66331
LT934125.1	59042	+	0	0	36.451562	241.779497	0	62.932662
LT934125.1	59043	+	0	0	0	241.779497	0	0
LT934125.1	59044	+	27.285874	567.859171	1251.503627	3384.912959	486.193894	6293.266205
LT934125.1	59045	+	136.429371	0	36.451562	241.779497	21.608618	125.865324
LT934125.1	59046	+	27.285874	0	0	0	0	0
LT934125.1	59057	+	0	0	0	0	0	125.865324
LT934125.1	59059	+	0	0	0	0	0	62.932662
LT934125.1	59065	+	27.285874	0	0	0	0	62.932662
LT934125.1	59067	+	0	567.859171	72.903124	0	0	818.124607
LT934125.1	59068	+	3519.877759	2839.295855	1846.879139	6286.266925	1130.850983	11013.215859
LT934125.1	59070	+	654.860978	0	170.107289	1692.45648	187.274685	1006.922593
LT934125.1	59073	+	0	0	24.301041	0	0	0
LT934125.1	59090	+	0	0	0	0	0	62.932662
LT934125.1	59115	+	0	0	0	0	0	62.932662
LT934125.1	59153	+	0	0	0	0	0	125.865324
LT934125.1	59170	+	0	0	0	0	0	62.932662
LT934125.1	59183	+	0	0	0	0	0	62.932662
LT934125.1	59186	+	0	0	0	241.779497	0	0
LT934125.1	59197	+	0	0	0	241.779497	0	0
LT934125.1	59198	+	0	0	0	0	0	62.932662
LT934125.1	59203	+	0	0	0	0	0	62.932662
LT934125.1	59217	+	0	0	0	0	0	62.932662
LT934125.1	59219	+	27.285874	0	0	0	0	62.932662
LT934125.1	59234	+	0	0	0	0	0	62.932662
LT934125.1	59237	+	0	0	0	0	0	62.932662
LT934125.1	59258	+	0	0	24.301041	0	0	0
LT934125.1	59261	+	27.285874	0	0	0	0	0
LT934125.1	59269	+	27.285874	0	0	0	0	0
LT934125.1	59271	+	0	0	0	241.779497	0	0
LT934125.1	59273	+	27.285874	0	0	0	0	0
LT934125.1	59322	+	0	0	0	0	0	62.932662
LT934125.1	59329	+	0	0	0	241.779497	0	0
LT934125.1	59333	+	0	0	0	0	18.007181	0
LT934125.1	59348	+	0	0	0	0	0	62.932662
LT934125.1	59351	+	27.285874	0	0	0	0	0
LT934125.1	59398	+	27.285874	0	0	0	0	0
LT934125.1	59421	+	0	0	0	0	0	62.932662
LT934125.1	59449	+	0	0	0	0	0	62.932662
LT934125.1	59471	+	27.285874	0	0	0	0	0
LT934125.1	59474	+	0	0	0	0	0	62.932662
LT934125.1	59495	+	27.285874	0	0	0	0	0
LT934125.1	59497	+	0	0	0	0	0	62.932662
LT934125.1	59533	+	27.285874	0	0	0	0	0
LT934125.1	59534	+	0	0	0	0	0	62.932662
LT934125.1	59540	+	0	0	0	0	0	62.932662
LT934125.1	59545	+	0	0	0	0	0	62.932662
LT934125.1	59546	+	0	0	0	241.779497	0	0
LT934125.1	59548	+	27.285874	0	0	0	0	0
LT934125.1	59549	+	0	0	0	0	0	62.932662
LT934125.1	59581	+	0	0	0	0	0	62.932662
LT934125.1	59594	+	54.571748	0	0	0	0	62.932662
LT934125.1	59639	+	0	567.859171	0	0	0	0
LT934125.1	59640	+	0	0	0	0	0	62.932662
LT934125.1	59644	+	27.285874	0	0	0	0	0
LT934125.1	59665	+	0	0	0	0	0	62.932662
LT934125.1	59666	+	54.571748	0	0	0	0	62.932662
LT934125.1	59672	+	0	0	0	0	0	62.932662
LT934125.1	59678	+	27.285874	0	0	0	0	62.932662
LT934125.1	59700	+	27.285874	0	0	0	0	0
LT934125.1	59731	+	27.285874	0	60.752603	0	0	0
LT934125.1	59736	+	27.285874	0	0	0	0	0
LT934125.1	59738	+	27.285874	0	0	0	0	0
LT934125.1	59748	+	54.571748	0	0	0	0	0
LT934125.1	59749	+	27.285874	0	0	0	0	0
LT934125.1	59760	+	54.571748	0	0	0	0	0
LT934125.1	59772	+	27.285874	0	0	0	0	62.932662
LT934125.1	59792	+	0	567.859171	0	241.779497	0	0
LT934125.1	59793	+	81.857622	0	60.752603	483.558994	25.210054	0
LT934125.1	59901	+	0	0	0	0	0	62.932662
LT934125.1	59933	+	0	0	0	0	0	62.932662
LT934125.1	60086	+	0	0	0	0	0	62.932662
LT934125.1	60110	+	0	0	24.301041	0	0	0
LT934125.1	60112	+	0	0	0	0	0	62.932662
LT934125.1	60113	+	54.571748	0	0	0	0	0
LT934125.1	60139	+	27.285874	0	0	0	0	0
LT934125.1	60232	+	518.431608	0	449.569264	725.338491	522.208257	440.528634
LT934125.1	60233	+	54.571748	0	24.301041	0	0	62.932662
LT934125.1	60234	+	463.85986	0	473.870305	967.117988	226.890484	125.865324
LT934125.1	60235	+	191.001119	0	571.074471	483.558994	500.599639	314.66331
LT934125.1	60236	+	27.285874	0	218.709372	0	154.861759	188.797986
LT934125.1	60239	+	109.143496	0	24.301041	0	46.818671	62.932662
LT934125.1	60254	+	0	0	24.301041	0	0	0
LT934125.1	60259	+	27.285874	0	0	0	0	0
LT934125.1	60285	+	0	0	0	241.779497	0	0
LT934125.1	60355	+	27.285874	0	0	0	0	0
LT934125.1	60375	+	0	0	48.602083	0	0	0
LT934125.1	60376	+	136.429371	0	0	0	0	62.932662
LT934125.1	60377	+	27.285874	0	0	0	0	0
LT934125.1	60405	+	27.285874	0	0	0	0	0
LT934125.1	60452	+	27.285874	0	0	0	0	0
LT934125.1	60478	+	0	0	0	0	0	62.932662
LT934125.1	60559	+	0	0	24.301041	0	0	0
LT934125.1	60594	+	0	0	24.301041	0	0	0
LT934125.1	60656	+	27.285874	0	0	0	0	0
LT934125.1	60673	+	0	0	0	0	0	62.932662
LT934125.1	60688	+	27.285874	0	0	0	0	0
LT934125.1	60750	+	0	0	0	0	0	188.797986
LT934125.1	60754	+	0	0	24.301041	0	0	0
LT934125.1	60778	+	27.285874	0	0	0	0	0
LT934125.1	60819	+	0	0	0	0	0	62.932662
LT934125.1	60868	+	27.285874	0	0	0	0	0
LT934125.1	60885	+	27.285874	0	0	0	0	0
LT934125.1	60908	+	27.285874	0	0	0	0	0
LT934125.1	60926	+	0	0	0	0	0	62.932662
LT934125.1	60953	+	27.285874	0	0	0	0	0
LT934125.1	61002	+	0	0	0	0	0	62.932662
LT934125.1	61003	+	0	0	0	0	0	62.932662
LT934125.1	61039	+	27.285874	0	0	0	0	0
LT934125.1	61076	+	0	0	24.301041	0	72.028725	0
LT934125.1	61078	+	0	0	0	0	0	62.932662
LT934125.1	61165	+	27.285874	0	0	0	0	0
LT934125.1	61336	+	27.285874	0	0	0	0	0
LT934125.1	61358	+	54.571748	0	0	0	0	0
LT934125.1	61370	+	27.285874	0	0	0	0	0
LT934125.1	61436	+	27.285874	0	0	0	0	0
LT934125.1	61503	+	0	0	0	0	0	62.932662
LT934125.1	61516	+	27.285874	0	0	0	0	0
LT934125.1	61530	+	0	0	24.301041	0	0	0
LT934125.1	61531	+	27.285874	0	0	0	0	0
LT934125.1	61625	+	27.285874	0	0	0	0	0
LT934125.1	61628	+	0	0	0	0	0	62.932662
LT934125.1	61700	+	0	0	0	0	0	62.932662
LT934125.1	61705	+	27.285874	0	0	0	0	0
LT934125.1	61724	+	27.285874	0	0	0	0	0
LT934125.1	61733	+	27.285874	0	0	0	0	0
LT934125.1	61750	+	54.571748	0	0	0	0	0
LT934125.1	61797	+	0	0	0	0	0	125.865324
LT934125.1	61800	+	0	0	24.301041	0	0	0
LT934125.1	61808	+	0	0	0	0	0	62.932662
LT934125.1	61812	+	27.285874	0	0	0	0	0
LT934125.1	61814	+	27.285874	0	0	0	0	0
LT934125.1	61819	+	0	0	0	0	0	62.932662
LT934125.1	61835	+	54.571748	0	24.301041	0	0	0
LT934125.1	61850	+	54.571748	0	0	0	0	0
LT934125.1	61855	+	27.285874	0	0	0	0	62.932662
LT934125.1	61889	+	0	0	24.301041	0	0	0
LT934125.1	61926	+	0	0	0	241.779497	0	0
LT934125.1	61930	+	81.857622	567.859171	0	0	0	0
LT934125.1	61933	+	0	0	24.301041	0	0	0
LT934125.1	61934	+	27.285874	0	0	0	0	0
LT934125.1	61939	+	27.285874	0	0	0	0	0
LT934125.1	61973	+	27.285874	0	0	0	0	0
LT934125.1	61975	+	27.285874	0	0	0	0	0
LT934125.1	61994	+	54.571748	0	0	0	0	0
LT934125.1	62265	+	27.285874	0	0	0	0	0
LT934125.1	62281	+	0	0	0	0	14.405745	0
LT934125.1	62325	+	0	0	0	0	21.608618	0
LT934125.1	62354	+	0	567.859171	0	0	0	0
LT934125.1	62653	+	27.285874	0	0	0	0	0
LT934125.1	62710	+	27.285874	0	0	0	0	0
LT934125.1	62721	+	0	0	24.301041	0	0	0
LT934125.1	62793	+	0	0	0	483.558994	0	0
LT934125.1	62797	+	27.285874	0	0	0	0	0
LT934125.1	62814	+	27.285874	0	0	0	0	0
LT934125.1	62952	+	27.285874	0	0	0	0	0
LT934125.1	62977	+	0	0	0	0	14.405745	0
LT934125.1	63061	+	0	0	0	0	14.405745	0
LT934125.1	63174	+	27.285874	0	0	0	0	0
LT934125.1	63303	+	27.285874	0	0	0	0	0
LT934125.1	63431	+	0	0	0	241.779497	0	0
LT934125.1	63731	+	0	0	0	0	0	62.932662
LT934125.1	63940	+	27.285874	0	0	0	0	0
LT934125.1	64053	+	27.285874	0	0	0	0	0
LT934125.1	64240	+	0	0	0	0	0	62.932662
LT934125.1	64275	+	0	0	0	0	0	62.932662
LT934125.1	64723	+	0	0	0	0	0	62.932662
LT934125.1	64786	+	0	0	0	241.779497	0	0
LT934125.1	64909	+	0	0	24.301041	0	0	0
LT934125.1	64943	+	0	0	24.301041	0	0	0
LT934125.1	64979	+	27.285874	0	36.451562	0	0	0
LT934125.1	64988	+	0	0	24.301041	0	0	0
LT934125.1	65042	+	0	0	0	0	0	62.932662
LT934125.1	65241	+	27.285874	0	0	0	0	0
LT934125.1	65491	+	27.285874	0	0	0	0	0
LT934125.1	65649	+	0	0	24.301041	0	0	0
LT934125.1	65737	+	27.285874	0	0	0	0	0
LT934125.1	65802	+	0	0	0	241.779497	0	0
LT934125.1	65804	+	0	0	0	483.558994	0	0
LT934125.1	65805	+	54.571748	0	607.526032	967.117988	374.54937	1132.787917
LT934125.1	65806	+	0	0	48.602083	0	28.81149	62.932662
LT934125.1	65807	+	81.857622	567.859171	352.365099	0	543.816874	1510.383889
LT934125.1	65809	+	27.285874	0	36.451562	0	14.405745	62.932662
LT934125.1	66098	+	27.285874	0	0	0	0	0
LT934125.1	66209	+	0	0	97.204165	0	0	0
LT934125.1	66237	+	0	0	0	0	0	62.932662
LT934125.1	66268	+	27.285874	0	0	0	0	0
LT934125.1	66285	+	0	567.859171	0	0	0	0
LT934125.1	66311	+	27.285874	0	0	0	0	0
LT934125.1	66330	+	0	0	0	0	14.405745	0
LT934125.1	66333	+	0	0	0	725.338491	0	0
LT934125.1	66334	+	0	567.859171	0	0	388.955115	0
LT934125.1	66335	+	54.571748	0	97.204165	0	50.420108	0
LT934125.1	66336	+	0	0	0	0	39.615799	0
LT934125.1	66337	+	81.857622	0	279.461975	0	435.773787	125.865324
LT934125.1	66338	+	32879.478294	10221.465077	26512.436058	23210.831721	28285.680329	12460.667086
LT934125.1	66339	+	491.145734	0	388.816661	0	79.231598	440.528634
LT934125.1	66340	+	27.285874	0	133.655727	241.779497	118.847396	0
LT934125.1	66341	+	54.571748	0	36.451562	0	54.021544	62.932662
LT934125.1	66342	+	0	0	24.301041	0	0	0
LT934125.1	66344	+	163.715245	0	36.451562	241.779497	43.217235	0
LT934125.1	66350	+	27.285874	0	0	241.779497	0	0
LT934125.1	66411	+	27.285874	0	0	0	0	0
LT934125.1	66426	+	0	0	0	241.779497	0	0
LT934125.1	66427	+	54.571748	0	24.301041	0	14.405745	0
LT934125.1	66428	+	0	0	0	0	0	62.932662
LT934125.1	66430	+	27.285874	0	0	0	0	0
LT934125.1	66477	+	27.285874	0	0	0	0	62.932662
LT934125.1	66524	+	27.285874	0	0	0	0	0
LT934125.1	66531	+	27.285874	0	0	0	0	0
LT934125.1	66571	+	54.571748	0	0	0	0	0
LT934125.1	66581	+	27.285874	0	0	0	0	0
LT934125.1	66634	+	27.285874	0	0	0	0	0
LT934125.1	66639	+	27.285874	0	0	0	0	0
LT934125.1	66642	+	54.571748	0	0	0	0	0
LT934125.1	66682	+	0	0	48.602083	0	0	62.932662
LT934125.1	66733	+	0	0	24.301041	0	0	0
LT934125.1	66798	+	27.285874	0	0	0	0	0
LT934125.1	66800	+	0	0	0	0	18.007181	0
LT934125.1	66801	+	27.285874	0	0	0	0	125.865324
LT934125.1	66813	+	27.285874	0	0	0	0	0
LT934125.1	66818	+	27.285874	0	0	0	14.405745	0
LT934125.1	66922	+	0	0	0	0	0	62.932662
LT934125.1	66941	+	27.285874	0	0	0	0	0
LT934125.1	66982	+	27.285874	0	0	0	0	0
LT934125.1	67017	+	0	0	0	0	0	62.932662
LT934125.1	67042	+	0	0	24.301041	0	0	0
LT934125.1	67047	+	0	0	0	241.779497	0	0
LT934125.1	67055	+	0	0	0	0	0	62.932662
LT934125.1	67100	+	27.285874	0	0	0	0	0
LT934125.1	67168	+	0	0	0	0	0	62.932662
LT934125.1	67170	+	0	0	0	0	0	62.932662
LT934125.1	67171	+	27.285874	0	0	0	0	0
LT934125.1	67187	+	0	567.859171	0	0	0	0
LT934125.1	67195	+	27.285874	0	0	0	0	0
LT934125.1	67203	+	27.285874	0	0	0	0	0
LT934125.1	67219	+	27.285874	0	0	241.779497	0	0
LT934125.1	67226	+	0	0	0	0	0	62.932662
LT934125.1	67281	+	27.285874	0	0	0	0	0
LT934125.1	67326	+	27.285874	0	0	0	0	0
LT934125.1	67358	+	0	0	0	0	0	62.932662
LT934125.1	67372	+	27.285874	0	0	0	0	0
LT934125.1	67373	+	0	0	0	0	14.405745	0
LT934125.1	67374	+	27.285874	0	0	0	0	0
LT934125.1	67444	+	27.285874	0	0	0	0	0
LT934125.1	67511	+	54.571748	0	0	0	0	0
LT934125.1	67530	+	54.571748	0	24.301041	0	0	0
LT934125.1	67552	+	27.285874	0	0	0	0	0
LT934125.1	67576	+	27.285874	0	0	0	0	0
LT934125.1	67593	+	0	0	24.301041	0	0	0
LT934125.1	67613	+	0	567.859171	24.301041	0	0	0
LT934125.1	67739	+	0	0	0	0	0	125.865324
LT934125.1	67754	+	0	0	0	0	0	62.932662
LT934125.1	67781	+	0	0	0	241.779497	0	0
LT934125.1	67797	+	27.285874	0	0	0	0	0
LT934125.1	67857	+	27.285874	0	0	0	0	0
LT934125.1	67860	+	27.285874	0	0	0	0	0
LT934125.1	67866	+	0	0	24.301041	0	0	0
LT934125.1	67893	+	0	0	0	0	0	62.932662
LT934125.1	67905	+	0	0	0	241.779497	0	0
LT934125.1	67929	+	27.285874	0	24.301041	0	0	0
LT934125.1	67952	+	27.285874	0	0	0	0	0
LT934125.1	67955	+	27.285874	0	0	0	0	0
LT934125.1	67960	+	0	0	0	241.779497	0	0
LT934125.1	67962	+	54.571748	0	0	0	14.405745	62.932662
LT934125.1	67964	+	81.857622	0	36.451562	0	14.405745	0
LT934125.1	67965	+	0	0	36.451562	0	0	0
LT934125.1	67968	+	109.143496	0	0	0	0	0
LT934125.1	67975	+	27.285874	0	0	0	0	0
LT934125.1	68024	+	27.285874	0	0	0	0	0
LT934125.1	68028	+	0	0	48.602083	0	0	0
LT934125.1	68029	+	27.285874	0	0	0	0	0
LT934125.1	68062	+	54.571748	0	0	0	0	0
LT934125.1	68072	+	27.285874	0	0	0	0	0
LT934125.1	68109	+	27.285874	0	0	0	0	0
LT934125.1	68124	+	27.285874	0	0	0	0	0
LT934125.1	68131	+	27.285874	0	0	0	0	0
LT934125.1	68157	+	0	0	0	0	0	62.932662
LT934125.1	68162	+	109.143496	0	0	0	0	0
LT934125.1	68169	+	27.285874	0	0	0	0	0
LT934125.1	68235	+	27.285874	0	0	0	0	0
LT934125.1	68267	+	0	0	24.301041	241.779497	0	0
LT934125.1	68268	+	27.285874	0	0	0	0	0
LT934125.1	68270	+	0	567.859171	0	0	0	0
LT934125.1	68284	+	0	0	0	241.779497	0	0
LT934125.1	68292	+	0	0	0	0	21.608618	0
LT934125.1	68293	+	54.571748	0	0	0	0	125.865324
LT934125.1	68307	+	0	0	0	241.779497	0	0
LT934125.1	68322	+	0	0	0	241.779497	0	0
LT934125.1	68357	+	0	0	0	241.779497	0	0
LT934125.1	68358	+	0	0	0	241.779497	0	0
LT934125.1	68367	+	27.285874	0	0	0	0	0
LT934125.1	68369	+	27.285874	0	0	0	0	0
LT934125.1	68372	+	27.285874	0	0	0	0	0
LT934125.1	68376	+	27.285874	0	0	0	0	62.932662
LT934125.1	68378	+	0	0	24.301041	0	0	0
LT934125.1	68388	+	27.285874	0	0	0	0	0
LT934125.1	68405	+	27.285874	0	0	0	0	0
LT934125.1	68460	+	54.571748	0	0	0	14.405745	0
LT934125.1	68482	+	27.285874	0	0	0	0	0
LT934125.1	68486	+	54.571748	0	0	0	0	62.932662
LT934125.1	68499	+	27.285874	0	0	0	0	0
LT934125.1	68501	+	27.285874	0	0	0	0	0
LT934125.1	68504	+	27.285874	0	0	0	0	0
LT934125.1	68510	+	0	0	0	0	18.007181	0
LT934125.1	68511	+	27.285874	0	36.451562	0	0	0
LT934125.1	68536	+	0	0	24.301041	0	0	0
LT934125.1	68557	+	0	0	0	0	28.81149	0
LT934125.1	68560	+	27.285874	0	60.752603	241.779497	0	0
LT934125.1	68563	+	0	0	0	0	18.007181	0
LT934125.1	68588	+	0	0	0	0	0	62.932662
LT934125.1	68606	+	27.285874	0	0	0	0	0
LT934125.1	68643	+	0	0	0	0	0	62.932662
LT934125.1	68665	+	27.285874	0	0	0	0	0
LT934125.1	68675	+	27.285874	0	0	0	0	62.932662
LT934125.1	68692	+	27.285874	0	48.602083	0	0	0
LT934125.1	68705	+	0	567.859171	0	0	0	0
LT934125.1	68713	+	27.285874	0	0	0	0	0
LT934125.1	68741	+	27.285874	0	0	0	0	0
LT934125.1	68758	+	27.285874	0	0	0	0	0
LT934125.1	68770	+	27.285874	0	0	0	0	0
LT934125.1	68775	+	27.285874	0	0	0	0	0
LT934125.1	68785	+	27.285874	0	0	0	0	0
LT934125.1	68787	+	54.571748	0	0	0	0	0
LT934125.1	68806	+	27.285874	0	0	0	0	0
LT934125.1	68812	+	27.285874	0	0	0	0	0
LT934125.1	68839	+	0	0	0	0	0	62.932662
LT934125.1	68856	+	54.571748	0	24.301041	0	0	0
LT934125.1	68890	+	27.285874	0	24.301041	0	0	0
LT934125.1	68946	+	27.285874	0	0	0	0	0
LT934125.1	68967	+	27.285874	0	0	0	0	0
LT934125.1	69002	+	0	0	0	241.779497	0	0
LT934125.1	69007	+	27.285874	0	0	0	0	0
LT934125.1	69040	+	27.285874	0	0	0	0	0
LT934125.1	69060	+	27.285874	0	0	0	0	0
LT934125.1	69076	+	27.285874	0	0	0	0	0
LT934125.1	69095	+	0	0	0	0	18.007181	0
LT934125.1	69158	+	27.285874	0	0	0	0	0
LT934125.1	69160	+	27.285874	0	0	0	0	0
LT934125.1	69162	+	81.857622	0	0	0	0	125.865324
LT934125.1	69164	+	0	0	0	0	0	62.932662
LT934125.1	69247	+	27.285874	0	0	0	0	0
LT934125.1	69289	+	0	0	24.301041	0	0	0
LT934125.1	69290	+	54.571748	567.859171	0	0	0	0
LT934125.1	69418	+	27.285874	567.859171	0	0	0	0
LT934125.1	69433	+	0	0	0	0	0	62.932662
LT934125.1	69444	+	0	0	0	0	0	62.932662
LT934125.1	69460	+	27.285874	0	0	0	0	0
LT934125.1	69466	+	27.285874	0	0	0	0	0
LT934125.1	69516	+	27.285874	0	24.301041	0	0	0
LT934125.1	69569	+	27.285874	0	0	0	0	0
LT934125.1	69606	+	27.285874	0	0	0	0	0
LT934125.1	69613	+	54.571748	0	0	0	0	62.932662
LT934125.1	69666	+	27.285874	0	0	0	0	62.932662
LT934125.1	69703	+	27.285874	0	0	0	0	0
LT934125.1	69732	+	27.285874	0	0	0	0	0
LT934125.1	69736	+	0	567.859171	0	0	0	0
LT934125.1	69762	+	27.285874	0	0	0	0	0
LT934125.1	69765	+	81.857622	567.859171	36.451562	483.558994	0	125.865324
LT934125.1	69768	+	0	0	0	0	0	125.865324
LT934125.1	69783	+	27.285874	0	0	0	0	0
LT934125.1	69789	+	27.285874	0	0	0	0	0
LT934125.1	69799	+	27.285874	567.859171	24.301041	0	0	0
LT934125.1	69823	+	27.285874	0	0	0	0	0
LT934125.1	69852	+	27.285874	0	0	0	0	62.932662
LT934125.1	69876	+	27.285874	0	0	0	0	0
LT934125.1	69946	+	0	0	0	0	0	62.932662
LT934125.1	69947	+	27.285874	0	0	0	0	0
LT934125.1	69948	+	27.285874	0	0	0	0	0
LT934125.1	69949	+	54.571748	0	0	0	14.405745	0
LT934125.1	69950	+	27.285874	0	0	0	0	0
LT934125.1	69960	+	27.285874	0	0	0	0	0
LT934125.1	69992	+	27.285874	0	0	0	0	0
LT934125.1	70013	+	27.285874	0	0	0	0	0
LT934125.1	70024	+	27.285874	0	0	0	0	0
LT934125.1	70087	+	0	0	0	0	151.260323	0
LT934125.1	70088	+	27.285874	0	0	0	0	0
LT934125.1	70089	+	0	0	0	0	0	377.595972
LT934125.1	70090	+	245.572867	1135.718342	376.66614	1208.897485	75.630161	503.461296
LT934125.1	70122	+	0	0	24.301041	0	0	0
LT934125.1	70135	+	109.143496	1135.718342	0	241.779497	28.81149	62.932662
LT934125.1	70136	+	27.285874	0	0	0	0	0
LT934125.1	70144	+	27.285874	0	0	0	0	0
LT934125.1	70161	+	27.285874	0	0	0	0	0
LT934125.1	70167	+	27.285874	0	0	0	0	0
LT934125.1	70185	+	27.285874	0	0	0	0	0
LT934125.1	70186	+	0	567.859171	0	0	0	0
LT934125.1	70233	+	27.285874	0	0	0	0	0
LT934125.1	70324	+	27.285874	0	0	0	0	0
LT934125.1	70350	+	27.285874	0	0	0	0	0
LT934125.1	70452	+	27.285874	0	0	0	0	0
LT934125.1	70525	+	0	0	24.301041	0	0	0
LT934125.1	70526	+	0	0	0	0	1854.73967	0
LT934125.1	70527	+	0	0	0	0	2744.294425	0
LT934125.1	70528	+	54.571748	2271.436684	24.301041	6528.046422	0	0
LT934125.1	70529	+	3983.737619	567.859171	3511.500468	4110.251451	0	3083.700441
LT934125.1	70530	+	0	0	0	0	633.85278	0
LT934125.1	70531	+	8758.765587	5678.591709	7642.677489	241.779497	8146.448804	4782.882316
LT934125.1	70533	+	109.143496	0	24.301041	0	28.81149	0
LT934125.1	70534	+	545.717482	0	473.870305	0	558.222619	0
LT934125.1	70642	+	27.285874	0	0	0	0	0
LT934125.1	70671	+	0	0	24.301041	0	0	0
LT934125.1	70673	+	0	0	0	0	0	62.932662
LT934125.1	70675	+	0	0	24.301041	0	0	0
LT934125.1	70694	+	27.285874	0	0	0	0	0
LT934125.1	70706	+	54.571748	0	0	0	0	0
LT934125.1	70725	+	27.285874	0	0	0	0	0
LT934125.1	70752	+	0	0	0	0	0	62.932662
LT934125.1	70758	+	27.285874	0	0	0	0	0
LT934125.1	70773	+	0	0	24.301041	0	0	0
LT934125.1	70806	+	27.285874	0	0	0	0	0
LT934125.1	70816	+	27.285874	0	0	0	0	0
LT934125.1	70828	+	27.285874	0	0	0	0	0
LT934125.1	70889	+	27.285874	0	0	0	0	62.932662
LT934125.1	70899	+	27.285874	0	0	0	0	0
LT934125.1	70973	+	0	0	0	0	18.007181	0
LT934125.1	70974	+	27.285874	0	24.301041	0	0	0
LT934125.1	70980	+	27.285874	0	0	0	0	0
LT934125.1	70988	+	27.285874	0	0	0	0	0
LT934125.1	71008	+	0	0	0	0	32.412926	0
LT934125.1	71009	+	136.429371	0	24.301041	0	0	125.865324
LT934125.1	71022	+	27.285874	0	0	0	0	0
LT934125.1	71024	+	27.285874	0	0	0	0	0
LT934125.1	71033	+	0	0	0	0	0	62.932662
LT934125.1	71054	+	0	567.859171	0	0	0	0
LT934125.1	71055	+	27.285874	0	0	241.779497	0	0
LT934125.1	71079	+	27.285874	0	0	0	0	0
LT934125.1	71093	+	54.571748	0	0	0	0	0
LT934125.1	71111	+	27.285874	0	0	0	0	0
LT934125.1	71112	+	27.285874	0	0	0	0	0
LT934125.1	71113	+	27.285874	0	0	0	0	0
LT934125.1	71144	+	27.285874	0	0	0	0	0
LT934125.1	71155	+	27.285874	0	0	0	0	0
LT934125.1	71165	+	0	0	0	0	0	62.932662
LT934125.1	71188	+	54.571748	0	0	0	0	0
LT934125.1	71189	+	81.857622	0	0	0	0	0
LT934125.1	71191	+	27.285874	0	0	0	0	0
LT934125.1	71198	+	27.285874	0	36.451562	0	0	0
LT934125.1	71224	+	27.285874	0	0	0	0	0
LT934125.1	71249	+	0	0	0	0	0	62.932662
LT934125.1	71271	+	27.285874	0	0	0	0	0
LT934125.1	71324	+	27.285874	0	0	0	0	0
LT934125.1	71346	+	27.285874	0	0	0	0	0
LT934125.1	71519	+	27.285874	0	0	0	0	0
LT934125.1	71554	+	27.285874	0	0	0	0	0
LT934125.1	71561	+	27.285874	0	0	0	0	0
LT934125.1	71679	+	0	0	24.301041	0	0	0
LT934125.1	71683	+	0	0	0	0	0	62.932662
LT934125.1	71719	+	27.285874	0	0	0	0	0
LT934125.1	71748	+	27.285874	0	0	0	0	0
LT934125.1	71767	+	27.285874	0	0	0	14.405745	0
LT934125.1	71845	+	0	0	24.301041	0	0	0
LT934125.1	71915	+	0	0	0	0	0	62.932662
LT934125.1	71987	+	27.285874	0	0	0	0	0
LT934125.1	72238	+	27.285874	0	0	0	0	0
LT934125.1	72277	+	0	0	0	0	14.405745	0
LT934125.1	72278	+	27.285874	0	0	0	0	0
LT934125.1	72356	+	0	0	0	0	28.81149	0
LT934125.1	72387	+	27.285874	0	0	0	0	0
LT934125.1	72393	+	0	0	24.301041	0	0	0
LT934125.1	72462	+	27.285874	0	0	0	0	0
LT934125.1	72470	+	27.285874	0	0	0	0	62.932662
LT934125.1	72477	+	27.285874	0	0	0	0	0
LT934125.1	72527	+	0	0	0	0	0	62.932662
LT934125.1	72537	+	0	0	24.301041	0	0	0
LT934125.1	72539	+	0	0	0	0	46.818671	0
LT934125.1	72564	+	27.285874	0	0	0	0	0
LT934125.1	72595	+	27.285874	0	0	0	0	0
LT934125.1	72619	+	0	0	0	0	0	62.932662
LT934125.1	72624	+	27.285874	0	0	0	0	0
LT934125.1	72649	+	0	0	0	0	0	62.932662
LT934125.1	72661	+	0	0	0	241.779497	0	0
