chr	strand	gene	group	cluster	start	end	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	inCoding	cluster_width	hpi	cell_line	Time	dominant_TC	CDS_start	CDS_end	CDS_prime5	CDS_prime3	TSS_CDS_dist	closest_TC	gene_mean_dominant_TSS	gene_dominant_TSS_shift	gene_mean_shift_TSS	gene_sd_shift_TSS	gene_varcoeff_shif_TSS
LT934125.1	+	UL39	PC_12_2h	356	46230	46236	46233	3335.557039	1334.222815	46230	46236	7		7	2h	PC_12	2	356	46274	48646	46274	48646	41	356	46229	-4	8.0625	14.9285799726565	1.85160681831398
LT934125.1	+	UL39	PC_12_6h	356	46233	46239	46234	346.463408	186.55722	46233	46235	3		7	6h	PC_12	6	356	46274	48646	46274	48646	40	356	46229	-5	8.0625	14.9285799726565	1.85160681831398
LT934125.1	+	UL39	PC_12_8h	356	46233	46240	46235	383.484596	191.742298	46233	46237	5		8	8h	PC_12	8	356	46274	48646	46274	48646	39	356	46229	-6	8.0625	14.9285799726565	1.85160681831398
LT934125.1	+	UL39	PK_15_12h	356	46233	46239	46233	80.091534	29.748284	46233	46239	7		7	12h	PK_15	12	356	46274	48646	46274	48646	41	356	46229	-4	8.0625	14.9285799726565	1.85160681831398
LT934125.1	+	UL39	PK_15_2h	356	46233	46239	46233	1086.169443	724.112962	46233	46239	7		7	2h	PK_15	2	356	46274	48646	46274	48646	41	356	46229	-4	8.0625	14.9285799726565	1.85160681831398
LT934125.1	+	UL39	PK_15_4h	356	46233	46233	46233	40.594301	40.594301	46233	46233	1		1	4h	PK_15	4	356	46274	48646	46274	48646	41	356	46229	-4	8.0625	14.9285799726565	1.85160681831398
LT934125.1	+	UL39	PK_15_6h	356	46233	46243	46233	153.227041	56.452068	46233	46243	11		11	6h	PK_15	6	356	46274	48646	46274	48646	41	356	46229	-4	8.0625	14.9285799726565	1.85160681831398
LT934125.1	+	UL39	PK_15_8h	356	46233	46239	46233	241.229128	74.561731	46233	46238	6		7	8h	PK_15	8	356	46274	48646	46274	48646	41	356	46229	-4	8.0625	14.9285799726565	1.85160681831398
LT934125.1	+	UL4	C6_12h	861	91409	91415	91409	1888.257139	972.102749	91409	91412	4	UL5	7	12h	C6	12	861	91486	91923	91486	91923	77	861	91409	0	0.2	0.774596669241483	3.87298334620742
LT934125.1	+	UL4	C6_2h	861	91409	91414	91409	6195.786865	2478.314746	91409	91414	6	UL5	6	2h	C6	2	861	91486	91923	91486	91923	77	861	91409	0	0.2	0.774596669241483	3.87298334620742
LT934125.1	+	UL4	C6_6h	861	91409	91415	91409	1811.125485	776.196636	91409	91412	4	UL5	7	6h	C6	6	861	91486	91923	91486	91923	77	861	91409	0	0.2	0.774596669241483	3.87298334620742
LT934125.1	+	UL4	C6_8h	861	91409	91412	91409	2615.012106	1355.932203	91409	91412	4	UL5	4	8h	C6	8	861	91486	91923	91486	91923	77	861	91409	0	0.2	0.774596669241483	3.87298334620742
LT934125.1	+	UL4	NRK_2h	861	91409	91409	91409	3236.245955	3236.245955	91409	91409	1	UL5	1	2h	NRK	2	861	91486	91923	91486	91923	77	861	91409	0	0.2	0.774596669241483	3.87298334620742
LT934125.1	+	UL4	PC_12_12h	861	91409	91414	91409	1303.691975	696.212468	91409	91412	4	UL5	6	12h	PC_12	12	861	91486	91923	91486	91923	77	861	91409	0	0.2	0.774596669241483	3.87298334620742
LT934125.1	+	UL4	PC_12_2.5h	861	91409	91412	91412	3700.96225	2220.57735	91409	91412	4	UL5	4	2.5h	PC_12	2.5	861	91486	91923	91486	91923	74	861	91409	-3	0.2	0.774596669241483	3.87298334620742
LT934125.1	+	UL4	PC_12_2h	861	91409	91409	91409	667.111408	667.111408	91409	91409	1	UL5	1	2h	PC_12	2	861	91486	91923	91486	91923	77	861	91409	0	0.2	0.774596669241483	3.87298334620742
LT934125.1	+	UL4	PC_12_6h	861	91409	91412	91409	1545.759821	746.228879	91409	91412	4	UL5	4	6h	PC_12	6	861	91486	91923	91486	91923	77	861	91409	0	0.2	0.774596669241483	3.87298334620742
LT934125.1	+	UL4	PC_12_8h	861	91409	91412	91409	1597.852486	1022.625591	91409	91412	4	UL5	4	8h	PC_12	8	861	91486	91923	91486	91923	77	861	91409	0	0.2	0.774596669241483	3.87298334620742
LT934125.1	+	UL4	PK_15_12h	861	91409	91415	91409	1045.76659	585.812357	91409	91412	4	UL5	7	12h	PK_15	12	861	91486	91923	91486	91923	77	861	91409	0	0.2	0.774596669241483	3.87298334620742
LT934125.1	+	UL4	PK_15_2h	861	91409	91409	91409	724.112962	724.112962	91409	91409	1	UL5	1	2h	PK_15	2	861	91486	91923	91486	91923	77	861	91409	0	0.2	0.774596669241483	3.87298334620742
LT934125.1	+	UL4	PK_15_4h	861	91405	91414	91409	2070.309329	974.263213	91409	91412	4	UL5	10	4h	PK_15	4	861	91486	91923	91486	91923	77	861	91409	0	0.2	0.774596669241483	3.87298334620742
LT934125.1	+	UL4	PK_15_6h	861	91409	91414	91409	1411.301704	725.812305	91409	91412	4	UL5	6	6h	PK_15	6	861	91486	91923	91486	91923	77	861	91409	0	0.2	0.774596669241483	3.87298334620742
LT934125.1	+	UL4	PK_15_8h	861	91409	91415	91409	1144.741863	530.704082	91409	91412	4	UL5	7	8h	PK_15	8	861	91486	91923	91486	91923	77	861	91409	0	0.2	0.774596669241483	3.87298334620742
LT934125.1	+	UL40	C6_12h	388	48563	48570	48567	18833.616573	13938.135101	48567	48570	4	UL39	8	12h	C6	12	388	48656	49567	48656	49567	89	388	48567	0	0	0	
LT934125.1	+	UL40	C6_1h	388	48567	48570	48567	46224.961479	33898.305085	48567	48570	4	UL39	4	1h	C6	1	388	48656	49567	48656	49567	89	388	48567	0	0	0	
LT934125.1	+	UL40	C6_2h	388	48565	48570	48567	42131.350682	32218.091698	48567	48570	4	UL39	6	2h	C6	2	388	48656	49567	48656	49567	89	388	48567	0	0	0	
LT934125.1	+	UL40	C6_4h	388	48567	48570	48567	24697.845508	19968.470836	48567	48570	4	UL39	4	4h	C6	4	388	48656	49567	48656	49567	89	388	48567	0	0	0	
LT934125.1	+	UL40	C6_6h	388	48565	48570	48567	19146.183699	14316.51574	48567	48570	4	UL39	6	6h	C6	6	388	48656	49567	48656	49567	89	388	48567	0	0	0	
LT934125.1	+	UL40	C6_8h	388	48559	48570	48567	42001.614204	30443.906376	48567	48570	4	UL39	12	8h	C6	8	388	48656	49567	48656	49567	89	388	48567	0	0	0	
LT934125.1	+	UL40	NRK_1h	388	48567	48570	48567	70707.070707	40404.040404	48567	48570	4	UL39	4	1h	NRK	1	388	48656	49567	48656	49567	89	388	48567	0	0	0	
LT934125.1	+	UL40	NRK_2h	388	48567	48570	48567	84142.394822	67961.165049	48567	48570	4	UL39	4	2h	NRK	2	388	48656	49567	48656	49567	89	388	48567	0	0	0	
LT934125.1	+	UL40	PC_12_0.5h	388	48567	48567	48567	64516.129032	64516.129032	48567	48567	1	UL39	1	0.5h	PC_12	0.5	388	48656	49567	48656	49567	89	388	48567	0	0	0	
LT934125.1	+	UL40	PC_12_1.5h	388	48565	48571	48567	61946.902655	35398.230088	48567	48570	4	UL39	7	1.5h	PC_12	1.5	388	48656	49567	48656	49567	89	388	48567	0	0	0	
LT934125.1	+	UL40	PC_12_12h	388	48559	48570	48567	10975.584784	8074.699502	48567	48570	4	UL39	12	12h	PC_12	12	388	48656	49567	48656	49567	89	388	48567	0	0	0	
LT934125.1	+	UL40	PC_12_1h	388	48567	48570	48567	46770.601336	35634.743875	48567	48570	4	UL39	4	1h	PC_12	1	388	48656	49567	48656	49567	89	388	48567	0	0	0	
LT934125.1	+	UL40	PC_12_2.5h	388	48565	48570	48567	59955.588453	40710.584752	48567	48570	4	UL39	6	2.5h	PC_12	2.5	388	48656	49567	48656	49567	89	388	48567	0	0	0	
LT934125.1	+	UL40	PC_12_2h	388	48563	48570	48567	38025.350234	27351.567712	48567	48570	4	UL39	8	2h	PC_12	2	388	48656	49567	48656	49567	89	388	48567	0	0	0	
LT934125.1	+	UL40	PC_12_6h	388	48556	48570	48567	13245.562603	9514.418208	48567	48570	4	UL39	15	6h	PC_12	6	388	48656	49567	48656	49567	89	388	48567	0	0	0	
LT934125.1	+	UL40	PC_12_8h	388	48559	48570	48567	23967.787294	17352.678001	48567	48570	4	UL39	12	8h	PC_12	8	388	48656	49567	48656	49567	89	388	48567	0	0	0	
LT934125.1	+	UL40	PK_15_12h	388	48565	48570	48567	3256.292907	2501.144165	48567	48570	4	UL39	6	12h	PK_15	12	388	48656	49567	48656	49567	89	388	48567	0	0	0	
LT934125.1	+	UL40	PK_15_1h	388	48567	48567	48567	14619.883041	14619.883041	48567	48567	1	UL39	1	1h	PK_15	1	388	48656	49567	48656	49567	89	388	48567	0	0	0	
LT934125.1	+	UL40	PK_15_2h	388	48565	48570	48567	38015.930485	28602.461984	48567	48570	4	UL39	6	2h	PK_15	2	388	48656	49567	48656	49567	89	388	48567	0	0	0	
LT934125.1	+	UL40	PK_15_4h	388	48563	48570	48567	48185.434764	33855.646667	48567	48570	4	UL39	8	4h	PK_15	4	388	48656	49567	48656	49567	89	388	48567	0	0	0	
LT934125.1	+	UL40	PK_15_6h	388	48563	48570	48567	19548.544745	14242.050339	48567	48570	4	UL39	8	6h	PK_15	6	388	48656	49567	48656	49567	89	388	48567	0	0	0	
LT934125.1	+	UL40	PK_15_8h	388	48559	48570	48567	16837.793148	12504.440809	48567	48570	4	UL39	12	8h	PK_15	8	388	48656	49567	48656	49567	89	388	48567	0	0	0	
LT934125.1	+	UL42	C6_12h	422	51231	51238	51235	7280.280301	4259.068879	51235	51237	3		8	12h	C6	12	422	51270	52415	51270	52415	35	422	51234	-1	1.6	1.23117402250219	0.769483764063866
LT934125.1	+	UL42	C6_2h	422	51235	51240	51235	6195.786865	3717.472119	51235	51240	6		6	2h	C6	2	422	51270	52415	51270	52415	35	422	51234	-1	1.6	1.23117402250219	0.769483764063866
LT934125.1	+	UL42	C6_4h	422	51235	51238	51235	9458.749343	7356.805045	51235	51238	4		4	4h	C6	4	422	51270	52415	51270	52415	35	422	51234	-1	1.6	1.23117402250219	0.769483764063866
LT934125.1	+	UL42	C6_6h	422	51230	51238	51235	8883.139286	5692.108668	51235	51237	3		9	6h	C6	6	422	51270	52415	51270	52415	35	422	51234	-1	1.6	1.23117402250219	0.769483764063866
LT934125.1	+	UL42	C6_8h	422	51232	51239	51235	6521.388216	3809.52381	51235	51238	4		8	8h	C6	8	422	51270	52415	51270	52415	35	422	51234	-1	1.6	1.23117402250219	0.769483764063866
LT934125.1	+	UL42	NRK_1h	422	51230	51230	51230	10101.010101	10101.010101	51230	51230	1		1	1h	NRK	1	422	51270	52415	51270	52415	40	422	51234	4	1.6	1.23117402250219	0.769483764063866
LT934125.1	+	UL42	NRK_2h	422	51230	51238	51230	16181.229774	6472.491909	51230	51238	9		9	2h	NRK	2	422	51270	52415	51270	52415	40	422	51234	4	1.6	1.23117402250219	0.769483764063866
LT934125.1	+	UL42	PC_12_1.5h	422	51230	51235	51230	22123.893806	11061.946903	51230	51235	6		6	1.5h	PC_12	1.5	422	51270	52415	51270	52415	40	422	51234	4	1.6	1.23117402250219	0.769483764063866
LT934125.1	+	UL42	PC_12_12h	422	51232	51238	51235	4259.182155	2429.918024	51235	51237	3		7	12h	PC_12	12	422	51270	52415	51270	52415	35	422	51234	-1	1.6	1.23117402250219	0.769483764063866
LT934125.1	+	UL42	PC_12_1h	422	51235	51235	51235	2227.171492	2227.171492	51235	51235	1		1	1h	PC_12	1	422	51270	52415	51270	52415	35	422	51234	-1	1.6	1.23117402250219	0.769483764063866
LT934125.1	+	UL42	PC_12_2.5h	422	51230	51239	51230	20725.3886	9622.50185	51230	51237	8		10	2.5h	PC_12	2.5	422	51270	52415	51270	52415	40	422	51234	4	1.6	1.23117402250219	0.769483764063866
LT934125.1	+	UL42	PC_12_2h	422	51232	51248	51235	8672.448301	5336.891261	51235	51244	10		17	2h	PC_12	2	422	51270	52415	51270	52415	35	422	51234	-1	1.6	1.23117402250219	0.769483764063866
LT934125.1	+	UL42	PC_12_4h	422	51232	51239	51235	7930.134512	5320.216824	51235	51238	4		8	4h	PC_12	4	422	51270	52415	51270	52415	35	422	51234	-1	1.6	1.23117402250219	0.769483764063866
LT934125.1	+	UL42	PC_12_6h	422	51231	51238	51235	8181.866638	5889.877938	51235	51238	4		8	6h	PC_12	6	422	51270	52415	51270	52415	35	422	51234	-1	1.6	1.23117402250219	0.769483764063866
LT934125.1	+	UL42	PC_12_8h	422	51233	51239	51235	5752.26895	3099.833823	51235	51238	4		7	8h	PC_12	8	422	51270	52415	51270	52415	35	422	51234	-1	1.6	1.23117402250219	0.769483764063866
LT934125.1	+	UL42	PK_15_12h	422	51231	51239	51235	6631.578947	3567.505721	51235	51238	4		9	12h	PK_15	12	422	51270	52415	51270	52415	35	422	51234	-1	1.6	1.23117402250219	0.769483764063866
LT934125.1	+	UL42	PK_15_2h	422	51233	51241	51235	6879.073136	3982.621289	51235	51239	5		9	2h	PK_15	2	422	51270	52415	51270	52415	35	422	51234	-1	1.6	1.23117402250219	0.769483764063866
LT934125.1	+	UL42	PK_15_4h	422	51220	51238	51235	10067.386541	6901.031095	51235	51238	4		19	4h	PK_15	4	422	51270	52415	51270	52415	35	422	51234	-1	1.6	1.23117402250219	0.769483764063866
LT934125.1	+	UL42	PK_15_6h	422	51231	51239	51235	7548.44797	4588.746683	51235	51238	4		9	6h	PK_15	6	422	51270	52415	51270	52415	35	422	51234	-1	1.6	1.23117402250219	0.769483764063866
LT934125.1	+	UL42	PK_15_8h	422	51231	51239	51235	7504.418879	4109.667148	51235	51238	4		9	8h	PK_15	8	422	51270	52415	51270	52415	35	422	51234	-1	1.6	1.23117402250219	0.769483764063866
LT934125.1	+	UL43	C6_12h	435	52459	52460	52460	4238.088245	4210.114065	52460	52460	1		2	12h	C6	12	435	52473	53594	52473	53594	13	435	52459	-1	1.60869565217391	2.91920179679905	1.81463895476698
LT934125.1	+	UL43	C6_1h	435	52460	52461	52460	18489.984592	13867.488444	52460	52461	2		2	1h	C6	1	435	52473	53594	52473	53594	13	435	52459	-1	1.60869565217391	2.91920179679905	1.81463895476698
LT934125.1	+	UL43	C6_2h	435	52460	52464	52460	4956.629492	3717.472119	52460	52464	5		5	2h	C6	2	435	52473	53594	52473	53594	13	435	52459	-1	1.60869565217391	2.91920179679905	1.81463895476698
LT934125.1	+	UL43	C6_4h	435	52460	52463	52460	8933.263269	6831.31897	52460	52462	3		4	4h	C6	4	435	52473	53594	52473	53594	13	435	52459	-1	1.60869565217391	2.91920179679905	1.81463895476698
LT934125.1	+	UL43	C6_6h	435	52437	52460	52460	10694.264771	9141.871496	52444	52460	17		24	6h	C6	6	435	52473	53594	52473	53594	13	435	52459	-1	1.60869565217391	2.91920179679905	1.81463895476698
LT934125.1	+	UL43	C6_8h	435	52435	52460	52460	7877.320419	6101.694915	52444	52460	17		26	8h	C6	8	435	52473	53594	52473	53594	13	435	52459	-1	1.60869565217391	2.91920179679905	1.81463895476698
LT934125.1	+	UL43	NRK_1h	435	52460	52460	52460	30303.030303	30303.030303	52460	52460	1		1	1h	NRK	1	435	52473	53594	52473	53594	13	435	52459	-1	1.60869565217391	2.91920179679905	1.81463895476698
LT934125.1	+	UL43	NRK_2h	435	52460	52462	52460	25889.967638	19417.475728	52460	52462	3		3	2h	NRK	2	435	52473	53594	52473	53594	13	435	52459	-1	1.60869565217391	2.91920179679905	1.81463895476698
LT934125.1	+	UL43	PC_12_0.5h	435	52444	52444	52444	32258.064516	32258.064516	52444	52444	1		1	0.5h	PC_12	0.5	435	52473	53594	52473	53594	29	435	52459	15	1.60869565217391	2.91920179679905	1.81463895476698
LT934125.1	+	UL43	PC_12_1.5h	435	52460	52460	52460	33185.840708	33185.840708	52460	52460	1		1	1.5h	PC_12	1.5	435	52473	53594	52473	53594	13	435	52459	-1	1.60869565217391	2.91920179679905	1.81463895476698
LT934125.1	+	UL43	PC_12_12h	435	52460	52460	52460	3146.607329	3146.607329	52460	52460	1		1	12h	PC_12	12	435	52473	53594	52473	53594	13	435	52459	-1	1.60869565217391	2.91920179679905	1.81463895476698
LT934125.1	+	UL43	PC_12_1h	435	52460	52460	52460	13363.028953	13363.028953	52460	52460	1		1	1h	PC_12	1	435	52473	53594	52473	53594	13	435	52459	-1	1.60869565217391	2.91920179679905	1.81463895476698
LT934125.1	+	UL43	PC_12_2.5h	435	52460	52461	52460	17024.426351	15544.041451	52460	52460	1		2	2.5h	PC_12	2.5	435	52473	53594	52473	53594	13	435	52459	-1	1.60869565217391	2.91920179679905	1.81463895476698
LT934125.1	+	UL43	PC_12_2h	435	52460	52463	52460	12008.005337	11340.893929	52460	52460	1		4	2h	PC_12	2	435	52473	53594	52473	53594	13	435	52459	-1	1.60869565217391	2.91920179679905	1.81463895476698
LT934125.1	+	UL43	PC_12_4h	435	52460	52460	52460	5520.979723	5520.979723	52460	52460	1		1	4h	PC_12	4	435	52473	53594	52473	53594	13	435	52459	-1	1.60869565217391	2.91920179679905	1.81463895476698
LT934125.1	+	UL43	PC_12_6h	435	52440	52460	52460	6689.408879	4210.86296	52444	52460	17		21	6h	PC_12	6	435	52473	53594	52473	53594	13	435	52459	-1	1.60869565217391	2.91920179679905	1.81463895476698
LT934125.1	+	UL43	PC_12_8h	435	52437	52460	52460	9491.243769	6007.925348	52444	52460	17		24	8h	PC_12	8	435	52473	53594	52473	53594	13	435	52459	-1	1.60869565217391	2.91920179679905	1.81463895476698
LT934125.1	+	UL43	PK_15_12h	435	52459	52460	52460	4176.201373	4157.894737	52460	52460	1		2	12h	PK_15	12	435	52473	53594	52473	53594	13	435	52459	-1	1.60869565217391	2.91920179679905	1.81463895476698
LT934125.1	+	UL43	PK_15_1h	435	52460	52460	52460	2923.976608	2923.976608	52460	52460	1		1	1h	PK_15	1	435	52473	53594	52473	53594	13	435	52459	-1	1.60869565217391	2.91920179679905	1.81463895476698
LT934125.1	+	UL43	PK_15_2h	435	52460	52464	52460	17016.654599	14120.202752	52460	52461	2		5	2h	PK_15	2	435	52473	53594	52473	53594	13	435	52459	-1	1.60869565217391	2.91920179679905	1.81463895476698
LT934125.1	+	UL43	PK_15_4h	435	52459	52461	52460	10473.329545	9864.415036	52460	52460	1		3	4h	PK_15	4	435	52473	53594	52473	53594	13	435	52459	-1	1.60869565217391	2.91920179679905	1.81463895476698
LT934125.1	+	UL43	PK_15_6h	435	52435	52460	52460	8217.808206	6072.629618	52444	52460	17		26	6h	PK_15	6	435	52473	53594	52473	53594	13	435	52459	-1	1.60869565217391	2.91920179679905	1.81463895476698
LT934125.1	+	UL43	PK_15_8h	435	52438	52460	52460	9802.674574	7114.06629	52444	52460	17		23	8h	PK_15	8	435	52473	53594	52473	53594	13	435	52459	-1	1.60869565217391	2.91920179679905	1.81463895476698
LT934125.1	+	UL44	C6_12h	451	53641	53652	53648	6916.615965	5734.706866	53648	53649	2		12	12h	C6	12	451	53661	55103	53661	55103	13	451	53648	0	0.733333333333333	2.01659779496722	2.74990608404621
LT934125.1	+	UL44	C6_4h	451	53648	53649	53648	5254.860747	4729.374672	53648	53649	2		2	4h	C6	4	451	53661	55103	53661	55103	13	451	53648	0	0.733333333333333	2.01659779496722	2.74990608404621
LT934125.1	+	UL44	C6_6h	451	53644	53652	53648	5260.888314	4398.447607	53648	53649	2		9	6h	C6	6	451	53661	55103	53661	55103	13	451	53648	0	0.733333333333333	2.01659779496722	2.74990608404621
LT934125.1	+	UL44	C6_8h	451	53643	53648	53648	2841.000807	2679.580307	53648	53648	1		6	8h	C6	8	451	53661	55103	53661	55103	13	451	53648	0	0.733333333333333	2.01659779496722	2.74990608404621
LT934125.1	+	UL44	PC_12_12h	451	53643	53649	53648	5556.048517	4928.092173	53648	53648	1		7	12h	PC_12	12	451	53661	55103	53661	55103	13	451	53648	0	0.733333333333333	2.01659779496722	2.74990608404621
LT934125.1	+	UL44	PC_12_1h	451	53652	53652	53652	2227.171492	2227.171492	53652	53652	1		1	1h	PC_12	1	451	53661	55103	53661	55103	9	451	53648	-4	0.733333333333333	2.01659779496722	2.74990608404621
LT934125.1	+	UL44	PC_12_2.5h	451	53641	53647	53641	1480.3849	740.19245	53641	53647	7		7	2.5h	PC_12	2.5	451	53661	55103	53661	55103	20	451	53648	7	0.733333333333333	2.01659779496722	2.74990608404621
LT934125.1	+	UL44	PC_12_4h	451	53644	53652	53648	2208.391892	1505.721743	53648	53652	5		9	4h	PC_12	4	451	53661	55103	53661	55103	13	451	53648	0	0.733333333333333	2.01659779496722	2.74990608404621
LT934125.1	+	UL44	PC_12_6h	451	53641	53652	53648	4797.18565	3944.352646	53648	53648	1		12	6h	PC_12	6	451	53661	55103	53661	55103	13	451	53648	0	0.733333333333333	2.01659779496722	2.74990608404621
LT934125.1	+	UL44	PC_12_8h	451	53644	53650	53648	5752.268951	5145.085006	53648	53648	1		7	8h	PC_12	8	451	53661	55103	53661	55103	13	451	53648	0	0.733333333333333	2.01659779496722	2.74990608404621
LT934125.1	+	UL44	PK_15_12h	451	53640	53648	53648	18185.354691	17343.249428	53648	53648	1		9	12h	PK_15	12	451	53661	55103	53661	55103	13	451	53648	0	0.733333333333333	2.01659779496722	2.74990608404621
LT934125.1	+	UL44	PK_15_2h	451	53648	53649	53648	5430.847212	5068.790731	53648	53648	1		2	2h	PK_15	2	451	53661	55103	53661	55103	13	451	53648	0	0.733333333333333	2.01659779496722	2.74990608404621
LT934125.1	+	UL44	PK_15_4h	451	53648	53648	53648	1014.857514	1014.857514	53648	53648	1		1	4h	PK_15	4	451	53661	55103	53661	55103	13	451	53648	0	0.733333333333333	2.01659779496722	2.74990608404621
LT934125.1	+	UL44	PK_15_6h	451	53643	53649	53648	2806.474245	2451.632674	53648	53648	1		7	6h	PK_15	6	451	53661	55103	53661	55103	13	451	53648	0	0.733333333333333	2.01659779496722	2.74990608404621
LT934125.1	+	UL44	PK_15_8h	451	53640	53648	53648	7197.399989	6745.643621	53648	53648	1		9	8h	PK_15	8	451	53661	55103	53661	55103	13	451	53648	0	0.733333333333333	2.01659779496722	2.74990608404621
LT934125.1	+	UL46	C6_12h	139	14042	14048	14048	17938.442818	17197.127052	14048	14048	1	UL47	7	12h	C6	12	139	14071	16146	14071	16146	23	139	14048	0	0	0	
LT934125.1	+	UL46	C6_1h	139	14048	14054	14048	16949.152542	13867.488444	14048	14051	4	UL47	7	1h	C6	1	139	14071	16146	14071	16146	23	139	14048	0	0	0	
LT934125.1	+	UL46	C6_2h	139	14048	14051	14048	6195.786865	4956.629492	14048	14051	4	UL47	4	2h	C6	2	139	14071	16146	14071	16146	23	139	14048	0	0	0	
LT934125.1	+	UL46	C6_4h	139	14044	14051	14048	17866.526538	15764.582239	14048	14048	1	UL47	8	4h	C6	4	139	14071	16146	14071	16146	23	139	14048	0	0	0	
LT934125.1	+	UL46	C6_6h	139	14042	14048	14048	19404.915913	18542.475205	14048	14048	1	UL47	7	6h	C6	6	139	14071	16146	14071	16146	23	139	14048	0	0	0	
LT934125.1	+	UL46	C6_8h	139	14041	14048	14048	11460.855528	10782.889427	14048	14048	1	UL47	8	8h	C6	8	139	14071	16146	14071	16146	23	139	14048	0	0	0	
LT934125.1	+	UL46	NRK_1h	139	14048	14049	14048	30303.030303	20202.020202	14048	14049	2	UL47	2	1h	NRK	1	139	14071	16146	14071	16146	23	139	14048	0	0	0	
LT934125.1	+	UL46	NRK_2h	139	14048	14048	14048	3236.245955	3236.245955	14048	14048	1	UL47	1	2h	NRK	2	139	14071	16146	14071	16146	23	139	14048	0	0	0	
LT934125.1	+	UL46	PC_12_1.5h	139	14048	14048	14048	6637.168142	6637.168142	14048	14048	1	UL47	1	1.5h	PC_12	1.5	139	14071	16146	14071	16146	23	139	14048	0	0	0	
LT934125.1	+	UL46	PC_12_12h	139	14042	14048	14048	5112.383709	4825.707987	14048	14048	1	UL47	7	12h	PC_12	12	139	14071	16146	14071	16146	23	139	14048	0	0	0	
LT934125.1	+	UL46	PC_12_1h	139	14048	14048	14048	4454.342984	4454.342984	14048	14048	1	UL47	1	1h	PC_12	1	139	14071	16146	14071	16146	23	139	14048	0	0	0	
LT934125.1	+	UL46	PC_12_2.5h	139	14048	14048	14048	2220.57735	2220.57735	14048	14048	1	UL47	1	2.5h	PC_12	2.5	139	14071	16146	14071	16146	23	139	14048	0	0	0	
LT934125.1	+	UL46	PC_12_2h	139	14048	14051	14048	7338.225484	6671.114076	14048	14048	1	UL47	4	2h	PC_12	2	139	14071	16146	14071	16146	23	139	14048	0	0	0	
LT934125.1	+	UL46	PC_12_4h	139	14042	14048	14048	13049.588437	12146.15539	14048	14048	1	UL47	7	4h	PC_12	4	139	14071	16146	14071	16146	23	139	14048	0	0	0	
LT934125.1	+	UL46	PC_12_6h	139	14042	14048	14048	12632.58888	11939.662065	14048	14048	1	UL47	7	6h	PC_12	6	139	14071	16146	14071	16146	23	139	14048	0	0	0	
LT934125.1	+	UL46	PC_12_8h	139	14040	14048	14048	5081.170906	4857.471558	14048	14048	1	UL47	9	8h	PC_12	8	139	14071	16146	14071	16146	23	139	14048	0	0	0	
LT934125.1	+	UL46	PK_15_12h	139	14042	14048	14048	6594.965675	6249.427918	14048	14048	1	UL47	7	12h	PK_15	12	139	14071	16146	14071	16146	23	139	14048	0	0	0	
LT934125.1	+	UL46	PK_15_2h	139	14047	14054	14048	8689.355539	5430.847212	14047	14051	5	UL47	8	2h	PK_15	2	139	14071	16146	14071	16146	23	139	14048	0	0	0	
LT934125.1	+	UL46	PK_15_4h	139	14042	14048	14048	8524.803118	8037.671511	14048	14048	1	UL47	7	4h	PK_15	4	139	14071	16146	14071	16146	23	139	14048	0	0	0	
LT934125.1	+	UL46	PK_15_6h	139	14042	14048	14048	7758.127082	7362.962605	14048	14048	1	UL47	7	6h	PK_15	6	139	14071	16146	14071	16146	23	139	14048	0	0	0	
LT934125.1	+	UL46	PK_15_8h	139	14042	14048	14048	7916.701389	7447.401085	14048	14048	1	UL47	7	8h	PK_15	8	139	14071	16146	14071	16146	23	139	14048	0	0	0	
LT934125.1	+	UL47	C6_12h	101	11788	11798	11793	825.238305	258.761163	11791	11797	7		11	12h	C6	12	101	11815	14052	11815	14052	22	101	11793	0	0.555555555555556	0.52704627669473	0.948683298050514
LT934125.1	+	UL47	C6_8h	101	11789	11806	11792	225.9887	64.5682	11789	11806	18		18	8h	C6	8	101	11815	14052	11815	14052	23	101	11793	1	0.555555555555556	0.52704627669473	0.948683298050514
LT934125.1	+	UL47	PC_12_12h	101	11791	11798	11793	546.048993	170.640311	11791	11795	5		8	12h	PC_12	12	101	11815	14052	11815	14052	22	101	11793	0	0.555555555555556	0.52704627669473	0.948683298050514
LT934125.1	+	UL47	PC_12_6h	101	11791	11794	11794	346.463409	133.255157	11791	11794	4		4	6h	PC_12	6	101	11815	14052	11815	14052	21	101	11793	-1	0.555555555555556	0.52704627669473	0.948683298050514
LT934125.1	+	UL47	PC_12_8h	101	11788	11795	11794	255.656398	127.828199	11788	11795	8		8	8h	PC_12	8	101	11815	14052	11815	14052	21	101	11793	-1	0.555555555555556	0.52704627669473	0.948683298050514
LT934125.1	+	UL47	PK_15_12h	101	11788	11800	11793	697.940505	178.489703	11791	11798	8		13	12h	PK_15	12	101	11815	14052	11815	14052	22	101	11793	0	0.555555555555556	0.52704627669473	0.948683298050514
LT934125.1	+	UL47	PK_15_4h	101	11792	11792	11792	40.594301	40.594301	11792	11792	1		1	4h	PK_15	4	101	11815	14052	11815	14052	23	101	11793	1	0.555555555555556	0.52704627669473	0.948683298050514
