chr	pos	strand	C6_12h	C6_4h	PC_12_12h	PC_12_4h	PK_15_12h	PK_15_4h
LT934125.1	42711	-	0	0	1	0	0	0
LT934125.1	42723	-	0	0	0	0	1	0
LT934125.1	42788	-	0	0	0	0	1	0
LT934125.1	42805	-	0	0	0	0	1	0
LT934125.1	42824	-	0	0	0	0	1	0
LT934125.1	42855	-	0	0	1	0	0	0
LT934125.1	42968	-	0	0	0	0	1	0
LT934125.1	42969	-	0	0	0	0	1	0
LT934125.1	42980	-	0	0	0	0	1	0
LT934125.1	43108	-	1	0	0	0	0	0
LT934125.1	43144	-	0	0	0	0	1	0
LT934125.1	43190	+	0	0	0	0	1	0
LT934125.1	43192	+	0	0	1	0	0	0
LT934125.1	43197	-	1	0	0	0	0	0
LT934125.1	43209	-	1	0	0	0	0	0
LT934125.1	43233	-	0	0	1	0	0	0
LT934125.1	43271	-	0	0	1	0	0	0
LT934125.1	43325	-	1	0	0	0	0	0
LT934125.1	43348	-	0	0	0	0	1	0
LT934125.1	43349	-	0	0	1	0	0	0
LT934125.1	43360	-	0	0	0	0	1	0
LT934125.1	43403	-	0	0	0	0	1	0
LT934125.1	43430	-	0	0	0	1	0	0
LT934125.1	43507	-	0	0	0	0	1	0
LT934125.1	43528	-	1	0	0	0	0	0
LT934125.1	43530	-	0	0	0	0	1	0
LT934125.1	43560	+	0	0	1	0	0	0
LT934125.1	43560	-	0	0	0	0	1	0
LT934125.1	43620	-	0	0	0	0	1	0
LT934125.1	43629	+	0	0	0	1	0	0
LT934125.1	43666	+	0	0	0	0	1	0
LT934125.1	43685	-	1	0	0	0	0	0
LT934125.1	43747	-	0	0	1	0	0	0
LT934125.1	43754	+	0	0	0	0	1	0
LT934125.1	43813	+	0	0	0	0	1	0
LT934125.1	43882	-	0	0	0	0	1	0
LT934125.1	43928	+	0	0	0	0	1	0
LT934125.1	43937	-	0	0	0	0	1	0
LT934125.1	43943	-	0	0	0	0	1	0
LT934125.1	44031	+	1	0	0	0	0	0
LT934125.1	44037	-	1	0	0	0	1	0
LT934125.1	44097	+	0	0	0	0	1	0
LT934125.1	44099	-	0	0	0	0	1	0
LT934125.1	44177	+	0	0	0	0	1	0
LT934125.1	44197	-	1	0	0	0	0	0
LT934125.1	44199	-	0	0	0	0	1	0
LT934125.1	44202	-	0	0	0	0	0	1
LT934125.1	44254	-	0	0	0	0	0	1
LT934125.1	44294	+	0	0	0	0	3	0
LT934125.1	44333	-	1	0	0	0	0	0
LT934125.1	44404	-	0	0	0	0	1	0
LT934125.1	44433	+	0	0	0	0	1	0
LT934125.1	44534	-	0	0	0	0	1	0
LT934125.1	44540	-	0	0	0	0	1	0
LT934125.1	44541	-	0	0	1	0	0	0
LT934125.1	44562	-	0	0	0	0	1	0
LT934125.1	44594	-	0	0	0	0	1	0
LT934125.1	44595	-	0	0	0	0	1	0
LT934125.1	44607	-	1	0	0	0	0	0
LT934125.1	44628	+	0	0	1	0	0	0
LT934125.1	44648	-	0	0	0	0	1	0
LT934125.1	44710	-	0	0	1	0	0	0
LT934125.1	44711	-	0	0	0	0	1	0
LT934125.1	44718	-	0	0	0	0	1	0
LT934125.1	44728	+	0	0	0	0	2	0
LT934125.1	44731	+	1	0	0	0	1	0
LT934125.1	44739	+	0	0	0	0	1	0
LT934125.1	44753	-	0	0	0	0	1	0
LT934125.1	44754	-	1	0	3	0	12	1
LT934125.1	44756	-	0	0	29	0	96	1
LT934125.1	44757	-	0	0	0	0	11	0
LT934125.1	44760	-	7	0	0	0	0	0
LT934125.1	44779	+	0	0	2	0	2	1
LT934125.1	44782	+	0	0	0	0	1	0
LT934125.1	44805	+	0	0	0	0	1	0
LT934125.1	44806	+	1	0	0	1	0	0
LT934125.1	44807	+	2	0	1	0	12	0
LT934125.1	44807	-	0	0	0	0	1	0
LT934125.1	44808	+	0	0	0	0	72	0
LT934125.1	44809	+	0	0	0	19	6	0
LT934125.1	44810	+	31	0	75	6	683	20
LT934125.1	44811	+	0	0	0	0	10	0
LT934125.1	44811	-	0	0	0	0	1	0
LT934125.1	44812	+	148	5	402	1	2619	81
LT934125.1	44812	-	0	0	0	0	2	0
LT934125.1	44813	+	0	0	0	0	2	0
LT934125.1	44814	+	3	0	8	0	53	2
LT934125.1	44815	+	0	0	2	0	1	0
LT934125.1	44817	+	0	0	0	0	1	0
LT934125.1	44817	-	2	0	0	0	0	0
LT934125.1	44818	+	0	0	1	0	1	0
LT934125.1	44818	-	0	0	0	0	1	0
LT934125.1	44820	-	0	0	0	0	1	0
LT934125.1	44821	+	0	0	0	0	1	0
LT934125.1	44843	+	0	0	0	0	0	1
LT934125.1	44845	+	0	0	1	0	2	0
LT934125.1	44859	+	0	0	1	0	0	0
LT934125.1	44860	+	0	0	0	0	2	0
LT934125.1	44865	-	0	0	0	0	1	0
LT934125.1	44876	+	0	0	1	0	0	0
LT934125.1	44877	+	0	0	0	0	1	0
LT934125.1	44879	+	0	0	0	0	1	0
LT934125.1	44882	+	2	0	0	0	2	0
LT934125.1	44883	+	0	0	0	0	1	0
LT934125.1	44886	-	0	0	1	0	5	0
LT934125.1	44887	-	0	0	0	0	1	0
LT934125.1	44888	-	1	0	4	0	17	0
LT934125.1	44889	-	59	2	171	6	749	2
LT934125.1	44890	-	0	0	0	0	50	2
LT934125.1	44891	-	0	0	2	0	2	0
LT934125.1	44892	-	2	0	13	0	43	25
LT934125.1	44893	-	28	0	104	3	45	12
LT934125.1	44894	+	0	0	0	0	1	0
LT934125.1	44894	-	0	0	0	0	231	0
LT934125.1	44895	+	0	0	1	0	0	0
LT934125.1	44895	-	0	0	0	0	9	0
LT934125.1	44897	+	0	0	0	0	1	0
LT934125.1	44901	-	0	0	0	0	1	0
LT934125.1	44912	+	0	0	0	0	2	0
LT934125.1	44913	+	0	0	1	0	0	0
LT934125.1	44917	-	0	0	1	0	1	0
LT934125.1	44946	+	0	0	0	0	8	1
LT934125.1	44969	+	0	0	1	0	1	0
LT934125.1	44970	+	1	0	0	0	2	1
LT934125.1	44977	+	0	0	1	0	0	0
LT934125.1	45002	+	0	0	0	0	1	0
LT934125.1	45017	+	0	0	1	0	0	0
LT934125.1	45034	+	0	0	0	0	1	0
LT934125.1	45036	+	0	0	0	0	1	0
LT934125.1	45038	+	0	0	0	0	0	1
LT934125.1	45039	+	0	0	0	0	1	0
LT934125.1	45061	+	0	0	1	0	0	0
LT934125.1	45064	+	1	0	5	0	0	0
LT934125.1	45065	+	1	0	0	0	8	1
LT934125.1	45066	-	0	0	1	0	0	0
LT934125.1	45067	+	0	0	1	0	0	0
LT934125.1	45069	+	0	0	3	0	0	0
LT934125.1	45085	+	0	0	1	0	0	0
LT934125.1	45087	+	0	0	0	0	1	0
LT934125.1	45088	+	0	0	0	0	2	0
LT934125.1	45089	+	0	0	0	0	1	0
LT934125.1	45093	+	0	0	0	0	0	1
LT934125.1	45104	+	0	0	4	0	0	0
LT934125.1	45105	+	0	0	0	0	2	0
LT934125.1	45109	+	0	0	0	0	2	0
LT934125.1	45110	+	1	0	3	0	0	0
LT934125.1	45137	+	0	0	1	0	0	0
LT934125.1	45140	+	0	0	1	0	0	1
LT934125.1	45147	+	0	0	1	0	0	0
LT934125.1	45156	+	0	0	0	0	1	0
LT934125.1	45165	+	0	0	0	0	1	0
LT934125.1	45169	-	0	0	0	0	1	0
LT934125.1	45187	+	0	0	0	0	1	0
LT934125.1	45196	-	1	0	0	0	0	0
LT934125.1	45201	+	0	0	0	0	1	0
LT934125.1	45203	-	0	0	1	0	0	0
LT934125.1	45204	+	1	0	0	0	0	0
LT934125.1	45204	-	0	0	0	0	1	0
LT934125.1	45207	+	0	0	0	0	1	0
LT934125.1	45223	+	0	0	1	0	0	0
LT934125.1	45233	+	0	0	0	0	1	0
LT934125.1	45268	+	0	0	1	0	0	0
LT934125.1	45272	+	0	0	1	0	0	0
LT934125.1	45285	+	0	0	0	0	0	1
LT934125.1	45303	+	0	0	1	0	0	0
LT934125.1	45304	+	0	0	0	0	1	0
LT934125.1	45305	+	0	0	1	0	2	0
LT934125.1	45306	+	2	0	0	0	9	0
LT934125.1	45315	+	0	0	0	0	1	0
LT934125.1	45333	+	0	0	0	0	0	1
LT934125.1	45334	+	0	0	0	0	1	0
LT934125.1	45342	+	0	0	0	0	2	0
LT934125.1	45351	+	0	0	0	0	1	0
LT934125.1	45373	+	0	0	0	0	0	1
LT934125.1	45374	+	0	0	0	0	2	0
LT934125.1	45392	+	0	0	1	0	0	0
LT934125.1	45413	+	0	0	0	0	1	0
LT934125.1	45416	+	0	0	1	0	0	0
LT934125.1	45417	+	0	0	0	0	1	0
LT934125.1	45419	+	0	0	0	0	1	0
LT934125.1	45425	+	0	0	1	0	0	0
LT934125.1	45442	+	0	0	0	0	1	0
LT934125.1	45443	+	0	0	0	0	1	0
LT934125.1	45444	+	0	0	1	0	0	0
LT934125.1	45447	+	0	0	0	0	2	0
LT934125.1	45449	+	0	0	1	0	0	0
LT934125.1	45466	+	0	0	0	0	1	0
LT934125.1	45467	+	0	0	1	0	0	0
LT934125.1	45468	+	0	0	1	0	1	0
LT934125.1	45469	+	0	0	0	0	1	0
LT934125.1	45472	-	0	0	0	0	1	0
LT934125.1	45475	-	1	0	1	0	1	1
LT934125.1	45490	-	0	0	0	0	1	0
LT934125.1	45494	+	0	0	1	0	0	0
LT934125.1	45496	+	0	0	1	0	0	0
LT934125.1	45497	+	0	0	0	0	1	0
LT934125.1	45503	+	0	0	0	1	0	0
LT934125.1	45505	-	0	0	1	0	0	0
LT934125.1	45515	+	0	0	0	0	1	0
LT934125.1	45523	+	0	0	0	0	1	0
LT934125.1	45527	+	0	0	1	0	0	0
LT934125.1	45548	+	0	0	0	0	1	0
LT934125.1	45549	+	0	0	0	0	1	0
LT934125.1	45550	+	0	0	1	0	0	0
LT934125.1	45551	+	0	0	0	0	1	0
LT934125.1	45555	+	0	0	0	0	2	0
LT934125.1	45556	+	0	0	0	0	1	0
LT934125.1	45560	+	0	0	0	0	1	0
LT934125.1	45573	+	0	0	0	0	1	0
LT934125.1	45574	+	0	0	0	0	1	0
LT934125.1	45596	+	1	0	0	0	0	0
LT934125.1	45599	+	1	0	0	0	0	0
LT934125.1	45602	+	0	0	1	0	0	0
LT934125.1	45605	+	0	0	0	0	1	0
LT934125.1	45608	+	1	0	0	0	0	0
LT934125.1	45626	+	0	0	0	0	1	0
LT934125.1	45630	+	0	0	0	1	0	0
LT934125.1	45631	+	0	0	1	0	0	0
LT934125.1	45632	+	0	0	0	0	0	1
LT934125.1	45634	+	0	0	0	0	1	0
LT934125.1	45635	+	0	0	1	0	0	0
LT934125.1	45640	+	0	0	1	0	0	0
LT934125.1	45641	+	0	0	0	0	1	0
LT934125.1	45645	-	0	0	0	0	1	0
LT934125.1	45647	+	0	0	0	0	1	0
LT934125.1	45650	+	1	0	0	0	0	0
LT934125.1	45651	+	0	0	0	0	1	0
LT934125.1	45655	+	0	0	1	0	0	0
LT934125.1	45659	+	0	0	1	0	0	0
LT934125.1	45660	+	0	0	0	0	2	0
LT934125.1	45665	+	0	0	1	0	0	0
LT934125.1	45666	+	0	0	0	0	1	0
LT934125.1	45680	+	1	0	0	0	0	0
LT934125.1	45698	+	0	0	0	0	1	0
LT934125.1	45702	+	0	1	0	0	0	0
LT934125.1	45708	+	0	0	0	0	1	0
LT934125.1	45721	+	0	0	1	0	0	0
LT934125.1	45723	+	2	0	0	0	0	0
LT934125.1	45726	+	0	0	3	0	0	0
LT934125.1	45727	+	0	0	0	0	1	0
LT934125.1	45748	+	0	0	0	1	0	0
LT934125.1	45749	+	0	0	0	0	1	0
LT934125.1	45750	+	0	0	0	0	1	0
LT934125.1	45753	+	1	0	0	0	0	0
LT934125.1	45756	+	0	0	0	0	1	0
LT934125.1	45758	-	0	0	0	0	1	0
LT934125.1	45768	+	0	0	0	0	1	0
LT934125.1	45790	+	0	0	0	0	1	0
LT934125.1	45812	+	0	0	1	0	0	0
LT934125.1	45821	+	0	0	0	0	1	0
LT934125.1	45822	+	0	0	3	0	0	0
LT934125.1	45830	+	0	0	0	0	1	0
LT934125.1	45832	-	0	0	0	0	1	0
LT934125.1	45833	+	0	0	0	0	1	0
LT934125.1	45839	+	0	0	0	0	4	0
LT934125.1	45860	+	0	0	0	0	1	0
LT934125.1	45861	+	1	0	0	0	0	0
LT934125.1	45865	+	0	0	0	0	4	0
LT934125.1	45865	-	0	0	1	0	0	1
LT934125.1	45866	+	1	0	2	0	0	0
LT934125.1	45868	-	0	0	1	0	0	0
LT934125.1	45899	+	0	0	0	0	2	0
LT934125.1	45900	+	1	0	2	0	0	0
LT934125.1	45906	-	0	0	0	0	1	0
LT934125.1	45908	-	0	0	1	0	0	0
LT934125.1	45909	-	0	0	1	0	0	0
LT934125.1	45911	-	0	0	0	0	1	0
LT934125.1	45913	-	0	0	0	0	1	0
LT934125.1	45919	+	0	0	1	0	0	0
LT934125.1	45920	+	0	0	0	0	2	0
LT934125.1	45922	+	0	0	0	0	1	0
LT934125.1	45926	+	1	0	0	0	0	0
LT934125.1	45931	+	1	0	0	0	0	0
LT934125.1	45956	+	0	0	0	0	6	0
LT934125.1	45957	+	0	0	3	0	0	0
LT934125.1	45959	+	0	0	0	0	1	0
LT934125.1	45967	-	0	0	0	0	1	0
LT934125.1	45969	+	0	0	0	1	1	0
LT934125.1	45969	-	0	0	3	0	3	1
LT934125.1	45970	+	0	0	0	0	2	0
LT934125.1	45970	-	0	0	1	0	0	0
LT934125.1	45983	-	1	0	0	0	1	0
LT934125.1	45990	-	1	0	0	0	0	0
LT934125.1	45997	+	0	0	1	0	0	0
LT934125.1	46003	+	1	0	0	0	0	0
LT934125.1	46004	+	0	0	0	0	1	0
LT934125.1	46005	+	0	0	0	0	2	0
LT934125.1	46007	+	0	0	0	0	1	0
LT934125.1	46008	+	0	0	0	0	1	0
LT934125.1	46016	+	0	0	0	0	1	0
LT934125.1	46017	+	2	0	1	0	1	0
LT934125.1	46018	+	0	0	0	0	4	0
LT934125.1	46019	+	2	0	2	0	0	1
LT934125.1	46020	+	2	0	23	0	0	0
LT934125.1	46021	+	4	0	1	0	4	4
LT934125.1	46023	+	33	3	3	5	158	3
LT934125.1	46024	+	24	1	34	2	119	0
LT934125.1	46024	-	0	0	1	0	1	0
LT934125.1	46025	+	10	0	9	1	63	1
LT934125.1	46025	-	0	0	1	0	0	0
LT934125.1	46026	+	6	0	10	2	16	2
LT934125.1	46026	-	0	0	0	0	1	0
LT934125.1	46027	+	3	0	3	0	1	0
LT934125.1	46028	+	0	0	1	0	0	1
LT934125.1	46029	+	8	0	11	0	0	1
LT934125.1	46043	+	0	0	0	0	2	0
LT934125.1	46049	+	0	0	0	0	1	0
LT934125.1	46051	+	0	0	1	0	0	0
LT934125.1	46052	-	0	0	1	0	0	0
LT934125.1	46056	+	2	0	0	0	0	0
LT934125.1	46058	+	0	0	2	0	0	0
LT934125.1	46060	+	0	0	2	0	0	0
LT934125.1	46074	+	0	0	0	0	1	0
LT934125.1	46086	+	0	0	0	0	4	0
LT934125.1	46088	+	2	0	2	0	0	0
LT934125.1	46089	+	0	0	0	0	1	0
LT934125.1	46095	+	0	0	1	0	0	0
LT934125.1	46099	+	0	0	0	0	3	0
LT934125.1	46104	+	0	0	0	0	1	0
LT934125.1	46106	+	2	0	4	0	0	0
LT934125.1	46143	-	1	0	1	0	0	0
LT934125.1	46148	+	0	0	0	0	1	0
LT934125.1	46151	+	1	0	0	0	0	0
LT934125.1	46159	-	1	0	0	0	0	0
LT934125.1	46165	+	0	0	1	0	1	0
LT934125.1	46168	+	1	0	0	0	1	0
LT934125.1	46169	+	1	0	0	0	0	0
LT934125.1	46170	+	0	0	0	0	7	0
LT934125.1	46171	+	0	0	4	0	0	0
LT934125.1	46172	+	0	0	0	0	1	0
LT934125.1	46185	-	0	0	0	0	2	0
LT934125.1	46188	-	1	0	0	0	0	0
LT934125.1	46205	+	0	0	0	0	1	0
LT934125.1	46220	+	0	0	1	0	0	0
LT934125.1	46227	+	0	0	0	0	0	1
LT934125.1	46233	+	0	0	1	0	0	0
LT934125.1	46234	+	0	0	220	20	0	0
LT934125.1	46235	+	57	5	0	0	402	150
LT934125.1	46237	+	0	0	5	0	2	2
LT934125.1	46238	+	0	0	7	0	2	4
LT934125.1	46239	+	0	0	3	1	2	0
LT934125.1	46240	+	0	0	1	1	1	1
LT934125.1	46243	+	0	0	0	0	1	1
LT934125.1	46244	-	0	0	1	0	0	0
LT934125.1	46255	+	0	0	1	0	0	0
LT934125.1	46260	+	0	0	1	0	0	0
LT934125.1	46262	+	0	0	0	0	1	0
LT934125.1	46264	+	0	0	1	0	2	0
LT934125.1	46285	+	0	0	0	0	1	0
LT934125.1	46291	-	0	0	0	0	2	0
LT934125.1	46303	+	0	0	0	0	2	0
LT934125.1	46303	-	0	0	1	0	0	0
LT934125.1	46311	-	0	0	0	0	1	0
LT934125.1	46331	+	0	0	0	0	0	1
LT934125.1	46333	+	0	0	3	0	2	0
LT934125.1	46334	+	0	0	0	0	1	0
LT934125.1	46361	+	0	0	0	0	1	0
LT934125.1	46406	+	0	0	1	0	0	0
LT934125.1	46407	+	0	0	0	1	0	0
LT934125.1	46411	-	0	0	0	0	1	0
LT934125.1	46420	-	0	0	0	0	1	0
LT934125.1	46421	+	0	0	0	0	0	1
LT934125.1	46435	+	0	0	0	0	2	0
LT934125.1	46435	-	0	0	0	0	4	0
LT934125.1	46436	+	1	0	0	0	0	0
LT934125.1	46438	-	0	0	0	0	3	0
LT934125.1	46443	-	0	0	0	0	1	0
LT934125.1	46444	+	0	0	0	0	1	0
LT934125.1	46451	+	1	0	0	0	0	0
LT934125.1	46452	+	0	0	0	0	2	0
LT934125.1	46453	+	2	0	0	0	0	0
LT934125.1	46462	-	0	0	0	0	1	0
LT934125.1	46483	+	1	0	0	0	0	0
LT934125.1	46489	+	0	0	2	1	5	1
LT934125.1	46490	+	0	0	0	0	3	0
LT934125.1	46492	+	0	0	0	0	2	1
LT934125.1	46501	+	0	0	1	0	0	0
LT934125.1	46503	+	0	0	1	0	0	0
LT934125.1	46512	+	0	0	2	0	0	0
LT934125.1	46514	+	0	0	1	0	0	0
LT934125.1	46528	-	1	0	0	0	0	0
LT934125.1	46529	+	1	0	0	0	0	0
LT934125.1	46542	+	0	0	0	0	1	0
LT934125.1	46547	+	0	0	0	0	1	0
LT934125.1	46557	+	0	0	0	0	1	0
LT934125.1	46564	+	0	0	1	0	0	0
LT934125.1	46571	+	0	0	0	0	1	0
LT934125.1	46576	+	0	0	0	0	1	0
LT934125.1	46577	+	0	0	1	0	0	0
LT934125.1	46606	+	0	0	1	0	0	0
LT934125.1	46619	+	0	0	0	0	2	0
LT934125.1	46633	-	0	0	0	0	1	0
LT934125.1	46647	+	0	0	1	0	0	0
LT934125.1	46649	+	1	0	0	0	0	0
LT934125.1	46652	+	1	0	0	0	0	0
LT934125.1	46654	+	0	0	1	0	1	0
LT934125.1	46655	+	2	0	0	0	2	1
LT934125.1	46676	+	0	0	0	0	3	0
LT934125.1	46677	+	2	0	1	0	0	0
LT934125.1	46682	+	3	0	0	0	2	0
LT934125.1	46696	+	0	0	1	0	0	0
LT934125.1	46699	-	0	0	0	0	2	0
LT934125.1	46710	+	0	0	2	0	0	0
LT934125.1	46713	+	2	0	0	0	1	0
LT934125.1	46733	+	1	0	0	0	0	0
LT934125.1	46754	+	0	0	0	1	0	0
LT934125.1	46764	+	0	0	1	0	0	0
LT934125.1	46781	+	0	1	0	0	0	0
LT934125.1	46782	+	1	0	0	0	2	0
LT934125.1	46790	+	0	0	1	0	0	0
LT934125.1	46811	+	0	0	1	0	0	0
LT934125.1	46814	+	0	0	0	0	1	0
LT934125.1	46819	+	0	0	1	0	0	0
LT934125.1	46832	+	0	0	1	0	0	0
LT934125.1	46849	+	0	0	0	0	1	0
LT934125.1	46849	-	0	0	1	0	2	0
LT934125.1	46850	+	0	0	1	0	0	0
LT934125.1	46863	+	0	0	0	0	0	1
LT934125.1	46871	+	1	0	0	0	0	0
LT934125.1	46880	+	0	0	1	0	0	0
LT934125.1	46913	+	0	0	2	0	0	0
LT934125.1	46947	+	0	0	1	0	0	0
LT934125.1	46948	-	0	0	1	0	0	0
LT934125.1	46950	-	1	0	0	0	0	0
LT934125.1	46961	-	0	0	1	0	0	0
LT934125.1	46964	+	0	0	1	0	0	0
LT934125.1	46978	+	1	0	0	0	0	0
LT934125.1	46980	-	0	0	0	0	1	0
LT934125.1	47003	+	0	0	0	0	1	0
LT934125.1	47005	+	0	0	1	0	0	0
LT934125.1	47008	+	0	0	1	0	1	0
LT934125.1	47010	+	0	0	0	0	1	0
LT934125.1	47011	+	0	0	2	0	0	0
LT934125.1	47027	+	0	0	0	0	0	1
LT934125.1	47039	+	1	0	0	0	0	0
LT934125.1	47058	+	1	0	0	0	0	0
LT934125.1	47076	-	0	0	0	0	0	1
LT934125.1	47077	+	0	0	1	0	0	0
LT934125.1	47108	-	0	0	0	0	1	0
LT934125.1	47140	+	1	0	0	0	0	0
LT934125.1	47143	+	0	0	1	0	0	0
LT934125.1	47146	-	0	0	1	0	0	0
LT934125.1	47152	+	0	0	0	0	1	0
LT934125.1	47188	+	0	0	1	0	0	0
LT934125.1	47192	+	1	0	0	0	0	0
LT934125.1	47203	-	0	0	1	0	0	0
LT934125.1	47250	+	0	0	0	0	1	0
LT934125.1	47267	+	0	0	1	0	0	0
LT934125.1	47282	+	0	0	0	0	0	1
LT934125.1	47285	+	0	0	1	0	0	0
LT934125.1	47293	-	0	0	0	0	0	1
LT934125.1	47294	+	0	0	1	0	0	0
LT934125.1	47310	+	0	0	0	1	0	0
LT934125.1	47311	+	1	0	1	0	0	0
LT934125.1	47313	+	0	0	0	0	5	0
LT934125.1	47315	+	5	0	7	0	11	4
LT934125.1	47316	+	0	0	6	0	0	0
LT934125.1	47317	+	7	0	5	1	0	2
LT934125.1	47318	+	0	0	1	0	0	0
LT934125.1	47319	+	0	0	0	1	0	0
LT934125.1	47320	+	0	1	1	1	2	0
LT934125.1	47328	+	0	0	1	0	0	0
LT934125.1	47364	+	0	0	0	0	0	1
LT934125.1	47377	-	0	0	0	0	1	0
LT934125.1	47392	+	0	0	0	0	1	0
LT934125.1	47414	+	0	0	0	0	1	0
LT934125.1	47424	-	0	0	1	0	0	0
LT934125.1	47487	-	0	0	1	0	0	0
LT934125.1	47488	-	0	0	0	0	1	0
LT934125.1	47491	-	0	0	2	0	0	0
LT934125.1	47525	+	0	0	0	0	1	0
LT934125.1	47556	+	0	0	0	0	1	0
LT934125.1	47559	+	0	0	1	0	0	0
LT934125.1	47562	+	1	0	1	0	1	0
LT934125.1	47568	+	0	0	1	0	0	1
LT934125.1	47570	+	0	0	0	0	1	0
LT934125.1	47572	+	0	0	1	0	1	0
LT934125.1	47612	+	0	0	0	0	1	0
LT934125.1	47637	-	0	0	1	0	0	0
LT934125.1	47641	+	0	0	0	0	1	0
LT934125.1	47642	+	1	0	2	0	3	0
LT934125.1	47644	+	0	0	2	0	0	0
LT934125.1	47648	+	0	0	2	0	0	0
LT934125.1	47666	+	1	0	0	0	0	0
LT934125.1	47667	+	0	0	0	0	1	0
LT934125.1	47668	+	0	0	0	0	1	0
LT934125.1	47669	+	0	0	0	0	1	0
LT934125.1	47677	+	1	0	0	0	0	0
LT934125.1	47681	+	0	0	1	0	0	0
LT934125.1	47683	+	0	0	0	0	0	1
LT934125.1	47685	+	0	0	1	0	1	0
LT934125.1	47696	+	1	0	0	0	0	0
LT934125.1	47699	+	0	0	1	0	2	1
LT934125.1	47702	+	0	0	2	0	0	0
LT934125.1	47725	+	0	0	1	0	0	0
LT934125.1	47731	+	0	0	0	0	1	0
LT934125.1	47733	+	0	0	1	0	0	0
LT934125.1	47735	+	0	1	3	0	1	0
LT934125.1	47737	+	0	0	0	0	1	0
LT934125.1	47740	-	0	0	1	0	0	0
LT934125.1	47744	+	0	0	0	0	1	0
LT934125.1	47759	+	0	0	1	0	0	0
LT934125.1	47766	+	0	0	1	0	0	0
LT934125.1	47768	+	0	0	1	0	0	0
LT934125.1	47772	+	0	0	0	0	1	0
LT934125.1	47785	+	0	0	0	0	1	0
LT934125.1	47788	+	0	0	0	0	1	0
LT934125.1	47799	+	0	0	0	0	0	1
LT934125.1	47802	+	1	0	0	0	2	0
LT934125.1	47807	+	0	0	0	0	1	0
LT934125.1	47825	+	0	0	2	0	0	0
LT934125.1	47826	+	0	0	0	0	0	1
LT934125.1	47834	+	0	0	1	0	0	0
LT934125.1	47862	+	0	0	0	0	3	0
LT934125.1	47866	+	0	0	0	0	1	0
LT934125.1	47877	+	1	0	0	0	0	0
LT934125.1	47890	+	0	0	0	0	0	1
LT934125.1	47897	+	0	1	0	0	1	0
LT934125.1	47898	+	1	0	0	0	1	1
LT934125.1	47909	+	0	0	1	0	0	0
LT934125.1	47915	+	1	0	0	0	0	0
LT934125.1	47939	+	1	0	0	0	0	0
LT934125.1	47954	+	0	0	0	0	1	0
LT934125.1	47959	-	0	0	1	0	0	0
LT934125.1	47963	+	0	0	0	1	0	0
LT934125.1	47964	+	0	0	0	0	0	1
LT934125.1	47969	+	0	0	1	0	0	0
LT934125.1	47972	+	0	0	1	0	0	0
LT934125.1	47992	-	0	0	0	0	1	0
LT934125.1	47998	-	0	0	0	0	1	0
LT934125.1	48012	+	1	0	0	0	0	0
LT934125.1	48016	+	0	0	1	0	3	1
LT934125.1	48017	+	0	0	0	0	1	0
LT934125.1	48020	+	0	0	0	0	1	0
LT934125.1	48039	+	0	0	0	0	0	2
LT934125.1	48042	+	1	0	2	0	0	0
LT934125.1	48052	+	0	0	0	0	1	0
LT934125.1	48066	+	2	0	0	0	0	0
LT934125.1	48070	+	0	0	1	0	0	0
LT934125.1	48080	+	0	0	0	0	1	0
LT934125.1	48085	+	0	0	0	0	1	0
LT934125.1	48104	+	2	0	1	0	0	2
LT934125.1	48114	-	0	0	1	0	0	0
LT934125.1	48115	-	0	0	0	0	1	0
LT934125.1	48126	+	0	0	0	0	1	0
LT934125.1	48127	+	0	0	0	0	0	2
LT934125.1	48162	-	0	0	0	0	1	0
LT934125.1	48172	+	1	0	0	0	0	0
LT934125.1	48173	+	2	0	1	0	1	0
LT934125.1	48174	+	1	0	0	0	1	0
LT934125.1	48184	-	0	0	1	0	0	0
LT934125.1	48188	+	0	0	1	0	0	0
LT934125.1	48209	+	0	1	0	0	0	0
LT934125.1	48220	+	0	0	1	0	0	0
LT934125.1	48221	+	0	0	1	0	0	0
LT934125.1	48222	+	0	0	2	0	0	0
LT934125.1	48223	+	0	1	2	0	3	0
LT934125.1	48224	+	0	0	0	0	1	0
LT934125.1	48225	+	1	0	0	0	0	0
LT934125.1	48254	+	0	0	0	0	1	0
LT934125.1	48259	+	1	0	1	0	0	0
LT934125.1	48262	+	0	0	1	0	0	0
LT934125.1	48266	+	0	1	0	0	2	0
LT934125.1	48267	+	4	0	1	0	0	0
LT934125.1	48270	+	0	0	1	0	0	0
LT934125.1	48275	+	0	0	0	0	1	0
LT934125.1	48276	+	0	0	0	2	0	0
LT934125.1	48277	+	0	0	0	1	0	0
LT934125.1	48278	+	0	0	0	0	1	0
LT934125.1	48279	+	1	0	1	0	0	1
LT934125.1	48289	+	0	0	0	0	0	1
LT934125.1	48291	+	2	0	0	2	0	0
LT934125.1	48292	+	0	0	0	0	3	0
LT934125.1	48294	+	0	0	2	0	0	0
LT934125.1	48295	+	0	0	0	0	1	0
LT934125.1	48299	+	0	0	1	0	0	0
LT934125.1	48301	+	0	1	0	0	0	0
LT934125.1	48309	+	2	0	0	0	0	0
LT934125.1	48310	+	0	0	0	0	0	1
LT934125.1	48320	+	2	0	0	0	0	0
LT934125.1	48322	+	0	0	1	0	0	0
