chr	strand	gene	group	cluster	start	end	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	inCoding	cluster_width	hpi	cell_line	Time	dominant_TC	CDS_start	CDS_end	CDS_prime5	CDS_prime3	TSS_CDS_dist	closest_TC	gene_mean_dominant_TSS	gene_dominant_TSS_shift	gene_mean_shift_TSS	gene_sd_shift_TSS	gene_varcoeff_shif_TSS
LT934125.1	+	UL49	PK_15_4h	65	9640	9646	9646	19697.923222	16928.886092	9644	9646	3		7	4h	PK_15	4	65	9657	10409	9657	10409	11	65	9646	0	0.5	1.22474487139159	2.44948974278318
LT934125.1	+	UL49.5	C6_12h	59	9257	9270	9270	15334.661246	12633.35971	9269	9270	2		14	12h	C6	12	59	9323	9619	9323	9619	53	59	9270	0	0	0	
LT934125.1	+	UL49.5	C6_4h	59	9266	9270	9270	19307.211812	16467.915957	9267	9270	4		5	4h	C6	4	59	9323	9619	9323	9619	53	59	9270	0	0	0	
LT934125.1	+	UL49.5	PC_12_12h	59	9267	9270	9270	11567.295659	9671.814437	9269	9270	2		4	12h	PC_12	12	59	9323	9619	9323	9619	53	59	9270	0	0	0	
LT934125.1	+	UL49.5	PC_12_4h	59	9266	9270	9270	21276.595744	17891.682785	9269	9270	2		5	4h	PC_12	4	59	9323	9619	9323	9619	53	59	9270	0	0	0	
LT934125.1	+	UL49.5	PK_15_12h	59	9265	9270	9270	12223.274642	10908.75041	9267	9270	4		6	12h	PK_15	12	59	9323	9619	9323	9619	53	59	9270	0	0	0	
LT934125.1	+	UL49.5	PK_15_4h	59	9267	9270	9270	16677.155443	14474.512272	9269	9270	2		4	4h	PK_15	4	59	9323	9619	9323	9619	53	59	9270	0	0	0	
LT934125.1	+	UL5	C6_12h	700	88885	88888	88885	1091.434963	654.860978	88885	88888	4		4	12h	C6	12	700	88923	91427	88923	91427	38	700	88885	0	0.833333333333333	1.16904519445001	1.40285423334001
LT934125.1	+	UL5	C6_4h	700	88885	88886	88885	1135.718342	567.859171	88885	88886	2		2	4h	C6	4	700	88923	91427	88923	91427	38	700	88885	0	0.833333333333333	1.16904519445001	1.40285423334001
LT934125.1	+	UL5	PC_12_12h	700	88884	88888	88884	886.988008	534.622909	88884	88888	5		5	12h	PC_12	12	700	88923	91427	88923	91427	39	700	88885	1	0.833333333333333	1.16904519445001	1.40285423334001
LT934125.1	+	UL5	PC_12_4h	700	88884	88888	88884	2417.794971	1934.235977	88884	88888	5		5	4h	PC_12	4	700	88923	91427	88923	91427	39	700	88885	1	0.833333333333333	1.16904519445001	1.40285423334001
LT934125.1	+	UL5	PK_15_12h	700	88885	88888	88885	460.98384	248.499101	88885	88888	4		4	12h	PK_15	12	700	88923	91427	88923	91427	38	700	88885	0	0.833333333333333	1.16904519445001	1.40285423334001
LT934125.1	+	UL5	PK_15_4h	700	88884	88888	88888	1699.181875	692.259283	88885	88888	4		5	4h	PK_15	4	700	88923	91427	88923	91427	35	700	88885	-3	0.833333333333333	1.16904519445001	1.40285423334001
LT934125.1	+	UL51	C6_12h	44	7588	7591	7591	900.433845	654.860978	7588	7591	4		4	12h	C6	12	44	7729	8439	7729	8439	138	44	7591	0	0	0	
LT934125.1	+	UL51	PC_12_12h	44	7587	7591	7591	692.579677	340.214578	7588	7591	4		5	12h	PC_12	12	44	7729	8439	7729	8439	138	44	7591	0	0	0	
LT934125.1	+	UL51	PC_12_4h	44	7587	7591	7591	3384.912959	1692.45648	7587	7591	5		5	4h	PC_12	4	44	7729	8439	7729	8439	138	44	7591	0	0	0	
LT934125.1	+	UL51	PK_15_12h	44	7585	7591	7591	388.955116	237.694793	7585	7591	7		7	12h	PK_15	12	44	7729	8439	7729	8439	138	44	7591	0	0	0	
LT934125.1	+	UL9	C6_12h	659	81480	81481	81480	54.571748	27.285874	81480	81481	2		2	12h	C6	12	659	81550	84090	81550	84090	70	659	81457	-23	31.6666666666667	14.1539158303748	0.446965763064466
LT934125.1	+	UL9	PC_12_12h	658	81409	81409	81409	24.301041	24.301041	81409	81409	1		1	12h	PC_12	12	658	81550	84090	81550	84090	141	658	81457	48	31.6666666666667	14.1539158303748	0.446965763064466
LT934125.1	+	UL9	PK_15_4h	659	81481	81481	81481	62.932662	62.932662	81481	81481	1		1	4h	PK_15	4	659	81550	84090	81550	84090	69	659	81457	-24	31.6666666666667	14.1539158303748	0.446965763064466
LT934125.1	+	US1	C6_12h	887	115725	115725	115725	81.857622	81.857622	115725	115725	1		1	12h	C6	12	887	115740	116831	115740	116831	15	887	115719	-6	8.75	6.18465843842649	0.706818107248742
LT934125.1	+	US1	C6_4h	887	115724	115724	115724	567.859171	567.859171	115724	115724	1		1	4h	C6	4	887	115740	116831	115740	116831	16	887	115719	-5	8.75	6.18465843842649	0.706818107248742
LT934125.1	+	US1	PK_15_12h	887	115701	115701	115701	14.405745	14.405745	115701	115701	1		1	12h	PK_15	12	887	115740	116831	115740	116831	39	887	115719	18	8.75	6.18465843842649	0.706818107248742
LT934125.1	+	US1	PK_15_4h	887	115725	115725	115725	125.865324	125.865324	115725	115725	1		1	4h	PK_15	4	887	115740	116831	115740	116831	15	887	115719	-6	8.75	6.18465843842649	0.706818107248742
LT934125.1	+	US2	C6_12h	1019	125221	125227	125225	8676.907963	5157.030205	125223	125225	3		7	12h	C6	12	1019	125308	126078	125308	126078	83	1019	125225	0	0	0	
LT934125.1	+	US2	PC_12_12h	1019	125221	125227	125225	3851.715046	2284.297882	125223	125225	3		7	12h	PC_12	12	1019	125308	126078	125308	126078	83	1019	125225	0	0	0	
LT934125.1	+	US2	PC_12_4h	1019	125219	125227	125225	6286.266925	4110.251451	125219	125225	7		9	4h	PC_12	4	1019	125308	126078	125308	126078	83	1019	125225	0	0	0	
LT934125.1	+	US2	PK_15_12h	1019	125221	125227	125225	1998.797121	1253.299816	125223	125225	3		7	12h	PK_15	12	1019	125308	126078	125308	126078	83	1019	125225	0	0	0	
LT934125.1	+	US3	C6_4h	918	117768	117770	117769	3407.155026	2271.436684	117768	117770	3		3	4h	C6	4	918	117833	118837	117833	118837	64	918	117769	0	0	0	
LT934125.1	+	US3	PC_12_12h	918	117768	117770	117769	2004.835908	1530.965602	117768	117769	2		3	12h	PC_12	12	918	117833	118837	117833	118837	64	918	117769	0	0	0	
LT934125.1	+	US3	PC_12_4h	918	117768	117769	117769	6044.487427	5319.148936	117768	117769	2		2	4h	PC_12	4	918	117833	118837	117833	118837	64	918	117769	0	0	0	
LT934125.1	+	US3	PK_15_12h	918	117768	117769	117769	860.743265	734.692996	117768	117769	2		2	12h	PK_15	12	918	117833	118837	117833	118837	64	918	117769	0	0	0	
LT934125.1	+	US3	PK_15_4h	918	117768	117769	117769	6293.266205	4908.74764	117768	117769	2		2	4h	PK_15	4	918	117833	118837	117833	118837	64	918	117769	0	0	0	
LT934125.1	+	US4	C6_12h	932	118858	118864	118864	52088.733662	36617.643046	118861	118864	4		7	12h	C6	12	932	118897	120396	118897	120396	33	932	118864	0	0	0	
LT934125.1	+	US4	C6_4h	932	118858	118866	118864	54514.480409	36342.986939	118858	118864	7		9	4h	C6	4	932	118897	120396	118897	120396	33	932	118864	0	0	0	
LT934125.1	+	US4	PC_12_12h	932	118860	118864	118864	46524.343569	32138.127119	118860	118864	5		5	12h	PC_12	12	932	118897	120396	118897	120396	33	932	118864	0	0	0	
LT934125.1	+	US4	PC_12_4h	932	118860	118866	118864	79787.234042	56334.622824	118860	118864	5		7	4h	PC_12	4	932	118897	120396	118897	120396	33	932	118864	0	0	0	
LT934125.1	+	US4	PK_15_12h	932	118860	118864	118864	41189.626424	30972.351774	118861	118864	4		5	12h	PK_15	12	932	118897	120396	118897	120396	33	932	118864	0	0	0	
LT934125.1	+	US4	PK_15_4h	932	118853	118864	118864	55821.271239	41409.69163	118861	118864	4		12	4h	PK_15	4	932	118897	120396	118897	120396	33	932	118864	0	0	0	
LT934125.1	+	US6	C6_12h	962	120554	120557	120555	3438.020137	2674.015662	120555	120557	3		4	12h	C6	12	962	120576	121778	120576	121778	21	962	120554	-1	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	+	US6	C6_4h	962	120555	120557	120555	3975.014197	2271.436684	120555	120557	3		3	4h	C6	4	962	120576	121778	120576	121778	21	962	120554	-1	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	+	US6	PC_12_12h	962	120554	120557	120555	5710.744705	4337.735872	120555	120557	3		4	12h	PC_12	12	962	120576	121778	120576	121778	21	962	120554	-1	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	+	US6	PC_12_4h	962	120554	120565	120555	6769.825918	3384.912959	120555	120557	3		12	4h	PC_12	4	962	120576	121778	120576	121778	21	962	120554	-1	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	+	US6	PK_15_12h	962	120552	120557	120552	8023.999971	5787.508058	120552	120557	6		6	12h	PK_15	12	962	120576	121778	120576	121778	24	962	120554	2	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	+	US6	PK_15_4h	962	120554	120557	120555	3775.959723	2517.306482	120555	120557	3		4	4h	PK_15	4	962	120576	121778	120576	121778	21	962	120554	-1	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	+	US7	C6_12h	975	121784	121786	121784	4202.024612	2455.728669	121784	121786	3		3	12h	C6	12	975	121799	122896	121799	122896	15	975	121784	0	0	0	
LT934125.1	+	US7	C6_4h	975	121784	121786	121784	10789.324247	6246.45088	121784	121786	3		3	4h	C6	4	975	121799	122896	121799	122896	15	975	121784	0	0	0	
LT934125.1	+	US7	PC_12_12h	975	121784	121786	121784	6779.990522	3535.801509	121784	121786	3		3	12h	PC_12	12	975	121799	122896	121799	122896	15	975	121784	0	0	0	
LT934125.1	+	US7	PC_12_4h	975	121783	121784	121784	9912.959381	6769.825919	121783	121784	2		2	4h	PC_12	4	975	121799	122896	121799	122896	15	975	121784	0	0	0	
LT934125.1	+	US7	PK_15_12h	975	121782	121786	121784	10869.134611	5917.159763	121784	121786	3		5	12h	PK_15	12	975	121799	122896	121799	122896	15	975	121784	0	0	0	
LT934125.1	+	US7	PK_15_4h	975	121784	121786	121784	11076.148522	5538.074261	121784	121786	3		3	4h	PK_15	4	975	121799	122896	121799	122896	15	975	121784	0	0	0	
LT934125.1	+	US8	C6_12h	991	122976	122983	122976	3001.446151	1582.580698	122976	122981	6		8	12h	C6	12	991	123000	124730	123000	124730	24	991	122978	2	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	+	US8	C6_4h	991	122978	122981	122979	5678.591709	3975.014196	122978	122981	4		4	4h	C6	4	991	123000	124730	123000	124730	21	991	122978	-1	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	+	US8	PC_12_12h	991	122977	122983	122979	4131.177021	2527.308295	122979	122981	3		7	12h	PC_12	12	991	123000	124730	123000	124730	21	991	122978	-1	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	+	US8	PC_12_4h	991	122979	122988	122979	6286.266924	4352.030948	122979	122983	5		10	4h	PC_12	4	991	123000	124730	123000	124730	21	991	122978	-1	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	+	US8	PK_15_12h	991	122978	122983	122979	2755.098733	1829.529616	122979	122981	3		6	12h	PK_15	12	991	123000	124730	123000	124730	21	991	122978	-1	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	+	US8	PK_15_4h	991	122973	122981	122979	9943.360605	7300.188798	122979	122981	3		9	4h	PK_15	4	991	123000	124730	123000	124730	21	991	122978	-1	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	+	US9	C6_12h	1013	124754	124756	124756	4011.023493	3956.451745	124756	124756	1		3	12h	C6	12	1013	124788	125084	124788	125084	32	1013	124756	0	0.5	1.22474487139159	2.44948974278318
LT934125.1	+	US9	C6_4h	1013	124756	124756	124756	2271.436684	2271.436684	124756	124756	1		1	4h	C6	4	1013	124788	125084	124788	125084	32	1013	124756	0	0.5	1.22474487139159	2.44948974278318
LT934125.1	+	US9	PC_12_12h	1013	124754	124756	124756	7423.968117	7399.667076	124756	124756	1		3	12h	PC_12	12	1013	124788	125084	124788	125084	32	1013	124756	0	0.5	1.22474487139159	2.44948974278318
LT934125.1	+	US9	PC_12_4h	1013	124753	124753	124753	4835.589942	4835.589942	124753	124753	1		1	4h	PC_12	4	1013	124788	125084	124788	125084	35	1013	124756	3	0.5	1.22474487139159	2.44948974278318
LT934125.1	+	US9	PK_15_12h	1013	124751	124756	124756	6867.938934	6788.707336	124756	124756	1		6	12h	PK_15	12	1013	124788	125084	124788	125084	32	1013	124756	0	0.5	1.22474487139159	2.44948974278318
LT934125.1	+	US9	PK_15_4h	1013	124756	124756	124756	3146.633103	3146.633103	124756	124756	1		1	4h	PK_15	4	1013	124788	125084	124788	125084	32	1013	124756	0	0.5	1.22474487139159	2.44948974278318
LT934125.1	-	AZURE	C6_12h	2031	118809	118809	118809	27.285874	27.285874	118809	118809	1		1	12h	C6	12	2031	117251	118739	118739	117251	-70	2031	118809	0	0	0	
LT934125.1	-	AZURE	PK_15_4h	2031	118809	118809	118809	62.932662	62.932662	118809	118809	1		1	4h	PK_15	4	2031	117251	118739	118739	117251	-70	2031	118809	0	0	0	
LT934125.1	-	CTO-L	C6_12h	1655	65747	65756	65756	3465.30601	1937.297061	65748	65756	9		10	12h	C6	12	1655	63164	65752	65752	63164	-4	1655	65753	-3	1.33333333333333	0.816496580927726	0.612372435695795
LT934125.1	-	CTO-L	C6_4h	1655	65752	65752	65752	2271.436684	2271.436684	65752	65752	1	UL21	1	4h	C6	4	1655	63164	65752	65752	63164	0	1655	65753	1	1.33333333333333	0.816496580927726	0.612372435695795
LT934125.1	-	CTO-L	PC_12_12h	1655	65748	65752	65752	5382.680648	3061.931204	65749	65752	4	UL21	5	12h	PC_12	12	1655	63164	65752	65752	63164	0	1655	65753	1	1.33333333333333	0.816496580927726	0.612372435695795
LT934125.1	-	CTO-L	PC_12_4h	1655	65746	65752	65752	5560.928432	3143.133462	65748	65752	5	UL21	7	4h	PC_12	4	1655	63164	65752	65752	63164	0	1655	65753	1	1.33333333333333	0.816496580927726	0.612372435695795
LT934125.1	-	CTO-L	PK_15_12h	1655	65749	65752	65752	2917.163364	1897.956905	65750	65752	3	UL21	4	12h	PK_15	12	1655	63164	65752	65752	63164	0	1655	65753	1	1.33333333333333	0.816496580927726	0.612372435695795
LT934125.1	-	CTO-L	PK_15_4h	1655	65747	65752	65752	1699.181875	881.057269	65749	65752	4	UL21	6	4h	PK_15	4	1655	63164	65752	65752	63164	0	1655	65753	1	1.33333333333333	0.816496580927726	0.612372435695795
LT934125.1	-	CTO-M	PK_15_12h	1637	64179	64179	64179	14.405745	14.405745	64179	64179	1	UL21	1	12h	PK_15	12	1637	63164	64127	64127	63164	-52	1637	64180	1	0.5	0.707106781186548	1.4142135623731
LT934125.1	-	CTO-M	PK_15_4h	1637	64180	64180	64180	62.932662	62.932662	64180	64180	1	UL21	1	4h	PK_15	4	1637	63164	64127	64127	63164	-53	1637	64180	0	0.5	0.707106781186548	1.4142135623731
LT934125.1	-	CTO-S	C6_12h	1629	63417	63425	63420	84258.779229	71407.132527	63420	63420	1	UL21	9	12h	C6	12	1629	63164	63420	63420	63164	0	1629	63420	0	0	0	
LT934125.1	-	CTO-S	C6_4h	1629	63420	63423	63420	70414.537194	65871.663827	63420	63420	1	UL21	4	4h	C6	4	1629	63164	63420	63420	63164	0	1629	63420	0	0	0	
LT934125.1	-	CTO-S	PC_12_12h	1629	63417	63438	63420	241600.9526	201929.502679	63420	63420	1	UL21	22	12h	PC_12	12	1629	63164	63420	63420	63164	0	1629	63420	0	0	0	
LT934125.1	-	CTO-S	PC_12_4h	1629	63420	63424	63420	134187.620889	126208.897485	63420	63420	1	UL21	5	4h	PC_12	4	1629	63164	63420	63420	63164	0	1629	63420	0	0	0	
LT934125.1	-	CTO-S	PK_15_12h	1629	63420	63438	63420	274868.817685	245290.22174	63420	63421	2	UL21	19	12h	PK_15	12	1629	63164	63420	63420	63164	0	1629	63420	0	0	0	
LT934125.1	-	CTO-S	PK_15_4h	1629	63420	63423	63420	88609.188168	88168.659534	63420	63420	1	UL21	4	4h	PK_15	4	1629	63164	63420	63420	63164	0	1629	63420	0	0	0	
LT934125.1	-	Ep0	C6_12h	1874	97361	97368	97361	1910.011187	1773.581817	97361	97361	1		8	12h	C6	12	1874	96114	97346	97346	96114	-15	1874	97361	0	0	0	
LT934125.1	-	Ep0	PK_15_12h	1874	97361	97362	97361	504.201076	478.991022	97361	97361	1		2	12h	PK_15	12	1874	96114	97346	97346	96114	-15	1874	97361	0	0	0	
LT934125.1	-	IE180	C6_12h	1946	107369	107375	107372	873.147971	682.146853	107370	107372	3		7	12h	C6	12	1946	102945	107297	107297	102945	-75	1946	107369	-3	1.16666666666667	1.83484785926972	1.5727267365169
LT934125.1	-	IE180	C6_4h	1946	107365	107365	107365	567.859171	567.859171	107365	107365	1		1	4h	C6	4	1946	102945	107297	107297	102945	-68	1946	107369	4	1.16666666666667	1.83484785926972	1.5727267365169
LT934125.1	-	IE180	PC_12_12h	1946	107366	107382	107369	1057.095296	704.730198	107368	107372	5		17	12h	PC_12	12	1946	102945	107297	107297	102945	-72	1946	107369	0	1.16666666666667	1.83484785926972	1.5727267365169
LT934125.1	-	IE180	PC_12_4h	1946	107368	107372	107369	2659.574468	1934.235977	107368	107369	2		5	4h	PC_12	4	1946	102945	107297	107297	102945	-72	1946	107369	0	1.16666666666667	1.83484785926972	1.5727267365169
LT934125.1	-	IE180	PK_15_12h	1946	107366	107380	107369	601.439854	432.17235	107369	107373	5		15	12h	PK_15	12	1946	102945	107297	107297	102945	-72	1946	107369	0	1.16666666666667	1.83484785926972	1.5727267365169
LT934125.1	-	IE180	PK_15_4h	1946	107366	107382	107369	6607.929514	4908.74764	107369	107378	10		17	4h	PK_15	4	1946	102945	107297	107297	102945	-72	1946	107369	0	1.16666666666667	1.83484785926972	1.5727267365169
LT934125.1	-	NOIR_2	C6_12h	2155	136235	136244	136235	8731.479712	8595.050342	136235	136235	1	NOIR_2	10	12h	C6	12	2155	134888	136235	136235	134888	0	2155	136235	0	0	0	
LT934125.1	-	NOIR_2	C6_4h	2155	136232	136235	136235	4542.873367	3975.014196	136232	136235	4	NOIR_2	4	4h	C6	4	2155	134888	136235	136235	134888	0	2155	136235	0	0	0	
LT934125.1	-	NOIR_2	PC_12_12h	2155	136235	136238	136235	12587.939393	12551.487831	136235	136235	1	NOIR_2	4	12h	PC_12	12	2155	134888	136235	136235	134888	0	2155	136235	0	0	0	
LT934125.1	-	NOIR_2	PC_12_4h	2155	136231	136235	136235	8704.061895	7736.943907	136234	136235	2	NOIR_2	5	4h	PC_12	4	2155	134888	136235	136235	134888	0	2155	136235	0	0	0	
LT934125.1	-	NOIR_2	PK_15_12h	2155	136235	136244	136235	7739.486507	7710.675017	136235	136235	1	NOIR_2	10	12h	PK_15	12	2155	134888	136235	136235	134888	0	2155	136235	0	0	0	
LT934125.1	-	NOIR_2	PK_15_4h	2155	136235	136238	136235	16740.088106	16677.155444	136235	136235	1	NOIR_2	4	4h	PK_15	4	2155	134888	136235	136235	134888	0	2155	136235	0	0	0	
LT934125.1	-	UL1	C6_12h	1842	94943	94950	94946	9659.199431	4311.168108	94945	94947	3		8	12h	C6	12	1842	94461	94931	94931	94461	-15	1842	94946	0	0.333333333333333	0.516397779494322	1.54919333848297
LT934125.1	-	UL1	C6_4h	1842	94943	94948	94946	16467.915957	7950.028393	94946	94948	3		6	4h	C6	4	1842	94461	94931	94931	94461	-15	1842	94946	0	0.333333333333333	0.516397779494322	1.54919333848297
LT934125.1	-	UL1	PC_12_12h	1842	94947	94950	94947	11008.371709	10510.200362	94947	94947	1		4	12h	PC_12	12	1842	94461	94931	94931	94461	-16	1842	94946	-1	0.333333333333333	0.516397779494322	1.54919333848297
LT934125.1	-	UL1	PC_12_4h	1842	94947	94950	94947	16924.564797	14506.769826	94947	94948	2		4	4h	PC_12	4	1842	94461	94931	94931	94461	-16	1842	94946	-1	0.333333333333333	0.516397779494322	1.54919333848297
LT934125.1	-	UL1	PK_15_12h	1842	94943	94950	94946	6208.8761	3342.132843	94946	94947	2		8	12h	PK_15	12	1842	94461	94931	94931	94461	-15	1842	94946	0	0.333333333333333	0.516397779494322	1.54919333848297
LT934125.1	-	UL1	PK_15_4h	1842	94945	94948	94946	12334.801762	5349.276274	94946	94948	3		4	4h	PK_15	4	1842	94461	94931	94931	94461	-15	1842	94946	0	0.333333333333333	0.516397779494322	1.54919333848297
LT934125.1	-	UL10	C6_4h	1742	81686	81686	81686	567.859171	567.859171	81686	81686	1		1	4h	C6	4	1742	80370	81551	81551	80370	-135	1742	81625	-61	61.25	0.957427107756338	0.0156314629837769
LT934125.1	-	UL10	PC_12_12h	1740	81563	81563	81563	121.505206	121.505206	81563	81563	1		1	12h	PC_12	12	1740	80370	81551	81551	80370	-12	1740	81625	62	61.25	0.957427107756338	0.0156314629837769
LT934125.1	-	UL10	PC_12_4h	1742	81687	81687	81687	483.558994	483.558994	81687	81687	1		1	4h	PC_12	4	1742	80370	81551	81551	80370	-136	1742	81625	-62	61.25	0.957427107756338	0.0156314629837769
LT934125.1	-	UL10	PK_15_12h	1740	81565	81565	81565	79.231598	79.231598	81565	81565	1		1	12h	PK_15	12	1740	80370	81551	81551	80370	-14	1740	81625	60	61.25	0.957427107756338	0.0156314629837769
LT934125.1	-	UL15	C6_12h	1712	76860	76870	76863	409.288111	245.572867	76862	76869	8		11	12h	C6	12	1712	71647	76754	76754	71647	-109	1712	76862	-1	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	-	UL15	C6_4h	1712	76863	76863	76863	567.859171	567.859171	76863	76863	1		1	4h	C6	4	1712	71647	76754	76754	71647	-109	1712	76862	-1	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	-	UL15	PC_12_12h	1712	76860	76867	76863	182.25781	109.354686	76860	76867	8		8	12h	PC_12	12	1712	71647	76754	76754	71647	-109	1712	76862	-1	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	-	UL15	PC_12_4h	1712	76860	76863	76863	1450.676982	725.338491	76860	76863	4		4	4h	PC_12	4	1712	71647	76754	76754	71647	-109	1712	76862	-1	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	-	UL15	PK_15_12h	1712	76860	76863	76860	97.238779	54.021544	76860	76863	4		4	12h	PK_15	12	1712	71647	76754	76754	71647	-106	1712	76862	2	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	-	UL15	PK_15_4h	1712	76860	76869	76863	818.124606	440.528634	76860	76863	4		10	4h	PK_15	4	1712	71647	76754	76754	71647	-109	1712	76862	-1	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	-	UL2	C6_12h	1837	94526	94533	94526	1446.151328	927.71972	94526	94529	4	UL1	8	12h	C6	12	1837	93521	94483	94483	93521	-43	1837	94526	0	0	0	
LT934125.1	-	UL2	C6_4h	1837	94526	94528	94526	1135.718342	567.859171	94526	94528	3	UL1	3	4h	C6	4	1837	93521	94483	94483	93521	-43	1837	94526	0	0	0	
LT934125.1	-	UL2	PC_12_12h	1837	94526	94529	94526	668.278635	340.214578	94526	94529	4	UL1	4	12h	PC_12	12	1837	93521	94483	94483	93521	-43	1837	94526	0	0	0	
LT934125.1	-	UL2	PC_12_4h	1837	94526	94530	94526	2176.015474	1934.235977	94526	94530	5	UL1	5	4h	PC_12	4	1837	93521	94483	94483	93521	-43	1837	94526	0	0	0	
LT934125.1	-	UL2	PK_15_12h	1837	94526	94530	94526	731.091561	565.425492	94526	94530	5	UL1	5	12h	PK_15	12	1837	93521	94483	94483	93521	-43	1837	94526	0	0	0	
LT934125.1	-	UL2	PK_15_4h	1837	94526	94529	94526	3335.431089	2013.845186	94526	94529	4	UL1	4	4h	PK_15	4	1837	93521	94483	94483	93521	-43	1837	94526	0	0	0	
LT934125.1	-	UL24	C6_12h	1614	59276	59281	59277	4665.884472	3874.594123	59277	59277	1		6	12h	C6	12	1614	58648	59163	59163	58648	-114	1614	59277	0	0.166666666666667	0.408248290463863	2.44948974278318
LT934125.1	-	UL24	C6_4h	1614	59276	59279	59276	2271.436684	1135.718342	59276	59279	4		4	4h	C6	4	1614	58648	59163	59163	58648	-113	1614	59277	1	0.166666666666667	0.408248290463863	2.44948974278318
LT934125.1	-	UL24	PC_12_12h	1614	59276	59279	59277	2369.351527	2126.341114	59277	59277	1		4	12h	PC_12	12	1614	58648	59163	59163	58648	-114	1614	59277	0	0.166666666666667	0.408248290463863	2.44948974278318
LT934125.1	-	UL24	PC_12_4h	1614	59276	59277	59277	4835.589942	4110.251451	59276	59277	2		2	4h	PC_12	4	1614	58648	59163	59163	58648	-114	1614	59277	0	0.166666666666667	0.408248290463863	2.44948974278318
LT934125.1	-	UL24	PK_15_12h	1614	59277	59282	59277	2290.513458	2150.057443	59277	59277	1		6	12h	PK_15	12	1614	58648	59163	59163	58648	-114	1614	59277	0	0.166666666666667	0.408248290463863	2.44948974278318
LT934125.1	-	UL24	PK_15_4h	1614	59277	59281	59277	2580.239144	2139.71051	59277	59279	3		5	4h	PK_15	4	1614	58648	59163	59163	58648	-114	1614	59277	0	0.166666666666667	0.408248290463863	2.44948974278318
LT934125.1	-	UL25	C6_12h	1607	58570	58572	58570	218.286993	136.429371	58570	58572	3		3	12h	C6	12	1607	56951	58555	58555	56951	-15	1607	58571	1	0.6	0.547722557505166	0.912870929175277
LT934125.1	-	UL25	PC_12_12h	1607	58570	58575	58570	303.763017	145.806248	58570	58575	6		6	12h	PC_12	12	1607	56951	58555	58555	56951	-15	1607	58571	1	0.6	0.547722557505166	0.912870929175277
LT934125.1	-	UL25	PC_12_4h	1607	58571	58571	58571	241.779497	241.779497	58571	58571	1		1	4h	PC_12	4	1607	56951	58555	58555	56951	-16	1607	58571	0	0.6	0.547722557505166	0.912870929175277
LT934125.1	-	UL25	PK_15_12h	1607	58568	58574	58572	1375.748649	424.969478	58571	58574	4		7	12h	PK_15	12	1607	56951	58555	58555	56951	-17	1607	58571	-1	0.6	0.547722557505166	0.912870929175277
LT934125.1	-	UL25	PK_15_4h	1607	58571	58574	58571	314.66331	125.865324	58571	58574	4		4	4h	PK_15	4	1607	56951	58555	58555	56951	-16	1607	58571	0	0.6	0.547722557505166	0.912870929175277
LT934125.1	-	UL26	C6_12h	1589	56944	56947	56946	1418.865454	982.291468	56944	56946	3		4	12h	C6	12	1589	55343	56917	56917	55343	-29	1589	56946	0	0.5	1.22474487139159	2.44948974278318
LT934125.1	-	UL26	C6_4h	1589	56946	56946	56946	3975.014196	3975.014196	56946	56946	1		1	4h	C6	4	1589	55343	56917	56917	55343	-29	1589	56946	0	0.5	1.22474487139159	2.44948974278318
LT934125.1	-	UL26	PC_12_12h	1589	56944	56948	56946	2053.43799	1397.309875	56944	56947	4		5	12h	PC_12	12	1589	55343	56917	56917	55343	-29	1589	56946	0	0.5	1.22474487139159	2.44948974278318
LT934125.1	-	UL26	PC_12_4h	1589	56946	56947	56946	5319.148936	4110.251451	56946	56947	2		2	4h	PC_12	4	1589	55343	56917	56917	55343	-29	1589	56946	0	0.5	1.22474487139159	2.44948974278318
LT934125.1	-	UL26	PK_15_12h	1589	56944	56950	56949	2611.041283	1905.159778	56944	56949	6		7	12h	PK_15	12	1589	55343	56917	56917	55343	-32	1589	56946	-3	0.5	1.22474487139159	2.44948974278318
LT934125.1	-	UL26	PK_15_4h	1589	56944	56950	56946	943.989931	629.326621	56944	56946	3		7	4h	PK_15	4	1589	55343	56917	56917	55343	-29	1589	56946	0	0.5	1.22474487139159	2.44948974278318
