seqnames	strand	TSS	TES	NOV_TX_ID	C6_dRNA	C6_dcDNA_12h	C6_dcDNA_1h	C6_dcDNA_2h	C6_dcDNA_4h	C6_dcDNA_6h	C6_dcDNA_8h	NRK_dcDNA_12h	NRK_dcDNA_1h	NRK_dcDNA_2h	NRK_dcDNA_4h	NRK_dcDNA_6h	NRK_dcDNA_8h	PC_12_dRNA	PC_12_dcDNA_0.5h	PC_12_dcDNA_1.5h	PC_12_dcDNA_12h	PC_12_dcDNA_1h	PC_12_dcDNA_2.5h	PC_12_dcDNA_2h	PC_12_dcDNA_4h	PC_12_dcDNA_6h	PC_12_dcDNA_8h	PK_15_dRNA	PK_15_dcDNA_12h	PK_15_dcDNA_1h	PK_15_dcDNA_2h	PK_15_dcDNA_4h	PK_15_dcDNA_6h	PK_15_dcDNA_8h
LT934125.1	+	54081	55161	NOV_TX_979	1	96	0	0	1	3	14	39	0	0	0	2	7	7	0	0	88	0	0	0	0	9	18	22	223	0	2	1	20	62
LT934125.1	+	54129	55161	NOV_TX_980	2	57	0	0	0	4	2	50	0	0	0	1	11	5	0	0	77	0	0	0	0	9	11	30	213	0	0	6	15	45
LT934125.1	+	54165	55161	NOV_TX_982	3	19	0	0	0	1	1	2	0	0	0	0	0	4	0	0	24	0	0	0	0	1	2	26	23	0	0	0	2	4
LT934125.1	+	54184	55161	NOV_TX_983	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0
LT934125.1	+	54209	55161	NOV_TX_984	0	0	0	0	0	4	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0
LT934125.1	+	54232	55161	NOV_TX_985	0	71	0	0	0	0	0	0	0	0	1	2	0	3	0	0	0	0	0	0	3	0	0	14	0	0	1	0	0	0
LT934125.1	+	54245	55161	NOV_TX_986	1	44	0	0	0	0	0	0	0	0	0	1	0	5	0	0	164	0	0	0	3	0	0	17	464	0	2	5	0	159
LT934125.1	+	54265	55161	NOV_TX_988	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	64	0
LT934125.1	+	54290	55161	NOV_TX_990	5	120	0	0	1	13	3	10	0	0	1	0	1	7	0	0	0	0	0	0	3	2	5	33	440	0	3	3	8	13
LT934125.1	+	54306	55161	NOV_TX_992	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	54324	55161	NOV_TX_993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0
LT934125.1	+	54337	55161	NOV_TX_994	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451
LT934125.1	+	54337	55271	NOV_TX_995	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LT934125.1	+	54351	55161	NOV_TX_996	5	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	16	0	0	2	0	0	0
LT934125.1	+	54366	55161	NOV_TX_998	4	197	0	0	1	0	0	344	0	0	0	14	0	19	0	0	0	0	0	0	11	79	0	61	0	0	4	0	174	0
LT934125.1	+	54397	55161	NOV_TX_1000	1	128	0	0	0	0	81	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	2	7	0	0
LT934125.1	+	54421	55161	NOV_TX_1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527	0	0	0	0	0	0	0	1317	0	0	0	0	0
LT934125.1	+	54442	55161	NOV_TX_1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	1	0	0	1	0	0	0
LT934125.1	+	54475	55161	NOV_TX_1005	2	91	0	1	2	6	19	61	0	0	1	6	6	10	0	0	133	0	0	0	6	21	29	28	202	0	1	5	39	71
LT934125.1	+	54544	55161	NOV_TX_1007	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	15	0	0	0	1	5	0	0
LT934125.1	+	54561	55161	NOV_TX_1008	3	60	0	0	0	0	17	55	0	0	2	5	3	10	0	0	87	0	1	0	2	12	1	31	227	0	0	4	23	52
LT934125.1	+	54606	55161	NOV_TX_1012	0	81	0	0	0	7	14	63	0	0	1	7	10	3	0	0	112	0	0	1	2	15	33	17	463	0	2	3	37	118
LT934125.1	+	54630	55161	NOV_TX_1014	1	136	0	0	0	0	8	10	0	0	0	0	3	3	0	0	250	0	1	1	3	5	10	23	0	0	0	2	17	43
LT934125.1	+	54671	55161	NOV_TX_1019	0	757	0	1	0	23	144	0	0	0	0	0	0	8	0	0	0	0	0	0	31	0	0	25	0	0	0	43	0	1233
LT934125.1	+	54671	55271	NOV_TX_1020	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LT934125.1	+	54723	55161	NOV_TX_1023	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	1015	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	54742	55161	NOV_TX_1025	1	198	0	2	1	0	0	0	0	0	0	0	0	12	0	0	0	0	0	4	0	142	355	70	738	0	0	6	0	0
LT934125.1	+	54742	55271	NOV_TX_1026	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
LT934125.1	+	54782	55161	NOV_TX_1029	1	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	252	0	0	0	0	0	0	27	0	0	0	0	0	0
LT934125.1	+	54834	55161	NOV_TX_1032	6	0	0	1	2	0	0	0	0	0	0	0	0	12	0	0	455	0	0	0	0	0	0	72	0	0	0	0	0	0
LT934125.1	+	54868	55161	NOV_TX_1034	4	96	0	0	0	0	0	0	0	0	11	0	0	8	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
LT934125.1	+	54932	55161	NOV_TX_1037	0	397	0	0	0	11	58	215	0	0	2	10	44	5	0	0	528	0	1	0	11	54	111	19	1309	0	0	14	126	476
LT934125.1	+	54932	55271	NOV_TX_1038	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	1	1
LT934125.1	+	55035	55161	NOV_TX_1041	1	327	0	0	2	0	36	26	0	0	0	2	3	2	0	0	391	0	0	0	11	50	75	14	727	0	7	12	105	275
LT934125.1	+	55035	55271	NOV_TX_1042	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	2
LT934125.1	+	55097	55271	NOV_TX_1043	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LT934125.1	+	55167	55271	NOV_TX_1045	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
LT934125.1	+	55303	55471	NOV_TX_1048	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	2	1
LT934125.1	+	55303	56189	NOV_TX_1049	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	2
LT934125.1	+	55352	55471	NOV_TX_1052	0	8	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	7	8
LT934125.1	+	55352	56189	NOV_TX_1053	0	29	0	0	1	0	2	40	0	0	0	3	0	0	0	0	31	0	0	0	0	2	7	0	154	0	1	5	29	142
LT934125.1	+	55477	56189	NOV_TX_1054	0	0	0	0	0	0	11	44	0	0	0	2	3	0	0	1	63	0	0	1	3	4	7	0	260	0	3	13	64	244
LT934125.1	+	55712	56189	NOV_TX_1057	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	2	1	0	11	0	0	0	1	4
LT934125.1	+	55740	56189	NOV_TX_1059	0	0	0	0	0	0	2	7	0	0	0	1	0	0	0	0	5	1	0	0	1	3	0	0	9	0	0	1	3	2
LT934125.1	+	55782	56189	NOV_TX_1060	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	55834	56189	NOV_TX_1061	0	1	0	0	0	0	0	32	0	0	0	0	0	0	0	0	36	0	0	0	0	1	0	0	0	0	0	0	0	0
LT934125.1	+	55869	56189	NOV_TX_1062	0	65	1	0	0	3	6	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	4	0	136	0	1	17	61	89
LT934125.1	+	56000	56189	NOV_TX_1066	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	1	1	1	0	5	0	0	0	0	3
LT934125.1	+	58002	60251	NOV_TX_1079	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
LT934125.1	+	58625	60251	NOV_TX_1087	0	2	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5	0	1	0	1	5
LT934125.1	+	58808	60251	NOV_TX_1089	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	2	0	2	0	0	0	0	2
LT934125.1	+	58863	60251	NOV_TX_1091	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	3	0	0	0	0	1
LT934125.1	+	58897	60251	NOV_TX_1092	0	3	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	3
LT934125.1	+	59068	60251	NOV_TX_1096	3	744	37	73	33	244	363	1327	10	23	37	102	327	5	0	26	549	26	46	61	100	407	308	28	707	0	96	372	948	1454
LT934125.1	+	59068	62340	NOV_TX_1099	0	36	0	1	1	6	9	21	0	0	0	2	8	0	0	0	3	0	0	1	1	4	3	0	5	0	0	1	5	2
LT934125.1	+	59146	60251	NOV_TX_1101	2	44	1	2	0	3	24	19	0	1	0	0	4	4	0	0	19	0	2	0	6	17	13	14	36	0	1	42	39	47
LT934125.1	+	59205	60251	NOV_TX_1103	2	26	0	0	2	2	7	35	1	1	0	1	11	1	0	0	33	0	0	0	0	16	16	12	12	0	1	7	16	0
LT934125.1	+	59263	60251	NOV_TX_1106	0	27	2	1	0	0	3	8	0	0	0	1	10	3	0	0	43	0	0	0	4	11	17	6	13	0	1	8	24	19
LT934125.1	+	59287	60251	NOV_TX_1108	0	0	0	0	0	0	14	22	0	0	0	0	11	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
LT934125.1	+	59310	60251	NOV_TX_1109	0	0	0	0	0	6	0	0	0	0	0	2	0	2	0	0	21	0	0	3	0	6	0	4	0	1	2	13	19	0
LT934125.1	+	59332	60251	NOV_TX_1110	1	18	0	0	0	0	0	3	0	0	3	1	0	3	0	0	7	0	0	0	8	5	0	11	40	0	0	4	5	36
LT934125.1	+	59391	60251	NOV_TX_1113	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	9	0
LT934125.1	+	59412	60251	NOV_TX_1114	1	5	0	0	0	0	9	12	0	0	0	1	6	2	0	0	6	0	0	0	3	0	7	3	8	0	0	2	0	13
LT934125.1	+	59474	60251	NOV_TX_1117	0	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	2	7	0	2	0	0	2	0	2	1
LT934125.1	+	59489	60251	NOV_TX_1118	0	3	1	0	0	0	5	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	8	5	1	0	0	1	9	4
LT934125.1	+	59546	60251	NOV_TX_1121	3	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	1	0	0	5	2	0	0	0	0	4
LT934125.1	+	59560	60251	NOV_TX_1122	0	0	0	0	0	0	28	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	84	0
LT934125.1	+	59580	60251	NOV_TX_1124	1	24	1	1	0	4	0	0	0	0	6	4	0	1	0	0	51	0	0	1	6	0	0	5	32	0	0	0	0	51
LT934125.1	+	59599	60251	NOV_TX_1125	2	56	0	1	0	0	0	0	0	2	6	11	37	1	0	0	60	2	4	1	4	42	0	4	28	2	3	28	0	45
LT934125.1	+	59640	60251	NOV_TX_1127	0	6	0	1	0	1	1	8	0	0	0	1	3	0	0	0	9	0	0	1	1	4	2	2	4	0	1	12	8	3
LT934125.1	+	59668	60251	NOV_TX_1128	0	17	0	0	0	6	6	14	0	0	2	1	4	0	0	0	14	0	1	1	3	11	1	3	5	0	2	5	7	14
LT934125.1	+	59739	60251	NOV_TX_1130	0	0	0	0	0	0	0	0	0	0	0	11	19	0	0	0	28	0	0	0	2	31	20	0	0	0	0	0	0	0
LT934125.1	+	59771	60251	NOV_TX_1132	1	0	1	5	1	0	0	0	0	1	3	0	0	1	0	1	0	0	0	0	0	0	0	21	0	0	2	12	0	0
LT934125.1	+	59793	60251	NOV_TX_1134	0	29	0	0	0	6	12	74	0	0	0	0	0	0	0	0	53	0	0	0	4	0	0	0	35	0	0	7	51	61
LT934125.1	+	59793	62340	NOV_TX_1135	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
LT934125.1	+	59857	60251	NOV_TX_1136	0	0	0	4	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	59896	60251	NOV_TX_1138	0	7	0	0	0	0	0	0	0	0	0	0	37	4	0	0	31	0	0	1	0	44	0	14	24	0	4	60	0	0
LT934125.1	+	59924	60251	NOV_TX_1139	0	58	0	0	0	0	0	0	1	0	7	9	0	3	0	0	94	2	5	3	15	0	0	21	64	0	0	0	0	0
LT934125.1	+	59953	60251	NOV_TX_1140	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	107	0
LT934125.1	+	59989	60251	NOV_TX_1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	139
LT934125.1	+	60045	60251	NOV_TX_1143	0	0	0	0	0	0	0	56	0	0	0	0	11	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	122	0
LT934125.1	+	60079	60251	NOV_TX_1145	0	71	3	0	0	9	0	0	0	0	0	2	0	4	0	0	0	3	0	0	16	0	0	17	38	0	8	16	0	0
LT934125.1	+	60108	60251	NOV_TX_1146	0	66	0	4	3	2	0	0	0	1	0	0	0	1	0	0	126	0	1	3	0	0	0	6	18	0	5	41	0	172
LT934125.1	+	60154	60251	NOV_TX_1148	0	17	0	1	0	2	13	4	0	0	0	0	0	0	0	0	12	0	1	0	2	8	12	0	5	0	0	6	18	24
LT934125.1	+	60234	62340	NOV_TX_1150	5	123	0	2	3	23	15	75	0	0	2	5	21	29	0	0	67	0	0	1	4	5	30	108	195	0	5	6	63	208
LT934125.1	+	60285	62340	NOV_TX_1154	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0
LT934125.1	+	60378	62340	NOV_TX_1155	0	11	0	0	0	0	2	12	0	0	0	0	3	0	0	0	7	0	0	1	0	0	2	0	3	0	0	1	1	5
LT934125.1	+	60469	62340	NOV_TX_1158	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1
LT934125.1	+	60597	62340	NOV_TX_1160	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	2	1
LT934125.1	+	60660	62340	NOV_TX_1162	0	8	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	60764	62340	NOV_TX_1164	0	13	0	0	0	2	5	7	0	0	0	0	0	0	0	0	7	0	0	0	1	2	0	0	8	0	0	1	5	7
LT934125.1	+	60949	62340	NOV_TX_1174	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	1	0	0
LT934125.1	+	61007	62340	NOV_TX_1176	0	8	0	0	0	0	5	0	0	0	0	1	5	0	0	0	2	0	1	0	0	4	2	1	2	0	0	0	3	4
LT934125.1	+	61039	62340	NOV_TX_1177	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1
LT934125.1	+	61078	62340	NOV_TX_1178	0	26	0	2	0	2	1	18	0	0	1	0	4	2	0	0	15	0	0	0	1	8	3	3	37	0	0	1	8	20
LT934125.1	+	61166	62340	NOV_TX_1181	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	1	0	0	0	0	0
LT934125.1	+	61200	62340	NOV_TX_1183	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	3	0	0	0	1	2
LT934125.1	+	61278	62340	NOV_TX_1185	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	1
LT934125.1	+	61338	62340	NOV_TX_1188	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
LT934125.1	+	61359	62340	NOV_TX_1189	0	35	0	0	0	0	0	0	0	0	1	0	0	1	0	0	7	0	0	0	0	0	0	3	7	0	0	4	1	6
LT934125.1	+	61405	62340	NOV_TX_1191	0	46	0	2	0	0	0	23	0	0	0	0	0	1	0	0	38	0	0	4	0	0	0	2	31	0	2	0	5	30
LT934125.1	+	61436	62340	NOV_TX_1192	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
LT934125.1	+	61516	62340	NOV_TX_1196	0	31	0	0	0	0	1	6	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	4	10	0	0	0	6	11
LT934125.1	+	61529	62340	NOV_TX_1197	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	27	0	0	0	0	1	1	0	2	0	0	0	0	3
LT934125.1	+	61594	62340	NOV_TX_1198	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
LT934125.1	+	61621	62340	NOV_TX_1199	0	33	1	0	3	0	4	0	0	0	1	3	4	4	0	0	27	0	0	0	0	5	4	16	21	0	0	4	13	27
LT934125.1	+	61687	62340	NOV_TX_1201	0	175	0	0	0	0	0	338	0	0	0	0	98	0	0	0	0	0	0	0	0	58	126	0	369	0	0	0	0	0
LT934125.1	+	61701	62340	NOV_TX_1202	3	146	2	4	0	0	68	0	0	0	21	54	0	13	0	1	0	2	5	6	12	0	0	41	0	0	0	24	139	335
LT934125.1	+	61748	62340	NOV_TX_1205	0	109	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	4	0	0	4	0	0	17	0	0	0
LT934125.1	+	61798	62340	NOV_TX_1207	1	2	0	0	0	0	0	5	0	0	0	0	0	2	0	0	48	0	0	1	2	1	1	8	5	0	0	7	4	7
LT934125.1	+	61826	62340	NOV_TX_1208	1	107	0	1	0	1	25	99	0	0	9	13	21	6	0	1	146	1	0	1	5	25	32	14	80	1	5	9	38	66
LT934125.1	+	61879	62340	NOV_TX_1209	1	35	0	0	1	1	6	32	0	0	1	3	2	1	0	0	46	0	1	0	3	9	13	9	24	0	0	3	3	23
LT934125.1	+	61932	62340	NOV_TX_1210	2	181	3	0	2	9	0	0	0	0	0	0	41	5	0	1	381	0	0	2	13	0	93	8	0	0	0	0	0	0
LT934125.1	+	61976	62340	NOV_TX_1212	4	0	0	0	0	0	0	0	0	0	3	16	0	5	0	0	0	0	2	0	0	0	0	20	0	0	1	0	0	0
LT934125.1	+	62000	62340	NOV_TX_1214	0	70	0	0	0	0	52	0	0	0	4	0	0	1	0	0	0	1	1	0	0	0	0	3	0	0	1	0	86	0
LT934125.1	+	62037	62340	NOV_TX_1216	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	233
LT934125.1	+	62144	62340	NOV_TX_1219	0	133	0	0	0	1	30	35	0	0	3	5	5	4	0	0	159	1	0	0	11	26	53	7	65	0	3	5	25	75
LT934125.1	+	62218	62340	NOV_TX_1220	0	485	1	1	6	15	104	43	0	0	2	8	12	1	0	0	0	1	0	3	36	143	0	3	355	0	4	38	152	297
LT934125.1	+	62233	62340	NOV_TX_1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632	0	0	0	0	0	143	0	0	0	0	0	0	0
LT934125.1	+	62269	62340	NOV_TX_1222	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
LT934125.1	+	63176	63420	NOV_TX_1225	0	5	0	0	0	0	2	1	0	0	0	0	0	0	0	0	10	0	0	0	2	7	10	0	24	0	1	0	3	4
LT934125.1	+	65806	70521	NOV_TX_1229	0	5	0	0	1	1	0	9	0	0	0	0	6	0	0	0	0	1	0	0	0	1	3	5	36	0	1	1	7	47
LT934125.1	+	65806	71544	NOV_TX_1231	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	5
LT934125.1	+	66209	70521	NOV_TX_1232	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
LT934125.1	+	66338	68749	NOV_TX_1234	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0	1	0
LT934125.1	+	66338	70521	NOV_TX_1236	0	128	0	2	2	19	13	380	0	0	0	3	87	19	0	0	51	0	0	2	4	12	60	148	1329	0	7	9	80	672
LT934125.1	+	66338	71543	NOV_TX_1238	0	0	0	0	0	0	0	58	0	0	0	1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	66338	71544	NOV_TX_1237	0	57	0	2	0	8	6	18	0	0	0	1	6	7	0	0	9	0	0	0	0	1	18	5	72	0	0	1	6	43
LT934125.1	+	66404	70521	NOV_TX_1241	0	4	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	2	4	8
LT934125.1	+	66427	70521	NOV_TX_1243	0	9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	3	29	0	0	1	0	3
LT934125.1	+	66427	71544	NOV_TX_1244	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
LT934125.1	+	66520	70521	NOV_TX_1247	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	0	0	0	1	1
LT934125.1	+	66642	70521	NOV_TX_1250	0	8	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	2
LT934125.1	+	66833	70521	NOV_TX_1256	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
LT934125.1	+	66910	70521	NOV_TX_1258	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	5
LT934125.1	+	66936	70521	NOV_TX_1259	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
LT934125.1	+	66982	70521	NOV_TX_1260	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
LT934125.1	+	67112	70521	NOV_TX_1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1
LT934125.1	+	67172	70521	NOV_TX_1264	0	4	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	4	8	0	0	0	3	5
LT934125.1	+	67234	70521	NOV_TX_1266	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1
LT934125.1	+	67280	70521	NOV_TX_1269	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	3
LT934125.1	+	67326	70521	NOV_TX_1270	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	1	6
LT934125.1	+	67370	70521	NOV_TX_1272	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	5	0	0	0	0	0
LT934125.1	+	67406	70521	NOV_TX_1273	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6
LT934125.1	+	67448	70521	NOV_TX_1275	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1
LT934125.1	+	67564	70521	NOV_TX_1280	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	1
LT934125.1	+	67706	70521	NOV_TX_1283	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	2
LT934125.1	+	67838	70521	NOV_TX_1288	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	1	1	0	1	0	0	0	0	1	2
LT934125.1	+	67859	70521	NOV_TX_1289	0	2	0	0	0	1	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	3	15	0	0	0	1	4
LT934125.1	+	67964	70521	NOV_TX_1292	0	8	0	0	0	1	3	3	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	2	12	0	0	0	0	5
LT934125.1	+	68001	70521	NOV_TX_1294	0	3	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	6	25	0	0	0	0	7
LT934125.1	+	68028	70521	NOV_TX_1295	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	4
LT934125.1	+	68058	70521	NOV_TX_1297	0	8	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0	0	0	0	1
LT934125.1	+	68095	70521	NOV_TX_1299	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	59	0	0	1	0	0
LT934125.1	+	68121	70521	NOV_TX_1301	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	7	0	0	1	0	3	6
LT934125.1	+	68158	70521	NOV_TX_1303	0	25	0	0	0	0	1	12	0	0	0	0	0	1	0	0	12	0	0	0	0	1	2	3	20	0	0	2	8	29
LT934125.1	+	68158	71544	NOV_TX_1305	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0
LT934125.1	+	68232	70521	NOV_TX_1308	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	15	0	0	0	1	0
LT934125.1	+	68267	70521	NOV_TX_1310	0	0	0	0	0	1	0	25	0	0	0	0	8	0	0	0	20	0	0	0	1	4	4	5	0	0	1	0	2	19
