seqnames	strand	gene	cluster	TC.start	TC.end	TC.width	support	score	mean_shape	min_shape	max_shape	consensus_peak	min_peak	max_peak	hpi_samples	cell_lines	dcDNA.TSS_TC_significance
LT934125.1	+	TC_430	430	52875	52875	0	1	100.38145	0	0	0	52875	52875	52875	4h	PC_12	*
LT934125.1	+	TC_431	431	52914	52955	41	8	589.192915	0	0	0	52936	52914	52955	6h, 8h, 12h, 2h	C6, NRK, PC_12, PK_15	**
LT934125.1	+	TC_432	432	53004	53013	5	2	190.023029	0	0	3.32192809488736	53006	53004	53009	8h, 6h	NRK, PC_12	*
LT934125.1	+	TC_433	433	53042	53119	77	13	6947.800193	0	0	5.64330835961671	53067	53042	53119	6h, 8h, 12h, 2h, 4h, 1.5h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_434	434	53186	53277	81	13	2808.199751	0	0	13.8566601719812	53224	53186	53267	4h, 6h, 8h, 12h, 2.5h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_435	435	53303	53319	16	2	58.935131	0	0	0	53311	53303	53319	8h, 6h	C6, PC_12	*
LT934125.1	+	TC_436	436	53366	53473	93	15	5228.609166	0	0	13.9751139007985	53406	53366	53459	12h, 4h, 8h, 6h, 1h, 2.5h, 2h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_437	437	53503	53511	8	2	64.215375	0	0	0	53507	53503	53511	8h, 6h	PC_12, PK_15	*
LT934125.1	+	TC_438	438	53564	53606	42	7	1031.307778	0	0	0	53594	53564	53606	12h, 4h, 6h, 8h	NRK, PC_12, PK_15	***
LT934125.1	+	TC_439	439	53640	53652	11	19	91643.372063	0	0	2.83031245543442	53648	53641	53652	12h, 4h, 6h, 8h, 1h, 2.5h, 2h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_44	44	6812	6813	1	2	112.895102	0	0	0	6812	6812	6813	6h	C6, PC_12	*
LT934125.1	+	TC_440	440	53696	53772	67	13	1258.46835	0	0	11.9980884897903	53742	53696	53763	12h, 6h, 8h, 2h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_441	441	53798	53961	163	15	3825.327065	0	0	17.9156961199481	53896	53798	53961	12h, 6h, 8h, 1h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_442	442	53987	54009	22	10	904.618356	0	0	7.24948561234348	53997	53987	54009	12h, 6h, 8h, 2h, 4h	C6, NRK, PC_12, PK_15	**
LT934125.1	+	TC_443	443	54039	54053	14	4	110.586925	0	0	0	54049	54039	54053	12h, 6h, 8h	NRK, PC_12, PK_15	*
LT934125.1	+	TC_444	444	54079	54093	6	2	150.812271	0	0	3.16992500144231	54082	54079	54085	6h, 8h	C6	*
LT934125.1	+	TC_445	445	54114	54139	25	6	262.886449	0	0	5.03748857558063	54130	54114	54139	12h, 8h, 6h, 4h	NRK, PC_12, PK_15	**
LT934125.1	+	TC_446	446	54182	54266	84	12	1253.029191	0	0	9.78339743431109	54232	54182	54266	6h, 8h, 12h, 2h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_447	447	54298	54457	145	16	3808.507751	0	0	21.6639124636908	54365	54298	54443	12h, 1h, 6h, 8h, 2h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_448	448	54464	54477	3	15	3500.359565	0	0	5.55065958860622	54474	54472	54475	12h, 4h, 6h, 8h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_449	449	54540	54563	23	11	1131.143867	0	0	3	54551	54540	54563	6h, 12h, 8h, 4h, 2h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_45	45	6840	6840	0	1	31.95705	0	0	0	6840	6840	6840	8h	PC_12	*
LT934125.1	+	TC_450	450	54599	54614	13	5	204.432157	0	0	5.1506328462973	54606	54599	54612	12h, 6h	C6, NRK, PC_12, PK_15	**
LT934125.1	+	TC_451	451	54650	54899	239	17	6631.319547	0	0	29.725094106167	54734	54658	54897	12h, 6h, 8h, 4h, 2h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_452	452	54926	54950	24	11	1928.948617	0	0	5.31232071248316	54938	54926	54950	12h, 6h, 8h, 2h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_453	453	55005	55046	41	7	427.285366	0	0	5.91816924083891	55032	55005	55046	12h, 6h, 8h	C6, PC_12, PK_15	**
LT934125.1	+	TC_454	454	55166	55168	2	3	2345.372613	0	0	0	55167	55166	55168	6h, 1h, 8h	C6, PC_12	**
LT934125.1	+	TC_455	455	55290	55324	28	14	4184.067877	0	0	9.1569984814987	55303	55290	55318	12h, 6h, 8h, 4h, 2h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_456	456	55350	55358	0	12	5132.749513	0	0	4.58888613770809	55352	55352	55352	12h, 8h, 6h, 2h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_457	457	55424	55424	0	1	31.95705	0	0	0	55424	55424	55424	8h	PC_12	*
LT934125.1	+	TC_458	458	55466	55497	24	13	2091.528609	0	0	9.48309394859923	55479	55473	55497	12h, 6h, 8h, 2h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_459	459	55548	55555	7	2	128.15525	0	0	4.09706862941342	55552	55548	55555	8h	C6, PC_12	*
LT934125.1	+	TC_46	46	6885	6891	2	5	310.594316	0	0	2.32192809488736	6887	6885	6887	6h, 4h	C6, PC_12, PK_15	**
LT934125.1	+	TC_460	460	55627	55631	4	6	1658.479848	0	0	0	55628	55627	55631	12h, 1h, 6h, 8h	C6, PC_12, PK_15	***
LT934125.1	+	TC_461	461	55679	55679	0	1	32.2841	0	0	0	55679	55679	55679	8h	C6	*
LT934125.1	+	TC_462	462	55705	55721	6	7	1400.518996	0	0	6.74662529146019	55711	55706	55712	12h, 8h, 4h, 6h	C6, PC_12, PK_15	***
LT934125.1	+	TC_463	463	55734	55742	4	4	2537.940733	0	0	3.84874488588362	55739	55738	55742	8h, 12h, 1h, 6h	C6, NRK, PC_12	**
LT934125.1	+	TC_464	464	55777	55782	2	3	818.450409	0	0	3.89249624058558	55781	55780	55782	12h, 2h	C6, PC_12	**
LT934125.1	+	TC_465	465	55827	55876	48	14	1366.398103	0	0	11.2294196882304	55862	55827	55875	12h, 6h, 8h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_466	466	55931	55931	0	5	198.602697	0	0	0	55931	55931	55931	12h, 8h, 6h	C6, PC_12	**
LT934125.1	+	TC_467	467	55997	56023	26	11	2745.947194	0	0	8.3145528241043	56004	55997	56023	12h, 1h, 8h, 6h, 2h, 4h	C6, PC_12, PK_15	***
LT934125.1	+	TC_468	468	56071	56075	4	2	64.24115	0	0	0	56073	56071	56075	8h	C6, PC_12	*
LT934125.1	+	TC_469	469	56244	56244	0	1	32.2841	0	0	0	56244	56244	56244	8h	C6	*
LT934125.1	+	TC_47	47	6912	6912	0	1	32.2841	0	0	0	6912	6912	6912	8h	C6	*
LT934125.1	+	TC_470	470	56327	56327	0	2	64.24115	0	0	0	56327	56327	56327	8h	C6, PC_12	*
LT934125.1	+	TC_471	471	56552	56552	0	1	32.2841	0	0	0	56552	56552	56552	8h	C6	*
LT934125.1	+	TC_472	472	56600	56600	0	1	31.95705	0	0	0	56600	56600	56600	8h	PC_12	*
LT934125.1	+	TC_473	473	56645	56645	0	1	31.95705	0	0	0	56645	56645	56645	8h	PC_12	*
LT934125.1	+	TC_474	474	56756	56756	0	1	86.244071	0	0	0	56756	56756	56756	6h	C6	*
LT934125.1	+	TC_475	475	56821	56821	0	1	32.2841	0	0	0	56821	56821	56821	8h	C6	*
LT934125.1	+	TC_476	476	56954	56970	16	2	96.198199	0	0	0	56962	56954	56970	8h	C6, PC_12	*
LT934125.1	+	TC_477	477	57001	57001	0	3	129.811676	0	0	0	57001	57001	57001	12h, 8h	C6, NRK, PK_15	*
LT934125.1	+	TC_478	478	57157	57166	9	2	611.730146	0	0	0	57162	57157	57166	4h, 6h	C6	*
LT934125.1	+	TC_479	479	57255	57255	0	1	26.651031	0	0	0	57255	57255	57255	6h	PC_12	*
LT934125.1	+	TC_48	48	6992	6996	4	3	164.6226	0	0	0	6994	6992	6996	8h, 4h	C6, PC_12	**
LT934125.1	+	TC_480	480	57314	57314	0	1	31.95705	0	0	0	57314	57314	57314	8h	PC_12	*
LT934125.1	+	TC_481	481	57455	57475	20	2	58.935131	0	0	0	57465	57455	57475	8h, 6h	C6, PC_12	*
LT934125.1	+	TC_482	482	57542	57542	0	1	40.594301	0	0	0	57542	57542	57542	4h	PK_15	*
LT934125.1	+	TC_483	483	57620	57620	0	1	81.685999	0	0	0	57620	57620	57620	8h	NRK	*
LT934125.1	+	TC_484	484	57771	57771	0	1	31.95705	0	0	0	57771	57771	57771	8h	PC_12	*
LT934125.1	+	TC_485	485	57828	57828	0	1	81.685999	0	0	0	57828	57828	57828	8h	NRK	*
LT934125.1	+	TC_486	486	57933	57933	0	1	26.651031	0	0	0	57933	57933	57933	6h	PC_12	*
LT934125.1	+	TC_487	487	57974	57974	0	1	26.651031	0	0	0	57974	57974	57974	6h	PC_12	*
LT934125.1	+	TC_488	488	58002	58002	0	2	136.231132	0	0	0	58002	58002	58002	12h, 4h	NRK, PC_12	*
LT934125.1	+	TC_489	489	58088	58163	57	6	590.981594	0	0	5.73744581511908	58136	58106	58163	6h, 8h, 4h	C6, PC_12, PK_15	**
LT934125.1	+	TC_49	49	7184	7187	3	3	208.71848	0	0	0	7186	7184	7187	8h, 4h, 6h	NRK, PC_12	**
LT934125.1	+	TC_490	490	58276	58276	0	1	26.651031	0	0	0	58276	58276	58276	6h	PC_12	*
LT934125.1	+	TC_491	491	58373	58373	0	1	26.651031	0	0	0	58373	58373	58373	6h	PC_12	*
LT934125.1	+	TC_492	492	58466	58468	2	2	112.895102	0	0	0	58467	58466	58468	6h	C6, PC_12	*
LT934125.1	+	TC_493	493	58561	58561	0	1	525.486075	0	0	0	58561	58561	58561	4h	C6	*
LT934125.1	+	TC_494	494	58625	58625	0	5	613.892538	0	0	0	58625	58625	58625	12h, 4h, 8h	C6, NRK, PC_12, PK_15	**
LT934125.1	+	TC_495	495	58705	58705	0	2	58.608081	0	0	0	58705	58705	58705	6h, 8h	PC_12	*
LT934125.1	+	TC_496	496	58770	58772	2	2	108.33703	0	0	0	58771	58770	58772	8h, 6h	NRK, PC_12	*
LT934125.1	+	TC_497	497	58804	58860	32	7	975.92072	0	0	5.83289001416474	58814	58804	58836	8h, 12h, 2h, 4h, 6h	C6, NRK, PC_12	**
LT934125.1	+	TC_498	498	58892	58900	7	8	1012.557044	0	0	5.32504818850092	58897	58893	58900	12h, 4h, 8h, 6h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_499	499	58953	58984	31	5	813.719661	0	0	0	58962	58953	58984	6h, 8h, 4h	C6, NRK, PC_12	**
LT934125.1	+	TC_5	5	878	878	0	1	1239.157373	0	0	0	878	878	878	2h	C6	*
LT934125.1	+	TC_50	50	7238	7254	9	2	85.586162	0	0	3	7242	7238	7247	8h, 6h	C6, PC_12	*
LT934125.1	+	TC_500	500	59038	59077	24	26	493789.306565	0	0	10.919334484761	59067	59044	59068	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_501	501	59115	59115	0	1	172.488141	0	0	0	59115	59115	59115	6h	C6	*
LT934125.1	+	TC_502	502	59141	59153	12	3	143.161643	0	0	0	59146	59141	59153	4h, 6h	PC_12, PK_15	*
LT934125.1	+	TC_503	503	59183	59246	63	11	1696.546456	0	0	0	59210	59183	59246	8h, 12h, 4h, 2.5h, 6h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_504	504	59278	59341	63	12	1719.922286	0	0	5.55458885167764	59312	59278	59341	12h, 6h, 8h, 4h, 2h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_505	505	59384	59429	45	9	1197.486783	0	0	8.49585502688717	59410	59384	59429	6h, 8h, 12h, 2h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_506	506	59459	59531	72	7	2651.31112	0	0	11.8739146390216	59489	59459	59531	8h, 12h, 1h, 4h, 6h	C6, NRK, PC_12	***
LT934125.1	+	TC_507	507	59557	59613	45	9	1141.796787	0	0	5.6724253419715	59580	59557	59602	6h, 8h, 12h, 2.5h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_508	508	59663	59679	11	3	266.384504	0	0	2.58496250072116	59670	59663	59674	6h, 4h	C6, PC_12, PK_15	**
LT934125.1	+	TC_509	509	59714	59816	79	17	5136.743475	0	0	17.9445171096171	59768	59714	59793	12h, 4h, 6h, 8h, 2h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_51	51	7346	7346	0	1	740.19245	0	0	0	7346	7346	7346	2.5h	PC_12	*
LT934125.1	+	TC_510	510	59856	59989	133	16	8966.916085	0	0	17.1440141058924	59919	59856	59989	2h, 6h, 8h, 12h, 4h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_511	511	60028	60112	81	14	5677.76354	0	0	12.2951079539043	60075	60028	60109	2h, 4h, 8h, 12h, 1h, 6h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_512	512	60152	60157	5	3	109.356151	0	0	0	60154	60152	60157	8h	C6, PC_12, PK_15	*
LT934125.1	+	TC_513	513	60188	60188	0	1	26.651031	0	0	0	60188	60188	60188	6h	PC_12	*
LT934125.1	+	TC_514	514	60217	60260	43	21	33263.750767	0	0	6.85401312499633	60235	60217	60260	12h, 2h, 4h, 6h, 8h, 1h, 2.5h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_515	515	60315	60319	4	2	234.916631	0	0	0	60317	60315	60319	6h, 4h	NRK, PC_12	*
LT934125.1	+	TC_516	516	60383	60383	0	1	81.685999	0	0	0	60383	60383	60383	8h	NRK	*
LT934125.1	+	TC_517	517	60427	60427	0	1	86.244071	0	0	0	60427	60427	60427	6h	C6	*
LT934125.1	+	TC_518	518	60467	60472	5	3	2592.370703	0	0	0	60469	60467	60472	12h, 1.5h, 2h	NRK, PC_12, PK_15	**
LT934125.1	+	TC_519	519	60501	60501	0	1	86.244071	0	0	0	60501	60501	60501	6h	C6	*
LT934125.1	+	TC_52	52	7385	7385	0	1	81.685999	0	0	0	7385	7385	7385	8h	NRK	*
LT934125.1	+	TC_520	520	60551	60557	6	3	252.736302	0	0	0	60553	60551	60557	6h, 8h	C6, NRK, PC_12	**
LT934125.1	+	TC_521	521	60592	60601	9	4	163.990425	0	0	0	60595	60592	60601	6h, 8h, 4h	PC_12, PK_15	**
LT934125.1	+	TC_522	522	60638	60638	0	1	32.2841	0	0	0	60638	60638	60638	8h	C6	*
LT934125.1	+	TC_523	523	60683	60683	0	1	86.244071	0	0	0	60683	60683	60683	6h	C6	*
LT934125.1	+	TC_524	524	60731	60809	78	8	1301.372594	0	0	3.32192809488736	60769	60731	60809	6h, 8h, 4h	C6, NRK, PC_12	***
LT934125.1	+	TC_525	525	60836	60856	20	2	127.032481	0	0	0	60846	60836	60856	4h, 6h	PC_12	*
LT934125.1	+	TC_526	526	60915	60920	0	1	172.488142	2.58496250072116	2.58496250072116	2.58496250072116	60915	60915	60915	6h	C6	*
LT934125.1	+	TC_527	527	60945	60945	0	1	40.594301	0	0	0	60945	60945	60945	4h	PK_15	*
LT934125.1	+	TC_528	528	60970	60974	4	2	111.910144	0	0	2.13221688682877	60972	60970	60974	6h, 8h	PC_12	*
LT934125.1	+	TC_529	529	61003	61014	11	5	1255.898461	0	0	2.8073549220576	61006	61003	61014	8h, 6h, 2.5h, 4h	C6, NRK, PC_12	**
LT934125.1	+	TC_53	53	7451	7451	0	2	49.881891	0	0	0	7451	7451	7451	12h, 8h	NRK, PC_12	*
LT934125.1	+	TC_530	530	61073	61087	5	15	1695.908332	0	0	8.07200611566924	61076	61073	61078	12h, 6h, 8h, 4h, 2h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_531	531	61150	61235	84	8	847.113595	0	0	10.1853886559089	61195	61150	61234	6h, 8h, 4h, 2h	C6, NRK, PC_12, PK_15	**
LT934125.1	+	TC_532	532	61278	61278	0	1	26.887262	0	0	0	61278	61278	61278	12h	NRK	*
LT934125.1	+	TC_533	533	61304	61499	194	14	5520.296044	0	0	11.8995729678302	61396	61305	61499	1h, 2h, 4h, 6h, 8h, 12h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_534	534	61528	61530	2	3	76.532922	0	0	0	61529	61528	61530	12h, 6h, 8h	NRK, PC_12	*
LT934125.1	+	TC_535	535	61589	61630	41	9	1180.024336	0	0	0	61613	61589	61630	12h, 6h, 8h, 2.5h, 4h	NRK, PC_12, PK_15	***
LT934125.1	+	TC_536	536	61656	61787	116	16	3297.552549	0	0	18.7889922855856	61701	61656	61772	12h, 4h, 6h, 8h, 2.5h, 2h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_537	537	61813	61840	26	12	3456.013165	0	0	6.17398676206322	61822	61814	61840	12h, 8h, 6h, 1.5h, 4h, 2h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_538	538	61871	61880	9	4	866.481735	0	0	0	61876	61871	61880	6h, 12h, 2.5h, 8h	C6, NRK, PC_12, PK_15	**
LT934125.1	+	TC_539	539	61924	62113	175	18	7682.261036	0	0	20.7415454838073	61976	61924	62099	12h, 1h, 2h, 4h, 6h, 8h, 1.5h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_54	54	7584	7596	4	25	94970.303818	0	0	5.55597598414139	7589	7588	7592	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_540	540	62138	62157	11	10	2216.156811	0	0	7.99914977308482	62148	62141	62152	12h, 8h, 4h, 6h, 2h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_541	541	62215	62233	18	5	1674.685408	0	0	0	62222	62215	62233	1h, 12h, 8h	C6, PC_12, PK_15	**
LT934125.1	+	TC_542	542	62710	62710	0	1	100.38145	0	0	0	62710	62710	62710	4h	PC_12	*
LT934125.1	+	TC_543	543	63183	63183	0	1	31.95705	0	0	0	63183	63183	63183	8h	PC_12	*
LT934125.1	+	TC_544	544	63225	63225	0	1	31.95705	0	0	0	63225	63225	63225	8h	PC_12	*
LT934125.1	+	TC_545	545	63695	63695	0	1	32.2841	0	0	0	63695	63695	63695	8h	C6	*
LT934125.1	+	TC_546	546	63922	63922	0	1	31.95705	0	0	0	63922	63922	63922	8h	PC_12	*
LT934125.1	+	TC_547	547	64024	64024	0	1	31.95705	0	0	0	64024	64024	64024	8h	PC_12	*
LT934125.1	+	TC_548	548	64158	64182	24	3	159.122472	0	0	0	64167	64158	64182	6h, 8h, 4h	C6, PK_15	**
LT934125.1	+	TC_549	549	64236	64237	1	2	132.3385	0	0	0	64236	64236	64237	4h, 8h	PC_12	*
LT934125.1	+	TC_55	55	7664	7729	49	8	2512.362174	0	0	4.95174260275601	7687	7664	7713	1h, 6h, 8h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_550	550	64408	64408	0	1	31.95705	0	0	0	64408	64408	64408	8h	PC_12	
LT934125.1	+	TC_551	551	64576	64576	0	1	86.244071	0	0	0	64576	64576	64576	6h	C6	*
LT934125.1	+	TC_552	552	64641	64641	0	1	31.95705	0	0	0	64641	64641	64641	8h	PC_12	
LT934125.1	+	TC_553	553	64804	64804	0	1	100.38145	0	0	0	64804	64804	64804	4h	PC_12	*
LT934125.1	+	TC_554	554	64954	64954	0	1	26.651031	0	0	0	64954	64954	64954	6h	PC_12	
LT934125.1	+	TC_555	555	64979	64979	0	1	86.244071	0	0	0	64979	64979	64979	6h	C6	*
LT934125.1	+	TC_556	556	65082	65082	0	2	47.127868	0	0	0	65082	65082	65082	12h, 6h	PC_12	
LT934125.1	+	TC_557	557	65194	65194	0	1	17.924841	0	0	0	65194	65194	65194	12h	NRK	*
LT934125.1	+	TC_558	558	65396	65412	16	2	220.779252	0	0	0	65404	65396	65412	6h	C6, NRK	*
LT934125.1	+	TC_559	559	65535	65535	0	1	40.594301	0	0	0	65535	65535	65535	4h	PK_15	*
LT934125.1	+	TC_56	56	7768	7768	0	1	100.38145	0	0	0	7768	7768	7768	4h	PC_12	*
LT934125.1	+	TC_560	560	65654	65667	13	2	166.819281	0	0	0	65660	65654	65667	8h, 6h	C6, NRK	*
LT934125.1	+	TC_561	561	65749	65749	0	1	31.95705	0	0	0	65749	65749	65749	8h	PC_12	*
LT934125.1	+	TC_562	562	65802	65815	7	20	16096.015251	0	0	5.48306938934921	65806	65802	65809	12h, 2h, 4h, 6h, 8h, 1h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_563	563	66209	66209	0	3	146.280471	0	0	0	66209	66209	66209	12h, 4h	C6, NRK, PC_12	*
LT934125.1	+	TC_564	564	66264	66264	0	1	26.651031	0	0	0	66264	66264	66264	6h	PC_12	*
LT934125.1	+	TC_565	565	66335	66347	3	22	64689.821685	0	0	3.51376730451861	66338	66335	66338	12h, 2h, 4h, 6h, 8h, 1h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_566	566	66401	66425	24	7	346.118437	0	0	0	66408	66401	66425	12h, 6h, 8h	C6, NRK, PC_12, PK_15	**
LT934125.1	+	TC_567	567	66474	66474	0	1	1239.157373	0	0	0	66474	66474	66474	2h	C6	*
LT934125.1	+	TC_568	568	66516	66519	0	1	63.9141	2	2	2	66516	66516	66516	8h	PC_12	*
LT934125.1	+	TC_569	569	66563	66579	16	3	140.869282	0	0	0	66573	66563	66579	12h, 6h	C6, PC_12	*
LT934125.1	+	TC_57	57	7809	7814	2	17	6078.730958	0	0	3.358939866416	7811	7809	7811	12h, 6h, 8h, 4h, 2h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_570	570	66641	66641	0	2	58.935131	0	0	0	66641	66641	66641	8h, 6h	C6, PC_12	*
LT934125.1	+	TC_571	571	66749	66758	9	2	640.156522	0	0	1	66754	66749	66758	4h, 6h	NRK, PC_12	*
LT934125.1	+	TC_572	572	66786	66786	0	2	97.685719	0	0	0	66786	66786	66786	6h, 12h	C6, PK_15	*
LT934125.1	+	TC_573	573	66833	66833	0	1	81.685999	0	0	0	66833	66833	66833	8h	NRK	*
LT934125.1	+	TC_574	574	66884	66956	48	4	733.973075	0	0	5.88264304936184	66907	66884	66932	4h, 8h	C6, NRK, PC_12, PK_15	**
LT934125.1	+	TC_575	575	67013	67025	12	2	118.201121	0	0	0	67019	67013	67025	6h, 8h	C6, PC_12	*
LT934125.1	+	TC_576	576	67112	67112	0	3	789.693437	0	0	0	67112	67112	67112	2.5h, 8h	PC_12, PK_15	**
LT934125.1	+	TC_577	577	67169	67169	0	2	48.086212	0	0	0	67169	67169	67169	8h, 6h	PC_12, PK_15	*
LT934125.1	+	TC_578	578	67234	67234	0	1	32.2841	0	0	0	67234	67234	67234	8h	C6	*
LT934125.1	+	TC_579	579	67278	67278	0	1	26.651031	0	0	0	67278	67278	67278	6h	PC_12	*
LT934125.1	+	TC_58	58	7858	7872	6	7	2095.870802	0	0	6.38450691980223	7860	7858	7864	12h, 1h, 6h, 4h, 8h	C6, NRK, PC_12	***
LT934125.1	+	TC_580	580	67325	67332	7	2	538.644027	0	0	0	67328	67325	67332	4h, 8h	C6, PK_15	*
LT934125.1	+	TC_581	581	67406	67417	11	2	45.115002	0	0	0	67412	67406	67417	8h	PC_12, PK_15	*
LT934125.1	+	TC_582	582	67446	67463	17	3	3051.009089	0	0	0	67453	67446	67463	4h, 6h, 1h	PC_12, PK_15	**
LT934125.1	+	TC_583	583	67511	67511	0	1	667.111408	0	0	0	67511	67511	67511	2h	PC_12	*
LT934125.1	+	TC_584	584	67550	67581	31	3	144.852152	0	0	0	67565	67550	67581	6h, 8h	C6, PC_12	*
LT934125.1	+	TC_585	585	67706	67706	0	1	525.486075	0	0	0	67706	67706	67706	4h	C6	*
LT934125.1	+	TC_586	586	67731	67775	44	7	1213.19118	0	0	3.16992500144231	67753	67731	67775	6h, 8h, 2h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_587	587	67805	67886	81	7	450.6994	0	0	5.55458885167764	67842	67805	67886	6h, 8h, 12h, 4h	C6, NRK, PC_12, PK_15	**
LT934125.1	+	TC_588	588	67961	67968	3	9	611.358961	0	0	3	67962	67961	67964	12h, 6h, 8h, 4h	C6, NRK, PC_12, PK_15	**
LT934125.1	+	TC_589	589	67991	67991	0	1	16.018307	0	0	0	67991	67991	67991	12h	PK_15	*
LT934125.1	+	TC_59	59	7899	7913	14	3	82.165991	0	0	0	7905	7899	7913	8h, 12h	C6, NRK, PC_12	*
LT934125.1	+	TC_590	590	68055	68062	7	3	652.518556	0	0	0	68059	68055	68062	4h, 6h	C6, PC_12	**
LT934125.1	+	TC_591	591	68090	68151	61	10	2190.007174	0	0	0	68120	68090	68151	12h, 2h, 4h, 6h, 8h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_592	592	68183	68195	12	2	96.198199	0	0	0	68189	68183	68195	8h	C6, PC_12	*
LT934125.1	+	TC_593	593	68229	68229	0	1	13.729977	0	0	0	68229	68229	68229	12h	PK_15	*
LT934125.1	+	TC_594	594	68260	68275	12	3	179.800164	0	0	2.50987086996958	68268	68260	68272	12h, 8h, 6h	NRK, PC_12	**
LT934125.1	+	TC_595	595	68298	68300	2	2	48.086212	0	0	0	68299	68298	68300	8h, 6h	PC_12, PK_15	*
LT934125.1	+	TC_596	596	68331	68333	0	2	66.932476	0	0	1.58496250072116	68331	68331	68331	12h, 8h	NRK, PK_15	*
LT934125.1	+	TC_597	597	68364	68408	44	11	5040.110415	0	0	3.16992500144231	68376	68364	68408	12h, 6h, 8h, 1.5h, 1h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_598	598	68435	68667	232	16	2656.240682	0	0	21.2387245313717	68561	68435	68667	12h, 4h, 6h, 8h, 2h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_599	599	68697	68699	2	2	619.13856	0	0	0	68698	68697	68699	8h, 4h	C6, NRK	*
LT934125.1	+	TC_6	6	976	994	3	22	59905.490321	0	0	7.54578612195436	990	987	990	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_60	60	7950	8001	51	5	434.306354	0	0	5.49185309632968	7969	7950	8001	6h, 4h, 8h	C6, NRK, PC_12, PK_15	**
LT934125.1	+	TC_600	600	68727	68804	77	9	2257.718107	0	0	9.86195683672503	68769	68727	68804	1h, 8h, 12h, 6h, 2h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_601	601	68837	68881	42	10	850.675852	0	0	4.44950173603126	68866	68837	68879	12h, 6h, 4h, 8h	C6, PC_12, PK_15	**
LT934125.1	+	TC_602	602	68927	68941	9	3	117.178835	0	0	2.58496250072116	68933	68927	68936	12h, 8h	C6, PC_12	*
LT934125.1	+	TC_603	603	68969	69102	127	14	1556.919687	0	0	19.7336700501677	69055	68969	69096	12h, 6h, 8h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_604	604	69156	69185	26	13	4832.148752	0	0	11.4911410337588	69162	69159	69185	12h, 8h, 1h, 4h, 6h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_605	605	69233	69252	7	16	13517.987988	0	0	7.76309496331056	69242	69237	69244	12h, 4h, 6h, 8h	C6, NRK, PC_12, PK_15	***
