group	cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	cluster_width	hpi	cell_line	Time
C6_8h	840	LT934125.1	91350	91360	+	91360	484.261501	387.409201	91355	91360	6	11	8h	C6	8
C6_8h	841	LT934125.1	91409	91412	+	91409	2615.012106	1355.932203	91409	91412	4	4	8h	C6	8
C6_8h	843	LT934125.1	91545	91548	+	91548	193.7046	129.1364	91545	91548	4	4	8h	C6	8
C6_8h	844	LT934125.1	91647	91647	+	91647	32.2841	32.2841	91647	91647	1	1	8h	C6	8
C6_8h	846	LT934125.1	91816	91816	+	91816	32.2841	32.2841	91816	91816	1	1	8h	C6	8
C6_8h	847	LT934125.1	91884	91884	+	91884	32.2841	32.2841	91884	91884	1	1	8h	C6	8
C6_8h	850	LT934125.1	92158	92158	+	92158	32.2841	32.2841	92158	92158	1	1	8h	C6	8
C6_8h	855	LT934125.1	92453	92454	+	92453	322.841001	258.272801	92453	92454	2	2	8h	C6	8
C6_8h	857	LT934125.1	92646	92646	+	92646	32.2841	32.2841	92646	92646	1	1	8h	C6	8
C6_8h	867	LT934125.1	94406	94406	+	94406	32.2841	32.2841	94406	94406	1	1	8h	C6	8
C6_8h	869	LT934125.1	94684	94684	+	94684	32.2841	32.2841	94684	94684	1	1	8h	C6	8
C6_8h	876	LT934125.1	96095	96095	+	96095	32.2841	32.2841	96095	96095	1	1	8h	C6	8
C6_8h	877	LT934125.1	96197	96197	+	96197	32.2841	32.2841	96197	96197	1	1	8h	C6	8
C6_8h	881	LT934125.1	96885	96885	+	96885	32.2841	32.2841	96885	96885	1	1	8h	C6	8
C6_8h	883	LT934125.1	97003	97003	+	97003	32.2841	32.2841	97003	97003	1	1	8h	C6	8
C6_8h	884	LT934125.1	97053	97053	+	97053	32.2841	32.2841	97053	97053	1	1	8h	C6	8
C6_8h	885	LT934125.1	97111	97111	+	97111	32.2841	32.2841	97111	97111	1	1	8h	C6	8
C6_8h	892	LT934125.1	98379	98379	+	98379	32.2841	32.2841	98379	98379	1	1	8h	C6	8
C6_8h	893	LT934125.1	98452	98452	+	98452	64.5682	64.5682	98452	98452	1	1	8h	C6	8
C6_8h	897	LT934125.1	99576	99576	+	99576	32.2841	32.2841	99576	99576	1	1	8h	C6	8
C6_8h	898	LT934125.1	99822	99822	+	99822	32.2841	32.2841	99822	99822	1	1	8h	C6	8
C6_8h	904	LT934125.1	100700	100700	+	100700	32.2841	32.2841	100700	100700	1	1	8h	C6	8
C6_8h	912	LT934125.1	101588	101588	+	101588	32.2841	32.2841	101588	101588	1	1	8h	C6	8
C6_8h	914	LT934125.1	101703	101703	+	101703	32.2841	32.2841	101703	101703	1	1	8h	C6	8
C6_8h	916	LT934125.1	101918	101918	+	101918	32.2841	32.2841	101918	101918	1	1	8h	C6	8
C6_8h	919	LT934125.1	102803	102803	+	102803	32.2841	32.2841	102803	102803	1	1	8h	C6	8
C6_8h	920	LT934125.1	102851	102851	+	102851	64.5682	64.5682	102851	102851	1	1	8h	C6	8
C6_8h	935	LT934125.1	104694	104742	+	104694	96.8523	32.2841	104694	104742	49	49	8h	C6	8
C6_8h	937	LT934125.1	104851	104851	+	104851	64.5682	64.5682	104851	104851	1	1	8h	C6	8
C6_8h	940	LT934125.1	105170	105172	+	105170	64.5682	32.2841	105170	105172	3	3	8h	C6	8
C6_8h	945	LT934125.1	105931	105931	+	105931	32.2841	32.2841	105931	105931	1	1	8h	C6	8
C6_8h	946	LT934125.1	106005	106005	+	106005	32.2841	32.2841	106005	106005	1	1	8h	C6	8
C6_8h	949	LT934125.1	106300	106301	+	106300	64.5682	32.2841	106300	106301	2	2	8h	C6	8
C6_8h	952	LT934125.1	106601	106603	+	106601	64.5682	32.2841	106601	106603	3	3	8h	C6	8
C6_8h	953	LT934125.1	106662	106662	+	106662	32.2841	32.2841	106662	106662	1	1	8h	C6	8
C6_8h	958	LT934125.1	107023	107023	+	107023	32.2841	32.2841	107023	107023	1	1	8h	C6	8
C6_8h	959	LT934125.1	107112	107112	+	107112	32.2841	32.2841	107112	107112	1	1	8h	C6	8
C6_8h	960	LT934125.1	107171	107171	+	107171	32.2841	32.2841	107171	107171	1	1	8h	C6	8
C6_8h	962	LT934125.1	107304	107310	+	107304	64.5682	32.2841	107304	107310	7	7	8h	C6	8
C6_8h	964	LT934125.1	107420	107450	+	107422	548.8297	129.1364	107420	107443	24	31	8h	C6	8
C6_8h	965	LT934125.1	107470	107485	+	107482	1355.932203	807.102502	107482	107483	2	16	8h	C6	8
C6_8h	966	LT934125.1	107573	107573	+	107573	32.2841	32.2841	107573	107573	1	1	8h	C6	8
C6_8h	967	LT934125.1	107614	107614	+	107614	64.5682	64.5682	107614	107614	1	1	8h	C6	8
C6_8h	968	LT934125.1	107670	107670	+	107670	32.2841	32.2841	107670	107670	1	1	8h	C6	8
C6_8h	971	LT934125.1	107818	107818	+	107818	32.2841	32.2841	107818	107818	1	1	8h	C6	8
C6_8h	972	LT934125.1	107878	107878	+	107878	32.2841	32.2841	107878	107878	1	1	8h	C6	8
C6_8h	973	LT934125.1	107969	107969	+	107969	32.2841	32.2841	107969	107969	1	1	8h	C6	8
C6_8h	974	LT934125.1	108072	108072	+	108072	64.5682	64.5682	108072	108072	1	1	8h	C6	8
C6_8h	975	LT934125.1	108167	108210	+	108167	96.8523	64.5682	108167	108210	44	44	8h	C6	8
C6_8h	976	LT934125.1	108289	108294	+	108294	96.8523	64.5682	108289	108294	6	6	8h	C6	8
C6_8h	979	LT934125.1	108584	108584	+	108584	32.2841	32.2841	108584	108584	1	1	8h	C6	8
C6_8h	980	LT934125.1	108670	108670	+	108670	32.2841	32.2841	108670	108670	1	1	8h	C6	8
C6_8h	1000	LT934125.1	112884	112888	+	112884	96.8523	64.5682	112884	112888	5	5	8h	C6	8
C6_8h	1004	LT934125.1	113440	113440	+	113440	32.2841	32.2841	113440	113440	1	1	8h	C6	8
C6_8h	1008	LT934125.1	114761	114761	+	114761	32.2841	32.2841	114761	114761	1	1	8h	C6	8
C6_8h	1010	LT934125.1	114979	114988	+	114985	55690.072638	48878.127522	114985	114986	2	10	8h	C6	8
C6_8h	1013	LT934125.1	115152	115152	+	115152	32.2841	32.2841	115152	115152	1	1	8h	C6	8
C6_8h	1016	LT934125.1	115411	115416	+	115411	64.5682	32.2841	115411	115416	6	6	8h	C6	8
C6_8h	1017	LT934125.1	115464	115505	+	115464	64.5682	32.2841	115464	115505	42	42	8h	C6	8
C6_8h	1019	LT934125.1	115603	115603	+	115603	32.2841	32.2841	115603	115603	1	1	8h	C6	8
C6_8h	1021	LT934125.1	115733	115733	+	115733	32.2841	32.2841	115733	115733	1	1	8h	C6	8
C6_8h	1023	LT934125.1	115920	115920	+	115920	96.8523	96.8523	115920	115920	1	1	8h	C6	8
C6_8h	1024	LT934125.1	116064	116064	+	116064	64.5682	64.5682	116064	116064	1	1	8h	C6	8
C6_8h	1025	LT934125.1	116120	116283	+	116170	1420.500401	225.988701	116121	116276	156	164	8h	C6	8
C6_8h	1026	LT934125.1	116394	116559	+	116403	1517.3527	96.8523	116409	116550	142	166	8h	C6	8
C6_8h	1027	LT934125.1	116696	116742	+	116715	581.1138	129.1364	116696	116739	44	47	8h	C6	8
C6_8h	1028	LT934125.1	116791	116798	+	116791	225.9887	193.7046	116791	116798	8	8	8h	C6	8
C6_8h	1032	LT934125.1	117603	117612	+	117607	193.7046	129.1364	117603	117612	10	10	8h	C6	8
C6_8h	1034	LT934125.1	117769	117771	+	117769	613.397901	581.113801	117769	117769	1	3	8h	C6	8
C6_8h	1036	LT934125.1	117887	117887	+	117887	64.5682	64.5682	117887	117887	1	1	8h	C6	8
C6_8h	1039	LT934125.1	118047	118047	+	118047	32.2841	32.2841	118047	118047	1	1	8h	C6	8
C6_8h	1040	LT934125.1	118169	118170	+	118169	64.5682	32.2841	118169	118170	2	2	8h	C6	8
C6_8h	1041	LT934125.1	118253	118253	+	118253	32.2841	32.2841	118253	118253	1	1	8h	C6	8
C6_8h	1043	LT934125.1	118342	118345	+	118342	64.5682	32.2841	118342	118345	4	4	8h	C6	8
C6_8h	1044	LT934125.1	118391	118391	+	118391	32.2841	32.2841	118391	118391	1	1	8h	C6	8
C6_8h	1046	LT934125.1	118513	118519	+	118513	64.5682	32.2841	118513	118519	7	7	8h	C6	8
C6_8h	1048	LT934125.1	118679	118762	+	118679	64.5682	32.2841	118679	118762	84	84	8h	C6	8
C6_8h	1050	LT934125.1	118857	118866	+	118864	58660.209846	33898.305085	118860	118866	7	10	8h	C6	8
C6_8h	1052	LT934125.1	118969	118980	+	118969	129.1364	32.2841	118969	118980	12	12	8h	C6	8
C6_8h	1053	LT934125.1	119076	119076	+	119076	64.5682	64.5682	119076	119076	1	1	8h	C6	8
C6_8h	1054	LT934125.1	119157	119274	+	119271	451.9774	96.8523	119157	119274	118	118	8h	C6	8
C6_8h	1057	LT934125.1	119380	119386	+	119380	96.8523	64.5682	119380	119386	7	7	8h	C6	8
C6_8h	1058	LT934125.1	119436	119444	+	119436	64.5682	32.2841	119436	119444	9	9	8h	C6	8
C6_8h	1060	LT934125.1	119567	119570	+	119567	96.8523	64.5682	119567	119570	4	4	8h	C6	8
C6_8h	1061	LT934125.1	119643	119665	+	119643	193.7046	64.5682	119643	119665	23	23	8h	C6	8
C6_8h	1063	LT934125.1	119763	119763	+	119763	96.8523	96.8523	119763	119763	1	1	8h	C6	8
C6_8h	1064	LT934125.1	119877	119879	+	119877	96.8523	64.5682	119877	119879	3	3	8h	C6	8
C6_8h	1066	LT934125.1	119936	119976	+	119941	516.5456	96.8523	119938	119972	35	41	8h	C6	8
C6_8h	1067	LT934125.1	120075	120197	+	120081	710.2502	129.1364	120081	120191	111	123	8h	C6	8
C6_8h	1070	LT934125.1	120307	120365	+	120312	225.9887	64.5682	120307	120365	59	59	8h	C6	8
C6_8h	1072	LT934125.1	120554	120557	+	120555	1323.648103	903.954802	120555	120557	3	4	8h	C6	8
C6_8h	1073	LT934125.1	120635	120635	+	120635	32.2841	32.2841	120635	120635	1	1	8h	C6	8
C6_8h	1075	LT934125.1	120741	120741	+	120741	32.2841	32.2841	120741	120741	1	1	8h	C6	8
C6_8h	1078	LT934125.1	120933	120938	+	120933	387.4092	161.4205	120933	120938	6	6	8h	C6	8
C6_8h	1079	LT934125.1	121001	121103	+	121001	193.7046	64.5682	121001	121103	103	103	8h	C6	8
C6_8h	1087	LT934125.1	121517	121517	+	121517	32.2841	32.2841	121517	121517	1	1	8h	C6	8
C6_8h	1092	LT934125.1	121715	121715	+	121715	96.8523	96.8523	121715	121715	1	1	8h	C6	8
C6_8h	1093	LT934125.1	121777	121787	+	121784	9297.820823	6037.126715	121784	121786	3	11	8h	C6	8
C6_8h	1094	LT934125.1	121837	121837	+	121837	64.5682	64.5682	121837	121837	1	1	8h	C6	8
C6_8h	1095	LT934125.1	121925	121931	+	121925	64.5682	32.2841	121925	121931	7	7	8h	C6	8
C6_8h	1096	LT934125.1	121996	122001	+	121996	96.8523	64.5682	121996	122001	6	6	8h	C6	8
C6_8h	1097	LT934125.1	122119	122119	+	122119	64.5682	64.5682	122119	122119	1	1	8h	C6	8
C6_8h	1098	LT934125.1	122201	122201	+	122201	32.2841	32.2841	122201	122201	1	1	8h	C6	8
C6_8h	1099	LT934125.1	122300	122301	+	122300	64.5682	32.2841	122300	122301	2	2	8h	C6	8
C6_8h	1102	LT934125.1	122520	122520	+	122520	32.2841	32.2841	122520	122520	1	1	8h	C6	8
C6_8h	1103	LT934125.1	122575	122795	+	122575	419.6933	64.5682	122575	122795	221	221	8h	C6	8
C6_8h	1104	LT934125.1	122872	122872	+	122872	32.2841	32.2841	122872	122872	1	1	8h	C6	8
C6_8h	1105	LT934125.1	122922	122942	+	122922	322.841	161.4205	122922	122940	19	21	8h	C6	8
C6_8h	1106	LT934125.1	122978	122988	+	122979	5294.592412	2937.853107	122979	122981	3	11	8h	C6	8
C6_8h	1107	LT934125.1	123058	123058	+	123058	32.2841	32.2841	123058	123058	1	1	8h	C6	8
C6_8h	1111	LT934125.1	123295	123295	+	123295	32.2841	32.2841	123295	123295	1	1	8h	C6	8
C6_8h	1114	LT934125.1	123450	123450	+	123450	32.2841	32.2841	123450	123450	1	1	8h	C6	8
C6_8h	1115	LT934125.1	123512	123512	+	123512	32.2841	32.2841	123512	123512	1	1	8h	C6	8
C6_8h	1116	LT934125.1	123625	123625	+	123625	32.2841	32.2841	123625	123625	1	1	8h	C6	8
C6_8h	1117	LT934125.1	123722	123722	+	123722	32.2841	32.2841	123722	123722	1	1	8h	C6	8
C6_8h	1119	LT934125.1	123824	123833	+	123824	64.5682	32.2841	123824	123833	10	10	8h	C6	8
C6_8h	1123	LT934125.1	124021	124067	+	124021	64.5682	32.2841	124021	124067	47	47	8h	C6	8
C6_8h	1125	LT934125.1	124180	124387	+	124302	839.3866	161.4205	124250	124385	136	208	8h	C6	8
C6_8h	1126	LT934125.1	124487	124598	+	124586	581.1138	96.8523	124491	124593	103	112	8h	C6	8
C6_8h	1127	LT934125.1	124673	124673	+	124673	32.2841	32.2841	124673	124673	1	1	8h	C6	8
C6_8h	1128	LT934125.1	124756	124756	+	124756	5649.717514	5649.717514	124756	124756	1	1	8h	C6	8
C6_8h	1132	LT934125.1	125054	125058	+	125054	64.5682	32.2841	125054	125058	5	5	8h	C6	8
C6_8h	1133	LT934125.1	125098	125104	+	125104	129.1364	96.8523	125098	125104	7	7	8h	C6	8
C6_8h	1136	LT934125.1	125215	125227	+	125225	37449.556094	19854.72155	125223	125225	3	13	8h	C6	8
C6_8h	1139	LT934125.1	125365	125373	+	125373	129.1364	96.8523	125365	125373	9	9	8h	C6	8
C6_8h	1143	LT934125.1	125555	125928	+	125729	1129.9435	161.4205	125610	125921	312	374	8h	C6	8
C6_8h	1144	LT934125.1	125972	126005	+	126005	322.841	96.8523	125972	126005	34	34	8h	C6	8
C6_8h	1146	LT934125.1	126194	126194	+	126194	32.2841	32.2841	126194	126194	1	1	8h	C6	8
C6_8h	1149	LT934125.1	126873	126873	+	126873	32.2841	32.2841	126873	126873	1	1	8h	C6	8
C6_8h	1155	LT934125.1	128031	128071	+	128047	355.1251	64.5682	128033	128069	37	41	8h	C6	8
C6_8h	1156	LT934125.1	128185	128196	+	128189	645.682001	290.556901	128185	128195	11	12	8h	C6	8
C6_8h	1164	LT934125.1	130161	130161	+	130161	32.2841	32.2841	130161	130161	1	1	8h	C6	8
C6_8h	1174	LT934125.1	132614	132614	+	132614	32.2841	32.2841	132614	132614	1	1	8h	C6	8
C6_8h	1176	LT934125.1	132767	132767	+	132767	32.2841	32.2841	132767	132767	1	1	8h	C6	8
C6_8h	1182	LT934125.1	133397	133397	+	133397	64.5682	64.5682	133397	133397	1	1	8h	C6	8
C6_8h	1185	LT934125.1	134342	134342	+	134342	32.2841	32.2841	134342	134342	1	1	8h	C6	8
C6_8h	1187	LT934125.1	134972	134977	+	134972	64.5682	32.2841	134972	134977	6	6	8h	C6	8
C6_8h	1190	LT934125.1	135261	135261	+	135261	32.2841	32.2841	135261	135261	1	1	8h	C6	8
C6_8h	1191	LT934125.1	135380	135380	+	135380	32.2841	32.2841	135380	135380	1	1	8h	C6	8
C6_8h	1199	LT934125.1	136104	136104	+	136104	32.2841	32.2841	136104	136104	1	1	8h	C6	8
C6_8h	1200	LT934125.1	136157	136159	+	136158	1065.375302	936.238902	136158	136158	1	3	8h	C6	8
C6_8h	1201	LT934125.1	136289	136289	+	136289	32.2841	32.2841	136289	136289	1	1	8h	C6	8
C6_8h	1202	LT934125.1	136345	136352	+	136348	419.693301	258.272801	136348	136351	4	8	8h	C6	8
C6_8h	1207	LT934125.1	136664	136670	+	136664	96.8523	64.5682	136664	136670	7	7	8h	C6	8
C6_8h	1216	LT934125.1	137151	137151	+	137151	32.2841	32.2841	137151	137151	1	1	8h	C6	8
C6_8h	1224	LT934125.1	137528	137528	+	137528	32.2841	32.2841	137528	137528	1	1	8h	C6	8
C6_8h	1240	LT934125.1	138665	138673	+	138665	64.5682	32.2841	138665	138673	9	9	8h	C6	8
C6_8h	1243	LT934125.1	138923	138923	+	138923	32.2841	32.2841	138923	138923	1	1	8h	C6	8
C6_8h	1250	LT934125.1	139357	139357	+	139357	32.2841	32.2841	139357	139357	1	1	8h	C6	8
C6_8h	1255	LT934125.1	139659	139659	+	139659	32.2841	32.2841	139659	139659	1	1	8h	C6	8
C6_8h	1256	LT934125.1	139748	139748	+	139748	32.2841	32.2841	139748	139748	1	1	8h	C6	8
C6_8h	1257	LT934125.1	139845	139845	+	139845	32.2841	32.2841	139845	139845	1	1	8h	C6	8
C6_8h	1262	LT934125.1	140102	140102	+	140102	32.2841	32.2841	140102	140102	1	1	8h	C6	8
C6_8h	1263	LT934125.1	140159	140159	+	140159	32.2841	32.2841	140159	140159	1	1	8h	C6	8
C6_8h	1265	LT934125.1	140280	140401	+	140280	96.8523	32.2841	140280	140401	122	122	8h	C6	8
C6_8h	1266	LT934125.1	140487	140487	+	140487	32.2841	32.2841	140487	140487	1	1	8h	C6	8
C6_8h	1268	LT934125.1	140577	140677	+	140577	129.1364	32.2841	140577	140677	101	101	8h	C6	8
C6_8h	1269	LT934125.1	140733	140796	+	140733	96.8523	32.2841	140733	140796	64	64	8h	C6	8
C6_8h	1271	LT934125.1	140946	140946	+	140946	32.2841	32.2841	140946	140946	1	1	8h	C6	8
C6_8h	1272	LT934125.1	141104	141215	+	141215	258.2728	96.8523	141104	141215	112	112	8h	C6	8
C6_8h	1279	LT934125.1	1684	1684	-	1684	32.2841	32.2841	1684	1684	1	1	8h	C6	8
C6_8h	1283	LT934125.1	1958	1958	-	1958	64.5682	64.5682	1958	1958	1	1	8h	C6	8
C6_8h	1285	LT934125.1	2131	2140	-	2131	64.5682	32.2841	2131	2140	10	10	8h	C6	8
C6_8h	1286	LT934125.1	2794	2794	-	2794	32.2841	32.2841	2794	2794	1	1	8h	C6	8
C6_8h	1288	LT934125.1	2870	2925	-	2870	161.4205	64.5682	2870	2925	56	56	8h	C6	8
C6_8h	1289	LT934125.1	3024	3029	-	3024	64.5682	32.2841	3024	3029	6	6	8h	C6	8
C6_8h	1290	LT934125.1	3161	3351	-	3351	742.5343	129.1364	3163	3351	189	191	8h	C6	8
C6_8h	1291	LT934125.1	3485	3504	-	3489	290.5569	96.8523	3485	3504	20	20	8h	C6	8
C6_8h	1292	LT934125.1	3551	3551	-	3551	32.2841	32.2841	3551	3551	1	1	8h	C6	8
C6_8h	1295	LT934125.1	3734	3734	-	3734	32.2841	32.2841	3734	3734	1	1	8h	C6	8
C6_8h	1296	LT934125.1	3781	3781	-	3781	32.2841	32.2841	3781	3781	1	1	8h	C6	8
C6_8h	1297	LT934125.1	3905	3912	-	3910	1581.920903	613.397902	3907	3912	6	8	8h	C6	8
C6_8h	1298	LT934125.1	3994	3994	-	3994	32.2841	32.2841	3994	3994	1	1	8h	C6	8
C6_8h	1300	LT934125.1	4077	4077	-	4077	32.2841	32.2841	4077	4077	1	1	8h	C6	8
C6_8h	1302	LT934125.1	4210	4210	-	4210	32.2841	32.2841	4210	4210	1	1	8h	C6	8
C6_8h	1303	LT934125.1	4294	4294	-	4294	32.2841	32.2841	4294	4294	1	1	8h	C6	8
C6_8h	1304	LT934125.1	4409	4409	-	4409	32.2841	32.2841	4409	4409	1	1	8h	C6	8
C6_8h	1307	LT934125.1	4585	4585	-	4585	32.2841	32.2841	4585	4585	1	1	8h	C6	8
C6_8h	1308	LT934125.1	4689	4689	-	4689	32.2841	32.2841	4689	4689	1	1	8h	C6	8
C6_8h	1310	LT934125.1	4823	4826	-	4823	64.5682	32.2841	4823	4826	4	4	8h	C6	8
C6_8h	1311	LT934125.1	4925	4926	-	4926	96.8523	64.5682	4925	4926	2	2	8h	C6	8
C6_8h	1313	LT934125.1	5101	5101	-	5101	32.2841	32.2841	5101	5101	1	1	8h	C6	8
C6_8h	1317	LT934125.1	5301	5301	-	5301	32.2841	32.2841	5301	5301	1	1	8h	C6	8
C6_8h	1326	LT934125.1	7108	7108	-	7108	32.2841	32.2841	7108	7108	1	1	8h	C6	8
C6_8h	1330	LT934125.1	7758	7758	-	7758	32.2841	32.2841	7758	7758	1	1	8h	C6	8
C6_8h	1332	LT934125.1	8189	8189	-	8189	32.2841	32.2841	8189	8189	1	1	8h	C6	8
C6_8h	1336	LT934125.1	8573	8573	-	8573	32.2841	32.2841	8573	8573	1	1	8h	C6	8
C6_8h	1338	LT934125.1	8734	8734	-	8734	32.2841	32.2841	8734	8734	1	1	8h	C6	8
C6_8h	1340	LT934125.1	8938	8946	-	8938	64.5682	32.2841	8938	8946	9	9	8h	C6	8
C6_8h	1342	LT934125.1	9057	9058	-	9058	258.272801	225.988701	9057	9058	2	2	8h	C6	8
C6_8h	1344	LT934125.1	9148	9148	-	9148	32.2841	32.2841	9148	9148	1	1	8h	C6	8
C6_8h	1345	LT934125.1	9218	9218	-	9218	32.2841	32.2841	9218	9218	1	1	8h	C6	8
C6_8h	1346	LT934125.1	9273	9273	-	9273	32.2841	32.2841	9273	9273	1	1	8h	C6	8
C6_8h	1347	LT934125.1	9331	9331	-	9331	32.2841	32.2841	9331	9331	1	1	8h	C6	8
C6_8h	1348	LT934125.1	9416	9417	-	9416	64.5682	32.2841	9416	9417	2	2	8h	C6	8
C6_8h	1349	LT934125.1	9494	9499	-	9494	4842.615011	4164.64891	9494	9499	6	6	8h	C6	8
C6_8h	1350	LT934125.1	9590	9590	-	9590	32.2841	32.2841	9590	9590	1	1	8h	C6	8
C6_8h	1351	LT934125.1	9645	9645	-	9645	32.2841	32.2841	9645	9645	1	1	8h	C6	8
C6_8h	1354	LT934125.1	9885	9887	-	9885	129.1364	96.8523	9885	9887	3	3	8h	C6	8
C6_8h	1355	LT934125.1	9991	9991	-	9991	32.2841	32.2841	9991	9991	1	1	8h	C6	8
C6_8h	1367	LT934125.1	11739	11739	-	11739	32.2841	32.2841	11739	11739	1	1	8h	C6	8
C6_8h	1372	LT934125.1	12921	12921	-	12921	32.2841	32.2841	12921	12921	1	1	8h	C6	8
C6_8h	1375	LT934125.1	13850	13850	-	13850	32.2841	32.2841	13850	13850	1	1	8h	C6	8
C6_8h	1376	LT934125.1	13927	13927	-	13927	32.2841	32.2841	13927	13927	1	1	8h	C6	8
C6_8h	1380	LT934125.1	14421	14421	-	14421	32.2841	32.2841	14421	14421	1	1	8h	C6	8
C6_8h	1388	LT934125.1	15834	15834	-	15834	64.5682	64.5682	15834	15834	1	1	8h	C6	8
C6_8h	1391	LT934125.1	16164	16165	-	16164	96.8523	64.5682	16164	16165	2	2	8h	C6	8
C6_8h	1392	LT934125.1	16690	16934	-	16765	839.3866	64.5682	16731	16930	200	245	8h	C6	8
C6_8h	1393	LT934125.1	17123	17143	-	17123	193.7046	96.8523	17123	17143	21	21	8h	C6	8
C6_8h	1394	LT934125.1	17333	17346	-	17341	677.966101	484.261501	17339	17343	5	14	8h	C6	8
C6_8h	1396	LT934125.1	17440	17474	-	17440	516.5456	96.8523	17440	17472	33	35	8h	C6	8
C6_8h	1397	LT934125.1	17537	17540	-	17538	161.4205	64.5682	17537	17540	4	4	8h	C6	8
C6_8h	1400	LT934125.1	17723	17738	-	17723	96.8523	32.2841	17723	17738	16	16	8h	C6	8
C6_8h	1402	LT934125.1	17978	17981	-	17981	96.8523	64.5682	17978	17981	4	4	8h	C6	8
C6_8h	1403	LT934125.1	18029	18107	-	18029	64.5682	32.2841	18029	18107	79	79	8h	C6	8
C6_8h	1405	LT934125.1	18270	18270	-	18270	32.2841	32.2841	18270	18270	1	1	8h	C6	8
C6_8h	1406	LT934125.1	18358	18433	-	18358	96.8523	32.2841	18358	18433	76	76	8h	C6	8
C6_8h	1407	LT934125.1	18546	18546	-	18546	64.5682	64.5682	18546	18546	1	1	8h	C6	8
C6_8h	1408	LT934125.1	18659	18661	-	18659	64.5682	32.2841	18659	18661	3	3	8h	C6	8
C6_8h	1410	LT934125.1	18857	18857	-	18857	32.2841	32.2841	18857	18857	1	1	8h	C6	8
C6_8h	1411	LT934125.1	18960	18960	-	18960	32.2841	32.2841	18960	18960	1	1	8h	C6	8
C6_8h	1422	LT934125.1	19470	19473	-	19471	4164.648911	2324.455206	19470	19473	4	4	8h	C6	8
C6_8h	1430	LT934125.1	19951	19951	-	19951	32.2841	32.2841	19951	19951	1	1	8h	C6	8
C6_8h	1431	LT934125.1	20022	20022	-	20022	32.2841	32.2841	20022	20022	1	1	8h	C6	8
C6_8h	1433	LT934125.1	20355	20357	-	20355	64.5682	32.2841	20355	20357	3	3	8h	C6	8
C6_8h	1439	LT934125.1	21206	21206	-	21206	32.2841	32.2841	21206	21206	1	1	8h	C6	8
C6_8h	1444	LT934125.1	21601	21601	-	21601	32.2841	32.2841	21601	21601	1	1	8h	C6	8
C6_8h	1446	LT934125.1	21740	21796	-	21740	64.5682	32.2841	21740	21796	57	57	8h	C6	8
C6_8h	1447	LT934125.1	21888	21952	-	21941	968.523001	484.261501	21935	21944	10	65	8h	C6	8
C6_8h	1449	LT934125.1	22058	22060	-	22058	64.5682	32.2841	22058	22060	3	3	8h	C6	8
C6_8h	1450	LT934125.1	22144	22152	-	22144	129.1364	64.5682	22144	22152	9	9	8h	C6	8
C6_8h	1453	LT934125.1	22375	22428	-	22379	322.841	96.8523	22377	22428	52	54	8h	C6	8
C6_8h	1455	LT934125.1	22565	22565	-	22565	32.2841	32.2841	22565	22565	1	1	8h	C6	8
C6_8h	1456	LT934125.1	22605	22614	-	22605	129.1364	64.5682	22605	22614	10	10	8h	C6	8
C6_8h	1457	LT934125.1	22658	22658	-	22658	32.2841	32.2841	22658	22658	1	1	8h	C6	8
C6_8h	1460	LT934125.1	22873	22873	-	22873	32.2841	32.2841	22873	22873	1	1	8h	C6	8
C6_8h	1462	LT934125.1	23007	23007	-	23007	32.2841	32.2841	23007	23007	1	1	8h	C6	8
C6_8h	1463	LT934125.1	23054	23054	-	23054	32.2841	32.2841	23054	23054	1	1	8h	C6	8
C6_8h	1465	LT934125.1	23164	23164	-	23164	32.2841	32.2841	23164	23164	1	1	8h	C6	8
C6_8h	1470	LT934125.1	23478	23571	-	23478	96.8523	32.2841	23478	23571	94	94	8h	C6	8
C6_8h	1472	LT934125.1	23660	23660	-	23660	32.2841	32.2841	23660	23660	1	1	8h	C6	8
C6_8h	1477	LT934125.1	23858	23858	-	23858	32.2841	32.2841	23858	23858	1	1	8h	C6	8
C6_8h	1482	LT934125.1	24211	24217	-	24211	64.5682	32.2841	24211	24217	7	7	8h	C6	8
C6_8h	1485	LT934125.1	24411	24411	-	24411	32.2841	32.2841	24411	24411	1	1	8h	C6	8
C6_8h	1486	LT934125.1	24497	24497	-	24497	32.2841	32.2841	24497	24497	1	1	8h	C6	8
C6_8h	1487	LT934125.1	24575	24575	-	24575	32.2841	32.2841	24575	24575	1	1	8h	C6	8
C6_8h	1489	LT934125.1	24683	24683	-	24683	32.2841	32.2841	24683	24683	1	1	8h	C6	8
C6_8h	1491	LT934125.1	25043	25043	-	25043	32.2841	32.2841	25043	25043	1	1	8h	C6	8
C6_8h	1494	LT934125.1	25230	25232	-	25232	161.4205	129.1364	25230	25232	3	3	8h	C6	8
C6_8h	1496	LT934125.1	25309	25313	-	25313	645.682001	451.977401	25310	25313	4	5	8h	C6	8
C6_8h	1501	LT934125.1	25766	25766	-	25766	32.2841	32.2841	25766	25766	1	1	8h	C6	8
C6_8h	1503	LT934125.1	25901	25901	-	25901	32.2841	32.2841	25901	25901	1	1	8h	C6	8
C6_8h	1514	LT934125.1	27236	27236	-	27236	32.2841	32.2841	27236	27236	1	1	8h	C6	8
