cluster	group	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	shape.score	cluster_width	hpi	cell_line	Time	TC.start	TC.end	consensus_peak	min_peak	max_peak	mean_shape	min_shape	max_shape	support	score	hpi_samples	cell_lines	peak_shift	TC.width
67	PC_12_dRNA	LT934125.1	108614	108614	+	108614	92.327578	92.327578	108614	108614	1	0	1	dRNA	PC_12	dRNA	108614	108614	108614	108614	108614	0	0	0	1	92.327578	dRNA	PC_12	0	0
68	PC_12_dRNA	LT934125.1	108747	108747	+	108747	46.163789	46.163789	108747	108747	1	0	1	dRNA	PC_12	dRNA	108747	108747	108747	108747	108747	0	0	0	1	46.163789	dRNA	PC_12	0	0
69	C6_dRNA	LT934125.1	108816	108830	+	108829	6970.440169	5937.782367	108828	108829	2	0.462749058644926	15	dRNA	C6	dRNA	108816	108830	108829	108829	108829	0.378438361632625	0.378438361632625	0.462749058644926	3	29765.581139	dRNA	C6, PC_12, PK_15	0	0
69	PC_12_dRNA	LT934125.1	108816	108830	+	108829	10940.818022	9001.938879	108828	108829	2	0.446481346758238	15	dRNA	PC_12	dRNA	108816	108830	108829	108829	108829	0.378438361632625	0.378438361632625	0.462749058644926	3	29765.581139	dRNA	C6, PC_12, PK_15	0	0
69	PK_15_dRNA	LT934125.1	108816	108829	+	108829	11854.322948	10248.771307	108828	108829	2	0.378438361632625	14	dRNA	PK_15	dRNA	108816	108830	108829	108829	108829	0.378438361632625	0.378438361632625	0.462749058644926	3	29765.581139	dRNA	C6, PC_12, PK_15	0	0
70	C6_dRNA	LT934125.1	109987	109987	+	109987	129.082225	129.082225	109987	109987	1	0	1	dRNA	C6	dRNA	109987	109987	109987	109987	109987	0	0	0	1	129.082225	dRNA	C6	0	0
71	PC_12_dRNA	LT934125.1	111965	111965	+	111965	46.163789	46.163789	111965	111965	1	0	1	dRNA	PC_12	dRNA	111965	111965	111965	111965	111965	0	0	0	1	46.163789	dRNA	PC_12	0	0
72	C6_dRNA	LT934125.1	115213	115213	+	115213	129.082225	129.082225	115213	115213	1	0	1	dRNA	C6	dRNA	115213	115213	115213	115213	115213	0	0	0	1	129.082225	dRNA	C6	0	0
73	C6_dRNA	LT934125.1	115310	115310	+	115310	129.082225	129.082225	115310	115310	1	0	1	dRNA	C6	dRNA	115310	115310	115310	115310	115310	0	0	0	1	129.082225	dRNA	C6	0	0
74	C6_dRNA	LT934125.1	115376	115376	+	115376	129.082225	129.082225	115376	115376	1	0	1	dRNA	C6	dRNA	115367	115376	115372	115367	115376	0	0	0	2	175.246014	dRNA	C6, PC_12	-4	9
74	PC_12_dRNA	LT934125.1	115367	115367	+	115367	46.163789	46.163789	115367	115367	1	0	1	dRNA	PC_12	dRNA	115367	115376	115372	115367	115376	0	0	0	2	175.246014	dRNA	C6, PC_12	5	9
75	C6_dRNA	LT934125.1	115664	115664	+	115664	129.082225	129.082225	115664	115664	1	0	1	dRNA	C6	dRNA	115664	115664	115664	115664	115664	0	0	0	1	129.082225	dRNA	C6	0	0
76	C6_dRNA	LT934125.1	115887	115887	+	115887	129.082225	129.082225	115887	115887	1	0	1	dRNA	C6	dRNA	115887	115887	115887	115887	115887	0	0	0	1	129.082225	dRNA	C6	0	0
77	C6_dRNA	LT934125.1	115935	115935	+	115935	129.082225	129.082225	115935	115935	1	0	1	dRNA	C6	dRNA	115935	115935	115935	115935	115935	0	0	0	1	129.082225	dRNA	C6	0	0
78	PC_12_dRNA	LT934125.1	115989	115989	+	115989	46.163789	46.163789	115989	115989	1	0	1	dRNA	PC_12	dRNA	115989	115989	115989	115989	115989	0	0	0	1	46.163789	dRNA	PC_12	0	0
79	C6_dRNA	LT934125.1	116164	116164	+	116164	129.082225	129.082225	116164	116164	1	0	1	dRNA	C6	dRNA	116148	116164	116156	116148	116164	0	0	0	2	175.246014	dRNA	C6, PC_12	-8	16
79	PC_12_dRNA	LT934125.1	116148	116148	+	116148	46.163789	46.163789	116148	116148	1	0	1	dRNA	PC_12	dRNA	116148	116164	116156	116148	116164	0	0	0	2	175.246014	dRNA	C6, PC_12	8	16
80	PC_12_dRNA	LT934125.1	116221	116221	+	116221	46.163789	46.163789	116221	116221	1	0	1	dRNA	PC_12	dRNA	116221	116221	116221	116221	116221	0	0	0	1	46.163789	dRNA	PC_12	0	0
81	C6_dRNA	LT934125.1	116372	116372	+	116372	129.082225	129.082225	116372	116372	1	0	1	dRNA	C6	dRNA	116372	116372	116372	116372	116372	0	0	0	1	129.082225	dRNA	C6	0	0
82	C6_dRNA	LT934125.1	116914	116914	+	116914	129.082225	129.082225	116914	116914	1	0	1	dRNA	C6	dRNA	116914	116914	116914	116914	116914	0	0	0	1	129.082225	dRNA	C6	0	0
83	C6_dRNA	LT934125.1	116957	116962	+	116962	1419.904478	1161.740028	116960	116962	3	0.743340427674793	6	dRNA	C6	dRNA	116955	116962	116962	116962	116962	0.743340427674793	0.743340427674793	1.43877128869348	3	5126.455559	dRNA	C6, PC_12, PK_15	0	0
83	PC_12_dRNA	LT934125.1	116957	116962	+	116962	1985.042932	1523.405041	116959	116962	4	1.43877128869348	6	dRNA	PC_12	dRNA	116955	116962	116962	116962	116962	0.743340427674793	0.743340427674793	1.43877128869348	3	5126.455559	dRNA	C6, PC_12, PK_15	0	0
83	PK_15_dRNA	LT934125.1	116955	116962	+	116962	1721.508149	1391.478089	116959	116962	4	1.16017571583005	8	dRNA	PK_15	dRNA	116955	116962	116962	116962	116962	0.743340427674793	0.743340427674793	1.43877128869348	3	5126.455559	dRNA	C6, PC_12, PK_15	0	0
84	C6_dRNA	LT934125.1	118933	118933	+	118933	129.082225	129.082225	118933	118933	1	0	1	dRNA	C6	dRNA	118933	118933	118933	118933	118933	0	0	0	1	129.082225	dRNA	C6	0	0
85	C6_dRNA	LT934125.1	120469	120477	+	120477	53181.876855	40015.489867	120472	120477	6	2.43513233767752	9	dRNA	C6	dRNA	120460	120477	120477	120477	120477	2.41817290212307	2.41817290212307	2.56875283007565	3	202309.893726	dRNA	C6, PC_12, PK_15	0	0
85	PC_12_dRNA	LT934125.1	120464	120477	+	120477	75477.795217	55627.365894	120472	120477	6	2.56875283007565	14	dRNA	PC_12	dRNA	120460	120477	120477	120477	120477	2.41817290212307	2.41817290212307	2.56875283007565	3	202309.893726	dRNA	C6, PC_12, PK_15	0	0
85	PK_15_dRNA	LT934125.1	120460	120477	+	120477	73650.221654	56667.053188	120472	120477	6	2.41817290212307	18	dRNA	PK_15	dRNA	120460	120477	120477	120477	120477	2.41817290212307	2.41817290212307	2.56875283007565	3	202309.893726	dRNA	C6, PC_12, PK_15	0	0
86	C6_dRNA	LT934125.1	120563	120563	+	120563	129.082225	129.082225	120563	120563	1	0	1	dRNA	C6	dRNA	120563	120563	120563	120563	120563	0	0	0	1	129.082225	dRNA	C6	0	0
87	C6_dRNA	LT934125.1	122905	122916	+	122912	18975.087131	8648.5091	122908	122915	8	4.85668762202043	12	dRNA	C6	dRNA	122903	122916	122914	122912	122915	3.57640565515788	3.57640565515788	4.85668762202043	3	61993.508124	dRNA	C6, PC_12, PK_15	2	3
87	PC_12_dRNA	LT934125.1	122903	122916	+	122915	21004.52405	9186.594036	122909	122915	7	3.62027670475245	14	dRNA	PC_12	dRNA	122903	122916	122914	122912	122915	3.57640565515788	3.57640565515788	4.85668762202043	3	61993.508124	dRNA	C6, PC_12, PK_15	-1	3
87	PK_15_dRNA	LT934125.1	122904	122916	+	122915	22013.896943	9686.828233	122909	122915	7	3.57640565515788	13	dRNA	PK_15	dRNA	122903	122916	122914	122912	122915	3.57640565515788	3.57640565515788	4.85668762202043	3	61993.508124	dRNA	C6, PC_12, PK_15	-1	3
88	C6_dRNA	LT934125.1	123070	123070	+	123070	129.082225	129.082225	123070	123070	1	0	1	dRNA	C6	dRNA	123070	123070	123070	123070	123070	0	0	0	1	129.082225	dRNA	C6	0	0
89	C6_dRNA	LT934125.1	125225	125235	+	125230	9681.166903	8132.180199	125230	125230	1	0	11	dRNA	C6	dRNA	125213	125235	125230	125230	125230	0	0	1.36204142960953	3	34952.710977	dRNA	C6, PC_12, PK_15	0	0
89	PC_12_dRNA	LT934125.1	125213	125235	+	125230	11633.274858	9555.904349	125225	125230	6	1.36204142960953	23	dRNA	PC_12	dRNA	125213	125235	125230	125230	125230	0	0	1.36204142960953	3	34952.710977	dRNA	C6, PC_12, PK_15	0	0
89	PK_15_dRNA	LT934125.1	125222	125235	+	125230	13638.269216	11524.292888	125230	125230	1	0	14	dRNA	PK_15	dRNA	125213	125235	125230	125230	125230	0	0	1.36204142960953	3	34952.710977	dRNA	C6, PC_12, PK_15	0	0
90	PC_12_dRNA	LT934125.1	125295	125295	+	125295	46.163789	46.163789	125295	125295	1	0	1	dRNA	PC_12	dRNA	125295	125295	125295	125295	125295	0	0	0	1	46.163789	dRNA	PC_12	0	0
91	C6_dRNA	LT934125.1	126139	126151	+	126151	49696.65677	44404.28553	126148	126151	4	0.807847355071825	13	dRNA	C6	dRNA	126135	126151	126151	126151	126151	0	0	0.807847355071825	3	119099.126702	dRNA	C6, PC_12, PK_15	0	0
91	PC_12_dRNA	LT934125.1	126135	126151	+	126151	39931.677591	36469.393408	126151	126151	1	0	17	dRNA	PC_12	dRNA	126135	126151	126151	126151	126151	0	0	0.807847355071825	3	119099.126702	dRNA	C6, PC_12, PK_15	0	0
91	PK_15_dRNA	LT934125.1	126135	126151	+	126151	29470.792341	26304.287715	126149	126151	3	0.153409584148535	17	dRNA	PK_15	dRNA	126135	126151	126151	126151	126151	0	0	0.807847355071825	3	119099.126702	dRNA	C6, PC_12, PK_15	0	0
92	C6_dRNA	LT934125.1	126462	126467	+	126462	258.16445	129.082225	126462	126467	6	2.58496250072116	6	dRNA	C6	dRNA	126462	126467	126464	126462	126467	0	0	2.58496250072116	2	304.328239	dRNA	C6, PC_12	2	5
92	PC_12_dRNA	LT934125.1	126467	126467	+	126467	46.163789	46.163789	126467	126467	1	0	1	dRNA	PC_12	dRNA	126462	126467	126464	126462	126467	0	0	2.58496250072116	2	304.328239	dRNA	C6, PC_12	-3	5
93	C6_dRNA	LT934125.1	126512	126512	+	126512	129.082225	129.082225	126512	126512	1	0	1	dRNA	C6	dRNA	126512	126512	126512	126512	126512	0	0	0	1	129.082225	dRNA	C6	0	0
94	PC_12_dRNA	LT934125.1	129663	129663	+	129663	46.163789	46.163789	129663	129663	1	0	1	dRNA	PC_12	dRNA	129663	129663	129663	129663	129663	0	0	0	1	46.163789	dRNA	PC_12	0	0
95	C6_dRNA	LT934125.1	132111	132111	+	132111	129.082225	129.082225	132111	132111	1	0	1	dRNA	C6	dRNA	132111	132111	132111	132111	132111	0	0	0	1	129.082225	dRNA	C6	0	0
96	C6_dRNA	LT934125.1	132364	132364	+	132364	129.082225	129.082225	132364	132364	1	0	1	dRNA	C6	dRNA	132364	132364	132364	132364	132364	0	0	0	1	129.082225	dRNA	C6	0	0
97	PC_12_dRNA	LT934125.1	133515	133515	+	133515	46.163789	46.163789	133515	133515	1	0	1	dRNA	PC_12	dRNA	133515	133515	133515	133515	133515	0	0	0	1	46.163789	dRNA	PC_12	0	0
98	PC_12_dRNA	LT934125.1	135423	135423	+	135423	46.163789	46.163789	135423	135423	1	0	1	dRNA	PC_12	dRNA	135423	135423	135423	135423	135423	0	0	0	1	46.163789	dRNA	PC_12	0	0
99	C6_dRNA	LT934125.1	139091	139091	+	139091	129.082225	129.082225	139091	139091	1	0	1	dRNA	C6	dRNA	139091	139091	139091	139091	139091	0	0	0	1	129.082225	dRNA	C6	0	0
100	C6_dRNA	LT934125.1	141348	141359	+	141356	4517.877888	2581.644508	141350	141359	10	4.90893586613019	12	dRNA	C6	dRNA	141348	141360	141356	141356	141356	4.79477013802349	4.79477013802349	5.00882419249324	3	13170.989882	dRNA	C6, PC_12, PK_15	0	0
100	PC_12_dRNA	LT934125.1	141348	141359	+	141356	5816.637429	3923.922076	141350	141359	10	4.79477013802349	12	dRNA	PC_12	dRNA	141348	141360	141356	141356	141356	4.79477013802349	4.79477013802349	5.00882419249324	3	13170.989882	dRNA	C6, PC_12, PK_15	0	0
100	PK_15_dRNA	LT934125.1	141348	141360	+	141356	2836.474565	1828.544924	141350	141359	10	5.00882419249324	13	dRNA	PK_15	dRNA	141348	141360	141356	141356	141356	4.79477013802349	4.79477013802349	5.00882419249324	3	13170.989882	dRNA	C6, PC_12, PK_15	0	0
101	C6_dRNA	LT934125.1	1399	1399	-	1399	129.082225	129.082225	1399	1399	1	0	1	dRNA	C6	dRNA	1399	1399	1399	1399	1399	0	0	0	1	129.082225	dRNA	C6	0	0
102	C6_dRNA	LT934125.1	2778	2781	-	2778	13166.386988	12133.729185	2778	2778	1	0	4	dRNA	C6	dRNA	2778	2785	2778	2778	2778	0	0	0	3	36458.221769	dRNA	C6, PC_12, PK_15	0	0
102	PC_12_dRNA	LT934125.1	2778	2785	-	2778	11910.257593	10940.818022	2778	2778	1	0	8	dRNA	PC_12	dRNA	2778	2785	2778	2778	2778	0	0	0	3	36458.221769	dRNA	C6, PC_12, PK_15	0	0
102	PK_15_dRNA	LT934125.1	2778	2785	-	2778	11381.577188	10659.078949	2778	2778	1	0	8	dRNA	PK_15	dRNA	2778	2785	2778	2778	2778	0	0	0	3	36458.221769	dRNA	C6, PC_12, PK_15	0	0
103	C6_dRNA	LT934125.1	2922	2922	-	2922	129.082225	129.082225	2922	2922	1	0	1	dRNA	C6	dRNA	2922	2922	2922	2922	2922	0	0	0	1	129.082225	dRNA	C6	0	0
104	C6_dRNA	LT934125.1	3494	3494	-	3494	129.082225	129.082225	3494	3494	1	0	1	dRNA	C6	dRNA	3494	3494	3494	3494	3494	0	0	0	1	129.082225	dRNA	C6	0	0
105	C6_dRNA	LT934125.1	8486	8497	-	8487	5163.289015	4388.795663	8487	8487	1	0	12	dRNA	C6	dRNA	8486	8497	8487	8487	8487	0	0	1.06505947432164	3	12629.438499	dRNA	C6, PC_12, PK_15	0	0
105	PC_12_dRNA	LT934125.1	8487	8492	-	8487	3693.103129	3185.30145	8487	8489	3	0.642795710007152	6	dRNA	PC_12	dRNA	8486	8497	8487	8487	8487	0	0	1.06505947432164	3	12629.438499	dRNA	C6, PC_12, PK_15	0	0
105	PK_15_dRNA	LT934125.1	8487	8492	-	8487	3773.046355	3327.059789	8487	8490	4	1.06505947432164	6	dRNA	PK_15	dRNA	8486	8497	8487	8487	8487	0	0	1.06505947432164	3	12629.438499	dRNA	C6, PC_12, PK_15	0	0
106	C6_dRNA	LT934125.1	10815	10815	-	10815	129.082225	129.082225	10815	10815	1	0	1	dRNA	C6	dRNA	10815	10815	10815	10815	10815	0	0	0	1	129.082225	dRNA	C6	0	0
107	PC_12_dRNA	LT934125.1	15213	15213	-	15213	46.163789	46.163789	15213	15213	1	0	1	dRNA	PC_12	dRNA	15213	15213	15213	15213	15213	0	0	0	1	46.163789	dRNA	PC_12	0	0
108	PC_12_dRNA	LT934125.1	15871	15871	-	15871	46.163789	46.163789	15871	15871	1	0	1	dRNA	PC_12	dRNA	15871	15871	15871	15871	15871	0	0	0	1	46.163789	dRNA	PC_12	0	0
109	C6_dRNA	LT934125.1	16581	16593	-	16581	34723.118626	24912.869498	16581	16583	3	1.29782804090456	13	dRNA	C6	dRNA	16581	16593	16581	16581	16581	1.29782804090456	1.29782804090456	1.37384648303827	3	117019.903507	dRNA	C6, PC_12, PK_15	0	0
109	PC_12_dRNA	LT934125.1	16581	16591	-	16581	36931.031297	26036.377066	16581	16583	3	1.37384648303827	11	dRNA	PC_12	dRNA	16581	16593	16581	16581	16581	1.29782804090456	1.29782804090456	1.37384648303827	3	117019.903507	dRNA	C6, PC_12, PK_15	0	0
109	PK_15_dRNA	LT934125.1	16581	16593	-	16581	45365.753584	31647.206786	16581	16583	3	1.37273035785075	13	dRNA	PK_15	dRNA	16581	16593	16581	16581	16581	1.29782804090456	1.29782804090456	1.37384648303827	3	117019.903507	dRNA	C6, PC_12, PK_15	0	0
110	C6_dRNA	LT934125.1	21475	21481	-	21477	9164.838002	5808.700142	21475	21477	3	1.430259514142	7	dRNA	C6	dRNA	21473	21481	21477	21477	21477	1.430259514142	1.430259514142	1.60678130897181	3	26311.904783	dRNA	C6, PC_12, PK_15	0	0
110	PC_12_dRNA	LT934125.1	21475	21479	-	21477	9832.887083	5585.818484	21475	21477	3	1.53115720294138	5	dRNA	PC_12	dRNA	21473	21481	21477	21477	21477	1.430259514142	1.430259514142	1.60678130897181	3	26311.904783	dRNA	C6, PC_12, PK_15	0	0
110	PK_15_dRNA	LT934125.1	21473	21481	-	21477	7314.179698	3853.323938	21475	21477	3	1.60678130897181	9	dRNA	PK_15	dRNA	21473	21481	21477	21477	21477	1.430259514142	1.430259514142	1.60678130897181	3	26311.904783	dRNA	C6, PC_12, PK_15	0	0
111	C6_dRNA	LT934125.1	22955	22955	-	22955	129.082225	129.082225	22955	22955	1	0	1	dRNA	C6	dRNA	22955	22955	22955	22955	22955	0	0	0	1	129.082225	dRNA	C6	0	0
112	C6_dRNA	LT934125.1	23481	23481	-	23481	129.082225	129.082225	23481	23481	1	0	1	dRNA	C6	dRNA	23481	23481	23481	23481	23481	0	0	0	1	129.082225	dRNA	C6	0	0
113	PC_12_dRNA	LT934125.1	24906	24906	-	24906	46.163789	46.163789	24906	24906	1	0	1	dRNA	PC_12	dRNA	24906	24906	24906	24906	24906	0	0	0	1	46.163789	dRNA	PC_12	0	0
114	C6_dRNA	LT934125.1	28071	28071	-	28071	129.082225	129.082225	28071	28071	1	0	1	dRNA	C6	dRNA	28071	28071	28071	28071	28071	0	0	0	1	129.082225	dRNA	C6	0	0
115	C6_dRNA	LT934125.1	28425	28433	-	28429	39111.91429	26461.856202	28427	28430	4	2.11503912086685	9	dRNA	C6	dRNA	28425	28440	28429	28429	28429	0.855682166212876	0.855682166212876	2.11503912086685	3	108796.97401	dRNA	C6, PC_12, PK_15	0	0
115	PC_12_dRNA	LT934125.1	28425	28433	-	28429	35638.445203	24974.609916	28427	28430	4	2.06040470672187	9	dRNA	PC_12	dRNA	28425	28440	28429	28429	28429	0.855682166212876	0.855682166212876	2.11503912086685	3	108796.97401	dRNA	C6, PC_12, PK_15	0	0
115	PK_15_dRNA	LT934125.1	28427	28440	-	28429	34046.614517	24939.56882	28428	28430	3	0.855682166212876	14	dRNA	PK_15	dRNA	28425	28440	28429	28429	28429	0.855682166212876	0.855682166212876	2.11503912086685	3	108796.97401	dRNA	C6, PC_12, PK_15	0	0
116	C6_dRNA	LT934125.1	29691	29691	-	29691	129.082225	129.082225	29691	29691	1	0	1	dRNA	C6	dRNA	29691	29691	29691	29691	29691	0	0	0	1	129.082225	dRNA	C6	0	0
117	C6_dRNA	LT934125.1	32686	32694	-	32686	16264.360398	15102.620369	32686	32686	1	0	9	dRNA	C6	dRNA	32686	32694	32686	32686	32686	0	0	0	3	56435.852432	dRNA	C6, PC_12, PK_15	0	0
117	PC_12_dRNA	LT934125.1	32686	32694	-	32686	26221.032221	25066.937494	32686	32686	1	0	9	dRNA	PC_12	dRNA	32686	32694	32686	32686	32686	0	0	0	3	56435.852432	dRNA	C6, PC_12, PK_15	0	0
117	PK_15_dRNA	LT934125.1	32686	32694	-	32686	13950.459813	13388.516738	32686	32686	1	0	9	dRNA	PK_15	dRNA	32686	32694	32686	32686	32686	0	0	0	3	56435.852432	dRNA	C6, PC_12, PK_15	0	0
118	PC_12_dRNA	LT934125.1	33943	33943	-	33943	46.163789	46.163789	33943	33943	1	0	1	dRNA	PC_12	dRNA	33943	33943	33943	33943	33943	0	0	0	1	46.163789	dRNA	PC_12	0	0
119	C6_dRNA	LT934125.1	39552	39552	-	39552	129.082225	129.082225	39552	39552	1	0	1	dRNA	C6	dRNA	39552	39552	39552	39552	39552	0	0	0	1	129.082225	dRNA	C6	0	0
120	C6_dRNA	LT934125.1	41145	41145	-	41145	129.082225	129.082225	41145	41145	1	0	1	dRNA	C6	dRNA	41145	41145	41145	41145	41145	0	0	0	1	129.082225	dRNA	C6	0	0
121	C6_dRNA	LT934125.1	41959	41959	-	41959	129.082225	129.082225	41959	41959	1	0	1	dRNA	C6	dRNA	41959	41959	41959	41959	41959	0	0	0	1	129.082225	dRNA	C6	0	0
122	C6_dRNA	LT934125.1	41999	42012	-	42007	12391.893636	4776.042339	42005	42008	4	3.11686957479802	14	dRNA	C6	dRNA	41999	42014	42006	42005	42007	3.08858254990152	3.08858254990152	3.15119866563287	3	32913.916305	dRNA	C6, PC_12, PK_15	-1	2
122	PC_12_dRNA	LT934125.1	42005	42012	-	42005	11771.766227	5078.016804	42005	42008	4	3.08858254990152	8	dRNA	PC_12	dRNA	41999	42014	42006	42005	42007	3.08858254990152	3.08858254990152	3.15119866563287	3	32913.916305	dRNA	C6, PC_12, PK_15	1	2
122	PK_15_dRNA	LT934125.1	42004	42014	-	42005	8750.256442	3728.447699	42005	42008	4	3.15119866563287	11	dRNA	PK_15	dRNA	41999	42014	42006	42005	42007	3.08858254990152	3.08858254990152	3.15119866563287	3	32913.916305	dRNA	C6, PC_12, PK_15	1	2
123	PC_12_dRNA	LT934125.1	43059	43059	-	43059	46.163789	46.163789	43059	43059	1	0	1	dRNA	PC_12	dRNA	43059	43059	43059	43059	43059	0	0	0	1	46.163789	dRNA	PC_12	0	0
124	PC_12_dRNA	LT934125.1	43495	43495	-	43495	46.163789	46.163789	43495	43495	1	0	1	dRNA	PC_12	dRNA	43495	43495	43495	43495	43495	0	0	0	1	46.163789	dRNA	PC_12	0	0
125	PC_12_dRNA	LT934125.1	48175	48175	-	48175	46.163789	46.163789	48175	48175	1	0	1	dRNA	PC_12	dRNA	48175	48175	48175	48175	48175	0	0	0	1	46.163789	dRNA	PC_12	0	0
126	PC_12_dRNA	LT934125.1	48875	48875	-	48875	46.163789	46.163789	48875	48875	1	0	1	dRNA	PC_12	dRNA	48875	48875	48875	48875	48875	0	0	0	1	46.163789	dRNA	PC_12	0	0
127	PC_12_dRNA	LT934125.1	49775	49775	-	49775	46.163789	46.163789	49775	49775	1	0	1	dRNA	PC_12	dRNA	49775	49775	49775	49775	49775	0	0	0	1	46.163789	dRNA	PC_12	0	0
128	C6_dRNA	LT934125.1	50029	50030	-	50030	387.246676	258.164451	50029	50030	2	0.918295833193712	2	dRNA	C6	dRNA	50026	50042	50030	50030	50030	0.918295833193712	0.918295833193712	5.83659166810898	3	1003.179201	dRNA	C6, PC_12, PK_15	0	0
128	PC_12_dRNA	LT934125.1	50027	50042	-	50030	276.982734	138.491367	50027	50042	16	5.83659166810898	16	dRNA	PC_12	dRNA	50026	50042	50030	50030	50030	0.918295833193712	0.918295833193712	5.83659166810898	3	1003.179201	dRNA	C6, PC_12, PK_15	0	0
128	PK_15_dRNA	LT934125.1	50026	50040	-	50030	338.949791	160.555164	50027	50030	4	3.20466854165193	15	dRNA	PK_15	dRNA	50026	50042	50030	50030	50030	0.918295833193712	0.918295833193712	5.83659166810898	3	1003.179201	dRNA	C6, PC_12, PK_15	0	0
129	C6_dRNA	LT934125.1	51863	51863	-	51863	129.082225	129.082225	51863	51863	1	0	1	dRNA	C6	dRNA	51863	51863	51863	51863	51863	0	0	0	1	129.082225	dRNA	C6	0	0
130	C6_dRNA	LT934125.1	52027	52027	-	52027	129.082225	129.082225	52027	52027	1	0	1	dRNA	C6	dRNA	52027	52027	52027	52027	52027	0	0	0	1	129.082225	dRNA	C6	0	0
131	C6_dRNA	LT934125.1	55268	55279	-	55270	68671.743901	56667.096941	55270	55273	4	0.522280783713297	12	dRNA	C6	dRNA	55265	55280	55270	55270	55270	0.065035383551287	0.065035383551287	1.00102374224329	3	190349.750824	dRNA	C6, PC_12, PK_15	0	0
131	PC_12_dRNA	LT934125.1	55265	55279	-	55270	60890.037855	49256.762995	55270	55275	6	1.00102374224329	15	dRNA	PC_12	dRNA	55265	55280	55270	55270	55270	0.065035383551287	0.065035383551287	1.00102374224329	3	190349.750824	dRNA	C6, PC_12, PK_15	0	0
131	PK_15_dRNA	LT934125.1	55265	55280	-	55270	60787.969068	50664.073998	55270	55271	2	0.065035383551287	16	dRNA	PK_15	dRNA	55265	55280	55270	55270	55270	0.065035383551287	0.065035383551287	1.00102374224329	3	190349.750824	dRNA	C6, PC_12, PK_15	0	0
132	C6_dRNA	LT934125.1	57879	57879	-	57879	129.082225	129.082225	57879	57879	1	0	1	dRNA	C6	dRNA	57879	57879	57879	57879	57879	0	0	0	1	129.082225	dRNA	C6	0	0
133	PC_12_dRNA	LT934125.1	58500	58500	-	58500	46.163789	46.163789	58500	58500	1	0	1	dRNA	PC_12	dRNA	58500	58500	58500	58500	58500	0	0	0	1	46.163789	dRNA	PC_12	0	0
134	C6_dRNA	LT934125.1	60419	60419	-	60419	129.082225	129.082225	60419	60419	1	0	1	dRNA	C6	dRNA	60419	60419	60419	60419	60419	0	0	0	1	129.082225	dRNA	C6	0	0
135	C6_dRNA	LT934125.1	60884	60884	-	60884	129.082225	129.082225	60884	60884	1	0	1	dRNA	C6	dRNA	60884	60884	60884	60884	60884	0	0	0	1	129.082225	dRNA	C6	0	0
136	PC_12_dRNA	LT934125.1	61570	61570	-	61570	46.163789	46.163789	61570	61570	1	0	1	dRNA	PC_12	dRNA	61570	61570	61570	61570	61570	0	0	0	1	46.163789	dRNA	PC_12	0	0
137	C6_dRNA	LT934125.1	63152	63174	-	63161	87001.419904	52794.630179	63153	63161	9	3.81106380716773	23	dRNA	C6	dRNA	63152	63174	63161	63161	63161	3.63376250160291	3.63376250160291	3.81106380716773	3	271712.52422	dRNA	C6, PC_12, PK_15	0	0
137	PC_12_dRNA	LT934125.1	63152	63174	-	63161	63706.028988	38823.746653	63153	63161	9	3.65915073472255	23	dRNA	PC_12	dRNA	63152	63174	63161	63161	63161	3.63376250160291	3.63376250160291	3.81106380716773	3	271712.52422	dRNA	C6, PC_12, PK_15	0	0
137	PK_15_dRNA	LT934125.1	63152	63172	-	63161	121005.075328	72472.817119	63153	63161	9	3.63376250160291	21	dRNA	PK_15	dRNA	63152	63174	63161	63161	63161	3.63376250160291	3.63376250160291	3.81106380716773	3	271712.52422	dRNA	C6, PC_12, PK_15	0	0
138	C6_dRNA	LT934125.1	63303	63303	-	63303	129.082225	129.082225	63303	63303	1	0	1	dRNA	C6	dRNA	63303	63303	63303	63303	63303	0	0	0	1	129.082225	dRNA	C6	0	0
139	PC_12_dRNA	LT934125.1	63521	63521	-	63521	46.163789	46.163789	63521	63521	1	0	1	dRNA	PC_12	dRNA	63521	63521	63521	63521	63521	0	0	0	1	46.163789	dRNA	PC_12	0	0
140	C6_dRNA	LT934125.1	64133	64151	-	64138	13037.304762	6195.946818	64133	64144	12	5.8336167737036	19	dRNA	C6	dRNA	64133	64152	64138	64138	64138	5.79014143355835	5.79014143355835	5.95799711588242	3	40092.673631	dRNA	C6, PC_12, PK_15	0	0
140	PC_12_dRNA	LT934125.1	64133	64152	-	64138	17680.731234	9925.214662	64133	64144	12	5.95799711588242	20	dRNA	PC_12	dRNA	64133	64152	64138	64138	64138	5.79014143355835	5.79014143355835	5.95799711588242	3	40092.673631	dRNA	C6, PC_12, PK_15	0	0
140	PK_15_dRNA	LT934125.1	64133	64151	-	64138	9374.637635	5021.808743	64133	64144	12	5.79014143355835	19	dRNA	PK_15	dRNA	64133	64152	64138	64138	64138	5.79014143355835	5.79014143355835	5.95799711588242	3	40092.673631	dRNA	C6, PC_12, PK_15	0	0
141	PC_12_dRNA	LT934125.1	64226	64226	-	64226	46.163789	46.163789	64226	64226	1	0	1	dRNA	PC_12	dRNA	64226	64226	64226	64226	64226	0	0	0	1	46.163789	dRNA	PC_12	0	0
