sample	cluster_id	peak_id	chr	strand	cluster_start	cluster_end	peak_pos	gamma_TSS	gamma_shape	gamma_rate	sn_TSS	sn_location	sn_scale	sn_skew
PK_15_8h	650	4	LT934125.1	+	74375	74435	74404.9925628994	74401	9.8758552169427	1.76713276308371	74402	-3.21362668288844	1.76147173426029	0.931948658286646
PK_15_8h	650	5	LT934125.1	+	74376	74436	74405.984627735	74401	9.8758552169427	1.76713276308371	74402	-4.20569151847945	1.76147173426029	0.931948658286646
PK_15_8h	650	6	LT934125.1	+	74374	74434	74404.0004980638	74401	9.8758552169427	1.76713276308371	74402	-2.22156184729743	1.76147173426029	0.931948658286646
PK_15_8h	650	7	LT934125.1	+	74367	74427	74397.0064409729	74401	9.8758552169427	1.76713276308371	74402	4.7724952435828	1.76147173426029	0.931948658286646
PC_12_12h	650	1	LT934125.1	+	74372	74432	74401.9915383907	74401	4.92702407677625	1.4003713628575	74402	-0.247827818608435	1.53739973787978	0.98097609665854
PC_12_12h	650	2	LT934125.1	+	74370	74430	74400.0016528635	74401	4.92702407677625	1.4003713628575	74402	1.74205770861014	1.53739973787978	0.98097609665854
PC_12_12h	650	3	LT934125.1	+	74378	74438	74408.0039882095	74401	4.92702407677625	1.4003713628575	74402	-6.26027763925873	1.53739973956711	0.980976096445462
PC_12_12h	650	4	LT934125.1	+	74375	74435	74405.0084616093	74401	4.92702407677625	1.4003713628575	74402	-3.26475103913896	1.53739973956711	0.980976096445462
PC_12_12h	650	5	LT934125.1	+	74376	74436	74405.9927060637	74401	4.92702407677625	1.4003713628575	74402	-4.24899549161486	1.53739973787977	0.980976096658539
C6_1h	650	1	LT934125.1	+	74372	74432	74402.0712238644	74401	6.57164687012821	2.31939842273911				
C6_1h	650	2	LT934125.1	+	74370	74430	74400.0489600686	74401	6.57164687012821	2.31939842273911				
C6_2h	650	1	LT934125.1	+	74370	74430	74400.0099046777	74400	3.17803562256262	1.70257775424735	74401	1.08281993616462	0.842350669527685	0.995149676118656
C6_2h	650	2	LT934125.1	+	74372	74432	74402.043597006	74400	3.17803562256262	1.70257775424735	74401	-0.950872392094724	0.842350669527686	0.995149676118656
C6_4h	650	1	LT934125.1	+	74372	74432	74402.0103499047	74401	2.56822953819568	0.901141046293342	74402	0.0049959156037072	1.55093900539531	0.995149676118656
C6_4h	650	2	LT934125.1	+	74370	74430	74400.0922651838	74401	2.56822953819568	0.901141046293342	74402	1.92308063649549	1.55093900539531	0.995149676118656
C6_4h	650	3	LT934125.1	+	74375	74435	74405.2139594917	74401	2.56822953819568	0.901141046293342	74402	-3.19861367140978	1.55093900539531	0.995149676118656
PC_12_1.5h	650	1	LT934125.1	+	74372	74432	74401.966290567	74400	3.63412172016251	1.81711508746472				
PC_12_1.5h	650	2	LT934125.1	+	74370	74430	74400.033709433	74400	3.63412172016251	1.81711508746472				
PC_12_1h	650	1	LT934125.1	+	74370	74430	74400.0084956124	74400	2.76013753089952	1.50560897807799				
PC_12_1h	650	2	LT934125.1	+	74372	74432	74402.4684175408	74400	2.76013753089952	1.50560897807799				
PC_12_2.5h	650	1	LT934125.1	+	74372	74432	74401.8540727622	74400	2.24562763841529	0.834120514247	74402	0.261044213231024	1.62867239392341	0.995149676118656
PC_12_2.5h	650	2	LT934125.1	+	74370	74430	74400.2979617828	74400	2.24562763841529	0.834120514247	74402	1.81715519314316	1.62867239222185	0.995149676118656
PC_12_2.5h	650	3	LT934125.1	+	74378	74438	74408.0032209875	74400	2.24562763841529	0.834120514247	74402	-5.88810401202941	1.62867239392341	0.995149676118656
PC_12_2h	650	1	LT934125.1	+	74370	74430	74399.9973639512	74400	5.49631556142427	4.25751378065585				
PC_12_2h	650	2	LT934125.1	+	74372	74432	74402.0026360488	74400	5.45992671657427	4.24649452101501				
PC_12_4h	650	1	LT934125.1	+	74372	74432	74402.0103794731	74401	2.59445950170975	0.99286658797501	74402	-0.132044372864157	1.44612006134117	0.995149676118656
PC_12_4h	650	2	LT934125.1	+	74370	74430	74400.0100042406	74401	2.59445950170975	0.99286658797501	74402	1.8683308595914	1.44612006134117	0.995149676118656
PC_12_4h	650	3	LT934125.1	+	74378	74438	74407.9899957594	74401	2.59445950170975	0.99286658797501	74402	-6.11166065915543	1.44612006134117	0.995149676118656
PC_12_4h	650	4	LT934125.1	+	74375	74435	74405.0432064384	74401	2.59445950170975	0.99286658797501	74402	-3.16487133821877	1.44612006134117	0.995149676118656
PK_15_2h	650	1	LT934125.1	+	74370	74430	74400.0706568814	74400	3.00124555510869	1.39082385427424	74401	1.30357918286491	1.05859967316232	0.995149676118656
PK_15_2h	650	2	LT934125.1	+	74372	74432	74401.9257916265	74400	3.00124555510869	1.39082385427424	74401	-0.551555562292642	1.05859967316232	0.995149676118656
PK_15_2h	650	3	LT934125.1	+	74375	74435	74405.0000149185	74400	3.00124555510869	1.39082385427424	74401	-3.62577885426553	1.05859967316232	0.995149676118656
PK_15_12h	655	1	LT934125.1	+	74809	74869	74838.9821635546	74833	1.42306620177458	0.33308594807005	74836	-3.16346443313266	2.45136243820838	-0.995149676118656
PK_15_12h	655	2	LT934125.1	+	74803	74863	74833.0178364454	74833	1.42306620177458	0.33308594807005	74836	2.80086267600093	2.45136243820838	-0.995149676118656
C6_12h	659	1	LT934125.1	+	75103	75163	75133.0353410745	75133	1.26292440697794	0.371462288476505	75136	2.94716387588746	2.29905156095604	0.995149676118656
C6_12h	659	2	LT934125.1	+	75109	75169	75138.9646589255	75133	1.26292440697794	0.371462288476505	75136	-2.98215397513955	2.29905156095604	0.995149676118656
PK_15_4h	659	1	LT934125.1	+	75109	75169	75138.9303441436	75132	0.949810162848087	0.111756513081153				
PK_15_4h	659	2	LT934125.1	+	75103	75163	75133.1851694422	75132	0.949810162848087	0.111756513081153				
PK_15_4h	659	3	LT934125.1	+	75130	75190	75159.9701055497	75132	0.949810162848087	0.111756513081153				
PK_15_8h	659	1	LT934125.1	+	75124	75184	75153.874290992	75136	1.42144771458696	0.0953619769852901	75145	-8.68580176931701	6.79151095084626	-0.995149676118656
PK_15_8h	659	2	LT934125.1	+	75106	75166	75135.707754766	75136	1.42144771458696	0.0953619769852901	75145	9.48073445669305	6.79151095084626	-0.995149676118656
PC_12_12h	659	1	LT934125.1	+	75124	75184	75153.6788101611	75139	1.05487177456249	0.0981116124699625	75147	-6.51755796035503	5.27184369650727	-0.995149676118656
PC_12_12h	659	2	LT934125.1	+	75109	75169	75139.0932911036	75139	1.05487177456249	0.0981116124699625	75147	8.06796109718344	5.27184369650727	-0.995149676118656
PK_15_12h	659	1	LT934125.1	+	75124	75184	75153.8396404466	75141	1.39351653338247	0.126036797341924	75148	-6.12548978083097	4.84511554807053	-0.995149676118656
PK_15_12h	659	2	LT934125.1	+	75110	75170	75139.5351497039	75141	1.39351653338247	0.126036797341924	75148	8.17900096186467	4.84511554807053	-0.995149676118656
PK_15_6h	659	1	LT934125.1	+	75124	75184	75153.9185990381	75137	0.87052033174959	0.0909540999633074				
PK_15_6h	659	2	LT934125.1	+	75109	75169	75139.2549354423	75137	0.87052033174959	0.0909540999633074				
PC_12_8h	659	1	LT934125.1	+	75168	75228	75197.5516442936							
PC_12_6h	661	1	LT934125.1	+	75232	75292	75261.9708705906							
PC_12_6h	661	2	LT934125.1	+	75241	75301	75270.8838097492							
PK_15_8h	661	1	LT934125.1	+	75232	75292	75262.1089632832	75262	1.11921353219683	0.22841547020789	75266	4.30653856530272	3.40141039050856	0.995149676118656
PK_15_8h	661	2	LT934125.1	+	75240	75300	75269.8794889914	75262	1.11921353219683	0.22841547020789	75266	-3.4639871429098	3.40141039050856	0.995149676118656
C6_8h	663	1	LT934125.1	+	75351	75411	75381.3296771687	75372	1.69783000412342	0.113210282782975	75381	-0.329867469617678	8.42625920988864	0.0816199007418412
PK_15_12h	663	1	LT934125.1	+	75351	75411	75381.3977947618	75368	3.2315287150614	0.133013211205779	75373	-8.73807414742791	7.20156035436416	-0.995149676118656
PK_15_12h	663	2	LT934125.1	+	75330	75390	75359.87722246	75354	1.74632826822565	0.0573725811576642	75368	8.36941819911236	10.5992371702644	-0.995149676118656
PK_15_12h	663	3	LT934125.1	+	75315	75375	75345.0909789058	75342	1.096490108766	0.0719105945463539	75356	11.2555801821137	10.0661841022912	-0.420830545510006
PC_12_12h	663	1	LT934125.1	+	75349	75409	75379.2345768497	75356	1.53045892230184	0.0644828312726997	75372	-7.51760325631966	14.3212411136198	0.0293027737456538
PC_12_12h	663	2	LT934125.1	+	75334	75394	75364.3740786053	75355	1.54915049566769	0.0733935734497222	75369	4.73180601295515	12.3838617549567	-0.0339383224244902
PK_15_8h	663	1	LT934125.1	+	75352	75412	75381.7710875576	75362	1.27949279213609	0.0802325870879288	75373	-8.89257123919632	7.03061006857804	-0.995149676118656
PK_15_8h	663	2	LT934125.1	+	75332	75392	75362.0158209773	75362	1.27949279213609	0.0802325870879288	75373	10.8626953410978	7.03061006857804	-0.995149676118656
C6_12h	663	1	LT934125.1	+	75343	75403	75372.6262254366	75372	1.40009315645974	0.212663491093753	75377	4.1528003835502	4.44274938049712	0.995149676118656
C6_12h	663	2	LT934125.1	+	75352	75412	75381.8698530154	75372	1.40009315645974	0.212663491093753	75377	-5.0908271952557	4.44274938049712	0.995149676118656
C6_6h	667	1	LT934125.1	+	76653	76713	76683.0999835377	76682	7.00921807641821	0.661743835539307	76683	0.300824516086951	2.24726910432043	-0.599193307149237
C6_6h	667	2	LT934125.1	+	76655	76715	76684.8589441077	76682	7.00921807641821	0.661743835539307	76683	-1.45813607108081	2.2472690980814	-0.599193329666855
C6_6h	667	3	LT934125.1	+	76658	76718	76687.9819965484	76682	7.00921807641821	0.661743835539307	76683	-4.58118851172272	2.2472690980814	-0.599193329666855
C6_6h	667	4	LT934125.1	+	76644	76704	76673.9821062972	76682	7.13939136175309	0.671879931025417	76683	9.4187017394643	2.2472690980814	-0.599193329666854
C6_12h	667	1	LT934125.1	+	76653	76713	76683.0113830437	76683	9.19362744249002	1.21967924093437	76683	0.461613621321651	1.67341795346722	-0.550808977688412
C6_12h	667	2	LT934125.1	+	76655	76715	76685.0091767102	76683	9.19362744249002	1.21967924093437	76683	-1.53618004521655	1.67341795346722	-0.550808977688413
C6_12h	667	3	LT934125.1	+	76647	76707	76676.9930296232	76683	9.26497210545591	1.22690548380373	76683	6.47996704177689	1.67341795346722	-0.550808977688413
C6_12h	667	4	LT934125.1	+	76657	76717	76686.9570255351	76683	9.19362744249002	1.21967924093437	76683	-3.48402887008802	1.67341795346722	-0.550808977688413
C6_12h	667	5	LT934125.1	+	76649	76709	76678.9908232898	76683	9.19362744249002	1.21967924093437	76683	4.48217337523869	1.67341795346722	-0.550808977688413
C6_8h	667	1	LT934125.1	+	76653	76713	76683.0086700314	76682	3.96202912021109	0.531598174281583	76683	0.428740794158557	2.75982137580362	-0.163620378335904
C6_8h	667	2	LT934125.1	+	76655	76715	76684.9971099895	76682	3.96202912021109	0.531598174281583	76683	-1.55969916397657	2.75982137580362	-0.163620378335904
C6_8h	667	3	LT934125.1	+	76647	76707	76677.0065271948	76682	3.96202912021109	0.531598174281583	76683	6.43088363090361	2.75982137748687	-0.163620375425824
C6_8h	667	4	LT934125.1	+	76660	76720	76690.0050328471	76682	3.96202912021109	0.531598174281583	76683	-6.56762202151072	2.75982137580362	-0.163620378335904
C6_8h	667	5	LT934125.1	+	76662	76722	76691.9934728052	76682	3.96202912021109	0.531598174281583	76683	-8.5560619795025	2.75982137748687	-0.163620375425824
PC_12_12h	667	1	LT934125.1	+	76653	76713	76682.9846591633	76682	7.60656586406945	1.05744419917946	76683	0.0383362855318767	1.52056529353092	-0.995149676118656
PC_12_12h	667	2	LT934125.1	+	76655	76715	76684.980659236	76682	7.60656586406945	1.05744419917946	76683	-1.95766378724144	1.52056529353092	-0.995149676118656
PC_12_12h	667	3	LT934125.1	+	76647	76707	76676.996658945	76682	7.63576889294975	1.06044068276933	76683	6.02633650383726	1.52056529353092	-0.995149676118656
PC_12_6h	667	1	LT934125.1	+	76653	76713	76683.033429845	76682	5.84245998969907	0.768808841227713	76683	0.425115531009415	1.91261691857381	-0.809624720801261
PC_12_6h	667	2	LT934125.1	+	76655	76715	76684.962498889	76682	5.84245998969907	0.768808841227713	76683	-1.50395351298628	1.91261691857381	-0.809624720801262
PC_12_6h	667	3	LT934125.1	+	76647	76707	76676.9981995502	76682	5.85850692834034	0.770476143316033	76683	6.46034582581071	1.91261691857381	-0.809624720801261
PC_12_8h	667	1	LT934125.1	+	76653	76713	76683.0030754988	76681	3.19587019045045	0.475977484456897	76682	-0.664980000770773	2.04776934919579	-0.995149676118656
PC_12_8h	667	2	LT934125.1	+	76655	76715	76684.9722005654	76681	3.19587019045045	0.475977484456897	76682	-2.63410506734905	2.04776934919579	-0.995149676118656
PC_12_8h	667	3	LT934125.1	+	76647	76707	76677.0051658132	76681	3.19587019045045	0.475977484456897	76682	5.33292968479695	2.04776934919579	-0.995149676118656
PK_15_6h	667	1	LT934125.1	+	76653	76713	76683.014856707	76683	12.5313330706818	1.57020457938572	76684	0.962918472090128	1.86403530585844	-0.0596172805913472
PK_15_6h	667	2	LT934125.1	+	76655	76715	76685.0056554381	76683	12.5313330706818	1.57020457938572	76684	-1.0278802590261	1.86403530585844	-0.0596172805913476
PK_15_6h	667	3	LT934125.1	+	76657	76717	76686.9964541692	76683	12.5313330706818	1.57020457938572	76684	-3.01867899356777	1.86403532049085	-0.0596172832977416
PK_15_6h	667	4	LT934125.1	+	76659	76719	76688.9872529003	76683	12.5313330706818	1.57020457938572	76684	-5.00947772127311	1.86403530585844	-0.0596172805913466
PK_15_6h	667	5	LT934125.1	+	76647	76707	76677.0127470997	76683	12.5313330706818	1.57020457938572	76684	6.96502807936431	1.86403530585844	-0.0596172805913475
PK_15_8h	667	1	LT934125.1	+	76653	76713	76682.9853785065	76683	10.9444051561904	1.37248066711661	76684	0.973398702690423	1.86139884084253	-0.164622167469961
PK_15_8h	667	2	LT934125.1	+	76655	76715	76685.0031446118	76683	10.9444051561904	1.37248066711661	76684	-1.04436740258262	1.86139884084253	-0.164622167469962
PK_15_8h	667	3	LT934125.1	+	76657	76717	76686.962424743	76683	10.9444051561904	1.37248066711661	76684	-3.00364753377817	1.86139884084253	-0.164622167469962
PK_15_8h	667	4	LT934125.1	+	76659	76719	76688.9217048742	76683	10.9444051561904	1.37248066711661	76684	-4.96292766497373	1.86139884084253	-0.164622167469961
PK_15_8h	667	5	LT934125.1	+	76647	76707	76676.9905661648	76683	11.0438364513273	1.38169322337393	76684	6.96821104440295	1.86139884084253	-0.164622167469961
PK_15_4h	667	1	LT934125.1	+	76653	76713	76682.9977957629	76683	6.96004153413703	2.49326275297132	76684	0.799129816056081	1.03344652301227	0.843138096640924
PK_15_4h	667	2	LT934125.1	+	76655	76715	76684.994796141	76683	6.96004153413703	2.49326275297132	76684	-1.19787056199115	1.03344652301227	0.843138096640924
PC_12_2h	667	1	LT934125.1	+	76655	76715	76684.7348863927							
PC_12_2h	667	2	LT934125.1	+	76653	76713	76683.2651136073							
PC_12_4h	667	1	LT934125.1	+	76653	76713	76682.9973492404	76683	3.63861010820461	2.17620206479998	76684	0.909480703762297	0.699346080839549	0.995149676118656
PC_12_4h	667	2	LT934125.1	+	76655	76715	76684.9812036845	76683	3.61516020399007	2.16918452993544	76684	-1.07437374039678	0.699346080839549	0.995149676118656
PK_15_12h	667	1	LT934125.1	+	76653	76713	76682.996447381	76683	3.66788210428941	2.21338746515729	76684	0.898882703357128	0.69051716607334	0.995149676118656
PK_15_12h	667	2	LT934125.1	+	76655	76715	76685.003552619	76683	3.63753588728929	2.20445034699841	76684	-1.10822253465095	0.69051716607334	0.995149676118656
C6_12h	670	1	LT934125.1	+	76960	77020	76989.9963145692	76990	7.49944863466005	6.27614148676915				
C6_12h	670	2	LT934125.1	+	76962	77022	76992.0036854308	76990	7.42457010513819	6.25220888092201				
C6_6h	670	1	LT934125.1	+	76960	77020	76989.9955424918	76990	3.81945339009237	2.41688117073529				
C6_6h	670	2	LT934125.1	+	76962	77022	76992.0044575082	76990	3.77931825107589	2.40488642175473				
C6_8h	670	1	LT934125.1	+	76960	77020	76990.0066953653	76990	6.5236666728751	5.33745263759929				
C6_8h	670	2	LT934125.1	+	76962	77022	76991.9933046347	76990	6.5236666728751	5.33745263759929				
PC_12_6h	670	1	LT934125.1	+	76960	77020	76989.9998541342	76990	3.06053464987741	1.80022814094165	76991	1.02354182840573	0.789459870187158	0.995149676118656
PC_12_6h	670	2	LT934125.1	+	76962	77022	76992.160064181	76990	3.05897570978807	1.79949281726811	76991	-1.1366682183805	0.789459870187158	0.995149676118656
PK_15_4h	670	1	LT934125.1	+	76960	77020	76990.0076063468	76990	3.60242401112007	2.62008574304359				
PK_15_4h	670	2	LT934125.1	+	76963	77023	76992.9923936532	76990	3.60242401112007	2.62008574304359				
PK_15_6h	670	1	LT934125.1	+	76960	77020	76989.9998790305	76990	3.98297091526766	2.65503543433822	76991	0.784593335551185	0.605342126569789	0.995149676118656
PK_15_6h	670	2	LT934125.1	+	76962	77022	76992.0001209695	76990	3.98097339633496	2.65423757075218	76991	-1.21564860345635	0.605342126569789	0.995149676118656
PK_15_8h	670	1	LT934125.1	+	76960	77020	76990.0007187249	76990	5.459555480191	4.24610350911949				
PK_15_8h	670	2	LT934125.1	+	76962	77022	76991.9992812751	76990	5.459555480191	4.24610350911949				
C6_8h	680	1	LT934125.1	+	78010	78070	78040.345064552	78040	10.2088674412186	0.397706654776184	78043	2.52668640736328	6.79080036742569	0.432702056336456
C6_8h	680	2	LT934125.1	+	78014	78074	78043.9928898156	78040	10.2088674412186	0.397706654776184	78043	-1.12113885623741	6.79080036742569	0.432702056336456
C6_8h	680	3	LT934125.1	+	78005	78065	78035.1198013365	78040	10.2088674412186	0.397706654776184	78043	7.7519496227901	6.79080036742569	0.432702056336456
C6_8h	680	4	LT934125.1	+	78032	78092	78062.0348363896	78038	1.7163949869732	0.192597702744324	78043	-18.9150205109035	6.23267352246824	0.995149676118656
C6_8h	680	5	LT934125.1	+	78019	78079	78049.119563159	78038	1.7163949869732	0.192597702744324	78043	-5.99974728030784	6.23267352246824	0.995149676118656
C6_8h	680	6	LT934125.1	+	78023	78083	78053.3589276545	78038	1.7163949869732	0.192597702744324	78043	-10.2391117753965	6.23267353046063	0.995149676118656
C6_8h	680	7	LT934125.1	+	77988	78048	78017.9651636104	78039	14.5743732464778	0.617900778571412	78040	22.4042045175282	3.95455477819529	-0.8889406815738
C6_12h	680	1	LT934125.1	+	78014	78074	78043.982419749	78038	2.19906873641148	0.279371317804093	78042	-1.80082730107192	4.97499111063516	0.724671657850334
C6_12h	680	2	LT934125.1	+	78010	78070	78040.0555613088	78038	2.19906873641148	0.279371317804093	78042	2.12603113912969	4.97499111063516	0.724671657850334
C6_12h	680	3	LT934125.1	+	78005	78065	78035.0673897766	78038	2.19906873641148	0.279371317804093	78042	7.11420267128319	4.97499111063516	0.724671657850335
C6_12h	680	4	LT934125.1	+	78032	78092	78062.0247423121	78038	2.00172339141367	0.243537222177961	78043	-19.3527659314568	5.88617076921684	0.995149676118656
C6_12h	680	5	LT934125.1	+	78053	78113	78083.0387415326	78059	0.660991812249807	0.139970864023594	78069	-14.2930031270862	5.20657945033156	0.995149676118656
C6_12h	680	6	LT934125.1	+	78044	78104	78073.5930550143	78041	0.683404233763654	0.173883175565821				
C6_6h	680	1	LT934125.1	+	78014	78074	78043.9590597536	78040	2.53232461851438	0.246710266722202	78045	1.12388341312218	6.36586054078171	0.865920886970852
C6_6h	680	2	LT934125.1	+	78010	78070	78040.208125745	78040	2.53232461851438	0.246710266722202	78045	4.87481742170386	6.36586054078171	0.865920886970852
C6_6h	680	3	LT934125.1	+	78032	78092	78062.0885741284	78040	2.53232461851438	0.246710266722202	78045	-17.0056309616772	6.36586054078171	0.865920886970851
C6_6h	680	4	LT934125.1	+	78005	78065	78035.2068804002	78040	2.70302454937356	0.272759652268274	78045	9.41084754821198	5.93752864552523	0.843766707146392
C6_6h	680	5	LT934125.1	+	78019	78079	78048.9603050984	78040	2.53232461851438	0.246710266722202	78045	-3.87736193164855	6.36586054078171	0.865920886970852
C6_6h	680	6	LT934125.1	+	78038	78098	78068.0275529753	78040	1.4071330722576	0.206508069497609	78046	-21.7482311258261	5.57584952637848	0.995149676118656
PC_12_12h	680	1	LT934125.1	+	78012	78072	78041.7884635983	78036	1.42225416994888	0.185826686975049	78042	0.580018432775234	5.66358681954621	0.995149676118656
PC_12_12h	680	2	LT934125.1	+	78006	78066	78035.797374607	78036	1.42225416994888	0.185826686975049	78042	6.57110742410512	5.66358681954621	0.995149676118656
PC_12_12h	680	3	LT934125.1	+	78032	78092	78061.9609910881	78036	1.42225416994888	0.185826686975049	78042	-19.5925090570592	5.66358681954621	0.995149676118656
PC_12_2h	680	1	LT934125.1	+	78008	78068	78037.9012150465							
PC_12_2h	680	2	LT934125.1	+	78006	78066	78036.2417167404							
PC_12_6h	680	1	LT934125.1	+	78014	78074	78043.7019890761	78037	1.70434258901411	0.20700525195372	78043	-1.19728845830029	5.76282783677977	0.995149676118656
PC_12_6h	680	2	LT934125.1	+	78011	78071	78041.1556211117	78037	1.70434258901411	0.20700525195372	78043	1.34907950618875	5.76282783677977	0.995149676118656
PC_12_6h	680	3	LT934125.1	+	78005	78065	78035.1716563951	78037	1.70434258901411	0.20700525195372	78043	7.33304422272416	5.76282783677977	0.995149676118656
PC_12_6h	680	4	LT934125.1	+	78032	78092	78062.0358384204	78036	1.1806533317013	0.10674080812885	78048	-14.3697799301241	9.72972779277255	0.995149676118656
PC_12_8h	680	1	LT934125.1	+	78013	78073	78042.6138418184	78036	1.23472877458579	0.153510452905872	78043	0.317988626545418	6.09983984445057	0.995149676118656
PC_12_8h	680	2	LT934125.1	+	78032	78092	78061.9599561215	78036	1.23472877458579	0.153510452905872	78043	-19.0281256765564	6.09983984445057	0.995149676118656
PK_15_12h	680	1	LT934125.1	+	78014	78074	78043.6147671128	78037	1.84383177517028	0.306552967047886	78040	-3.77130446164666	3.19728435805208	-0.995149676118656
PK_15_12h	680	2	LT934125.1	+	78011	78071	78040.7932125212	78037	1.84383177517028	0.306552967047886	78040	-0.949749870000242	3.19728435805208	-0.995149676118656
PK_15_12h	680	3	LT934125.1	+	78005	78065	78035.2508731447	78037	1.84383177517028	0.306552967047886	78040	4.59258950643561	3.19728435805208	-0.995149676118656
PK_15_4h	680	1	LT934125.1	+	78006	78066	78035.8639041219	78035	1.3125303858715	0.235386167812925	78040	4.59844394464631	4.20303327361353	0.995149676118656
PK_15_4h	680	2	LT934125.1	+	78032	78092	78061.9759572356	78035	1.3125303858715	0.235386167812925	78040	-21.5136091690813	4.20303327361353	0.995149676118656
PK_15_6h	680	1	LT934125.1	+	78010	78070	78040.4597014331	78038	1.73957586601606	0.187087163095327	78044	3.54044514300802	6.90015982494142	0.995149676118656
PK_15_6h	680	2	LT934125.1	+	78014	78074	78043.7684662754	78038	1.73957586601606	0.187087163095327	78044	0.231680300669156	6.90015982494142	0.995149676118656
PK_15_6h	680	3	LT934125.1	+	78032	78092	78061.9666729084	78038	1.73957586601606	0.187087163095327	78044	-17.9665263322673	6.90015982494142	0.995149676118656
PK_15_6h	680	4	LT934125.1	+	78005	78065	78035.3642035759	78038	1.73957586601606	0.187087163095327	78044	8.6359430003334	6.90015983279546	0.995149676118656
PK_15_8h	680	1	LT934125.1	+	78010	78070	78040.3831662045	78037	1.64670487115161	0.238597439598098	78041	0.942634507992417	4.8614086244345	0.995149676118656
PK_15_8h	680	2	LT934125.1	+	78005	78065	78035.0851491665	78037	1.64670487115161	0.238597439598098	78041	6.24065154605393	4.8614086244345	0.995149676118656
PK_15_8h	680	3	LT934125.1	+	78032	78092	78061.9827741289	78037	1.64670487115161	0.238597439598098	78041	-20.6569734163999	4.8614086244345	0.995149676118656
PK_15_8h	680	4	LT934125.1	+	78021	78081	78050.9792002806	78037	1.64670487115161	0.238597439598098	78041	-9.65339956813061	4.8614086244345	0.995149676118656
PC_12_4h	680	1	LT934125.1	+	78011	78071	78040.9987734473	78039	1.58679729435711	0.211539460987205	78045	3.6681727427293	5.88460302467289	0.995149676118656
PC_12_4h	680	2	LT934125.1	+	78014	78074	78043.9002159568	78039	1.58679729435711	0.211539460987205	78045	0.76673023327917	5.88460302467289	0.995149676118656
PC_12_4h	680	3	LT934125.1	+	78007	78067	78036.9947827843	78039	1.59375423142598	0.212190423252435	78045	7.6721634057702	5.88460302467289	0.995149676118656
PC_12_4h	680	4	LT934125.1	+	78032	78092	78062.0052172157	78039	1.58679729435711	0.211539460987205	78045	-17.3382710256903	5.88460302467289	0.995149676118656
PC_12_4h	680	5	LT934125.1	+	78025	78085	78054.8676686425	78039	1.58679729435711	0.211539460987205	78045	-10.2007224524479	5.88460302467289	0.995149676118656
PC_12_4h	680	6	LT934125.1	+	78025	78085	78054.6355532417	78039	1.58679729435711	0.211539460987205	78045	-9.96860705168196	5.88460302467289	0.995149676118656
PC_12_4h	680	7	LT934125.1	+	78021	78081	78050.8056491293	78039	1.58679729435711	0.211539460987205	78045	-6.13870293921186	5.88460302467289	0.995149676118656
PC_12_4h	680	8	LT934125.1	+	78022	78082	78051.5019953315	78039	1.58679729435711	0.211539460987205	78045	-6.83504914148048	5.88460302467289	0.995149676118656
PC_12_4h	680	9	LT934125.1	+	78025	78085	78054.9837263429	78039	1.58679729435711	0.211539460987205	78045	-10.3167801528235	5.88460302467289	0.995149676118656
PC_12_4h	680	10	LT934125.1	+	78024	78084	78054.4614666912	78039	1.58679729435711	0.211539460987205	78045	-9.79452050112572	5.88460302467289	0.995149676118656
PC_12_4h	680	11	LT934125.1	+	78024	78084	78054.2293512904	78039	1.58679729435711	0.211539460987205	78045	-9.56240510035982	5.88460302467289	0.995149676118656
PC_12_4h	680	12	LT934125.1	+	78022	78082	78052.3143992342	78039	1.58679729435711	0.211539460987205	78045	-7.64745304412477	5.88460302467289	0.995149676118656
C6_4h	680	1	LT934125.1	+	78011	78071	78041.4710437175	78039	1.06594084921378	0.155465775032406				
C6_4h	680	2	LT934125.1	+	78032	78092	78062.0069168488	78039	1.06594084921378	0.155465775032406				
PC_12_6h	690	1	LT934125.1	+	78796	78856	78826.10082291	78812	1.71197583695915	0.100695514129132				
C6_8h	690	1	LT934125.1	+	78796	78856	78825.974303667	78821	0.757776417534935	0.0858069988766383				
C6_8h	690	2	LT934125.1	+	78811	78871	78841.0381106848	78821	0.757776417534935	0.0858069988766383				
PC_12_8h	692	1	LT934125.1	+	78987	79047	79016.5922256459	78986	0.845970131246542	0.0352405284543268				
PK_15_8h	692	1	LT934125.1	+	78980	79040	79009.966290567	79008	3.63412172016251	1.81711508746472				
PK_15_8h	692	2	LT934125.1	+	78978	79038	79008.033709433	79008	3.63412172016251	1.81711508746472				
C6_8h	694	1	LT934125.1	+	79111	79171	79140.8710504706							
PC_12_6h	696	1	LT934125.1	+	79228	79288	79257.9259434823							
PK_15_8h	696	1	LT934125.1	+	79238	79298	79267.8043765561	79246	0.933565137060618	0.0743654496133998	79259	-9.18315413532675	7.99219437171559	-0.995149676118656
PK_15_8h	696	2	LT934125.1	+	79220	79280	79250.3788389598	79246	0.933565137060618	0.0743654496133998	79259	8.24238346096989	7.99219437171559	-0.995149676118656
PK_15_6h	696	1	LT934125.1	+	79231	79291	79261.2424320191							
PK_15_6h	696	2	LT934125.1	+	79238	79298	79267.913931244							
PC_12_8h	698	1	LT934125.1	+	79414	79474	79444.0387314944	79443	24.4370456133614	1.91746033363413				
PC_12_8h	698	2	LT934125.1	+	79424	79484	79453.8397183252	79443	24.4370456133614	1.91746033363413				
