group	cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	shape.score	cluster_width	hpi	cell_line	Time
C6_6h	1141	LT934125.1	123587	123596	+	123587	344.976283	172.488141	123587	123596	10	4.98289214714576	10	6h	C6	6
C6_6h	1144	LT934125.1	123780	123788	+	123780	258.732212	172.488141	123780	123788	9	2.91092892717357	9	6h	C6	6
C6_6h	1145	LT934125.1	123824	123824	+	123824	172.488141	172.488141	123824	123824	1	0	1	6h	C6	6
C6_6h	1149	LT934125.1	124037	124037	+	124037	172.488141	172.488141	124037	124037	1	0	1	6h	C6	6
C6_6h	1150	LT934125.1	124093	124093	+	124093	86.244071	86.244071	124093	124093	1	0	1	6h	C6	6
C6_6h	1152	LT934125.1	124252	124306	+	124306	431.220354	258.732212	124252	124306	55	7.92595854451273	55	6h	C6	6
C6_6h	1154	LT934125.1	124369	124369	+	124369	86.244071	86.244071	124369	124369	1	0	1	6h	C6	6
C6_6h	1155	LT934125.1	124454	124462	+	124454	172.488142	86.244071	124454	124462	9	3.16992500144231	9	6h	C6	6
C6_6h	1158	LT934125.1	124642	124642	+	124642	86.244071	86.244071	124642	124642	1	0	1	6h	C6	6
C6_6h	1159	LT934125.1	124709	124709	+	124709	86.244071	86.244071	124709	124709	1	0	1	6h	C6	6
C6_6h	1160	LT934125.1	124756	124756	+	124756	6209.573092	6209.573092	124756	124756	1	0	1	6h	C6	6
C6_6h	1163	LT934125.1	124853	124909	+	124853	344.976284	86.244071	124853	124909	57	11.6657800283295	57	6h	C6	6
C6_6h	1164	LT934125.1	125058	125061	+	125058	172.488142	86.244071	125058	125061	4	2	4	6h	C6	6
C6_6h	1165	LT934125.1	125104	125104	+	125104	86.244071	86.244071	125104	125104	1	0	1	6h	C6	6
C6_6h	1167	LT934125.1	125177	125177	+	125177	86.244071	86.244071	125177	125177	1	0	1	6h	C6	6
C6_6h	1168	LT934125.1	125223	125227	+	125225	26563.173781	13799.051315	125223	125225	3	1.75609040904351	5	6h	C6	6
C6_6h	1174	LT934125.1	125493	125493	+	125493	172.488141	172.488141	125493	125493	1	0	1	6h	C6	6
C6_6h	1175	LT934125.1	125599	125729	+	125729	431.220354	172.488141	125599	125729	131	13.5177332796681	131	6h	C6	6
C6_6h	1176	LT934125.1	125770	125905	+	125770	344.976284	86.244071	125770	125905	136	14.1749256825007	136	6h	C6	6
C6_6h	1177	LT934125.1	125972	125972	+	125972	86.244071	86.244071	125972	125972	1	0	1	6h	C6	6
C6_6h	1182	LT934125.1	126808	126808	+	126808	86.244071	86.244071	126808	126808	1	0	1	6h	C6	6
C6_6h	1184	LT934125.1	127147	127147	+	127147	86.244071	86.244071	127147	127147	1	0	1	6h	C6	6
C6_6h	1188	LT934125.1	128051	128079	+	128061	948.684778	258.732212	128052	128079	28	11.7609022304624	29	6h	C6	6
C6_6h	1189	LT934125.1	128185	128195	+	128185	344.976283	172.488141	128185	128195	11	5.18914743296996	11	6h	C6	6
C6_6h	1198	LT934125.1	130291	130291	+	130291	86.244071	86.244071	130291	130291	1	0	1	6h	C6	6
C6_6h	1227	LT934125.1	136117	136117	+	136117	86.244071	86.244071	136117	136117	1	0	1	6h	C6	6
C6_6h	1228	LT934125.1	136158	136158	+	136158	603.708495	603.708495	136158	136158	1	0	1	6h	C6	6
C6_6h	1229	LT934125.1	136236	136236	+	136236	86.244071	86.244071	136236	136236	1	0	1	6h	C6	6
C6_6h	1230	LT934125.1	136338	136351	+	136348	689.952566	258.732212	136338	136351	14	8.20728299870509	14	6h	C6	6
C6_6h	1235	LT934125.1	136670	136670	+	136670	172.488141	172.488141	136670	136670	1	0	1	6h	C6	6
C6_6h	1241	LT934125.1	137044	137044	+	137044	86.244071	86.244071	137044	137044	1	0	1	6h	C6	6
C6_6h	1282	LT934125.1	139828	139828	+	139828	86.244071	86.244071	139828	139828	1	0	1	6h	C6	6
C6_6h	1302	LT934125.1	141066	141066	+	141066	86.244071	86.244071	141066	141066	1	0	1	6h	C6	6
C6_6h	1307	LT934125.1	141778	141778	+	141778	86.244071	86.244071	141778	141778	1	0	1	6h	C6	6
C6_6h	1313	LT934125.1	1925	1925	-	1925	86.244071	86.244071	1925	1925	1	0	1	6h	C6	6
C6_6h	1316	LT934125.1	2140	2140	-	2140	86.244071	86.244071	2140	2140	1	0	1	6h	C6	6
C6_6h	1319	LT934125.1	2977	2977	-	2977	86.244071	86.244071	2977	2977	1	0	1	6h	C6	6
C6_6h	1321	LT934125.1	3305	3305	-	3305	86.244071	86.244071	3305	3305	1	0	1	6h	C6	6
C6_6h	1322	LT934125.1	3423	3487	-	3423	172.488142	86.244071	3423	3487	65	6.02236781302845	65	6h	C6	6
C6_6h	1328	LT934125.1	3838	3838	-	3838	86.244071	86.244071	3838	3838	1	0	1	6h	C6	6
C6_6h	1329	LT934125.1	3905	3912	-	3910	3880.983183	2242.345839	3908	3911	4	2.82626461079422	8	6h	C6	6
C6_6h	1330	LT934125.1	3994	3994	-	3994	86.244071	86.244071	3994	3994	1	0	1	6h	C6	6
C6_6h	1334	LT934125.1	4146	4146	-	4146	86.244071	86.244071	4146	4146	1	0	1	6h	C6	6
C6_6h	1335	LT934125.1	4210	4210	-	4210	344.976283	344.976283	4210	4210	1	0	1	6h	C6	6
C6_6h	1338	LT934125.1	4439	4439	-	4439	86.244071	86.244071	4439	4439	1	0	1	6h	C6	6
C6_6h	1340	LT934125.1	4536	4536	-	4536	86.244071	86.244071	4536	4536	1	0	1	6h	C6	6
C6_6h	1342	LT934125.1	4684	4684	-	4684	86.244071	86.244071	4684	4684	1	0	1	6h	C6	6
C6_6h	1343	LT934125.1	4770	4770	-	4770	86.244071	86.244071	4770	4770	1	0	1	6h	C6	6
C6_6h	1345	LT934125.1	4923	4927	-	4925	603.708496	258.732212	4923	4927	5	4.94126100085753	5	6h	C6	6
C6_6h	1348	LT934125.1	5171	5171	-	5171	86.244071	86.244071	5171	5171	1	0	1	6h	C6	6
C6_6h	1352	LT934125.1	5676	5676	-	5676	86.244071	86.244071	5676	5676	1	0	1	6h	C6	6
C6_6h	1354	LT934125.1	5966	5966	-	5966	86.244071	86.244071	5966	5966	1	0	1	6h	C6	6
C6_6h	1361	LT934125.1	7758	7758	-	7758	86.244071	86.244071	7758	7758	1	0	1	6h	C6	6
C6_6h	1366	LT934125.1	8371	8371	-	8371	86.244071	86.244071	8371	8371	1	0	1	6h	C6	6
C6_6h	1373	LT934125.1	8997	8997	-	8997	344.976283	344.976283	8997	8997	1	0	1	6h	C6	6
C6_6h	1374	LT934125.1	9058	9058	-	9058	86.244071	86.244071	9058	9058	1	0	1	6h	C6	6
C6_6h	1376	LT934125.1	9184	9184	-	9184	86.244071	86.244071	9184	9184	1	0	1	6h	C6	6
C6_6h	1380	LT934125.1	9420	9420	-	9420	86.244071	86.244071	9420	9420	1	0	1	6h	C6	6
C6_6h	1381	LT934125.1	9494	9499	-	9494	6123.329022	5347.132385	9494	9497	4	0.463744649771583	6	6h	C6	6
C6_6h	1382	LT934125.1	9590	9592	-	9590	172.488142	86.244071	9590	9592	3	1.58496250072116	3	6h	C6	6
C6_6h	1387	LT934125.1	9964	9964	-	9964	86.244071	86.244071	9964	9964	1	0	1	6h	C6	6
C6_6h	1388	LT934125.1	10025	10025	-	10025	86.244071	86.244071	10025	10025	1	0	1	6h	C6	6
C6_6h	1391	LT934125.1	10378	10378	-	10378	86.244071	86.244071	10378	10378	1	0	1	6h	C6	6
C6_6h	1393	LT934125.1	10512	10512	-	10512	86.244071	86.244071	10512	10512	1	0	1	6h	C6	6
C6_6h	1395	LT934125.1	11389	11389	-	11389	86.244071	86.244071	11389	11389	1	0	1	6h	C6	6
C6_6h	1397	LT934125.1	11467	11467	-	11467	86.244071	86.244071	11467	11467	1	0	1	6h	C6	6
C6_6h	1401	LT934125.1	12446	12446	-	12446	86.244071	86.244071	12446	12446	1	0	1	6h	C6	6
C6_6h	1406	LT934125.1	13185	13185	-	13185	86.244071	86.244071	13185	13185	1	0	1	6h	C6	6
C6_6h	1409	LT934125.1	13965	13965	-	13965	86.244071	86.244071	13965	13965	1	0	1	6h	C6	6
C6_6h	1415	LT934125.1	15127	15127	-	15127	86.244071	86.244071	15127	15127	1	0	1	6h	C6	6
C6_6h	1424	LT934125.1	16791	16864	-	16791	258.732213	86.244071	16791	16864	74	9.84175073449866	74	6h	C6	6
C6_6h	1429	LT934125.1	17339	17343	-	17341	431.220354	258.732212	17339	17343	5	3.18324870538055	5	6h	C6	6
C6_6h	1430	LT934125.1	17405	17405	-	17405	86.244071	86.244071	17405	17405	1	0	1	6h	C6	6
C6_6h	1431	LT934125.1	17448	17509	-	17448	172.488142	86.244071	17448	17509	62	5.95419631038688	62	6h	C6	6
C6_6h	1432	LT934125.1	17553	17553	-	17553	86.244071	86.244071	17553	17553	1	0	1	6h	C6	6
C6_6h	1434	LT934125.1	17619	17626	-	17619	172.488142	86.244071	17619	17626	8	3	8	6h	C6	6
C6_6h	1436	LT934125.1	17732	17836	-	17732	344.976284	86.244071	17732	17836	105	13.4284910353322	105	6h	C6	6
C6_6h	1439	LT934125.1	17970	17986	-	17978	517.464425	172.488141	17970	17986	17	9.20345055923918	17	6h	C6	6
C6_6h	1440	LT934125.1	18137	18137	-	18137	86.244071	86.244071	18137	18137	1	0	1	6h	C6	6
C6_6h	1441	LT934125.1	18202	18202	-	18202	86.244071	86.244071	18202	18202	1	0	1	6h	C6	6
C6_6h	1443	LT934125.1	18368	18464	-	18368	258.732213	86.244071	18368	18464	97	10.4606143628946	97	6h	C6	6
C6_6h	1444	LT934125.1	18542	18542	-	18542	86.244071	86.244071	18542	18542	1	0	1	6h	C6	6
C6_6h	1445	LT934125.1	18693	18693	-	18693	86.244071	86.244071	18693	18693	1	0	1	6h	C6	6
C6_6h	1446	LT934125.1	18797	18797	-	18797	86.244071	86.244071	18797	18797	1	0	1	6h	C6	6
C6_6h	1451	LT934125.1	19081	19081	-	19081	86.244071	86.244071	19081	19081	1	0	1	6h	C6	6
C6_6h	1452	LT934125.1	19157	19157	-	19157	86.244071	86.244071	19157	19157	1	0	1	6h	C6	6
C6_6h	1455	LT934125.1	19353	19353	-	19353	86.244071	86.244071	19353	19353	1	0	1	6h	C6	6
C6_6h	1457	LT934125.1	19470	19473	-	19471	12074.169901	6640.793445	19471	19473	3	1.53745998496503	4	6h	C6	6
C6_6h	1458	LT934125.1	19527	19533	-	19527	172.488142	86.244071	19527	19533	7	2.8073549220576	7	6h	C6	6
C6_6h	1463	LT934125.1	19926	19926	-	19926	86.244071	86.244071	19926	19926	1	0	1	6h	C6	6
C6_6h	1465	LT934125.1	20026	20026	-	20026	86.244071	86.244071	20026	20026	1	0	1	6h	C6	6
C6_6h	1466	LT934125.1	20215	20215	-	20215	86.244071	86.244071	20215	20215	1	0	1	6h	C6	6
C6_6h	1468	LT934125.1	20590	20590	-	20590	86.244071	86.244071	20590	20590	1	0	1	6h	C6	6
C6_6h	1470	LT934125.1	20949	20949	-	20949	86.244071	86.244071	20949	20949	1	0	1	6h	C6	6
C6_6h	1473	LT934125.1	21426	21426	-	21426	86.244071	86.244071	21426	21426	1	0	1	6h	C6	6
C6_6h	1474	LT934125.1	21473	21480	-	21473	172.488142	86.244071	21473	21480	8	3	8	6h	C6	6
C6_6h	1477	LT934125.1	21644	21644	-	21644	86.244071	86.244071	21644	21644	1	0	1	6h	C6	6
C6_6h	1479	LT934125.1	21939	21944	-	21939	517.464424	172.488141	21939	21944	6	4.95872279965076	6	6h	C6	6
C6_6h	1482	LT934125.1	22125	22125	-	22125	86.244071	86.244071	22125	22125	1	0	1	6h	C6	6
C6_6h	1483	LT934125.1	22267	22267	-	22267	86.244071	86.244071	22267	22267	1	0	1	6h	C6	6
C6_6h	1485	LT934125.1	22379	22458	-	22458	344.976283	172.488141	22379	22458	80	9.48289215149389	80	6h	C6	6
C6_6h	1487	LT934125.1	22559	22559	-	22559	86.244071	86.244071	22559	22559	1	0	1	6h	C6	6
C6_6h	1488	LT934125.1	22614	22616	-	22614	172.488142	86.244071	22614	22616	3	1.58496250072116	3	6h	C6	6
C6_6h	1493	LT934125.1	22924	22924	-	22924	172.488141	172.488141	22924	22924	1	0	1	6h	C6	6
C6_6h	1502	LT934125.1	23540	23540	-	23540	86.244071	86.244071	23540	23540	1	0	1	6h	C6	6
C6_6h	1506	LT934125.1	23789	23789	-	23789	86.244071	86.244071	23789	23789	1	0	1	6h	C6	6
C6_6h	1508	LT934125.1	23871	23871	-	23871	86.244071	86.244071	23871	23871	1	0	1	6h	C6	6
C6_6h	1510	LT934125.1	23992	23992	-	23992	86.244071	86.244071	23992	23992	1	0	1	6h	C6	6
C6_6h	1514	LT934125.1	24434	24434	-	24434	86.244071	86.244071	24434	24434	1	0	1	6h	C6	6
C6_6h	1517	LT934125.1	24683	24683	-	24683	86.244071	86.244071	24683	24683	1	0	1	6h	C6	6
C6_6h	1520	LT934125.1	25102	25102	-	25102	86.244071	86.244071	25102	25102	1	0	1	6h	C6	6
C6_6h	1521	LT934125.1	25188	25188	-	25188	86.244071	86.244071	25188	25188	1	0	1	6h	C6	6
C6_6h	1522	LT934125.1	25232	25232	-	25232	344.976283	344.976283	25232	25232	1	0	1	6h	C6	6
C6_6h	1524	LT934125.1	25309	25320	-	25313	1379.905131	862.440707	25309	25314	6	3.68513597941144	12	6h	C6	6
C6_6h	1530	LT934125.1	25824	25824	-	25824	86.244071	86.244071	25824	25824	1	0	1	6h	C6	6
C6_6h	1545	LT934125.1	28550	28555	-	28550	172.488142	86.244071	28550	28555	6	2.58496250072116	6	6h	C6	6
C6_6h	1546	LT934125.1	28630	28630	-	28630	86.244071	86.244071	28630	28630	1	0	1	6h	C6	6
C6_6h	1550	LT934125.1	28936	28936	-	28936	172.488141	172.488141	28936	28936	1	0	1	6h	C6	6
C6_6h	1553	LT934125.1	29040	29046	-	29040	172.488142	86.244071	29040	29046	7	2.8073549220576	7	6h	C6	6
C6_6h	1554	LT934125.1	29116	29116	-	29116	86.244071	86.244071	29116	29116	1	0	1	6h	C6	6
C6_6h	1555	LT934125.1	29238	29238	-	29238	86.244071	86.244071	29238	29238	1	0	1	6h	C6	6
C6_6h	1556	LT934125.1	29286	29292	-	29291	603.708496	344.976283	29286	29292	7	4.67283603717824	7	6h	C6	6
C6_6h	1557	LT934125.1	29359	29359	-	29359	86.244071	86.244071	29359	29359	1	0	1	6h	C6	6
C6_6h	1558	LT934125.1	29407	29417	-	29414	21129.797327	6209.573092	29409	29414	6	5.17425127920425	11	6h	C6	6
C6_6h	1559	LT934125.1	29507	29514	-	29507	689.952566	603.708495	29507	29514	8	1.63069333265047	8	6h	C6	6
C6_6h	1560	LT934125.1	29572	29572	-	29572	86.244071	86.244071	29572	29572	1	0	1	6h	C6	6
C6_6h	1562	LT934125.1	29747	29756	-	29747	172.488142	86.244071	29747	29756	10	3.32192809488736	10	6h	C6	6
C6_6h	1566	LT934125.1	29972	29972	-	29972	86.244071	86.244071	29972	29972	1	0	1	6h	C6	6
C6_6h	1567	LT934125.1	30028	30028	-	30028	86.244071	86.244071	30028	30028	1	0	1	6h	C6	6
C6_6h	1568	LT934125.1	30141	30141	-	30141	86.244071	86.244071	30141	30141	1	0	1	6h	C6	6
C6_6h	1574	LT934125.1	30425	30425	-	30425	86.244071	86.244071	30425	30425	1	0	1	6h	C6	6
C6_6h	1575	LT934125.1	30557	30557	-	30557	86.244071	86.244071	30557	30557	1	0	1	6h	C6	6
C6_6h	1577	LT934125.1	30822	30822	-	30822	86.244071	86.244071	30822	30822	1	0	1	6h	C6	6
C6_6h	1579	LT934125.1	30877	30882	-	30877	1552.393274	1379.905132	30877	30878	2	0.322756959539336	6	6h	C6	6
C6_6h	1584	LT934125.1	31129	31129	-	31129	86.244071	86.244071	31129	31129	1	0	1	6h	C6	6
C6_6h	1589	LT934125.1	31504	31504	-	31504	86.244071	86.244071	31504	31504	1	0	1	6h	C6	6
C6_6h	1592	LT934125.1	32128	32128	-	32128	86.244071	86.244071	32128	32128	1	0	1	6h	C6	6
C6_6h	1595	LT934125.1	32370	32370	-	32370	86.244071	86.244071	32370	32370	1	0	1	6h	C6	6
C6_6h	1597	LT934125.1	32836	32842	-	32842	517.464425	431.220354	32836	32842	7	1.8248436469618	7	6h	C6	6
C6_6h	1599	LT934125.1	33035	33035	-	33035	86.244071	86.244071	33035	33035	1	0	1	6h	C6	6
C6_6h	1601	LT934125.1	33139	33139	-	33139	86.244071	86.244071	33139	33139	1	0	1	6h	C6	6
C6_6h	1603	LT934125.1	33304	33304	-	33304	86.244071	86.244071	33304	33304	1	0	1	6h	C6	6
C6_6h	1607	LT934125.1	33566	33566	-	33566	86.244071	86.244071	33566	33566	1	0	1	6h	C6	6
C6_6h	1610	LT934125.1	33827	33878	-	33827	172.488142	86.244071	33827	33878	52	5.70043971814109	52	6h	C6	6
C6_6h	1611	LT934125.1	33928	33929	-	33928	172.488142	86.244071	33928	33929	2	1	2	6h	C6	6
C6_6h	1616	LT934125.1	34175	34175	-	34175	86.244071	86.244071	34175	34175	1	0	1	6h	C6	6
C6_6h	1622	LT934125.1	34468	34480	-	34474	2587.322122	1034.928849	34471	34478	8	5.07376173712518	13	6h	C6	6
C6_6h	1635	LT934125.1	36431	36431	-	36431	86.244071	86.244071	36431	36431	1	0	1	6h	C6	6
C6_6h	1643	LT934125.1	37833	37833	-	37833	86.244071	86.244071	37833	37833	1	0	1	6h	C6	6
C6_6h	1648	LT934125.1	39068	39068	-	39068	86.244071	86.244071	39068	39068	1	0	1	6h	C6	6
C6_6h	1651	LT934125.1	41171	41171	-	41171	86.244071	86.244071	41171	41171	1	0	1	6h	C6	6
C6_6h	1654	LT934125.1	41995	41995	-	41995	86.244071	86.244071	41995	41995	1	0	1	6h	C6	6
C6_6h	1660	LT934125.1	42403	42403	-	42403	86.244071	86.244071	42403	42403	1	0	1	6h	C6	6
C6_6h	1661	LT934125.1	42516	42516	-	42516	86.244071	86.244071	42516	42516	1	0	1	6h	C6	6
C6_6h	1663	LT934125.1	42704	42704	-	42704	86.244071	86.244071	42704	42704	1	0	1	6h	C6	6
C6_6h	1664	LT934125.1	42825	42825	-	42825	86.244071	86.244071	42825	42825	1	0	1	6h	C6	6
C6_6h	1666	LT934125.1	43032	43032	-	43032	86.244071	86.244071	43032	43032	1	0	1	6h	C6	6
C6_6h	1668	LT934125.1	43158	43158	-	43158	86.244071	86.244071	43158	43158	1	0	1	6h	C6	6
C6_6h	1670	LT934125.1	43351	43351	-	43351	86.244071	86.244071	43351	43351	1	0	1	6h	C6	6
C6_6h	1674	LT934125.1	43598	43598	-	43598	86.244071	86.244071	43598	43598	1	0	1	6h	C6	6
C6_6h	1680	LT934125.1	44150	44150	-	44150	86.244071	86.244071	44150	44150	1	0	1	6h	C6	6
C6_6h	1686	LT934125.1	44756	44756	-	44756	86.244071	86.244071	44756	44756	1	0	1	6h	C6	6
C6_6h	1688	LT934125.1	44886	44893	-	44889	1466.149202	776.196636	44886	44893	8	5.46309587681108	8	6h	C6	6
C6_6h	1692	LT934125.1	45649	45649	-	45649	86.244071	86.244071	45649	45649	1	0	1	6h	C6	6
C6_6h	1697	LT934125.1	46008	46008	-	46008	86.244071	86.244071	46008	46008	1	0	1	6h	C6	6
C6_6h	1707	LT934125.1	47110	47110	-	47110	86.244071	86.244071	47110	47110	1	0	1	6h	C6	6
C6_6h	1712	LT934125.1	47962	47962	-	47962	86.244071	86.244071	47962	47962	1	0	1	6h	C6	6
C6_6h	1715	LT934125.1	48444	48444	-	48444	86.244071	86.244071	48444	48444	1	0	1	6h	C6	6
C6_6h	1720	LT934125.1	49357	49357	-	49357	86.244071	86.244071	49357	49357	1	0	1	6h	C6	6
C6_6h	1729	LT934125.1	50592	50641	-	50641	431.220354	172.488141	50592	50641	50	10.8470857824848	50	6h	C6	6
C6_6h	1730	LT934125.1	50692	50701	-	50692	172.488142	86.244071	50692	50701	10	3.32192809488736	10	6h	C6	6
C6_6h	1732	LT934125.1	50827	50827	-	50827	172.488141	172.488141	50827	50827	1	0	1	6h	C6	6
C6_6h	1733	LT934125.1	50886	50886	-	50886	86.244071	86.244071	50886	50886	1	0	1	6h	C6	6
C6_6h	1734	LT934125.1	50982	51055	-	51055	689.952567	258.732212	50982	51055	74	14.9377035803651	74	6h	C6	6
C6_6h	1735	LT934125.1	51093	51097	-	51097	517.464424	258.732212	51093	51097	5	3.38803654463764	5	6h	C6	6
C6_6h	1736	LT934125.1	51143	51149	-	51147	5605.864597	5002.156102	51147	51147	1	0	7	6h	C6	6
C6_6h	1739	LT934125.1	51499	51499	-	51499	86.244071	86.244071	51499	51499	1	0	1	6h	C6	6
C6_6h	1741	LT934125.1	51654	51697	-	51654	172.488142	86.244071	51654	51697	44	5.4594316186373	44	6h	C6	6
C6_6h	1742	LT934125.1	51809	51809	-	51809	86.244071	86.244071	51809	51809	1	0	1	6h	C6	6
C6_6h	1745	LT934125.1	52040	52040	-	52040	86.244071	86.244071	52040	52040	1	0	1	6h	C6	6
C6_6h	1746	LT934125.1	52114	52114	-	52114	86.244071	86.244071	52114	52114	1	0	1	6h	C6	6
C6_6h	1747	LT934125.1	52161	52161	-	52161	86.244071	86.244071	52161	52161	1	0	1	6h	C6	6
C6_6h	1751	LT934125.1	52799	52805	-	52799	258.732212	172.488141	52799	52805	7	2.57798233325467	7	6h	C6	6
C6_6h	1752	LT934125.1	52857	52857	-	52857	86.244071	86.244071	52857	52857	1	0	1	6h	C6	6
C6_6h	1754	LT934125.1	53036	53036	-	53036	86.244071	86.244071	53036	53036	1	0	1	6h	C6	6
C6_6h	1755	LT934125.1	53159	53159	-	53159	86.244071	86.244071	53159	53159	1	0	1	6h	C6	6
C6_6h	1770	LT934125.1	55378	55378	-	55378	86.244071	86.244071	55378	55378	1	0	1	6h	C6	6
C6_6h	1771	LT934125.1	55448	55454	-	55454	258.732212	172.488141	55448	55454	7	2.57798233325467	7	6h	C6	6
C6_6h	1772	LT934125.1	55620	55620	-	55620	86.244071	86.244071	55620	55620	1	0	1	6h	C6	6
C6_6h	1773	LT934125.1	55680	55680	-	55680	86.244071	86.244071	55680	55680	1	0	1	6h	C6	6
C6_6h	1775	LT934125.1	55796	55893	-	55796	344.976283	172.488141	55796	55893	98	9.92206477576001	98	6h	C6	6
C6_6h	1776	LT934125.1	55948	55948	-	55948	86.244071	86.244071	55948	55948	1	0	1	6h	C6	6
C6_6h	1777	LT934125.1	56016	56016	-	56016	86.244071	86.244071	56016	56016	1	0	1	6h	C6	6
C6_6h	1778	LT934125.1	56115	56116	-	56115	344.976283	258.732212	56115	56116	2	0.811278125607735	2	6h	C6	6
C6_6h	1779	LT934125.1	56185	56194	-	56188	38896.075895	27598.10263	56187	56189	3	1.35363302355146	10	6h	C6	6
C6_6h	1785	LT934125.1	56615	56669	-	56615	258.732213	86.244071	56615	56669	55	9.16323834911659	55	6h	C6	6
C6_6h	1787	LT934125.1	56774	56774	-	56774	86.244071	86.244071	56774	56774	1	0	1	6h	C6	6
C6_6h	1789	LT934125.1	56944	56950	-	56946	4743.42389	3708.495041	56944	56946	3	0.925996607881314	7	6h	C6	6
C6_6h	1790	LT934125.1	56996	56996	-	56996	86.244071	86.244071	56996	56996	1	0	1	6h	C6	6
C6_6h	1791	LT934125.1	57065	57065	-	57065	86.244071	86.244071	57065	57065	1	0	1	6h	C6	6
C6_6h	1800	LT934125.1	57622	57622	-	57622	86.244071	86.244071	57622	57622	1	0	1	6h	C6	6
C6_6h	1801	LT934125.1	57679	57679	-	57679	86.244071	86.244071	57679	57679	1	0	1	6h	C6	6
C6_6h	1806	LT934125.1	58012	58012	-	58012	86.244071	86.244071	58012	58012	1	0	1	6h	C6	6
C6_6h	1810	LT934125.1	58438	58438	-	58438	86.244071	86.244071	58438	58438	1	0	1	6h	C6	6
C6_6h	1812	LT934125.1	58565	58572	-	58570	1466.149202	1121.172919	58567	58572	6	2.24476264065993	8	6h	C6	6
C6_6h	1816	LT934125.1	58902	58902	-	58902	86.244071	86.244071	58902	58902	1	0	1	6h	C6	6
C6_6h	1820	LT934125.1	59277	59277	-	59277	344.976283	344.976283	59277	59277	1	0	1	6h	C6	6
C6_6h	1840	LT934125.1	62067	62067	-	62067	86.244071	86.244071	62067	62067	1	0	1	6h	C6	6
C6_6h	1841	LT934125.1	62295	62295	-	62295	86.244071	86.244071	62295	62295	1	0	1	6h	C6	6
C6_6h	1842	LT934125.1	62621	62621	-	62621	86.244071	86.244071	62621	62621	1	0	1	6h	C6	6
C6_6h	1844	LT934125.1	62932	62932	-	62932	86.244071	86.244071	62932	62932	1	0	1	6h	C6	6
C6_6h	1845	LT934125.1	63256	63359	-	63256	258.732213	86.244071	63256	63359	104	10.6199456915963	104	6h	C6	6
C6_6h	1846	LT934125.1	63417	63423	-	63420	150754.635619	136179.387667	63420	63420	1	0	7	6h	C6	6
C6_6h	1853	LT934125.1	63910	63910	-	63910	86.244071	86.244071	63910	63910	1	0	1	6h	C6	6
C6_6h	1855	LT934125.1	64012	64012	-	64012	86.244071	86.244071	64012	64012	1	0	1	6h	C6	6
C6_6h	1857	LT934125.1	64124	64127	-	64127	258.732212	172.488141	64124	64127	4	1.83659167068565	4	6h	C6	6
C6_6h	1864	LT934125.1	64529	64529	-	64529	172.488141	172.488141	64529	64529	1	0	1	6h	C6	6
C6_6h	1865	LT934125.1	64571	64571	-	64571	86.244071	86.244071	64571	64571	1	0	1	6h	C6	6
C6_6h	1869	LT934125.1	64745	64745	-	64745	86.244071	86.244071	64745	64745	1	0	1	6h	C6	6
C6_6h	1870	LT934125.1	64803	64803	-	64803	86.244071	86.244071	64803	64803	1	0	1	6h	C6	6
C6_6h	1872	LT934125.1	64944	64944	-	64944	86.244071	86.244071	64944	64944	1	0	1	6h	C6	6
C6_6h	1873	LT934125.1	64992	64992	-	64992	86.244071	86.244071	64992	64992	1	0	1	6h	C6	6
C6_6h	1878	LT934125.1	65306	65306	-	65306	86.244071	86.244071	65306	65306	1	0	1	6h	C6	6
C6_6h	1881	LT934125.1	65454	65454	-	65454	86.244071	86.244071	65454	65454	1	0	1	6h	C6	6
C6_6h	1882	LT934125.1	65497	65497	-	65497	86.244071	86.244071	65497	65497	1	0	1	6h	C6	6
C6_6h	1884	LT934125.1	65633	65685	-	65633	172.488142	86.244071	65633	65685	53	5.7279204545632	53	6h	C6	6
C6_6h	1885	LT934125.1	65746	65752	-	65752	3708.49504	2069.857697	65746	65752	7	5.52729625054924	7	6h	C6	6
C6_6h	1887	LT934125.1	65880	65880	-	65880	86.244071	86.244071	65880	65880	1	0	1	6h	C6	6
C6_6h	1891	LT934125.1	66285	66285	-	66285	172.488141	172.488141	66285	66285	1	0	1	6h	C6	6
C6_6h	1892	LT934125.1	66354	66356	-	66354	172.488142	86.244071	66354	66356	3	1.58496250072116	3	6h	C6	6
C6_6h	1895	LT934125.1	66630	66630	-	66630	86.244071	86.244071	66630	66630	1	0	1	6h	C6	6
C6_6h	1896	LT934125.1	66710	66710	-	66710	86.244071	86.244071	66710	66710	1	0	1	6h	C6	6
C6_6h	1901	LT934125.1	67032	67032	-	67032	86.244071	86.244071	67032	67032	1	0	1	6h	C6	6
C6_6h	1902	LT934125.1	67085	67085	-	67085	86.244071	86.244071	67085	67085	1	0	1	6h	C6	6
C6_6h	1923	LT934125.1	70016	70016	-	70016	86.244071	86.244071	70016	70016	1	0	1	6h	C6	6
C6_6h	1934	LT934125.1	71417	71417	-	71417	86.244071	86.244071	71417	71417	1	0	1	6h	C6	6
C6_6h	1937	LT934125.1	71677	71677	-	71677	86.244071	86.244071	71677	71677	1	0	1	6h	C6	6
