seqnames	strand	TSS	TES	NOV_TX_ID	AllRefCat	max_count	prevalence	C6_dcDNA_12h	C6_dcDNA_1h	C6_dcDNA_2h	C6_dcDNA_4h	C6_dcDNA_6h	C6_dcDNA_8h	NRK_dcDNA_1h	NRK_dcDNA_2h	PC-12_dcDNA_0.5h	PC-12_dcDNA_1.5h	PC-12_dcDNA_12h	PC-12_dcDNA_1h	PC-12_dcDNA_2.5h	PC-12_dcDNA_2h	PC-12_dcDNA_4h	PC-12_dcDNA_6h	PC-12_dcDNA_8h	PK-15_dcDNA_12h	PK-15_dcDNA_1h	PK-15_dcDNA_2h	PK-15_dcDNA_4h	PK-15_dcDNA_6h	PK-15_dcDNA_8h
LT934125.1	+	31795	32415	NOV_TX_215	UL35-L2::5`-long;UL35-L2::5`-long;UL35-L2::5`-long;UL35-L2::5`-long	181	4	0	0	0	0	4	0	0	0	0	0	67	0	0	0	0	0	0	181	0	0	0	0	110
LT934125.1	+	31859	32415	NOV_TX_1583	UL35-L2::5`-short;UL35-L2::5`-short;UL35-L2::5`-short;UL35-L2::5`-short;UL35-L2::5`-short;UL35-L2::5`-short;UL35-L2::5`-short;UL35-L2::5`-short	107	8	42	0	0	0	5	7	0	0	0	0	18	0	0	0	0	0	13	107	0	0	0	16	67
LT934125.1	+	31862	32415	NOV_TX_1585	UL35-L2::5`-short;UL35-L2::5`-short	53	2	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	5	0	0
LT934125.1	+	31933	32415	NOV_TX_1589	UL35-L::5`-short;UL35-L::5`-short	13	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
LT934125.1	+	32036	32415	NOV_TX_1593	UL35::5`-long;UL35::5`-long;UL35::5`-long	14	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0
LT934125.1	+	32091	32415	NOV_TX_1596	UL35.2::5`-long;UL35.2::5`-long;UL35.2::5`-long;UL35.2::5`-long;UL35.2::5`-long;UL35.2::5`-long;UL35.2::5`-long;UL35.2::5`-long	13	8	5	0	0	0	0	0	0	0	0	0	13	0	0	0	0	2	5	12	0	0	1	3	8
LT934125.1	+	32095	32415	NOV_TX_1595	UL35.2::5`-short;UL35.2::5`-short	189	2	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LT934125.1	+	32161	32415	NOV_TX_1600	TRL35::5`-long;TRL35::5`-long	50	2	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	50	0	0	0	0	0
LT934125.1	+	32167	32415	NOV_TX_54	TRL35::5`-short;TRL35::5`-short;TRL35::5`-short;TRL35::5`-short	87	4	87	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0
LT934125.1	+	32173	32415	NOV_TX_1117	TRL35::5`-short;TRL35::5`-short	196	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	196
LT934125.1	+	32256	32415	NOV_TX_946	TRL35::5`-short;TRL35::5`-short;TRL35::5`-short	924	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	924	0	0	0	203	476
LT934125.1	+	32269	32415	NOV_TX_55	TRL35::5`-short;TRL35::5`-short;TRL35::5`-short;TRL35::5`-short;TRL35::5`-short	715	5	715	0	0	0	0	107	0	0	0	0	569	0	0	0	0	74	137	0	0	0	0	0	0
LT934125.1	+	45064	46038	NOV_TX_1612	UL38.3::5`-short;UL38.3::5`-short	27	2	18	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	45110	46038	NOV_TX_1615	UL38.3::5`-short;UL38.3::5`-short;UL38.3::5`-short	23	3	23	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	9	0	0	0	0	0	0
LT934125.1	+	45313	46038	NOV_TX_57	UL38.4::5`-short;UL38.4::5`-short;UL38.4::5`-short;UL38.4::5`-short	41	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	10	13
LT934125.1	+	45394	46038	NOV_TX_605	UL38.5::5`-long;UL38.5::5`-long;UL38.5::5`-long;UL38.5::5`-long	121	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	121	0	0	0	46	0
LT934125.1	+	45496	46038	NOV_TX_471	UL38.6-S::5`-long;UL38.6-S::5`-long;UL38.6-S::5`-long;UL38.6-S::5`-long;UL38.6-S::5`-long;UL38.6-S::5`-long	33	6	0	0	0	0	0	2	0	0	0	0	14	0	0	0	0	0	0	33	0	0	1	9	19
LT934125.1	+	45626	46038	NOV_TX_1627	UL38.6-S::5`-short;UL38.6-S::5`-short	10	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
LT934125.1	+	45726	46038	NOV_TX_1632	UL38.6-S::5`-short;UL38.6-S::5`-short;UL38.6-S::5`-short	65	3	0	0	0	0	0	9	0	0	0	0	65	0	0	0	0	6	0	0	0	0	0	0	0
LT934125.1	+	45866	46038	NOV_TX_1646	UL38.6-S::5`-short;UL38.6-S::5`-short	130	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	130	0
LT934125.1	+	45909	46038	NOV_TX_351	UL38.6-S::5`-short;UL38.6-S::5`-short;UL38.6-S::5`-short	253	3	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	139
LT934125.1	+	46165	49647	NOV_TX_1652	UL39-40::5`-long;UL39-40::5`-long	16	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
LT934125.1	+	46171	49647	NOV_TX_1653	UL39-40::5`-long;UL39-40::5`-long	9	2	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0
LT934125.1	+	46782	49647	NOV_TX_1661	UL40-L21::5`-short;UL40-L21::5`-short;UL40-L21::5`-short	10	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	9
LT934125.1	+	47066	49647	NOV_TX_446	UL40-L20::5`-long;UL40-L20::5`-long	8	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0
LT934125.1	+	47735	49647	NOV_TX_1674	UL40-L8::5`-short;UL40-L7::5`-long;UL40-L8::5`-short	7	2	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	47771	49647	NOV_TX_839	UL40-L7::5`-long;UL40-L7::5`-long	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	0
LT934125.1	+	48014	49647	NOV_TX_1685	UL40-L4::5`-long;UL40-L4::5`-long	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	10
LT934125.1	+	48115	49647	NOV_TX_353	UL40-L4::5`-short;UL40-L4::5`-short	6	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
LT934125.1	+	48172	49647	NOV_TX_1692	UL40-L4::5`-short;UL40-L4::5`-short;UL40-L4::5`-short	27	3	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	27
LT934125.1	+	48173	49647	NOV_TX_1691	UL40-L4::5`-short;UL40-L3::5`-long;UL40-L4::5`-short	63	2	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
LT934125.1	+	48253	49647	NOV_TX_472	UL40-L3::5`-long;UL40-L3::5`-long;UL40-L3::5`-long;UL40-L3::5`-long	31	4	0	0	0	0	2	0	0	0	0	0	31	0	0	0	3	0	0	29	0	0	0	0	0
LT934125.1	+	48347	49647	NOV_TX_1702	UL40-L3::5`-short;UL40-L2::5`-long;UL40-L2::5`-long;UL40-L3::5`-short;UL40-L3::5`-short	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	4	4	0	0
LT934125.1	+	48362	49647	NOV_TX_1700	UL40-L2::5`-long;UL40-L3::5`-short;UL40-L2::5`-long;UL40-L2::5`-long;UL40-L3::5`-short	170	3	170	0	0	0	0	0	0	1	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	48373	49647	NOV_TX_224	UL40-L2::5`-long;UL40-L2::5`-long	72	2	0	0	0	0	2	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	48494	49647	NOV_TX_1705	UL40-S::5`-long;UL40-S::5`-long	27	2	19	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	48520	49647	NOV_TX_473	UL40-S::5`-short;UL40-S::5`-short;UL40-S::5`-short;UL40-S::5`-short;UL40-S::5`-short	67	5	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	22	41	0	0	0	28	44
LT934125.1	+	48750	49647	NOV_TX_1716	UL40.3::5`-short;UL40.3::5`-short	65	2	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
LT934125.1	+	48784	49647	NOV_TX_1718	UL40.3-S::5`-long;UL40.3-S::5`-long	100	2	0	0	0	0	0	0	0	0	0	0	100	0	0	0	3	0	0	0	0	0	0	0	0
LT934125.1	+	48794	49647	NOV_TX_1717	UL40.3-S::5`-long;UL40.3-S::5`-long;UL40.3-S::5`-long	34	3	34	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
LT934125.1	+	48856	49647	NOV_TX_474	UL40.3-S::5`-short;UL40.3-S::5`-short;UL40.3-S::5`-short;UL40.3-S::5`-short;UL40.3-S::5`-short;UL40.3-S::5`-short;UL40.3-S::5`-short	62	7	0	0	0	0	0	14	0	0	0	0	22	0	2	0	0	0	0	62	0	0	20	36	58
LT934125.1	+	48868	49647	NOV_TX_1723	UL40.3-S::5`-short;UL40.3-S2::5`-long;UL40.3-S2::5`-long	14	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
LT934125.1	+	48878	49647	NOV_TX_1724	UL40.3-S2::5`-long;UL40.3-S2::5`-long	248	2	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
LT934125.1	+	49047	49647	NOV_TX_609	TRL40::5`-long;TRL40::5`-long	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	16	0	0
LT934125.1	+	49082	49647	NOV_TX_1735	TRL40::5`-long;TRL40::5`-long;TRL40::5`-long	15	3	0	0	0	0	3	15	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
LT934125.1	+	49224	49647	NOV_TX_1742	UL40.6::5`-short;UL40.6-S::5`-long;UL40.6-S::5`-long;UL40.6::5`-short	263	2	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	19	0	0
LT934125.1	+	49261	49647	NOV_TX_1747	UL40.6-S::5`-long;UL40.6-S::5`-long;UL40.6-S::5`-long	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	7
LT934125.1	+	49307	49647	NOV_TX_228	UL40.6-S::5`-short;UL40.6-S::5`-short	6	2	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	49318	49647	NOV_TX_355	UL40.6-S::5`-short;UL40.6-S::5`-short	69	2	0	0	0	0	0	18	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	49331	49647	NOV_TX_1749	UL40.6-S::5`-short;UL40.6-S::5`-short;UL40.6-S::5`-short;UL40.6-S::5`-short	71	4	71	0	0	0	0	0	0	0	0	0	0	0	0	0	6	16	28	0	0	0	0	0	0
LT934125.1	+	49411	49647	NOV_TX_170	UL40.6-S::5`-short;UL40.6-S::5`-short	67	2	0	0	0	2	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	49433	49647	NOV_TX_61	UL40.6-S::5`-short;UL40.6-S::5`-short;UL40.6-S::5`-short	379	3	379	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	44	0	0
LT934125.1	+	49501	49647	NOV_TX_1754	UL40.6-S::5`-short;UL40.6-S::5`-short;UL40.6-S::5`-short;UL40.6-S::5`-short;UL40.6-S::5`-short;UL40.6-S::5`-short;UL40.6-S::5`-short;UL40.6-S::5`-short;UL40.6-S::5`-short	511	9	511	0	0	0	0	197	0	0	0	0	438	0	3	0	0	0	0	249	0	12	102	224	311
LT934125.1	+	49506	49647	NOV_TX_1755	UL40.6-S::5`-short;UL40.6-S::5`-short;UL40.6-S::5`-short;UL40.6-S::5`-short	206	4	206	0	0	0	0	0	0	0	0	0	166	0	0	0	0	85	105	0	0	0	0	0	0
LT934125.1	+	49543	49647	NOV_TX_62	UL40.6-S::5`-short;UL40.6-S::5`-short;UL40.6-S::5`-short;UL40.6-S::5`-short;UL40.6-S::5`-short	179	5	179	0	0	0	10	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	40	0
LT934125.1	+	51235	52435	NOV_TX_1760	UL42::3`-short;UL42::3`-short;UL42::3`-short;UL42::3`-short;UL42::3`-short;UL42::3`-short;UL42::3`-short;UL42::3`-short;UL42::3`-short;UL42::3`-short;UL42::3`-short;UL42::3`-short;UL42::3`-short;UL42::3`-short;UL42::3`-short	86	15	38	0	0	3	5	5	0	0	0	0	17	1	0	3	6	10	7	86	0	4	6	33	35
LT934125.1	+	51235	53594	NOV_TX_1761	UL42L-43::5`-short;UL42L-43::5`-short;UL42L-43::5`-short;UL42L-43::5`-short;UL42L-43::5`-short;UL42L-43::5`-short;UL42L-43::5`-short;UL42L-43::5`-short;UL42L-43::5`-short;UL42L-43::5`-short;UL42L-43::5`-short;UL42L-43::5`-short;UL42L-43::5`-short;UL42L-43::5`-short	142	14	142	0	0	1	19	22	0	0	0	0	29	0	0	5	9	14	15	68	0	1	8	40	90
LT934125.1	+	51282	52435	NOV_TX_229	UL42::5`-short;UL42::5`-short;UL42::~	11	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
LT934125.1	+	51296	52435	NOV_TX_1775	UL42::5`-short;UL42::5`-short;UL42::~	71	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	71
LT934125.1	+	51307	52435	NOV_TX_1771	UL42::5`-short;UL42::~;UL42::5`-short	35	2	0	0	0	0	0	0	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	0
LT934125.1	+	51332	52435	NOV_TX_63	UL42::5`-short;UL42::5`-short;UL42::~;UL42::5`-short	62	3	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	33	0
LT934125.1	+	51525	52435	NOV_TX_1783	UL42.3::5`-short;UL42.3::5`-short	36	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	36	0	0
LT934125.1	+	51574	52435	NOV_TX_567	UL42.3::5`-short;UL42.3::5`-short;UL42.3::5`-short;UL42.3::5`-short	128	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	66	128
LT934125.1	+	51586	52435	NOV_TX_1788	UL42.3::5`-short;UL42.3::5`-short	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	15	0	0
LT934125.1	+	51599	52435	NOV_TX_1787	UL42.3::5`-short;UL42.3::5`-short;UL42.3::~	68	2	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	68	0	0	0	0	0
LT934125.1	+	51681	52435	NOV_TX_1791	UL42.3::5`-short;UL42.3::5`-short;UL42.3::5`-short	60	3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	5	0	0
LT934125.1	+	51690	52435	NOV_TX_1794	UL42.3::5`-short;UL42.3::5`-short;UL42.3::5`-short;UL42.3::5`-short;UL42.3::c;UL42.3::5`-short;UL42.3::5`-short;UL42.3::5`-short;UL42.3::c	45	7	45	0	0	0	4	8	0	0	0	0	0	0	0	0	3	14	17	0	0	0	0	33	0
LT934125.1	+	51738	52435	NOV_TX_1807	UL42.3::5`-short;UL42.3::5`-short	65	2	0	0	0	0	0	0	0	0	0	0	65	0	0	0	3	0	0	0	0	0	0	0	0
LT934125.1	+	51752	52435	NOV_TX_1801	UL42.3::5`-short;UL42.3::5`-short;UL42.3::5`-short;UL42.3::c;UL42.3::5`-short;UL42.3::5`-short;UL42.3::c	169	5	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	169	0	0	0	66	95
LT934125.1	+	51759	52435	NOV_TX_1802	UL42.3::5`-short;UL42.3::5`-short	40	2	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
LT934125.1	+	51813	52435	NOV_TX_1810	UL42.3::5`-short;UL42.5::5`-long;UL42.3::5`-short;UL42.5::5`-long	25	2	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
LT934125.1	+	51903	52435	NOV_TX_1819	UL42.5::5`-long;UL42.5::5`-long	22	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	22	0
LT934125.1	+	51990	52435	NOV_TX_1820	UL42.5::5`-long;UL42.5::5`-long	30	2	30	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LT934125.1	+	52004	52435	NOV_TX_1055	UL42.5::5`-long;UL42.5::5`-long	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	19	0
LT934125.1	+	52028	52435	NOV_TX_956	UL42.5::5`-long;UL42.5::5`-long;UL42.5::~;UL42.5::~	183	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	105
LT934125.1	+	52047	52435	NOV_TX_1826	UL42.5::5`-long;UL42.5::5`-long;UL42.5::5`-long	82	3	82	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	11	0	0
LT934125.1	+	52119	52435	NOV_TX_1842	UL42.5::5`-long;UL42.5::3`-short;UL42.5::5`-long;UL42.5::5`-long	16	3	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	3	0	13
LT934125.1	+	52172	52435	NOV_TX_1852	UL42.5::5`-short;UL42.5::5`-short;UL42.5::~;UL42.5::5`-short;UL42.5::~	18	3	0	0	0	0	0	14	0	0	0	0	0	0	0	0	10	18	0	0	0	0	0	0	0
LT934125.1	+	52201	52435	NOV_TX_435	UL42.5::5`-short;UL42.5::5`-short;UL42.5::c	169	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169
LT934125.1	+	52298	52435	NOV_TX_957	UL42.5-S::5`-long;UL42.5-S::~;UL42.5-S::5`-long;UL42.5-S::3`-short	55	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	20	0
LT934125.1	+	52382	53594	NOV_TX_1868	UL43::5`-long;UL43::5`-long	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	6	0	0
LT934125.1	+	52460	55271	NOV_TX_1870	UL43-44::3`-long;UL43-44::3`-long;UL43-44::3`-long;UL43-44::3`-long	5	4	5	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LT934125.1	+	52549	53594	NOV_TX_66	UL43-S::5`-short;UL43-S::5`-short;UL43-S::5`-short;UL43.6::5`-long;UL43-S::5`-short	14	4	7	0	0	0	1	0	0	0	0	0	14	0	0	0	0	0	3	0	0	0	0	0	0
LT934125.1	+	52549	55161	NOV_TX_1872	UL43-44::5`-short;UL43-44::5`-short;UL44-L6::5`-long;UL43-44::5`-short	5	3	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0
LT934125.1	+	52562	53594	NOV_TX_1871	UL43.6::5`-long;UL43.6::5`-long;UL43-S::5`-short;UL43.6::5`-long	22	3	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	21
LT934125.1	+	52684	53594	NOV_TX_1876	UL43.6::5`-short;UL43.6::5`-short;UL43.6::5`-short	8	3	8	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	52716	53594	NOV_TX_1880	UL43.6::5`-short;UL43.6::5`-short;UL43.9::5`-long;UL43.6::5`-short;UL43.9::5`-long;UL43.6::5`-short;UL43.9::5`-long	22	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	22
LT934125.1	+	52842	53594	NOV_TX_1888	UL43.9-S::5`-short;UL43.9-S::5`-short;UL43.9-S::5`-short	24	3	0	0	0	0	0	0	0	0	0	0	24	0	0	1	0	0	0	0	0	0	18	0	0
LT934125.1	+	52882	53594	NOV_TX_1891	UL43.9-S::5`-short;UL43.9-S::5`-short	9	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
LT934125.1	+	52955	53594	NOV_TX_1896	UL43.9-S::5`-short;UL43.9-S::5`-short	52	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52
LT934125.1	+	53004	53594	NOV_TX_1904	UL43.9-S::5`-short;UL43.9-S::5`-short	9	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LT934125.1	+	53060	53594	NOV_TX_234	UL43.9-S::5`-short;UL43.9-S::5`-short;UL43.9-S::5`-short;UL43.9-S::5`-short;UL43.9-S::5`-short;UL43.9-S::5`-short	36	6	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	12	0	0	0	9	22	36
LT934125.1	+	53212	53594	NOV_TX_1911	UL43.13::5`-long;UL43.13::5`-long	7	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
LT934125.1	+	53303	53594	NOV_TX_1915	UL43.13::5`-long;UL43.13::5`-long	23	2	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0
LT934125.1	+	53319	53594	NOV_TX_1913	UL43.13::5`-long;UL43.13::5`-long	26	2	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
LT934125.1	+	53319	55161	NOV_TX_1914	UL44-L3::5`-long;UL44-L3::5`-long	10	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LT934125.1	+	53417	53594	NOV_TX_363	UL43.13::5`-long;UL43.13::5`-long	5	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
LT934125.1	+	53606	55161	NOV_TX_614	UL44::5`-long;UL44::5`-long;UL44::5`-long;UL44::5`-long	76	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	76	0	0	0	0	0
LT934125.1	+	53763	55161	NOV_TX_483	UL44.4::5`-short;UL44.4::5`-short;UL44.4::5`-short;UL44.4::5`-short;UL44.4::5`-short	157	5	0	0	0	0	0	0	0	0	0	0	39	0	0	0	2	6	0	157	0	0	0	0	34
LT934125.1	+	53902	55161	NOV_TX_1931	UL44.4-S2::5`-long;UL44.4-S2::5`-long;UL44.4-S2::5`-long;UL44.4-S2::5`-long	10	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	4
LT934125.1	+	54009	55161	NOV_TX_854	UL44.4-S5::5`-short;UL44.4-S5::5`-short	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	0
LT934125.1	+	54168	55161	NOV_TX_1951	UL44.4-S7::5`-short;UL44.4-S7::5`-short	5	2	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	54251	55161	NOV_TX_1954	UL44.4-S9::5`-short;UL44.4-S9::5`-short	14	2	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	7
LT934125.1	+	54375	55161	NOV_TX_69	UL44.4-S13::5`-short;UL44.4-S13::5`-short	28	2	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
LT934125.1	+	54547	55161	NOV_TX_857	UL44.4-S18::5`-short;UL44.4-S19::5`-long;UL44.4-S19::5`-long	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0
LT934125.1	+	54626	55161	NOV_TX_1970	UL44.4-S19::5`-short;UL44.4-S19::5`-short	103	2	60	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	54658	55161	NOV_TX_615	UL44.4-S20::5`-long;UL44.4-S20::5`-long	94	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	94
LT934125.1	+	54743	55161	NOV_TX_1982	UL44.4-S20::5`-short;UL44.4-S20::5`-short;UL44.4-S20::5`-short	60	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	23	60	0	0	0	0	0	0
LT934125.1	+	54745	55161	NOV_TX_1979	UL44.4-S20::5`-short;UL44.4-S20::5`-short	611	2	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611	0	0	0	0	0
LT934125.1	+	54887	55161	NOV_TX_240	UL44.4-S22::5`-long;UL44.4-S22::5`-long	56	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56
LT934125.1	+	54897	55161	NOV_TX_368	UL44.4-S22::5`-long;UL44.4-S22::5`-long;UL44.4-S22::5`-long	39	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	4	0
LT934125.1	+	54938	55161	NOV_TX_1995	UL44.4-S23::5`-long;UL44.4-S22::5`-short;UL44.4-S23::5`-long;UL44.4-S22::5`-short;UL44.4-S23::5`-long;UL44.4-S22::5`-short;UL44.4-S23::5`-long;UL44.4-S22::5`-short;UL44.4-S22::5`-short;UL44.4-S23::5`-long;UL44.4-S23::5`-long;UL44.4-S22::5`-short	1027	6	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	83	1027	0	0	12	106	364
LT934125.1	+	55038	55161	NOV_TX_1998	UL44.4-S23::5`-short;UL44.4-S23::5`-short;UL44.4-S23::5`-short;UL44.4-S23::5`-short	436	4	185	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	436	0	0	0	0	182
LT934125.1	+	59153	60251	NOV_TX_2011	UL23::5`-short;UL23::5`-short	18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	18	0	0
LT934125.1	+	59192	60251	NOV_TX_486	UL23.4::5`-long;UL23.4::5`-long	20	2	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	3	0	0
LT934125.1	+	59333	60251	NOV_TX_2022	UL23.4::5`-short;UL23.4::5`-short;UL23.4::5`-short	7	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7
LT934125.1	+	59471	60251	NOV_TX_2033	UL23.4-S::5`-short;UL23.4-S::5`-short	9	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
LT934125.1	+	59557	60251	NOV_TX_862	UL23.4-S::5`-short;UL23.4-S::5`-short	21	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	21	0
