group	cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	cluster_width
C6_8h	249	LT934125.1	102851	102851	+	102851	64.5682	64.5682	102851	102851	1	1
C6_8h	250	LT934125.1	104694	104694	+	104694	32.2841	32.2841	104694	104694	1	1
C6_8h	251	LT934125.1	104822	104851	+	104851	96.8523	64.5682	104822	104851	30	30
C6_8h	252	LT934125.1	105170	105172	+	105170	64.5682	32.2841	105170	105172	3	3
C6_8h	253	LT934125.1	105931	105931	+	105931	32.2841	32.2841	105931	105931	1	1
C6_8h	254	LT934125.1	106300	106301	+	106300	64.5682	32.2841	106300	106301	2	2
C6_8h	255	LT934125.1	106601	106603	+	106601	64.5682	32.2841	106601	106603	3	3
C6_8h	256	LT934125.1	107023	107034	+	107023	64.5682	32.2841	107023	107034	12	12
C6_8h	257	LT934125.1	107389	107509	+	107482	2227.602903	807.102502	107420	107485	66	121
C6_8h	258	LT934125.1	107573	107614	+	107614	129.1364	64.5682	107573	107614	42	42
C6_8h	259	LT934125.1	107818	107818	+	107818	32.2841	32.2841	107818	107818	1	1
C6_8h	260	LT934125.1	108050	108083	+	108072	161.4205	64.5682	108050	108083	34	34
C6_8h	261	LT934125.1	108289	108328	+	108294	225.9887	64.5682	108289	108328	40	40
C6_8h	262	LT934125.1	108584	108584	+	108584	32.2841	32.2841	108584	108584	1	1
C6_8h	263	LT934125.1	112884	112888	+	112884	96.8523	64.5682	112884	112888	5	5
C6_8h	264	LT934125.1	113440	113440	+	113440	32.2841	32.2841	113440	113440	1	1
C6_8h	265	LT934125.1	114761	114761	+	114761	32.2841	32.2841	114761	114761	1	1
C6_8h	266	LT934125.1	114979	114988	+	114985	55690.072638	48878.127522	114985	114986	2	10
C6_8h	267	LT934125.1	115411	115416	+	115411	64.5682	32.2841	115411	115416	6	6
C6_8h	268	LT934125.1	115733	115753	+	115733	64.5682	32.2841	115733	115753	21	21
C6_8h	269	LT934125.1	115886	116195	+	116170	1678.773201	225.988701	115920	116171	252	310
C6_8h	270	LT934125.1	116245	116321	+	116276	645.682	96.8523	116256	116304	49	77
C6_8h	271	LT934125.1	116355	116852	+	116791	3874.092	193.7046	116409	116791	383	498
C6_8h	272	LT934125.1	117603	117612	+	117607	193.7046	129.1364	117603	117612	10	10
C6_8h	273	LT934125.1	117769	117789	+	117769	645.682001	581.113801	117769	117769	1	21
C6_8h	274	LT934125.1	117887	117902	+	117887	96.8523	64.5682	117887	117902	16	16
C6_8h	275	LT934125.1	118047	118047	+	118047	32.2841	32.2841	118047	118047	1	1
C6_8h	276	LT934125.1	118169	118170	+	118169	64.5682	32.2841	118169	118170	2	2
C6_8h	277	LT934125.1	118679	118679	+	118679	32.2841	32.2841	118679	118679	1	1
C6_8h	278	LT934125.1	118857	118868	+	118864	59531.880548	33898.305085	118860	118866	7	12
C6_8h	279	LT934125.1	119039	119076	+	119076	129.1364	64.5682	119039	119076	38	38
C6_8h	280	LT934125.1	119261	119304	+	119271	355.1251	96.8523	119271	119304	34	44
C6_8h	281	LT934125.1	119436	119570	+	119567	451.9774	64.5682	119444	119567	124	135
C6_8h	282	LT934125.1	119617	119879	+	119763	1194.5117	96.8523	119643	119863	221	263
C6_8h	283	LT934125.1	119912	119976	+	119941	581.1138	96.8523	119919	119972	54	65
C6_8h	284	LT934125.1	120075	120130	+	120081	387.4092	129.1364	120081	120130	50	56
C6_8h	285	LT934125.1	120554	120558	+	120555	1355.932203	903.954802	120555	120557	3	5
C6_8h	286	LT934125.1	120741	120741	+	120741	32.2841	32.2841	120741	120741	1	1
C6_8h	287	LT934125.1	120933	120938	+	120933	387.4092	161.4205	120933	120938	6	6
C6_8h	288	LT934125.1	121517	121517	+	121517	32.2841	32.2841	121517	121517	1	1
C6_8h	289	LT934125.1	121715	121789	+	121784	9588.377723	6037.126715	121784	121786	3	75
C6_8h	290	LT934125.1	121996	122001	+	121996	96.8523	64.5682	121996	122001	6	6
C6_8h	291	LT934125.1	122119	122143	+	122119	96.8523	64.5682	122119	122143	25	25
C6_8h	292	LT934125.1	122520	122575	+	122575	193.7046	64.5682	122520	122575	56	56
C6_8h	293	LT934125.1	122700	122795	+	122795	225.9887	64.5682	122700	122795	96	96
C6_8h	294	LT934125.1	122922	122988	+	122979	5682.001612	2937.853107	122979	122981	3	67
C6_8h	295	LT934125.1	123295	123295	+	123295	32.2841	32.2841	123295	123295	1	1
C6_8h	296	LT934125.1	123450	123450	+	123450	32.2841	32.2841	123450	123450	1	1
C6_8h	297	LT934125.1	123625	123625	+	123625	32.2841	32.2841	123625	123625	1	1
C6_8h	298	LT934125.1	123824	123833	+	123824	64.5682	32.2841	123824	123833	10	10
C6_8h	299	LT934125.1	124021	124021	+	124021	32.2841	32.2841	124021	124021	1	1
C6_8h	300	LT934125.1	124295	124316	+	124302	548.8297	161.4205	124301	124307	7	22
C6_8h	301	LT934125.1	124487	124629	+	124586	645.682	96.8523	124516	124598	83	143
C6_8h	302	LT934125.1	124725	124757	+	124756	5907.990314	5649.717514	124756	124756	1	33
C6_8h	303	LT934125.1	125054	125104	+	125104	225.9887	96.8523	125054	125104	51	51
C6_8h	304	LT934125.1	125193	125229	+	125225	38644.067797	19854.72155	125223	125226	4	37
C6_8h	305	LT934125.1	125329	125373	+	125373	225.9887	96.8523	125329	125373	45	45
C6_8h	306	LT934125.1	125729	125753	+	125729	290.5569	161.4205	125729	125753	25	25
C6_8h	307	LT934125.1	125917	126047	+	126005	613.3979	96.8523	125921	126026	106	131
C6_8h	308	LT934125.1	126194	126194	+	126194	32.2841	32.2841	126194	126194	1	1
C6_8h	309	LT934125.1	126873	126873	+	126873	32.2841	32.2841	126873	126873	1	1
C6_8h	310	LT934125.1	128031	128083	+	128047	387.4092	64.5682	128033	128071	39	53
C6_8h	311	LT934125.1	128185	128212	+	128189	677.966101	290.556901	128185	128196	12	28
C6_8h	312	LT934125.1	130161	130161	+	130161	32.2841	32.2841	130161	130161	1	1
C6_8h	313	LT934125.1	132614	132614	+	132614	32.2841	32.2841	132614	132614	1	1
C6_8h	314	LT934125.1	132767	132780	+	132767	64.5682	32.2841	132767	132780	14	14
C6_8h	315	LT934125.1	133397	133397	+	133397	64.5682	64.5682	133397	133397	1	1
C6_8h	316	LT934125.1	134342	134342	+	134342	32.2841	32.2841	134342	134342	1	1
C6_8h	317	LT934125.1	134972	134977	+	134972	64.5682	32.2841	134972	134977	6	6
C6_8h	318	LT934125.1	135261	135261	+	135261	32.2841	32.2841	135261	135261	1	1
C6_8h	319	LT934125.1	135380	135380	+	135380	32.2841	32.2841	135380	135380	1	1
C6_8h	320	LT934125.1	136157	136174	+	136158	1162.227602	936.238902	136158	136159	2	18
C6_8h	321	LT934125.1	136335	136352	+	136348	451.977401	258.272801	136345	136351	7	18
C6_8h	322	LT934125.1	136650	136670	+	136664	129.1364	64.5682	136650	136670	21	21
C6_8h	323	LT934125.1	137151	137151	+	137151	32.2841	32.2841	137151	137151	1	1
C6_8h	324	LT934125.1	137528	137528	+	137528	32.2841	32.2841	137528	137528	1	1
C6_8h	325	LT934125.1	138665	138673	+	138665	64.5682	32.2841	138665	138673	9	9
C6_8h	326	LT934125.1	138923	138923	+	138923	32.2841	32.2841	138923	138923	1	1
C6_8h	327	LT934125.1	139357	139357	+	139357	32.2841	32.2841	139357	139357	1	1
C6_8h	328	LT934125.1	139659	139659	+	139659	32.2841	32.2841	139659	139659	1	1
C6_8h	329	LT934125.1	140102	140112	+	140102	64.5682	32.2841	140102	140112	11	11
C6_8h	330	LT934125.1	140401	140427	+	140401	64.5682	32.2841	140401	140427	27	27
C6_8h	331	LT934125.1	140946	140946	+	140946	32.2841	32.2841	140946	140946	1	1
C6_8h	332	LT934125.1	141104	141108	+	141104	64.5682	32.2841	141104	141108	5	5
C6_8h	333	LT934125.1	141197	141215	+	141215	161.4205	96.8523	141197	141215	19	19
C6_8h	334	LT934125.1	1684	1684	-	1684	32.2841	32.2841	1684	1684	1	1
C6_8h	335	LT934125.1	1958	1958	-	1958	64.5682	64.5682	1958	1958	1	1
C6_8h	336	LT934125.1	2131	2140	-	2131	64.5682	32.2841	2131	2140	10	10
C6_8h	337	LT934125.1	2870	2879	-	2870	96.8523	64.5682	2870	2879	10	10
C6_8h	338	LT934125.1	3133	3189	-	3163	258.2728	64.5682	3133	3189	57	57
C6_8h	339	LT934125.1	3310	3389	-	3351	484.2615	129.1364	3315	3389	75	80
C6_8h	340	LT934125.1	3419	3504	-	3489	484.2615	96.8523	3421	3502	82	86
C6_8h	341	LT934125.1	3838	3942	-	3910	1872.477803	613.397902	3879	3912	34	105
C6_8h	342	LT934125.1	4210	4210	-	4210	32.2841	32.2841	4210	4210	1	1
C6_8h	343	LT934125.1	4409	4435	-	4409	64.5682	32.2841	4409	4435	27	27
C6_8h	344	LT934125.1	4585	4585	-	4585	32.2841	32.2841	4585	4585	1	1
C6_8h	345	LT934125.1	4823	4826	-	4823	64.5682	32.2841	4823	4826	4	4
C6_8h	346	LT934125.1	4925	4926	-	4926	96.8523	64.5682	4925	4926	2	2
C6_8h	347	LT934125.1	5101	5101	-	5101	32.2841	32.2841	5101	5101	1	1
C6_8h	348	LT934125.1	5301	5301	-	5301	32.2841	32.2841	5301	5301	1	1
C6_8h	349	LT934125.1	7108	7108	-	7108	32.2841	32.2841	7108	7108	1	1
C6_8h	350	LT934125.1	7758	7758	-	7758	32.2841	32.2841	7758	7758	1	1
C6_8h	351	LT934125.1	8189	8189	-	8189	32.2841	32.2841	8189	8189	1	1
C6_8h	352	LT934125.1	8573	8573	-	8573	32.2841	32.2841	8573	8573	1	1
C6_8h	353	LT934125.1	8938	8946	-	8938	64.5682	32.2841	8938	8946	9	9
C6_8h	354	LT934125.1	9057	9083	-	9058	322.841001	225.988701	9058	9080	23	27
C6_8h	355	LT934125.1	9494	9533	-	9494	4971.751411	4164.64891	9494	9499	6	40
C6_8h	356	LT934125.1	9885	9887	-	9885	129.1364	96.8523	9885	9887	3	3
C6_8h	357	LT934125.1	9991	10031	-	9991	129.1364	32.2841	9991	10031	41	41
C6_8h	358	LT934125.1	11739	11739	-	11739	32.2841	32.2841	11739	11739	1	1
C6_8h	359	LT934125.1	12921	12921	-	12921	32.2841	32.2841	12921	12921	1	1
C6_8h	360	LT934125.1	13850	13850	-	13850	32.2841	32.2841	13850	13850	1	1
C6_8h	361	LT934125.1	14421	14421	-	14421	32.2841	32.2841	14421	14421	1	1
C6_8h	362	LT934125.1	15834	15834	-	15834	64.5682	64.5682	15834	15834	1	1
C6_8h	363	LT934125.1	16164	16190	-	16164	129.1364	64.5682	16164	16190	27	27
C6_8h	364	LT934125.1	16690	16807	-	16765	451.9774	64.5682	16717	16805	89	118
C6_8h	365	LT934125.1	16911	17063	-	16934	516.5456	64.5682	16919	17062	144	153
C6_8h	366	LT934125.1	17094	17256	-	17123	581.1138	96.8523	17123	17254	132	163
C6_8h	367	LT934125.1	17295	17407	-	17341	1388.216301	484.261501	17339	17379	41	113
C6_8h	368	LT934125.1	17956	17981	-	17981	129.1364	64.5682	17956	17981	26	26
C6_8h	369	LT934125.1	18270	18270	-	18270	32.2841	32.2841	18270	18270	1	1
C6_8h	370	LT934125.1	18528	18557	-	18546	161.4205	64.5682	18528	18557	30	30
C6_8h	371	LT934125.1	18659	18683	-	18659	96.8523	32.2841	18659	18683	25	25
C6_8h	372	LT934125.1	18857	18870	-	18857	64.5682	32.2841	18857	18870	14	14
C6_8h	373	LT934125.1	19470	19514	-	19471	4229.217111	2324.455206	19470	19473	4	45
C6_8h	374	LT934125.1	19951	19951	-	19951	32.2841	32.2841	19951	19951	1	1
C6_8h	375	LT934125.1	20355	20357	-	20355	64.5682	32.2841	20355	20357	3	3
C6_8h	376	LT934125.1	21206	21206	-	21206	32.2841	32.2841	21206	21206	1	1
C6_8h	377	LT934125.1	21601	21601	-	21601	32.2841	32.2841	21601	21601	1	1
C6_8h	378	LT934125.1	21888	22012	-	21941	1259.079901	484.261501	21935	21985	51	125
C6_8h	379	LT934125.1	22144	22221	-	22144	258.2728	64.5682	22144	22221	78	78
C6_8h	380	LT934125.1	22343	22382	-	22379	290.5569	96.8523	22343	22382	40	40
C6_8h	381	LT934125.1	22565	22614	-	22605	193.7046	64.5682	22565	22614	50	50
C6_8h	382	LT934125.1	22873	22873	-	22873	32.2841	32.2841	22873	22873	1	1
C6_8h	383	LT934125.1	23007	23007	-	23007	32.2841	32.2841	23007	23007	1	1
C6_8h	384	LT934125.1	23478	23478	-	23478	32.2841	32.2841	23478	23478	1	1
C6_8h	385	LT934125.1	23858	23858	-	23858	32.2841	32.2841	23858	23858	1	1
C6_8h	386	LT934125.1	24211	24217	-	24211	64.5682	32.2841	24211	24217	7	7
C6_8h	387	LT934125.1	24411	24411	-	24411	32.2841	32.2841	24411	24411	1	1
C6_8h	388	LT934125.1	24683	24683	-	24683	32.2841	32.2841	24683	24683	1	1
C6_8h	389	LT934125.1	25043	25043	-	25043	32.2841	32.2841	25043	25043	1	1
C6_8h	390	LT934125.1	25273	25313	-	25313	742.534301	451.977401	25282	25313	32	41
C6_8h	391	LT934125.1	25766	25766	-	25766	32.2841	32.2841	25766	25766	1	1
C6_8h	392	LT934125.1	25901	25901	-	25901	32.2841	32.2841	25901	25901	1	1
C6_8h	393	LT934125.1	27236	27236	-	27236	32.2841	32.2841	27236	27236	1	1
C6_8h	394	LT934125.1	28552	28671	-	28572	451.9774	64.5682	28555	28651	97	120
C6_8h	395	LT934125.1	28750	28848	-	28848	290.5569	64.5682	28750	28848	99	99
C6_8h	396	LT934125.1	29042	29161	-	29068	516.5456	96.8523	29046	29155	110	120
C6_8h	397	LT934125.1	29278	29288	-	29288	225.9887	129.1364	29278	29288	11	11
C6_8h	398	LT934125.1	29404	29424	-	29414	26828.087166	8264.729621	29407	29414	8	21
C6_8h	399	LT934125.1	29756	29756	-	29756	64.5682	64.5682	29756	29756	1	1
C6_8h	400	LT934125.1	29866	29866	-	29866	32.2841	32.2841	29866	29866	1	1
C6_8h	401	LT934125.1	30136	30136	-	30136	32.2841	32.2841	30136	30136	1	1
C6_8h	402	LT934125.1	30274	30274	-	30274	32.2841	32.2841	30274	30274	1	1
C6_8h	403	LT934125.1	30578	30578	-	30578	32.2841	32.2841	30578	30578	1	1
C6_8h	404	LT934125.1	30873	30882	-	30877	322.841001	225.988701	30877	30878	2	10
C6_8h	405	LT934125.1	31040	31040	-	31040	32.2841	32.2841	31040	31040	1	1
C6_8h	406	LT934125.1	31505	31510	-	31505	64.5682	32.2841	31505	31510	6	6
C6_8h	407	LT934125.1	31816	31816	-	31816	32.2841	32.2841	31816	31816	1	1
C6_8h	408	LT934125.1	32370	32370	-	32370	32.2841	32.2841	32370	32370	1	1
C6_8h	409	LT934125.1	32836	32915	-	32842	387.4092	193.7046	32842	32915	74	80
C6_8h	410	LT934125.1	33182	33182	-	33182	32.2841	32.2841	33182	33182	1	1
C6_8h	411	LT934125.1	33323	33326	-	33323	64.5682	32.2841	33323	33326	4	4
C6_8h	412	LT934125.1	33803	33804	-	33803	64.5682	32.2841	33803	33804	2	2
C6_8h	413	LT934125.1	34090	34091	-	34091	129.1364	96.8523	34090	34091	2	2
C6_8h	414	LT934125.1	34430	34478	-	34478	1226.795802	516.545601	34452	34478	27	49
C6_8h	415	LT934125.1	35174	35174	-	35174	32.2841	32.2841	35174	35174	1	1
C6_8h	416	LT934125.1	37550	37550	-	37550	32.2841	32.2841	37550	37550	1	1
C6_8h	417	LT934125.1	38237	38237	-	38237	32.2841	32.2841	38237	38237	1	1
C6_8h	418	LT934125.1	40960	40960	-	40960	32.2841	32.2841	40960	40960	1	1
C6_8h	419	LT934125.1	41377	41377	-	41377	32.2841	32.2841	41377	41377	1	1
C6_8h	420	LT934125.1	41994	41997	-	41995	322.841001	258.272801	41995	41995	1	4
C6_8h	421	LT934125.1	42147	42147	-	42147	32.2841	32.2841	42147	42147	1	1
C6_8h	422	LT934125.1	42270	42270	-	42270	32.2841	32.2841	42270	42270	1	1
C6_8h	423	LT934125.1	43011	43011	-	43011	32.2841	32.2841	43011	43011	1	1
C6_8h	424	LT934125.1	43360	43362	-	43360	64.5682	32.2841	43360	43362	3	3
C6_8h	425	LT934125.1	43578	43578	-	43578	32.2841	32.2841	43578	43578	1	1
C6_8h	426	LT934125.1	43839	43839	-	43839	32.2841	32.2841	43839	43839	1	1
C6_8h	427	LT934125.1	44173	44173	-	44173	32.2841	32.2841	44173	44173	1	1
C6_8h	428	LT934125.1	44756	44756	-	44756	64.5682	64.5682	44756	44756	1	1
C6_8h	429	LT934125.1	44886	44893	-	44889	1452.784503	871.670702	44886	44893	8	8
C6_8h	430	LT934125.1	45647	45647	-	45647	32.2841	32.2841	45647	45647	1	1
C6_8h	431	LT934125.1	45769	45769	-	45769	32.2841	32.2841	45769	45769	1	1
C6_8h	432	LT934125.1	45876	45904	-	45876	64.5682	32.2841	45876	45904	29	29
C6_8h	433	LT934125.1	46303	46303	-	46303	32.2841	32.2841	46303	46303	1	1
C6_8h	434	LT934125.1	47263	47263	-	47263	32.2841	32.2841	47263	47263	1	1
C6_8h	435	LT934125.1	47959	47959	-	47959	32.2841	32.2841	47959	47959	1	1
C6_8h	436	LT934125.1	48490	48490	-	48490	32.2841	32.2841	48490	48490	1	1
C6_8h	437	LT934125.1	48829	48829	-	48829	32.2841	32.2841	48829	48829	1	1
C6_8h	438	LT934125.1	49141	49141	-	49141	32.2841	32.2841	49141	49141	1	1
C6_8h	439	LT934125.1	49465	49465	-	49465	64.5682	64.5682	49465	49465	1	1
C6_8h	440	LT934125.1	50155	50160	-	50155	96.8523	64.5682	50155	50160	6	6
C6_8h	441	LT934125.1	50336	50376	-	50370	161.4205	64.5682	50336	50376	41	41
C6_8h	442	LT934125.1	50492	50536	-	50492	225.9887	64.5682	50492	50536	45	45
C6_8h	443	LT934125.1	50592	50743	-	50592	807.1025	129.1364	50592	50701	110	152
C6_8h	444	LT934125.1	50979	51007	-	50986	419.6933	129.1364	50979	50999	21	29
C6_8h	445	LT934125.1	51143	51149	-	51147	7134.786117	6489.104116	51147	51147	1	7
C6_8h	446	LT934125.1	51356	51356	-	51356	32.2841	32.2841	51356	51356	1	1
C6_8h	447	LT934125.1	51509	51509	-	51509	32.2841	32.2841	51509	51509	1	1
C6_8h	448	LT934125.1	51809	51809	-	51809	64.5682	64.5682	51809	51809	1	1
C6_8h	449	LT934125.1	52113	52113	-	52113	32.2841	32.2841	52113	52113	1	1
C6_8h	450	LT934125.1	52992	52992	-	52992	32.2841	32.2841	52992	52992	1	1
C6_8h	451	LT934125.1	53160	53160	-	53160	32.2841	32.2841	53160	53160	1	1
C6_8h	452	LT934125.1	53551	53551	-	53551	32.2841	32.2841	53551	53551	1	1
C6_8h	453	LT934125.1	53822	53822	-	53822	32.2841	32.2841	53822	53822	1	1
C6_8h	454	LT934125.1	54121	54121	-	54121	32.2841	32.2841	54121	54121	1	1
C6_8h	455	LT934125.1	54398	54398	-	54398	32.2841	32.2841	54398	54398	1	1
C6_8h	456	LT934125.1	54983	54983	-	54983	32.2841	32.2841	54983	54983	1	1
C6_8h	457	LT934125.1	55362	55626	-	55438	1420.5004	161.4205	55378	55591	214	265
C6_8h	458	LT934125.1	55878	55995	-	55967	451.9774	129.1364	55880	55989	110	118
C6_8h	459	LT934125.1	56183	56222	-	56188	44100.080708	30476.190476	56187	56189	3	40
C6_8h	460	LT934125.1	56669	56699	-	56699	129.1364	64.5682	56669	56699	31	31
C6_8h	461	LT934125.1	56940	56983	-	56946	3389.830508	2744.148507	56944	56946	3	44
C6_8h	462	LT934125.1	57434	57434	-	57434	32.2841	32.2841	57434	57434	1	1
C6_8h	463	LT934125.1	57589	57589	-	57589	32.2841	32.2841	57589	57589	1	1
C6_8h	464	LT934125.1	57885	57885	-	57885	32.2841	32.2841	57885	57885	1	1
C6_8h	465	LT934125.1	58217	58217	-	58217	32.2841	32.2841	58217	58217	1	1
C6_8h	466	LT934125.1	58564	58575	-	58570	613.397901	484.261501	58570	58572	3	12
C6_8h	467	LT934125.1	59014	59016	-	59014	64.5682	32.2841	59014	59016	3	3
C6_8h	468	LT934125.1	59168	59168	-	59168	32.2841	32.2841	59168	59168	1	1
C6_8h	469	LT934125.1	59276	59281	-	59277	355.125101	225.988701	59276	59277	2	6
C6_8h	470	LT934125.1	59626	59626	-	59626	32.2841	32.2841	59626	59626	1	1
C6_8h	471	LT934125.1	60279	60279	-	60279	32.2841	32.2841	60279	60279	1	1
C6_8h	472	LT934125.1	60843	60843	-	60843	32.2841	32.2841	60843	60843	1	1
C6_8h	473	LT934125.1	61856	61856	-	61856	32.2841	32.2841	61856	61856	1	1
C6_8h	474	LT934125.1	62029	62029	-	62029	32.2841	32.2841	62029	62029	1	1
C6_8h	475	LT934125.1	63417	63438	-	63420	177594.834542	161323.648103	63420	63420	1	22
C6_8h	476	LT934125.1	63714	63720	-	63714	64.5682	32.2841	63714	63720	7	7
C6_8h	477	LT934125.1	63937	63937	-	63937	32.2841	32.2841	63937	63937	1	1
C6_8h	478	LT934125.1	64123	64127	-	64127	387.4092	161.4205	64123	64127	5	5
C6_8h	479	LT934125.1	64266	64266	-	64266	32.2841	32.2841	64266	64266	1	1
C6_8h	480	LT934125.1	64460	64503	-	64460	129.1364	32.2841	64460	64503	44	44
C6_8h	481	LT934125.1	64676	64692	-	64692	96.8523	64.5682	64676	64692	17	17
C6_8h	482	LT934125.1	64914	64952	-	64948	355.1251	96.8523	64916	64950	35	39
C6_8h	483	LT934125.1	65100	65100	-	65100	32.2841	32.2841	65100	65100	1	1
C6_8h	484	LT934125.1	65343	65343	-	65343	32.2841	32.2841	65343	65343	1	1
C6_8h	485	LT934125.1	65718	65756	-	65752	2518.159805	1388.216303	65749	65752	4	39
C6_8h	486	LT934125.1	66274	66274	-	66274	32.2841	32.2841	66274	66274	1	1
C6_8h	487	LT934125.1	66759	66761	-	66761	96.8523	64.5682	66759	66761	3	3
C6_8h	488	LT934125.1	66948	66948	-	66948	64.5682	64.5682	66948	66948	1	1
C6_8h	489	LT934125.1	67452	67452	-	67452	32.2841	32.2841	67452	67452	1	1
C6_8h	490	LT934125.1	67644	67644	-	67644	32.2841	32.2841	67644	67644	1	1
C6_8h	491	LT934125.1	68066	68079	-	68066	64.5682	32.2841	68066	68079	14	14
C6_8h	492	LT934125.1	68527	68527	-	68527	32.2841	32.2841	68527	68527	1	1
C6_8h	493	LT934125.1	68898	68898	-	68898	32.2841	32.2841	68898	68898	1	1
C6_8h	494	LT934125.1	69257	69259	-	69257	64.5682	32.2841	69257	69259	3	3
C6_8h	495	LT934125.1	69435	69435	-	69435	32.2841	32.2841	69435	69435	1	1
C6_8h	496	LT934125.1	70004	70004	-	70004	32.2841	32.2841	70004	70004	1	1
C6_8h	497	LT934125.1	70240	70240	-	70240	32.2841	32.2841	70240	70240	1	1
C6_8h	498	LT934125.1	70431	70474	-	70451	322.841	96.8523	70443	70474	32	44
C6_8h	499	LT934125.1	70952	70952	-	70952	32.2841	32.2841	70952	70952	1	1
C6_8h	500	LT934125.1	71652	71652	-	71652	32.2841	32.2841	71652	71652	1	1
C6_8h	501	LT934125.1	71776	71817	-	71776	129.1364	32.2841	71776	71817	42	42
C6_8h	502	LT934125.1	71848	71904	-	71889	322.841	64.5682	71854	71904	51	57
C6_8h	503	LT934125.1	72177	72186	-	72177	64.5682	32.2841	72177	72186	10	10
C6_8h	504	LT934125.1	72403	72415	-	72403	64.5682	32.2841	72403	72415	13	13
C6_8h	505	LT934125.1	72871	72874	-	72871	161.4205	129.1364	72871	72874	4	4
C6_8h	506	LT934125.1	72992	72992	-	72992	32.2841	32.2841	72992	72992	1	1
C6_8h	507	LT934125.1	73103	73108	-	73108	96.8523	64.5682	73103	73108	6	6
C6_8h	508	LT934125.1	73649	73691	-	73649	96.8523	32.2841	73649	73691	43	43
C6_8h	509	LT934125.1	74340	74345	-	74345	161.4205	129.1364	74340	74345	6	6
C6_8h	510	LT934125.1	74835	74835	-	74835	32.2841	32.2841	74835	74835	1	1
C6_8h	511	LT934125.1	75001	75001	-	75001	32.2841	32.2841	75001	75001	1	1
C6_8h	512	LT934125.1	75604	75604	-	75604	32.2841	32.2841	75604	75604	1	1
C6_8h	513	LT934125.1	75831	75831	-	75831	32.2841	32.2841	75831	75831	1	1
C6_8h	514	LT934125.1	76860	76863	-	76860	290.556901	258.272801	76860	76863	4	4
C6_8h	515	LT934125.1	78195	78209	-	78195	64.5682	32.2841	78195	78209	15	15
C6_8h	516	LT934125.1	78942	78942	-	78942	32.2841	32.2841	78942	78942	1	1
C6_8h	517	LT934125.1	80435	80484	-	80484	322.841	193.7046	80440	80484	45	50
C6_8h	518	LT934125.1	80517	80679	-	80645	1162.2276	161.4205	80526	80657	132	163
C6_8h	519	LT934125.1	80805	80940	-	80854	1452.7845	193.7046	80832	80912	81	136
C6_8h	520	LT934125.1	81081	81141	-	81081	225.9887	64.5682	81081	81141	61	61
C6_8h	521	LT934125.1	81804	81897	-	81804	10847.457627	3615.819209	81804	81812	9	94
C6_8h	522	LT934125.1	82009	82044	-	82024	161.4205	96.8523	82009	82044	36	36
C6_8h	523	LT934125.1	82497	82497	-	82497	32.2841	32.2841	82497	82497	1	1
C6_8h	524	LT934125.1	84623	84623	-	84623	32.2841	32.2841	84623	84623	1	1
C6_8h	525	LT934125.1	86314	86314	-	86314	64.5682	64.5682	86314	86314	1	1
C6_8h	526	LT934125.1	86481	86481	-	86481	32.2841	32.2841	86481	86481	1	1
C6_8h	527	LT934125.1	86644	86644	-	86644	32.2841	32.2841	86644	86644	1	1
C6_8h	528	LT934125.1	86928	86928	-	86928	32.2841	32.2841	86928	86928	1	1
C6_8h	529	LT934125.1	87155	87161	-	87161	2292.171105	1678.773204	87157	87161	5	7
C6_8h	530	LT934125.1	87392	87448	-	87447	645.682001	258.272801	87419	87447	29	57
C6_8h	531	LT934125.1	87556	87556	-	87556	32.2841	32.2841	87556	87556	1	1
C6_8h	532	LT934125.1	87769	87769	-	87769	32.2841	32.2841	87769	87769	1	1
C6_8h	533	LT934125.1	88018	88018	-	88018	32.2841	32.2841	88018	88018	1	1
C6_8h	534	LT934125.1	88236	88236	-	88236	32.2841	32.2841	88236	88236	1	1
C6_8h	535	LT934125.1	88487	88487	-	88487	32.2841	32.2841	88487	88487	1	1
C6_8h	536	LT934125.1	88686	88686	-	88686	32.2841	32.2841	88686	88686	1	1
C6_8h	537	LT934125.1	89072	89079	-	89079	742.534302	677.966102	89079	89079	1	8
C6_8h	538	LT934125.1	89404	89404	-	89404	32.2841	32.2841	89404	89404	1	1
C6_8h	539	LT934125.1	90454	90454	-	90454	32.2841	32.2841	90454	90454	1	1
C6_8h	540	LT934125.1	92022	92022	-	92022	32.2841	32.2841	92022	92022	1	1
C6_8h	541	LT934125.1	92157	92157	-	92157	32.2841	32.2841	92157	92157	1	1
C6_8h	542	LT934125.1	92274	92329	-	92274	290.5569	64.5682	92274	92329	56	56
C6_8h	543	LT934125.1	92510	92631	-	92561	419.6933	64.5682	92536	92622	87	122
C6_8h	544	LT934125.1	92774	92783	-	92774	161.4205	96.8523	92774	92783	10	10
C6_8h	545	LT934125.1	92931	92936	-	92933	13817.594834	9975.786925	92933	92936	4	6
C6_8h	546	LT934125.1	93079	93079	-	93079	64.5682	64.5682	93079	93079	1	1
C6_8h	547	LT934125.1	93178	93249	-	93217	258.2728	64.5682	93178	93249	72	72
C6_8h	548	LT934125.1	93397	93480	-	93397	225.9887	32.2841	93397	93480	84	84
C6_8h	549	LT934125.1	93652	93654	-	93654	2615.012106	2485.875706	93654	93654	1	3
C6_8h	550	LT934125.1	93830	93830	-	93830	32.2841	32.2841	93830	93830	1	1
