seqnames	strand	TR_ID	TR_start	TR_end	correct_tss	correct_tes	sample	count
LT934125.1	+	68496	116373	116677	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
12	+	68497	6162494	6164143	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
13	+	68498	24080806	24081538	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
6	+	68499	120472893	120473209	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	8730	32038	32415	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	5
13	+	68500	113331041	113331464	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68501	13920	16222	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68502	45866	46028	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	68503	15762	16213	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68504	51233	52439	TRUE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	68505	51858	52435	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	2
LT934125.1	+	68506	13799	16222	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	68507	9646	10426	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
7	+	68508	40032854	40033712	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	68509	126753	128732	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68510	16035	16224	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	12
LT934125.1	-	68511	63184	63324	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68512	51897	52439	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	68513	9730	10410	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
6	+	68514	47294172	47297056	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	68515	14780	16224	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	68516	14569	16222	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
17	+	68517	3734844	3735336	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
16	-	68518	69972541	69972884	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
1	+	68519	72841310	72844938	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
6	-	68520	168716780	168717918	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
6	-	68521	48715547	48715792	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	3
LT934125.1	-	68522	16587	17389	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	68523	80353	81195	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	11408	122245	122912	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	6
LT934125.1	+	68524	80369	81799	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	68525	134896	136232	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68526	107485	108821	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68527	54947	55158	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
2	-	68528	70953706	70954775	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
4	-	68529	104353506	104353772	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
9	-	68530	4700933	4701451	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
MT	+	68531	6556	7074	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	68532	140843	141350	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	68533	102367	102874	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	68534	28429	28920	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	6
7	+	68535	52871528	52872008	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
2	+	68536	14923315	14923527	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	3
LT934125.1	+	68537	15396	16224	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	5
LT934125.1	+	68538	107630	108829	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	3
LT934125.1	-	68539	134888	136087	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	3
8	-	68540	72686240	72687634	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
5	-	19911	18871025	18871293	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68541	125383	126151	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	68542	124930	125230	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	68543	122689	122913	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	68544	8487	8654	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
LT934125.1	-	68545	126753	127317	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
LT934125.1	+	68546	116400	116962	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
2	+	68547	78967470	78971794	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	68548	28429	28783	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68549	13363	16224	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	68550	16583	16970	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
12	-	68551	13704112	13705139	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
2	+	68552	14923357	14923521	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	4
2	-	68553	59238802	59239188	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
3	-	68554	17640800	17641077	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
12	+	68555	19544055	19548297	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	14556	80353	81806	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
15	+	68556	101374608	101376069	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
8	-	68557	112008557	112009348	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
1	+	56415	228956206	228956989	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	68558	31438	32415	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	68559	83996	86164	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
6	+	68560	120472320	120473197	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	68561	16583	18025	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68562	9275	10431	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
14	-	68563	111454860	111455275	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	68564	69868	70521	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
14	-	68565	39747105	39747622	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	2
2	-	67629	59238802	59239193	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	6
LT934125.1	+	68566	125877	126148	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68567	15412	16222	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
MT	+	68568	3432	3843	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
X	-	68569	60626469	60626793	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
9	+	68570	8944619	8944884	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	68571	92072	92819	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
3	+	68572	40002248	40003105	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
MT	+	68573	12549	12673	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
8	+	68574	40938318	40938813	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	2
12	-	68575	37711390	37711871	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
6	+	68576	53332290	53332748	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	68577	141302	141988	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68578	101729	102415	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	52267	55272	56165	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	4
LT934125.1	-	68579	28429	28578	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
1	+	68580	207215831	207216281	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
AEMK02000452.1	-	68581	1167886	1168002	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
3	+	68582	80064682	80064825	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
X	+	68583	41376627	41376769	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	4
15	+	68584	32431377	32431519	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	3
LT934125.1	+	68585	14738	16224	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
LT934125.1	+	68586	9272	10424	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
4	+	68587	981121	982245	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
7	+	68588	76021714	76021905	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
5	+	68589	21433219	21433686	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
14	+	68590	15704903	15705322	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	4
3	-	68591	107013249	107014049	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
1	-	68592	30920810	30921940	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
9	-	53836	36388202	36388700	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	4
6	-	68593	85802188	85802638	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68594	79784	79990	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
12	-	68595	36112509	36113471	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	68596	32686	33234	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
LT934125.1	+	68597	59975	60251	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
9	-	68598	8137928	8138174	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
MT	+	68599	1354	2016	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
4	+	68600	45670826	45671244	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
5	+	50322	18516724	18516923	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
1	+	28506	56689052	56689767	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
MT	+	68601	7681	7810	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	68602	16021	16219	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
6	+	68603	54578405	54579792	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
6	+	68604	19278275	19279514	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
16	-	11049	52767282	52767638	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	3
LT934125.1	-	68605	127040	128731	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68606	114986	116677	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
MT	+	68607	7681	7935	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	68608	63171	63391	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	2
LT934125.1	+	68609	51235	52415	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	36120	63170	63409	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
MT	+	68610	11434	12677	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
MT	+	68611	10675	10997	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
MT	+	68612	3685	3845	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	6
8	-	68613	54507845	54507995	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	6
X	+	68614	124928254	124929772	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	38398	10153	10426	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68615	79448	79986	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
3	+	68616	40001866	40003108	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
2	+	44871	59512617	59513225	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	3
LT934125.1	+	68617	49271	49647	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	4
LT934125.1	-	68618	64138	64607	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	68619	80352	81804	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
5	-	68620	64129678	64131851	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
X	+	68621	41376304	41376767	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
4	+	68622	981097	982239	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	60167	92067	92338	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68623	49483	49645	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
13	-	68624	34544575	34545633	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68625	10185	10426	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	68626	80352	81367	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
6	+	68627	48130387	48134196	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
4	-	68628	87162881	87163237	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
1	+	68629	26316366	26317026	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	5
LT934125.1	+	68630	16050	16223	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
4	+	41402	75762209	75763454	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	6
LT934125.1	-	68631	50027	50842	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
1	-	68632	235854054	235862593	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
5	-	68633	57433300	57434506	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	68634	28434	28840	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	4682	16039	16224	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	5
LT934125.1	-	68635	55271	56115	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
6	-	68636	54077429	54079870	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	53907	63175	63412	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	20561	54206	55161	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	68637	71221	71535	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68638	125506	126150	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68639	118860	120458	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	4
6	-	68640	60791615	60791860	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
16	-	68641	25800886	25800996	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	68642	92082	92920	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	68643	125956	126151	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	3
14	+	68644	9594860	9595001	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
2	+	18271	14923373	14923527	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	3
LT934125.1	+	68645	32057	32414	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	68646	80352	81697	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
13	+	68647	24079738	24081541	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
6	+	38469	120472275	120473211	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	19
14	+	68648	117265366	117265501	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
X	+	68649	41376637	41376771	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
15	+	68650	32431387	32431521	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
1	-	68651	93927055	93927189	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
3	+	68652	80064695	80064827	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
LT934125.1	-	68653	86130	86329	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	2
LT934125.1	-	68654	80352	81324	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68655	116598	116682	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	68656	127035	127119	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
12	-	68657	37711404	37711838	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	68658	67712	70521	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
1	+	68659	265170470	265170957	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
5	+	68660	7674812	7675231	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
2	+	68661	54433580	54433992	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
5	-	5696	32823867	32824278	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	7
13	+	68662	30648528	30648924	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	2
LT934125.1	-	68663	8487	9491	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
LT934125.1	+	46108	54756	55161	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
14	-	68664	34523901	34524879	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
15	-	68665	107938101	107938565	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68666	70957	71541	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	3
LT934125.1	-	44326	92069	92416	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	4
13	+	68667	24081389	24081540	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
LT934125.1	+	68668	118864	120477	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
2	+	68669	14923355	14923505	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	68670	55270	55571	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	27420	124338	125230	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68671	53764	55161	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	5
6	+	68672	120710918	120711363	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	68673	9930	10425	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
X	+	68674	111367301	111367900	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
13	+	68675	122268676	122277499	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	5141	118859	120477	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	43058	80355	81840	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	68676	13998	16224	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
LT934125.1	-	68677	92069	92177	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	3
LT934125.1	+	67382	71371	71544	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
LT934125.1	-	68678	92071	92565	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
6	-	68679	67277747	67279602	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
14	-	68680	111454860	111454994	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	68681	11797	12808	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
2	-	41341	73414909	73415061	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	6
17	+	68682	58027320	58028336	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	1132	52460	53590	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	3
LT934125.1	-	68683	127084	128726	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	3
LT934125.1	+	68684	114991	116633	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	3
LT934125.1	+	68685	79821	79996	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
LT934125.1	+	68686	16117	16219	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	33101	80352	81143	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	9
LT934125.1	-	68687	16588	17221	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
2	+	68688	14923349	14923521	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	3
12	+	68689	23285101	23285525	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	68690	120061	120472	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
4	-	68691	130392407	130394659	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
2	+	68692	74747713	74756680	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68693	118865	120469	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
5	-	68694	64129680	64131849	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
3	+	68695	40001326	40003107	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68696	11790	12086	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	6
LT934125.1	-	68697	16581	17643	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
8	-	47195	112008556	112009107	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	11804	126757	126926	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	2
LT934125.1	+	11805	116791	116958	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	2
LT934125.1	-	68698	92069	94312	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	68699	2778	4011	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
LT934125.1	+	29197	69245	70513	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
5	-	68700	64129678	64131851	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
13	-	68701	202762513	202762730	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
2	+	68702	7802680	7803556	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	52020	45914	46038	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	5
LT934125.1	-	62853	64138	64281	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	68703	15671	16215	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
MT	+	68704	1653	2016	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
4	+	44276	53952875	53953189	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	5
LT934125.1	-	68705	80351	81804	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68706	71331	71544	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
7	-	68707	30672226	30672705	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
3	+	68708	109666803	109667139	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
4	-	68709	80452803	80455758	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	68710	80366	80826	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68711	119809	120474	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
LT934125.1	+	68712	10147	10426	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	4
14	-	68713	111454860	111455220	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	2203	32036	32401	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
6	-	68714	85802185	85802637	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
3	-	68715	59416721	59416943	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	3
16	+	68716	41097171	41097268	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	34209	70085	70521	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	13
LT934125.1	-	68717	92068	92465	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	33155	79486	79996	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	6
LT934125.1	-	1462	80352	80736	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	4
4	-	68718	38932736	38933884	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	23845	16583	17023	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	5
5	-	68719	89715120	89716318	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
MT	+	68720	4314	4881	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
X	+	68721	22068763	22069321	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	68722	55270	56177	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
X	+	68723	38035696	38036151	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
2	-	68724	40284621	40285071	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
11	-	68725	54082977	54083418	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	3
17	+	68726	38689013	38689430	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	68727	54773	55161	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	3
2	+	53711	8103088	8103262	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	3
LT934125.1	-	68728	86130	86351	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	68729	32041	32415	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
1	-	68730	39577683	39578675	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
4	+	68731	45670690	45671674	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	68732	55292	56189	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	68733	54679	55161	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
LT934125.1	-	68734	63163	63345	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
14	+	68735	72058021	72063778	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
2	-	68736	8088525	8089700	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
2	+	68737	57280141	57284822	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
15	-	42284	107938099	107938574	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	5
LT934125.1	+	68738	48571	49629	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	68739	80352	80590	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	3
LT934125.1	-	68740	127035	127306	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
LT934125.1	+	68741	116411	116682	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
LT934125.1	+	63300	71331	71535	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
13	+	68742	30648532	30648924	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	2
