seqnames	strand	window_start	window_end	group	hpi	Time	cell_line	sum_coverage.hpi	mean_coverage.hpi	sd_coverage.hpi	median_coverage.hpi	min_coverage.hpi	max_coverage.hpi	varcoeff_coverage.hpi
LT934125.1	+	56801	56850	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	56851	56900	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	56901	56950	PK-15_CAGE_12h	12h	12	PK-15	0.28	0.28		0.28	0.28	0.28	
LT934125.1	+	56951	57000	PK-15_CAGE_12h	12h	12	PK-15	0.7	0.7		0.7	0.7	0.7	
LT934125.1	+	57001	57050	PK-15_CAGE_12h	12h	12	PK-15	4.32	4.32		4.32	4.32	4.32	
LT934125.1	+	57051	57100	PK-15_CAGE_12h	12h	12	PK-15	0.42	0.42		0.42	0.42	0.42	
LT934125.1	+	57101	57150	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	57151	57200	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	57201	57250	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	57251	57300	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	57301	57350	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	57351	57400	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	57401	57450	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	57451	57500	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	57501	57550	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	57551	57600	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	57601	57650	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	57651	57700	PK-15_CAGE_12h	12h	12	PK-15	0.24	0.24		0.24	0.24	0.24	
LT934125.1	+	57701	57750	PK-15_CAGE_12h	12h	12	PK-15	0.74	0.74		0.74	0.74	0.74	
LT934125.1	+	57751	57800	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	57801	57850	PK-15_CAGE_12h	12h	12	PK-15	0.72	0.72		0.72	0.72	0.72	
LT934125.1	+	57851	57900	PK-15_CAGE_12h	12h	12	PK-15	0.22	0.22		0.22	0.22	0.22	
LT934125.1	+	57901	57950	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	57951	58000	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	58001	58050	PK-15_CAGE_12h	12h	12	PK-15	1.92	1.92		1.92	1.92	1.92	
LT934125.1	+	58051	58100	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	58101	58150	PK-15_CAGE_12h	12h	12	PK-15	0.94	0.94		0.94	0.94	0.94	
LT934125.1	+	58151	58200	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	58201	58250	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	58251	58300	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	58301	58350	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	58351	58400	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	58401	58450	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	58451	58500	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	58501	58550	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	58551	58600	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	58601	58650	PK-15_CAGE_12h	12h	12	PK-15	8.6	8.6		8.6	8.6	8.6	
LT934125.1	+	58651	58700	PK-15_CAGE_12h	12h	12	PK-15	6.3	6.3		6.3	6.3	6.3	
LT934125.1	+	58701	58750	PK-15_CAGE_12h	12h	12	PK-15	2.06	2.06		2.06	2.06	2.06	
LT934125.1	+	58751	58800	PK-15_CAGE_12h	12h	12	PK-15	3.48	3.48		3.48	3.48	3.48	
LT934125.1	+	58801	58850	PK-15_CAGE_12h	12h	12	PK-15	2.34	2.34		2.34	2.34	2.34	
LT934125.1	+	58851	58900	PK-15_CAGE_12h	12h	12	PK-15	2.96	2.96		2.96	2.96	2.96	
LT934125.1	+	58901	58950	PK-15_CAGE_12h	12h	12	PK-15	1.26	1.26		1.26	1.26	1.26	
LT934125.1	+	58951	59000	PK-15_CAGE_12h	12h	12	PK-15	1.66	1.66		1.66	1.66	1.66	
LT934125.1	+	59001	59050	PK-15_CAGE_12h	12h	12	PK-15	24.16	24.16		24.16	24.16	24.16	
LT934125.1	+	59051	59100	PK-15_CAGE_12h	12h	12	PK-15	185.32	185.32		185.32	185.32	185.32	
LT934125.1	+	59101	59150	PK-15_CAGE_12h	12h	12	PK-15	30.78	30.78		30.78	30.78	30.78	
LT934125.1	+	59151	59200	PK-15_CAGE_12h	12h	12	PK-15	2.4	2.4		2.4	2.4	2.4	
LT934125.1	+	59201	59250	PK-15_CAGE_12h	12h	12	PK-15	5.54	5.54		5.54	5.54	5.54	
LT934125.1	+	59251	59300	PK-15_CAGE_12h	12h	12	PK-15	5.08	5.08		5.08	5.08	5.08	
LT934125.1	+	59301	59350	PK-15_CAGE_12h	12h	12	PK-15	4.68	4.68		4.68	4.68	4.68	
LT934125.1	+	59351	59400	PK-15_CAGE_12h	12h	12	PK-15	4.2	4.2		4.2	4.2	4.2	
LT934125.1	+	59401	59450	PK-15_CAGE_12h	12h	12	PK-15	2.56	2.56		2.56	2.56	2.56	
LT934125.1	+	59451	59500	PK-15_CAGE_12h	12h	12	PK-15	2.42	2.42		2.42	2.42	2.42	
LT934125.1	+	59501	59550	PK-15_CAGE_12h	12h	12	PK-15	3.9	3.9		3.9	3.9	3.9	
LT934125.1	+	59551	59600	PK-15_CAGE_12h	12h	12	PK-15	4.26	4.26		4.26	4.26	4.26	
LT934125.1	+	59601	59650	PK-15_CAGE_12h	12h	12	PK-15	1.7	1.7		1.7	1.7	1.7	
LT934125.1	+	59651	59700	PK-15_CAGE_12h	12h	12	PK-15	2.18	2.18		2.18	2.18	2.18	
LT934125.1	+	59701	59750	PK-15_CAGE_12h	12h	12	PK-15	3.84	3.84		3.84	3.84	3.84	
LT934125.1	+	59751	59800	PK-15_CAGE_12h	12h	12	PK-15	9.12	9.12		9.12	9.12	9.12	
LT934125.1	+	59801	59850	PK-15_CAGE_12h	12h	12	PK-15	8.12	8.12		8.12	8.12	8.12	
LT934125.1	+	59851	59900	PK-15_CAGE_12h	12h	12	PK-15	2.52	2.52		2.52	2.52	2.52	
LT934125.1	+	59901	59950	PK-15_CAGE_12h	12h	12	PK-15	2.1	2.1		2.1	2.1	2.1	
LT934125.1	+	59951	60000	PK-15_CAGE_12h	12h	12	PK-15	0.72	0.72		0.72	0.72	0.72	
LT934125.1	+	60001	60050	PK-15_CAGE_12h	12h	12	PK-15	0.92	0.92		0.92	0.92	0.92	
LT934125.1	+	60051	60100	PK-15_CAGE_12h	12h	12	PK-15	0.98	0.98		0.98	0.98	0.98	
LT934125.1	+	60101	60150	PK-15_CAGE_12h	12h	12	PK-15	1.52	1.52		1.52	1.52	1.52	
LT934125.1	+	60151	60200	PK-15_CAGE_12h	12h	12	PK-15	0.78	0.78		0.78	0.78	0.78	
LT934125.1	+	60201	60250	PK-15_CAGE_12h	12h	12	PK-15	90.18	90.18		90.18	90.18	90.18	
LT934125.1	+	60251	60300	PK-15_CAGE_12h	12h	12	PK-15	147.72	147.72		147.72	147.72	147.72	
LT934125.1	+	60301	60350	PK-15_CAGE_12h	12h	12	PK-15	0.86	0.86		0.86	0.86	0.86	
LT934125.1	+	60351	60400	PK-15_CAGE_12h	12h	12	PK-15	3.7	3.7		3.7	3.7	3.7	
LT934125.1	+	60401	60450	PK-15_CAGE_12h	12h	12	PK-15	1.9	1.9		1.9	1.9	1.9	
LT934125.1	+	60451	60500	PK-15_CAGE_12h	12h	12	PK-15	1.4	1.4		1.4	1.4	1.4	
LT934125.1	+	60501	60550	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	60551	60600	PK-15_CAGE_12h	12h	12	PK-15	1.68	1.68		1.68	1.68	1.68	
LT934125.1	+	60601	60650	PK-15_CAGE_12h	12h	12	PK-15	3.18	3.18		3.18	3.18	3.18	
LT934125.1	+	60651	60700	PK-15_CAGE_12h	12h	12	PK-15	2.34	2.34		2.34	2.34	2.34	
LT934125.1	+	60701	60750	PK-15_CAGE_12h	12h	12	PK-15	2.36	2.36		2.36	2.36	2.36	
LT934125.1	+	60751	60800	PK-15_CAGE_12h	12h	12	PK-15	2.8	2.8		2.8	2.8	2.8	
LT934125.1	+	60801	60850	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	60851	60900	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	60901	60950	PK-15_CAGE_12h	12h	12	PK-15	0.26	0.26		0.26	0.26	0.26	
LT934125.1	+	60951	61000	PK-15_CAGE_12h	12h	12	PK-15	2.28	2.28		2.28	2.28	2.28	
LT934125.1	+	61001	61050	PK-15_CAGE_12h	12h	12	PK-15	0.32	0.32		0.32	0.32	0.32	
LT934125.1	+	61051	61100	PK-15_CAGE_12h	12h	12	PK-15	13	13		13	13	13	
LT934125.1	+	61101	61150	PK-15_CAGE_12h	12h	12	PK-15	12.32	12.32		12.32	12.32	12.32	
LT934125.1	+	61151	61200	PK-15_CAGE_12h	12h	12	PK-15	1.46	1.46		1.46	1.46	1.46	
LT934125.1	+	61201	61250	PK-15_CAGE_12h	12h	12	PK-15	2.52	2.52		2.52	2.52	2.52	
LT934125.1	+	61251	61300	PK-15_CAGE_12h	12h	12	PK-15	1.16	1.16		1.16	1.16	1.16	
LT934125.1	+	61301	61350	PK-15_CAGE_12h	12h	12	PK-15	1	1		1	1	1	
LT934125.1	+	61351	61400	PK-15_CAGE_12h	12h	12	PK-15	5.12	5.12		5.12	5.12	5.12	
LT934125.1	+	61401	61450	PK-15_CAGE_12h	12h	12	PK-15	4.68	4.68		4.68	4.68	4.68	
LT934125.1	+	61451	61500	PK-15_CAGE_12h	12h	12	PK-15	1.1	1.1		1.1	1.1	1.1	
LT934125.1	+	61501	61550	PK-15_CAGE_12h	12h	12	PK-15	2.16	2.16		2.16	2.16	2.16	
LT934125.1	+	61551	61600	PK-15_CAGE_12h	12h	12	PK-15	1.7	1.7		1.7	1.7	1.7	
LT934125.1	+	61601	61650	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	61651	61700	PK-15_CAGE_12h	12h	12	PK-15	1.9	1.9		1.9	1.9	1.9	
LT934125.1	+	61701	61750	PK-15_CAGE_12h	12h	12	PK-15	4.24	4.24		4.24	4.24	4.24	
LT934125.1	+	61751	61800	PK-15_CAGE_12h	12h	12	PK-15	2.18	2.18		2.18	2.18	2.18	
LT934125.1	+	61801	61850	PK-15_CAGE_12h	12h	12	PK-15	2.8	2.8		2.8	2.8	2.8	
LT934125.1	+	61851	61900	PK-15_CAGE_12h	12h	12	PK-15	3.36	3.36		3.36	3.36	3.36	
LT934125.1	+	61901	61950	PK-15_CAGE_12h	12h	12	PK-15	1.88	1.88		1.88	1.88	1.88	
LT934125.1	+	61951	62000	PK-15_CAGE_12h	12h	12	PK-15	2.14	2.14		2.14	2.14	2.14	
LT934125.1	+	62001	62050	PK-15_CAGE_12h	12h	12	PK-15	1.64	1.64		1.64	1.64	1.64	
LT934125.1	+	62051	62100	PK-15_CAGE_12h	12h	12	PK-15	1.68	1.68		1.68	1.68	1.68	
LT934125.1	+	62101	62150	PK-15_CAGE_12h	12h	12	PK-15	1.36	1.36		1.36	1.36	1.36	
LT934125.1	+	62151	62200	PK-15_CAGE_12h	12h	12	PK-15	0.84	0.84		0.84	0.84	0.84	
LT934125.1	+	62201	62250	PK-15_CAGE_12h	12h	12	PK-15	1.18	1.18		1.18	1.18	1.18	
LT934125.1	+	62251	62300	PK-15_CAGE_12h	12h	12	PK-15	4.7	4.7		4.7	4.7	4.7	
LT934125.1	+	62301	62350	PK-15_CAGE_12h	12h	12	PK-15	7.66	7.66		7.66	7.66	7.66	
LT934125.1	+	62351	62400	PK-15_CAGE_12h	12h	12	PK-15	4.56	4.56		4.56	4.56	4.56	
LT934125.1	+	62401	62450	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	62451	62500	PK-15_CAGE_12h	12h	12	PK-15	1.08	1.08		1.08	1.08	1.08	
LT934125.1	+	62501	62550	PK-15_CAGE_12h	12h	12	PK-15	2.46	2.46		2.46	2.46	2.46	
LT934125.1	+	62551	62600	PK-15_CAGE_12h	12h	12	PK-15	3.76	3.76		3.76	3.76	3.76	
LT934125.1	+	62601	62650	PK-15_CAGE_12h	12h	12	PK-15	3.7	3.7		3.7	3.7	3.7	
LT934125.1	+	62651	62700	PK-15_CAGE_12h	12h	12	PK-15	5.54	5.54		5.54	5.54	5.54	
LT934125.1	+	62701	62750	PK-15_CAGE_12h	12h	12	PK-15	3.38	3.38		3.38	3.38	3.38	
LT934125.1	+	62751	62800	PK-15_CAGE_12h	12h	12	PK-15	3.56	3.56		3.56	3.56	3.56	
LT934125.1	+	62801	62850	PK-15_CAGE_12h	12h	12	PK-15	5.56	5.56		5.56	5.56	5.56	
LT934125.1	+	62851	62900	PK-15_CAGE_12h	12h	12	PK-15	5.88	5.88		5.88	5.88	5.88	
LT934125.1	+	62901	62950	PK-15_CAGE_12h	12h	12	PK-15	1.32	1.32		1.32	1.32	1.32	
LT934125.1	+	62951	63000	PK-15_CAGE_12h	12h	12	PK-15	8.44	8.44		8.44	8.44	8.44	
LT934125.1	+	63001	63050	PK-15_CAGE_12h	12h	12	PK-15	22.9	22.9		22.9	22.9	22.9	
LT934125.1	+	63051	63100	PK-15_CAGE_12h	12h	12	PK-15	18.24	18.24		18.24	18.24	18.24	
LT934125.1	+	63101	63150	PK-15_CAGE_12h	12h	12	PK-15	2.32	2.32		2.32	2.32	2.32	
LT934125.1	+	63151	63200	PK-15_CAGE_12h	12h	12	PK-15	1.14	1.14		1.14	1.14	1.14	
LT934125.1	+	63201	63250	PK-15_CAGE_12h	12h	12	PK-15	0.8	0.8		0.8	0.8	0.8	
LT934125.1	+	63251	63300	PK-15_CAGE_12h	12h	12	PK-15	1.44	1.44		1.44	1.44	1.44	
LT934125.1	+	63301	63350	PK-15_CAGE_12h	12h	12	PK-15	0.68	0.68		0.68	0.68	0.68	
LT934125.1	+	63351	63400	PK-15_CAGE_12h	12h	12	PK-15	0.28	0.28		0.28	0.28	0.28	
LT934125.1	+	63401	63450	PK-15_CAGE_12h	12h	12	PK-15	1.68	1.68		1.68	1.68	1.68	
LT934125.1	+	63451	63500	PK-15_CAGE_12h	12h	12	PK-15	0.26	0.26		0.26	0.26	0.26	
LT934125.1	+	63501	63550	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	63551	63600	PK-15_CAGE_12h	12h	12	PK-15	1.46	1.46		1.46	1.46	1.46	
LT934125.1	+	63601	63650	PK-15_CAGE_12h	12h	12	PK-15	0.46	0.46		0.46	0.46	0.46	
LT934125.1	+	63651	63700	PK-15_CAGE_12h	12h	12	PK-15	1.54	1.54		1.54	1.54	1.54	
LT934125.1	+	63701	63750	PK-15_CAGE_12h	12h	12	PK-15	2.3	2.3		2.3	2.3	2.3	
LT934125.1	+	63751	63800	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	63801	63850	PK-15_CAGE_12h	12h	12	PK-15	0.78	0.78		0.78	0.78	0.78	
LT934125.1	+	63851	63900	PK-15_CAGE_12h	12h	12	PK-15	1.26	1.26		1.26	1.26	1.26	
LT934125.1	+	63901	63950	PK-15_CAGE_12h	12h	12	PK-15	1.9	1.9		1.9	1.9	1.9	
LT934125.1	+	63951	64000	PK-15_CAGE_12h	12h	12	PK-15	1.88	1.88		1.88	1.88	1.88	
LT934125.1	+	64001	64050	PK-15_CAGE_12h	12h	12	PK-15	1.18	1.18		1.18	1.18	1.18	
LT934125.1	+	64051	64100	PK-15_CAGE_12h	12h	12	PK-15	2.5	2.5		2.5	2.5	2.5	
LT934125.1	+	64101	64150	PK-15_CAGE_12h	12h	12	PK-15	0.16	0.16		0.16	0.16	0.16	
LT934125.1	+	64151	64200	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	64201	64250	PK-15_CAGE_12h	12h	12	PK-15	0.42	0.42		0.42	0.42	0.42	
LT934125.1	+	64251	64300	PK-15_CAGE_12h	12h	12	PK-15	1.98	1.98		1.98	1.98	1.98	
LT934125.1	+	64301	64350	PK-15_CAGE_12h	12h	12	PK-15	1.34	1.34		1.34	1.34	1.34	
LT934125.1	+	64351	64400	PK-15_CAGE_12h	12h	12	PK-15	0.9	0.9		0.9	0.9	0.9	
LT934125.1	+	64401	64450	PK-15_CAGE_12h	12h	12	PK-15	0.04	0.04		0.04	0.04	0.04	
LT934125.1	+	64451	64500	PK-15_CAGE_12h	12h	12	PK-15	0.42	0.42		0.42	0.42	0.42	
LT934125.1	+	64501	64550	PK-15_CAGE_12h	12h	12	PK-15	0.52	0.52		0.52	0.52	0.52	
LT934125.1	+	64551	64600	PK-15_CAGE_12h	12h	12	PK-15	0.58	0.58		0.58	0.58	0.58	
LT934125.1	+	64601	64650	PK-15_CAGE_12h	12h	12	PK-15	0.36	0.36		0.36	0.36	0.36	
LT934125.1	+	64651	64700	PK-15_CAGE_12h	12h	12	PK-15	0.94	0.94		0.94	0.94	0.94	
LT934125.1	+	64701	64750	PK-15_CAGE_12h	12h	12	PK-15	0.34	0.34		0.34	0.34	0.34	
LT934125.1	+	64751	64800	PK-15_CAGE_12h	12h	12	PK-15	0.66	0.66		0.66	0.66	0.66	
LT934125.1	+	64801	64850	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	64851	64900	PK-15_CAGE_12h	12h	12	PK-15	0.62	0.62		0.62	0.62	0.62	
LT934125.1	+	64901	64950	PK-15_CAGE_12h	12h	12	PK-15	1.26	1.26		1.26	1.26	1.26	
LT934125.1	+	64951	65000	PK-15_CAGE_12h	12h	12	PK-15	1.64	1.64		1.64	1.64	1.64	
LT934125.1	+	65001	65050	PK-15_CAGE_12h	12h	12	PK-15	2.68	2.68		2.68	2.68	2.68	
LT934125.1	+	65051	65100	PK-15_CAGE_12h	12h	12	PK-15	1.56	1.56		1.56	1.56	1.56	
LT934125.1	+	65101	65150	PK-15_CAGE_12h	12h	12	PK-15	0.16	0.16		0.16	0.16	0.16	
LT934125.1	+	65151	65200	PK-15_CAGE_12h	12h	12	PK-15	0.86	0.86		0.86	0.86	0.86	
LT934125.1	+	65201	65250	PK-15_CAGE_12h	12h	12	PK-15	1.06	1.06		1.06	1.06	1.06	
LT934125.1	+	65251	65300	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	65301	65350	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	65351	65400	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	65401	65450	PK-15_CAGE_12h	12h	12	PK-15	0.78	0.78		0.78	0.78	0.78	
LT934125.1	+	65451	65500	PK-15_CAGE_12h	12h	12	PK-15	0.16	0.16		0.16	0.16	0.16	
LT934125.1	+	65501	65550	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	65551	65600	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	65601	65650	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	65651	65700	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	65701	65750	PK-15_CAGE_12h	12h	12	PK-15	2.12	2.12		2.12	2.12	2.12	
LT934125.1	+	65751	65800	PK-15_CAGE_12h	12h	12	PK-15	0.88	0.88		0.88	0.88	0.88	
LT934125.1	+	65801	65850	PK-15_CAGE_12h	12h	12	PK-15	222.04	222.04		222.04	222.04	222.04	
LT934125.1	+	65851	65900	PK-15_CAGE_12h	12h	12	PK-15	12.04	12.04		12.04	12.04	12.04	
LT934125.1	+	65901	65950	PK-15_CAGE_12h	12h	12	PK-15	1.44	1.44		1.44	1.44	1.44	
LT934125.1	+	65951	66000	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	66001	66050	PK-15_CAGE_12h	12h	12	PK-15	0.64	0.64		0.64	0.64	0.64	
LT934125.1	+	66051	66100	PK-15_CAGE_12h	12h	12	PK-15	2.66	2.66		2.66	2.66	2.66	
LT934125.1	+	66101	66150	PK-15_CAGE_12h	12h	12	PK-15	3.16	3.16		3.16	3.16	3.16	
LT934125.1	+	66151	66200	PK-15_CAGE_12h	12h	12	PK-15	1.2	1.2		1.2	1.2	1.2	
LT934125.1	+	66201	66250	PK-15_CAGE_12h	12h	12	PK-15	2.52	2.52		2.52	2.52	2.52	
LT934125.1	+	66251	66300	PK-15_CAGE_12h	12h	12	PK-15	0.72	0.72		0.72	0.72	0.72	
LT934125.1	+	66301	66350	PK-15_CAGE_12h	12h	12	PK-15	80.16	80.16		80.16	80.16	80.16	
LT934125.1	+	66351	66400	PK-15_CAGE_12h	12h	12	PK-15	165.44	165.44		165.44	165.44	165.44	
LT934125.1	+	66401	66450	PK-15_CAGE_12h	12h	12	PK-15	5.46	5.46		5.46	5.46	5.46	
LT934125.1	+	66451	66500	PK-15_CAGE_12h	12h	12	PK-15	4.1	4.1		4.1	4.1	4.1	
LT934125.1	+	66501	66550	PK-15_CAGE_12h	12h	12	PK-15	2.46	2.46		2.46	2.46	2.46	
LT934125.1	+	66551	66600	PK-15_CAGE_12h	12h	12	PK-15	3.16	3.16		3.16	3.16	3.16	
LT934125.1	+	66601	66650	PK-15_CAGE_12h	12h	12	PK-15	3.58	3.58		3.58	3.58	3.58	
LT934125.1	+	66651	66700	PK-15_CAGE_12h	12h	12	PK-15	2.34	2.34		2.34	2.34	2.34	
LT934125.1	+	66701	66750	PK-15_CAGE_12h	12h	12	PK-15	3.54	3.54		3.54	3.54	3.54	
LT934125.1	+	66751	66800	PK-15_CAGE_12h	12h	12	PK-15	1.74	1.74		1.74	1.74	1.74	
LT934125.1	+	66801	66850	PK-15_CAGE_12h	12h	12	PK-15	12.24	12.24		12.24	12.24	12.24	
LT934125.1	+	66851	66900	PK-15_CAGE_12h	12h	12	PK-15	6.6	6.6		6.6	6.6	6.6	
LT934125.1	+	66901	66950	PK-15_CAGE_12h	12h	12	PK-15	4.38	4.38		4.38	4.38	4.38	
LT934125.1	+	66951	67000	PK-15_CAGE_12h	12h	12	PK-15	3.88	3.88		3.88	3.88	3.88	
LT934125.1	+	67001	67050	PK-15_CAGE_12h	12h	12	PK-15	4.72	4.72		4.72	4.72	4.72	
LT934125.1	+	67051	67100	PK-15_CAGE_12h	12h	12	PK-15	4.54	4.54		4.54	4.54	4.54	
LT934125.1	+	67101	67150	PK-15_CAGE_12h	12h	12	PK-15	3.6	3.6		3.6	3.6	3.6	
LT934125.1	+	67151	67200	PK-15_CAGE_12h	12h	12	PK-15	6.7	6.7		6.7	6.7	6.7	
LT934125.1	+	67201	67250	PK-15_CAGE_12h	12h	12	PK-15	8.36	8.36		8.36	8.36	8.36	
LT934125.1	+	67251	67300	PK-15_CAGE_12h	12h	12	PK-15	5.02	5.02		5.02	5.02	5.02	
LT934125.1	+	67301	67350	PK-15_CAGE_12h	12h	12	PK-15	5.24	5.24		5.24	5.24	5.24	
LT934125.1	+	67351	67400	PK-15_CAGE_12h	12h	12	PK-15	9.04	9.04		9.04	9.04	9.04	
LT934125.1	+	67401	67450	PK-15_CAGE_12h	12h	12	PK-15	6.36	6.36		6.36	6.36	6.36	
LT934125.1	+	67451	67500	PK-15_CAGE_12h	12h	12	PK-15	3.56	3.56		3.56	3.56	3.56	
LT934125.1	+	67501	67550	PK-15_CAGE_12h	12h	12	PK-15	4.92	4.92		4.92	4.92	4.92	
LT934125.1	+	67551	67600	PK-15_CAGE_12h	12h	12	PK-15	2.94	2.94		2.94	2.94	2.94	
LT934125.1	+	67601	67650	PK-15_CAGE_12h	12h	12	PK-15	5.12	5.12		5.12	5.12	5.12	
LT934125.1	+	67651	67700	PK-15_CAGE_12h	12h	12	PK-15	1.48	1.48		1.48	1.48	1.48	
LT934125.1	+	67701	67750	PK-15_CAGE_12h	12h	12	PK-15	7.08	7.08		7.08	7.08	7.08	
LT934125.1	+	67751	67800	PK-15_CAGE_12h	12h	12	PK-15	2.92	2.92		2.92	2.92	2.92	
LT934125.1	+	67801	67850	PK-15_CAGE_12h	12h	12	PK-15	4.98	4.98		4.98	4.98	4.98	
LT934125.1	+	67851	67900	PK-15_CAGE_12h	12h	12	PK-15	6.52	6.52		6.52	6.52	6.52	
LT934125.1	+	67901	67950	PK-15_CAGE_12h	12h	12	PK-15	6.1	6.1		6.1	6.1	6.1	
LT934125.1	+	67951	68000	PK-15_CAGE_12h	12h	12	PK-15	10.18	10.18		10.18	10.18	10.18	
LT934125.1	+	68001	68050	PK-15_CAGE_12h	12h	12	PK-15	6.12	6.12		6.12	6.12	6.12	
LT934125.1	+	68051	68100	PK-15_CAGE_12h	12h	12	PK-15	2.14	2.14		2.14	2.14	2.14	
LT934125.1	+	68101	68150	PK-15_CAGE_12h	12h	12	PK-15	8.72	8.72		8.72	8.72	8.72	
LT934125.1	+	68151	68200	PK-15_CAGE_12h	12h	12	PK-15	10.7	10.7		10.7	10.7	10.7	
LT934125.1	+	68201	68250	PK-15_CAGE_12h	12h	12	PK-15	5.46	5.46		5.46	5.46	5.46	
LT934125.1	+	68251	68300	PK-15_CAGE_12h	12h	12	PK-15	9.9	9.9		9.9	9.9	9.9	
LT934125.1	+	68301	68350	PK-15_CAGE_12h	12h	12	PK-15	10.22	10.22		10.22	10.22	10.22	
LT934125.1	+	68351	68400	PK-15_CAGE_12h	12h	12	PK-15	5.68	5.68		5.68	5.68	5.68	
LT934125.1	+	68401	68450	PK-15_CAGE_12h	12h	12	PK-15	2.46	2.46		2.46	2.46	2.46	
LT934125.1	+	68451	68500	PK-15_CAGE_12h	12h	12	PK-15	10.58	10.58		10.58	10.58	10.58	
LT934125.1	+	68501	68550	PK-15_CAGE_12h	12h	12	PK-15	14.38	14.38		14.38	14.38	14.38	
LT934125.1	+	68551	68600	PK-15_CAGE_12h	12h	12	PK-15	16.1	16.1		16.1	16.1	16.1	
LT934125.1	+	68601	68650	PK-15_CAGE_12h	12h	12	PK-15	5.5	5.5		5.5	5.5	5.5	
LT934125.1	+	68651	68700	PK-15_CAGE_12h	12h	12	PK-15	4.36	4.36		4.36	4.36	4.36	
LT934125.1	+	68701	68750	PK-15_CAGE_12h	12h	12	PK-15	5.76	5.76		5.76	5.76	5.76	
LT934125.1	+	68751	68800	PK-15_CAGE_12h	12h	12	PK-15	2.46	2.46		2.46	2.46	2.46	
LT934125.1	+	68801	68850	PK-15_CAGE_12h	12h	12	PK-15	6.3	6.3		6.3	6.3	6.3	
LT934125.1	+	68851	68900	PK-15_CAGE_12h	12h	12	PK-15	8.04	8.04		8.04	8.04	8.04	
LT934125.1	+	68901	68950	PK-15_CAGE_12h	12h	12	PK-15	4.2	4.2		4.2	4.2	4.2	
