group	cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	shape.score	cluster_width	group.y	hpi	cell_line	Time
ACCG	2113	LT934125.1	130892	130892	-	130892	21.608618	21.608618	130892	130892	1	0	1	PK_15_12h	12h	PK_15	12
ACCG	2125	LT934125.1	133022	133025	-	133025	608.642726	331.332135	133022	133025	4	2.89886421774168	4	PK_15_12h	12h	PK_15	12
ACCG	2127	LT934125.1	133114	133114	-	133114	14.405745	14.405745	133114	133114	1	0	1	PK_15_12h	12h	PK_15	12
ACCG	2144	LT934125.1	135285	135285	-	135285	18.007181	18.007181	135285	135285	1	0	1	PK_15_12h	12h	PK_15	12
ACCG	2146	LT934125.1	135405	135413	-	135405	64.825853	25.210054	135405	135413	9	4.98166923071067	9	PK_15_12h	12h	PK_15	12
ACCG	2148	LT934125.1	135528	135528	-	135528	14.405745	14.405745	135528	135528	1	0	1	PK_15_12h	12h	PK_15	12
ACCG	2153	LT934125.1	136045	136045	-	136045	18.007181	18.007181	136045	136045	1	0	1	PK_15_12h	12h	PK_15	12
ACCG	2154	LT934125.1	136102	136107	-	136107	50.420108	21.608618	136102	136107	6	4.02389920671885	6	PK_15_12h	12h	PK_15	12
ACCG	2156	LT934125.1	136235	136244	-	136235	7739.486507	7710.675017	136235	136235	1	0	10	PK_15_12h	12h	PK_15	12
ACCG	2157	LT934125.1	136284	136299	-	136285	194.477558	50.420108	136285	136297	13	7.33456753557308	16	PK_15_12h	12h	PK_15	12
ACCG	2159	LT934125.1	136407	136407	-	136407	21.608618	21.608618	136407	136407	1	0	1	PK_15_12h	12h	PK_15	12
ACCG	2172	LT934125.1	139912	139912	-	139912	14.405745	14.405745	139912	139912	1	0	1	PK_15_12h	12h	PK_15	12
ACCG	2176	LT934125.1	141660	141660	-	141660	25.210054	25.210054	141660	141660	1	0	1	PK_15_12h	12h	PK_15	12
ACCG	2177	LT934125.1	141727	141727	-	141727	43.217235	43.217235	141727	141727	1	0	1	PK_15_12h	12h	PK_15	12
ACCG	2180	LT934125.1	141889	141890	-	141889	230.49192	201.68043	141889	141890	2	0.543564443199596	2	PK_15_12h	12h	PK_15	12
ACCG	2181	LT934125.1	141991	141991	-	141991	18.007181	18.007181	141991	141991	1	0	1	PK_15_12h	12h	PK_15	12
ACCG	2183	LT934125.1	142143	142143	-	142143	14.405745	14.405745	142143	142143	1	0	1	PK_15_12h	12h	PK_15	12
ACCG	2184	LT934125.1	142254	142254	-	142254	14.405745	14.405745	142254	142254	1	0	1	PK_15_12h	12h	PK_15	12
ACCG	2186	LT934125.1	142421	142425	-	142424	453.780968	288.1149	142424	142425	2	0.91829583405449	5	PK_15_12h	12h	PK_15	12
AGTG	1	LT934125.1	775	775	+	775	62.932662	62.932662	775	775	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	3	LT934125.1	986	990	+	990	2957.835116	2454.37382	987	990	4	1.49319665010434	5	PK_15_4h	4h	PK_15	4
AGTG	5	LT934125.1	1108	1108	+	1108	62.932662	62.932662	1108	1108	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	7	LT934125.1	1257	1257	+	1257	62.932662	62.932662	1257	1257	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	8	LT934125.1	1331	1339	+	1337	3775.959723	1699.181875	1334	1339	6	4.60994925530757	9	PK_15_4h	4h	PK_15	4
AGTG	9	LT934125.1	1379	1379	+	1379	62.932662	62.932662	1379	1379	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	10	LT934125.1	1469	1469	+	1469	62.932662	62.932662	1469	1469	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	12	LT934125.1	1600	1604	+	1600	314.66331	125.865324	1600	1604	5	3.53380760191737	5	PK_15_4h	4h	PK_15	4
AGTG	14	LT934125.1	1712	1712	+	1712	125.865324	125.865324	1712	1712	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	15	LT934125.1	1830	1830	+	1830	125.865324	125.865324	1830	1830	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	16	LT934125.1	1912	1912	+	1912	62.932662	62.932662	1912	1912	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	17	LT934125.1	2014	2014	+	2014	62.932662	62.932662	2014	2014	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	20	LT934125.1	2168	2168	+	2168	125.865324	125.865324	2168	2168	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	22	LT934125.1	2277	2277	+	2277	62.932662	62.932662	2277	2277	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	23	LT934125.1	2370	2370	+	2370	62.932662	62.932662	2370	2370	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	24	LT934125.1	2487	2487	+	2487	62.932662	62.932662	2487	2487	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	25	LT934125.1	2569	2571	+	2569	125.865324	62.932662	2569	2571	3	1.58496250072116	3	PK_15_4h	4h	PK_15	4
AGTG	28	LT934125.1	2969	2969	+	2969	62.932662	62.932662	2969	2969	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	31	LT934125.1	3966	3966	+	3966	62.932662	62.932662	3966	3966	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	34	LT934125.1	4630	4632	+	4630	125.865324	62.932662	4630	4632	3	1.58496250072116	3	PK_15_4h	4h	PK_15	4
AGTG	35	LT934125.1	4949	4949	+	4949	62.932662	62.932662	4949	4949	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	39	LT934125.1	6731	6731	+	6731	62.932662	62.932662	6731	6731	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	40	LT934125.1	6887	6887	+	6887	62.932662	62.932662	6887	6887	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	41	LT934125.1	7097	7097	+	7097	62.932662	62.932662	7097	7097	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	42	LT934125.1	7272	7281	+	7272	125.865324	62.932662	7272	7281	10	3.32192809488736	10	PK_15_4h	4h	PK_15	4
AGTG	44	LT934125.1	7587	7591	+	7591	3964.757709	2706.104468	7588	7591	4	1.75039157755656	5	PK_15_4h	4h	PK_15	4
AGTG	45	LT934125.1	7698	7698	+	7698	62.932662	62.932662	7698	7698	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	46	LT934125.1	7752	7752	+	7752	62.932662	62.932662	7752	7752	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	48	LT934125.1	7863	7863	+	7863	62.932662	62.932662	7863	7863	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	49	LT934125.1	8239	8239	+	8239	62.932662	62.932662	8239	8239	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	51	LT934125.1	8605	8605	+	8605	62.932662	62.932662	8605	8605	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	54	LT934125.1	8805	8805	+	8805	62.932662	62.932662	8805	8805	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	55	LT934125.1	8902	8902	+	8902	62.932662	62.932662	8902	8902	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	57	LT934125.1	9052	9052	+	9052	62.932662	62.932662	9052	9052	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	58	LT934125.1	9110	9112	+	9112	251.730648	188.797986	9110	9112	3	1.28584540492312	3	PK_15_4h	4h	PK_15	4
AGTG	59	LT934125.1	9267	9270	+	9270	16677.155443	14474.512272	9269	9270	2	0.462749058523408	4	PK_15_4h	4h	PK_15	4
AGTG	60	LT934125.1	9339	9339	+	9339	62.932662	62.932662	9339	9339	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	61	LT934125.1	9411	9415	+	9415	755.191945	692.259283	9415	9415	1	0	5	PK_15_4h	4h	PK_15	4
AGTG	62	LT934125.1	9478	9488	+	9480	440.528634	188.797986	9478	9488	11	6.37355646705709	11	PK_15_4h	4h	PK_15	4
AGTG	63	LT934125.1	9545	9548	+	9548	629.32662	503.461296	9545	9548	4	1.44385618977472	4	PK_15_4h	4h	PK_15	4
AGTG	65	LT934125.1	9640	9646	+	9646	19697.923222	16928.886092	9644	9646	3	0.849526321733901	7	PK_15_4h	4h	PK_15	4
AGTG	66	LT934125.1	9707	9710	+	9707	818.124606	377.595972	9707	9710	4	3.05246981989905	4	PK_15_4h	4h	PK_15	4
AGTG	67	LT934125.1	9759	9771	+	9762	503.461296	251.730648	9759	9771	13	5.20148261524489	13	PK_15_4h	4h	PK_15	4
AGTG	70	LT934125.1	9932	9939	+	9933	692.259282	503.461296	9933	9939	7	2.02670839055371	8	PK_15_4h	4h	PK_15	4
AGTG	73	LT934125.1	10088	10089	+	10089	251.730648	188.797986	10088	10089	2	0.811278124459133	2	PK_15_4h	4h	PK_15	4
AGTG	74	LT934125.1	10135	10135	+	10135	62.932662	62.932662	10135	10135	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	78	LT934125.1	10431	10435	+	10431	881.057268	566.393958	10431	10435	5	3.44535052820735	5	PK_15_4h	4h	PK_15	4
AGTG	79	LT934125.1	10521	10521	+	10521	62.932662	62.932662	10521	10521	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	80	LT934125.1	10628	10628	+	10628	62.932662	62.932662	10628	10628	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	84	LT934125.1	10956	10956	+	10956	62.932662	62.932662	10956	10956	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	85	LT934125.1	10997	10997	+	10997	62.932662	62.932662	10997	10997	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	86	LT934125.1	11040	11040	+	11040	62.932662	62.932662	11040	11040	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	93	LT934125.1	11787	11797	+	11793	9628.697293	4342.353682	11793	11794	2	0.995592754446442	11	PK_15_4h	4h	PK_15	4
AGTG	94	LT934125.1	11840	11840	+	11840	62.932662	62.932662	11840	11840	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	95	LT934125.1	11930	11930	+	11930	62.932662	62.932662	11930	11930	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	97	LT934125.1	12019	12019	+	12019	62.932662	62.932662	12019	12019	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	98	LT934125.1	12059	12065	+	12059	251.730648	125.865324	12059	12065	7	2.8073549220576	7	PK_15_4h	4h	PK_15	4
AGTG	101	LT934125.1	12204	12211	+	12204	125.865324	62.932662	12204	12211	8	3	8	PK_15_4h	4h	PK_15	4
AGTG	107	LT934125.1	13326	13326	+	13326	62.932662	62.932662	13326	13326	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	113	LT934125.1	14044	14051	+	14048	16173.694147	14096.9163	14048	14050	3	0.276372213898041	8	PK_15_4h	4h	PK_15	4
AGTG	115	LT934125.1	14175	14176	+	14175	125.865324	62.932662	14175	14176	2	1	2	PK_15_4h	4h	PK_15	4
AGTG	117	LT934125.1	14267	14267	+	14267	62.932662	62.932662	14267	14267	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	123	LT934125.1	14603	14603	+	14603	62.932662	62.932662	14603	14603	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	124	LT934125.1	14654	14654	+	14654	62.932662	62.932662	14654	14654	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	126	LT934125.1	14822	14822	+	14822	62.932662	62.932662	14822	14822	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	128	LT934125.1	14935	14943	+	14935	125.865324	62.932662	14935	14943	9	3.16992500144231	9	PK_15_4h	4h	PK_15	4
AGTG	130	LT934125.1	15102	15109	+	15102	125.865324	62.932662	15102	15109	8	3	8	PK_15_4h	4h	PK_15	4
AGTG	131	LT934125.1	15172	15172	+	15172	62.932662	62.932662	15172	15172	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	132	LT934125.1	15251	15251	+	15251	62.932662	62.932662	15251	15251	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	133	LT934125.1	15321	15327	+	15321	125.865324	62.932662	15321	15327	7	2.8073549220576	7	PK_15_4h	4h	PK_15	4
AGTG	135	LT934125.1	15445	15445	+	15445	62.932662	62.932662	15445	15445	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	136	LT934125.1	15513	15513	+	15513	125.865324	125.865324	15513	15513	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	137	LT934125.1	15596	15596	+	15596	251.730648	251.730648	15596	15596	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	140	LT934125.1	15769	15769	+	15769	125.865324	125.865324	15769	15769	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	141	LT934125.1	15846	15846	+	15846	62.932662	62.932662	15846	15846	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	142	LT934125.1	15982	15982	+	15982	62.932662	62.932662	15982	15982	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	145	LT934125.1	16657	16657	+	16657	62.932662	62.932662	16657	16657	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	148	LT934125.1	17395	17395	+	17395	125.865324	125.865324	17395	17395	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	154	LT934125.1	20379	20382	+	20379	188.797986	62.932662	20379	20382	4	3.16992500144231	4	PK_15_4h	4h	PK_15	4
AGTG	156	LT934125.1	21320	21320	+	21320	62.932662	62.932662	21320	21320	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	164	LT934125.1	24821	24821	+	24821	62.932662	62.932662	24821	24821	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	169	LT934125.1	25420	25422	+	25420	3272.498426	1636.249213	25420	25422	3	1.58496250072116	3	PK_15_4h	4h	PK_15	4
AGTG	170	LT934125.1	25593	25593	+	25593	62.932662	62.932662	25593	25593	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	171	LT934125.1	25827	25827	+	25827	62.932662	62.932662	25827	25827	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	172	LT934125.1	25887	25887	+	25887	62.932662	62.932662	25887	25887	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	173	LT934125.1	25990	25990	+	25990	62.932662	62.932662	25990	25990	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	174	LT934125.1	26034	26034	+	26034	62.932662	62.932662	26034	26034	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	176	LT934125.1	26373	26373	+	26373	62.932662	62.932662	26373	26373	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	181	LT934125.1	27041	27041	+	27041	62.932662	62.932662	27041	27041	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	183	LT934125.1	27194	27194	+	27194	62.932662	62.932662	27194	27194	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	186	LT934125.1	27612	27612	+	27612	62.932662	62.932662	27612	27612	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	187	LT934125.1	27825	27828	+	27825	125.865324	62.932662	27825	27828	4	2	4	PK_15_4h	4h	PK_15	4
AGTG	188	LT934125.1	28074	28074	+	28074	62.932662	62.932662	28074	28074	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	205	LT934125.1	30269	30275	+	30269	125.865324	62.932662	30269	30275	7	2.8073549220576	7	PK_15_4h	4h	PK_15	4
AGTG	210	LT934125.1	30715	30715	+	30715	62.932662	62.932662	30715	30715	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	213	LT934125.1	30949	30949	+	30949	62.932662	62.932662	30949	30949	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	215	LT934125.1	31093	31098	+	31098	11327.879169	7237.256136	31096	31098	3	1.8798488165891	6	PK_15_4h	4h	PK_15	4
AGTG	216	LT934125.1	31149	31149	+	31149	62.932662	62.932662	31149	31149	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	217	LT934125.1	31229	31229	+	31229	188.797986	188.797986	31229	31229	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	218	LT934125.1	31270	31272	+	31271	2139.71051	1384.518565	31271	31272	2	0.918295834214994	3	PK_15_4h	4h	PK_15	4
AGTG	219	LT934125.1	31329	31330	+	31330	251.730648	188.797986	31329	31330	2	0.811278124459133	2	PK_15_4h	4h	PK_15	4
AGTG	221	LT934125.1	31457	31457	+	31457	251.730648	251.730648	31457	31457	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	223	LT934125.1	31601	31605	+	31605	818.124607	755.191945	31605	31605	1	0	5	PK_15_4h	4h	PK_15	4
AGTG	226	LT934125.1	31769	31770	+	31769	188.797986	125.865324	31769	31770	2	0.91829583405449	2	PK_15_4h	4h	PK_15	4
AGTG	227	LT934125.1	31862	31862	+	31862	62.932662	62.932662	31862	31862	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	228	LT934125.1	31932	31941	+	31941	1195.720578	566.393958	31932	31941	10	5.01288088984021	10	PK_15_4h	4h	PK_15	4
AGTG	229	LT934125.1	32029	32040	+	32038	6859.660163	3209.565765	32036	32038	3	2.00138244040859	12	PK_15_4h	4h	PK_15	4
AGTG	230	LT934125.1	32095	32095	+	32095	62.932662	62.932662	32095	32095	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	231	LT934125.1	32164	32164	+	32164	62.932662	62.932662	32164	32164	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	233	LT934125.1	32733	32733	+	32733	62.932662	62.932662	32733	32733	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	234	LT934125.1	34143	34143	+	34143	62.932662	62.932662	34143	34143	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	237	LT934125.1	34531	34531	+	34531	62.932662	62.932662	34531	34531	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	242	LT934125.1	40811	40811	+	40811	62.932662	62.932662	40811	40811	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	243	LT934125.1	40998	40998	+	40998	62.932662	62.932662	40998	40998	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	244	LT934125.1	41432	41432	+	41432	62.932662	62.932662	41432	41432	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	245	LT934125.1	41683	41683	+	41683	62.932662	62.932662	41683	41683	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	246	LT934125.1	42015	42015	+	42015	62.932662	62.932662	42015	42015	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	248	LT934125.1	42676	42676	+	42676	62.932662	62.932662	42676	42676	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	252	LT934125.1	44810	44812	+	44812	6356.198867	5097.545626	44810	44812	3	1.13792379015158	3	PK_15_4h	4h	PK_15	4
AGTG	254	LT934125.1	44946	44946	+	44946	62.932662	62.932662	44946	44946	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	255	LT934125.1	45038	45038	+	45038	62.932662	62.932662	45038	45038	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	258	LT934125.1	45140	45140	+	45140	62.932662	62.932662	45140	45140	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	260	LT934125.1	45285	45285	+	45285	62.932662	62.932662	45285	45285	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	261	LT934125.1	45333	45333	+	45333	62.932662	62.932662	45333	45333	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	262	LT934125.1	45373	45373	+	45373	62.932662	62.932662	45373	45373	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	265	LT934125.1	45632	45632	+	45632	62.932662	62.932662	45632	45632	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	269	LT934125.1	46019	46029	+	46021	818.124606	251.730648	46021	46028	8	6.35423462804913	11	PK_15_4h	4h	PK_15	4
AGTG	272	LT934125.1	46227	46235	+	46235	9502.83197	9439.899308	46235	46235	1	0	9	PK_15_4h	4h	PK_15	4
AGTG	273	LT934125.1	46331	46331	+	46331	62.932662	62.932662	46331	46331	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	274	LT934125.1	46421	46421	+	46421	62.932662	62.932662	46421	46421	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	276	LT934125.1	46489	46492	+	46489	125.865324	62.932662	46489	46492	4	2	4	PK_15_4h	4h	PK_15	4
AGTG	278	LT934125.1	46655	46655	+	46655	62.932662	62.932662	46655	46655	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	283	LT934125.1	46863	46863	+	46863	62.932662	62.932662	46863	46863	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	286	LT934125.1	47027	47027	+	47027	62.932662	62.932662	47027	47027	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	289	LT934125.1	47315	47317	+	47315	377.595972	251.730648	47315	47317	3	1.45546446154482	3	PK_15_4h	4h	PK_15	4
AGTG	290	LT934125.1	47364	47364	+	47364	62.932662	62.932662	47364	47364	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	291	LT934125.1	47568	47568	+	47568	62.932662	62.932662	47568	47568	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	293	LT934125.1	47683	47683	+	47683	62.932662	62.932662	47683	47683	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	295	LT934125.1	47799	47799	+	47799	62.932662	62.932662	47799	47799	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	296	LT934125.1	47890	47898	+	47890	125.865324	62.932662	47890	47898	9	3.16992500144231	9	PK_15_4h	4h	PK_15	4
AGTG	297	LT934125.1	47964	47964	+	47964	62.932662	62.932662	47964	47964	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	299	LT934125.1	48039	48039	+	48039	125.865324	125.865324	48039	48039	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	300	LT934125.1	48104	48104	+	48104	125.865324	125.865324	48104	48104	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	303	LT934125.1	48279	48279	+	48279	62.932662	62.932662	48279	48279	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	304	LT934125.1	48332	48350	+	48341	251.730648	125.865324	48332	48350	19	6.37189127016538	19	PK_15_4h	4h	PK_15	4
AGTG	306	LT934125.1	48494	48494	+	48494	314.66331	314.66331	48494	48494	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	307	LT934125.1	48554	48570	+	48567	36375.078665	27061.044682	48567	48570	4	1.79417984780219	17	PK_15_4h	4h	PK_15	4
AGTG	311	LT934125.1	48750	48804	+	48750	692.259282	440.528634	48750	48796	47	6.42543534466609	55	PK_15_4h	4h	PK_15	4
AGTG	313	LT934125.1	48878	48887	+	48887	188.797986	125.865324	48878	48887	10	3.05051273056363	10	PK_15_4h	4h	PK_15	4
AGTG	314	LT934125.1	49017	49022	+	49019	503.461296	377.595972	49017	49022	6	2.74336415456254	6	PK_15_4h	4h	PK_15	4
AGTG	315	LT934125.1	49059	49067	+	49059	314.66331	251.730648	49059	49067	9	2.28845791722707	9	PK_15_4h	4h	PK_15	4
AGTG	316	LT934125.1	49112	49115	+	49115	377.595972	251.730648	49112	49115	4	2.50325833477565	4	PK_15_4h	4h	PK_15	4
AGTG	317	LT934125.1	49175	49224	+	49224	251.730648	125.865324	49175	49224	50	8.46578428466209	50	PK_15_4h	4h	PK_15	4
AGTG	319	LT934125.1	49333	49333	+	49333	62.932662	62.932662	49333	49333	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	320	LT934125.1	49373	49373	+	49373	125.865324	125.865324	49373	49373	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	322	LT934125.1	49501	49506	+	49501	125.865324	62.932662	49501	49506	6	2.58496250072116	6	PK_15_4h	4h	PK_15	4
AGTG	323	LT934125.1	49579	49579	+	49579	62.932662	62.932662	49579	49579	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	329	LT934125.1	50154	50156	+	50154	188.797986	125.865324	50154	50156	3	1.45546446154482	3	PK_15_4h	4h	PK_15	4
AGTG	339	LT934125.1	51235	51237	+	51235	15292.636878	9943.360604	51235	51237	3	1.70771049306478	3	PK_15_4h	4h	PK_15	4
AGTG	340	LT934125.1	51296	51300	+	51296	188.797986	125.865324	51296	51300	5	2.13221689650914	5	PK_15_4h	4h	PK_15	4
AGTG	343	LT934125.1	51525	51525	+	51525	125.865324	125.865324	51525	51525	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	344	LT934125.1	51586	51586	+	51586	62.932662	62.932662	51586	51586	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	345	LT934125.1	51681	51681	+	51681	62.932662	62.932662	51681	51681	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	347	LT934125.1	51813	51813	+	51813	62.932662	62.932662	51813	51813	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	348	LT934125.1	51903	51903	+	51903	62.932662	62.932662	51903	51903	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	350	LT934125.1	52047	52052	+	52047	566.393958	440.528634	52047	52052	6	2.54987610347827	6	PK_15_4h	4h	PK_15	4
AGTG	351	LT934125.1	52119	52125	+	52119	629.32662	251.730648	52119	52125	7	4.27259232819979	7	PK_15_4h	4h	PK_15	4
AGTG	353	LT934125.1	52214	52214	+	52214	62.932662	62.932662	52214	52214	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	356	LT934125.1	52382	52382	+	52382	62.932662	62.932662	52382	52382	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	357	LT934125.1	52434	52460	+	52460	7048.458149	3524.229075	52441	52460	20	5.82168664969572	27	PK_15_4h	4h	PK_15	4
AGTG	358	LT934125.1	52563	52563	+	52563	125.865324	125.865324	52563	52563	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	361	LT934125.1	52716	52728	+	52716	251.730648	125.865324	52716	52728	13	5.55065957721164	13	PK_15_4h	4h	PK_15	4
AGTG	363	LT934125.1	52842	52842	+	52842	62.932662	62.932662	52842	52842	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	364	LT934125.1	52882	52892	+	52882	188.797986	62.932662	52882	52892	11	5.48306938934921	11	PK_15_4h	4h	PK_15	4
AGTG	366	LT934125.1	52957	52957	+	52957	125.865324	125.865324	52957	52957	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	367	LT934125.1	53004	53004	+	53004	62.932662	62.932662	53004	53004	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	369	LT934125.1	53119	53119	+	53119	62.932662	62.932662	53119	53119	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	371	LT934125.1	53303	53303	+	53303	62.932662	62.932662	53303	53303	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	372	LT934125.1	53352	53352	+	53352	62.932662	62.932662	53352	53352	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	373	LT934125.1	53431	53431	+	53431	125.865324	125.865324	53431	53431	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	375	LT934125.1	53536	53536	+	53536	62.932662	62.932662	53536	53536	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	376	LT934125.1	53635	53652	+	53648	1321.585903	1006.922593	53644	53648	5	1.46107145081692	18	PK_15_4h	4h	PK_15	4
AGTG	380	LT934125.1	53902	53902	+	53902	62.932662	62.932662	53902	53902	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	381	LT934125.1	53956	53956	+	53956	62.932662	62.932662	53956	53956	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	382	LT934125.1	54006	54006	+	54006	62.932662	62.932662	54006	54006	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	384	LT934125.1	54076	54076	+	54076	62.932662	62.932662	54076	54076	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	388	LT934125.1	54282	54282	+	54282	62.932662	62.932662	54282	54282	1	0	1	PK_15_4h	4h	PK_15	4
AGTG	390	LT934125.1	54399	54399	+	54399	62.932662	62.932662	54399	54399	1	0	1	PK_15_4h	4h	PK_15	4
