sample	seqnames	strand	window_start	window_end	sum_coverage	mean_coverage	sd_coverage	median_coverage	min_coverage	max_coverage	varcoeff_coverage	cell_line	hpi	Time	bamfiles	libtype	group	sample_name
AGTG	LT934125.1	+	99201	99250	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	99251	99300	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	99301	99350	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	99351	99400	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	99401	99450	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	99451	99500	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	99501	99550	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	99551	99600	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	99601	99650	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	99651	99700	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	99701	99750	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	99751	99800	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	99801	99850	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	99851	99900	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	99901	99950	3	0.06	0.239897937482095	0	0	1	3.99829895803492	PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	99951	1e+05	45	0.9	0.303045763365663	1	0	1	0.336717514850737	PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	100001	100050	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	100051	100100	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	100101	100150	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	100151	100200	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	100201	100250	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	100251	100300	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	100301	100350	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	100351	100400	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	100401	100450	14	0.28	0.453557367611073	0	0	1	1.61984774146812	PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	100451	100500	8	0.16	0.370328039909021	0	0	1	2.31455024943138	PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	100501	100550	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	100551	100600	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	100601	100650	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	100651	100700	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	100701	100750	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	100751	100800	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	100801	100850	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	100851	100900	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	100901	100950	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	100951	101000	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	101001	101050	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	101051	101100	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	101101	101150	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	101151	101200	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	101201	101250	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	101251	101300	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	101301	101350	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	101351	101400	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	101401	101450	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	101451	101500	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	101501	101550	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	101551	101600	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	101601	101650	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	101651	101700	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	101701	101750	22	0.44	0.501426536422407	0	0	1	1.13960576459638	PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	101751	101800	25	0.5	0.505076272276105	0.5	0	1	1.01015254455221	PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	101801	101850	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	101851	101900	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	101901	101950	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	101951	102000	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	102001	102050	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	102051	102100	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	102101	102150	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	102151	102200	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	102201	102250	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	102251	102300	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	102301	102350	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	102351	102400	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	102401	102450	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	102451	102500	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	102501	102550	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	102551	102600	11	0.22	0.41845195759648	0	0	1	1.90205435271127	PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	102601	102650	138	2.76	0.916069688107508	3	1	4	0.331909307285329	PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	102651	102700	26	0.52	0.788695642390986	0	0	2	1.51672238921344	PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	102701	102750	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	102751	102800	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	102801	102850	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	102851	102900	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	102901	102950	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	102951	103000	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	103001	103050	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	103051	103100	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	103101	103150	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	103151	103200	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	103201	103250	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	103251	103300	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	103301	103350	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	103351	103400	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	103401	103450	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	103451	103500	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	103501	103550	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	103551	103600	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	103601	103650	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	103651	103700	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	103701	103750	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	103751	103800	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	103801	103850	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	103851	103900	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	103901	103950	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	103951	104000	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	104001	104050	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	104051	104100	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	104101	104150	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	104151	104200	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	104201	104250	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	104251	104300	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	104301	104350	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	104351	104400	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	104401	104450	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	104451	104500	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	104501	104550	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	104551	104600	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	104601	104650	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	104651	104700	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	104701	104750	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	104751	104800	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	104801	104850	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	104851	104900	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	104901	104950	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	104951	105000	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	105001	105050	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	105051	105100	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	105101	105150	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	105151	105200	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	105201	105250	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	105251	105300	34	0.68	0.471212071499161	1	0	1	0.692958928675237	PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	105301	105350	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	105351	105400	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	105401	105450	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	105451	105500	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	105501	105550	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	105551	105600	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	105601	105650	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	105651	105700	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	105701	105750	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	105751	105800	28	0.56	0.501426536422407	1	0	1	0.895404529325727	PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	105801	105850	19	0.38	0.490314351478015	0	0	1	1.29030092494214	PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	105851	105900	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	105901	105950	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	105951	106000	85	1.7	1.71725932573876	2	0	4	1.01015254455221	PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	106001	106050	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	106051	106100	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	106101	106150	48	0.96	0.197948663722157	1	0	1	0.206196524710581	PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	106151	106200	19	0.38	0.490314351478015	0	0	1	1.29030092494214	PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	106201	106250	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	106251	106300	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	106301	106350	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	106351	106400	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	106401	106450	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	106451	106500	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	106501	106550	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	106551	106600	8	0.16	0.370328039909021	0	0	1	2.31455024943138	PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	106601	106650	59	1.18	0.388087934491604	1	1	2	0.32888808007763	PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	106651	106700	8	0.16	0.370328039909021	0	0	1	2.31455024943138	PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
AGTG	LT934125.1	+	106701	106750	0	0	0	0	0	0		PK-15	4h	4	AGTG_mappedAligned.out.bam	CAGE	PK-15_CAGE_4h	PK-15_CAGE_4h
